"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",23,8,18,26,1.13,7,2,6,1,0,18
"Blaine Down",1982-07-16,"LW","Barrie Colts",22,10,6,16,0.73,5,4,1,2,0,18
"Tomas Kurka",1981-12-14,"LW","Plymouth Whalers",17,7,6,13,0.76,4,2,2,1,2,6
"Vince Grant",1979-01-27,"C","Windsor Spitfires",12,5,5,10,0.83,-4,2,1,1,0,2
"Cole Jarrett",1983-01-04,"D","Plymouth Whalers",23,3,7,10,0.43,5,2,1,1,0,19
"Kyle Wellwood",1983-05-16,"C","Belleville Bulls",16,3,7,10,0.63,5,0,4,0,0,6
"Trevor Daley",1983-10-09,"D","Sault Ste. Marie Greyhounds",15,3,7,10,0.67,6,0,4,0,0,12
"Steve Ott",1982-08-19,"C","Windsor Spitfires",12,3,5,8,0.67,-10,2,1,0,0,21
"Alexander Buturlin",1981-09-03,"RW","Sarnia Sting",7,4,2,6,0.86,3,2,1,0,0,12
"Carlo Colaiacovo",1983-01-27,"D","Erie Otters",13,2,4,6,0.46,-2,2,2,1,0,9
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",12,2,4,6,0.5,-9,1,1,0,0,14
"Derek Roy",1983-05-04,"C","Kitchener Rangers",5,4,1,5,1,-5,2,1,0,0,6
"Maxim Rybin",1981-06-15,"C","Sarnia Sting",7,4,1,5,0.71,4,0,0,0,1,2
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",12,1,4,5,0.42,-5,0,1,0,0,6
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",7,1,4,5,0.71,1,0,1,0,0,4
"Troy Ilijow",1982-08-25,"RW","Erie Otters",13,1,4,5,0.38,2,0,0,1,0,32
"Erik Reitz",1982-07-29,"D","Barrie Colts",25,0,5,5,0.2,11,0,0,0,0,44
"Adam Chapman",1982-03-27,"C","Ottawa 67's",11,2,2,4,0.36,1,2,0,0,0,8
