"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Justin Williams","NO",1981-10-04,"5.11",180,"RW","Plymouth Whalers",23,14,16,30,1.3,10,3,6,9,2,0,10
"Blaine Down","YES",1982-07-16,"5.11",170,"LW","Barrie Colts",22,10,6,16,0.73,5,4,1,5,2,0,18
"Brad Boyes","NO",1982-04-17,"6.00",168,"C","Erie Otters",13,6,8,14,1.08,-2,2,5,7,2,0,10
"Tomas Kurka","YES",1981-12-14,"6.00",180,"LW","Plymouth Whalers",17,7,6,13,0.76,4,2,2,4,1,2,6
"Kristopher Vernarsky","NO",1982-04-05,"6.02",207,"LW","Plymouth Whalers",19,3,6,9,0.47,3,0,1,1,1,0,24
"Steve Ott","YES",1982-08-19,"6.01",184,"C","Windsor Spitfires",12,3,5,8,0.67,-10,2,1,3,0,0,21
"Raffi Torres","NO",1981-10-08,"5.11",200,"LW","Brampton Battalion",6,5,2,7,1.17,-2,1,2,3,0,1,23
"Nikita Alexeev","NO",1981-12-27,"6.05",194,"RW","Erie Otters",13,4,3,7,0.54,2,2,1,3,0,0,6
"Nathan Robinson","NO",1981-12-31,"5.09",174,"C","Belleville Bulls",15,3,4,7,0.47,-3,1,0,1,1,0,10
"Brent Kelly","NO",1981-12-01,"6.01",175,"C","Guelph Storm",6,4,1,5,0.83,-1,0,1,1,0,0,0
"Miguel Delisle","NO",1982-04-06,"6.01",215,"C","Ottawa 67's",11,4,1,5,0.45,-1,2,1,3,1,0,28
"Lukas Havel","NO",1981-11-10,"5.10",160,"RW","Brampton Battalion",6,3,2,5,0.83,-2,1,1,2,1,0,12
"Paul Ballantyne","NO",1982-07-16,"6.03",204,"D","Sault Ste. Marie Greyhounds",17,2,3,5,0.29,8,1,3,4,1,0,17
"Troy Ilijow","YES",1982-08-25,"6.02",205,"RW","Erie Otters",13,1,4,5,0.38,2,0,0,0,1,0,32
"Erik Reitz","YES",1982-07-29,"6.01",200,"D","Barrie Colts",25,0,5,5,0.2,11,0,0,0,0,0,44
"Jared Newman","NO",1982-03-07,"6.02",202,"D","Plymouth Whalers",23,0,5,5,0.22,9,0,0,0,0,0,34
"Adam Chapman","YES",1982-03-27,"6.00",195,"C","Ottawa 67's",11,2,2,4,0.36,1,2,0,2,0,0,8
"Matt Armstrong","YES",1982-09-08,"6.00",190,"LW","Kitchener Rangers",5,2,2,4,0.8,0,1,0,1,0,0,10
"Mike Wehrstedt","NO",1982-05-28,"6.00",195,"RW","Kitchener Rangers",5,2,2,4,0.8,-1,0,1,1,0,0,5
"Russ Moyer","YES",1982-08-09,"6.00",170,"D","Ottawa 67's",11,1,3,4,0.36,1,0,1,1,0,0,4
"Josh Tataryn","YES",1982-07-23,"6.00",185,"LW","Ottawa 67's",11,0,4,4,0.36,-3,0,2,2,0,0,2
"Malcolm MacMillan","YES",1982-02-08,"5.11",190,"C","Sault Ste. Marie Greyhounds",17,0,4,4,0.24,-4,0,0,0,0,0,49
"Aaron Van Leusen","NO",1981-10-28,"6.00",180,"RW","Brampton Battalion",6,2,1,3,0.5,1,1,0,1,0,0,6
"Rob Chapman","YES",1982-01-14,"6.01",178,"RW","Sault Ste. Marie Greyhounds",12,2,1,3,0.25,0,0,0,0,0,0,11
"Steven Morris","NO",1982-05-23,"5.11",188,"RW","Plymouth Whalers",23,2,1,3,0.13,0,0,0,0,0,0,8
"Adam Paiement","YES",1982-03-31,"6.02",212,"RW","Belleville Bulls",16,1,2,3,0.19,-1,0,0,0,0,0,20
"Kurtis Foster","NO",1981-11-24,"6.04",200,"D","Peterborough Petes",5,1,2,3,0.6,-2,0,1,1,0,0,4
"Marcel Rodman","YES",1981-09-25,"6.01",175,"RW","Peterborough Petes",5,1,2,3,0.6,-2,0,1,1,0,0,0
"Kris Newbury","NO",1982-02-19,"5.11",192,"C","Sarnia Sting",7,0,3,3,0.43,1,0,2,2,0,0,16
"Libor Ustrnul","YES",1982-02-20,"6.05",220,"D","Plymouth Whalers",23,0,3,3,0.13,10,0,0,0,0,0,29
"Malcolm Hutt","YES",1982-05-31,"6.00",185,"D","Belleville Bulls",16,2,0,2,0.13,0,0,0,0,0,0,10
"Nate Kiser","YES",1982-05-04,"6.01",207,"D","Plymouth Whalers",23,1,1,2,0.09,4,0,0,0,0,0,18
"Rostislav Klesla","YES",1982-03-21,"6.02",200,"D","Brampton Battalion",6,1,1,2,0.33,-3,1,0,1,1,0,21
"Bob McBride","YES",1982-07-30,"5.11",189,"C","Plymouth Whalers",23,0,2,2,0.09,0,0,0,0,0,0,4
"Jamie Johnson","YES",1982-01-23,"5.11",185,"C","Sarnia Sting",7,0,2,2,0.29,0,0,0,0,0,0,2
"Ryan Hare","NO",1982-04-03,"5.11",178,"C","Sarnia Sting",7,0,2,2,0.29,-3,0,0,0,0,0,4
"Shayne Fryia","NO",1981-12-30,"6.00",180,"C","Oshawa Generals",5,0,2,2,0.4,0,0,0,0,0,0,6
"Bobby Naylor","NO",1982-08-09,"6.03",180,"C","Kitchener Rangers",3,1,0,1,0.33,-2,0,0,0,0,0,15
"Chris Berti","NO",1981-10-06,"6.05",212,"C","Sarnia Sting",7,1,0,1,0.14,-1,0,0,0,1,0,13
"Chris Rowan","YES",1982-07-12,"6.04",220,"LW","Brampton Battalion",6,1,0,1,0.17,-5,0,0,0,0,0,4
"Jeff Richards","YES",1981-09-17,"5.10",170,"LW","Sault Ste. Marie Greyhounds",13,1,0,1,0.08,-1,0,0,0,0,0,16
"Nathan Herrington","NO",1982-04-18,"6.01",200,"LW","Brampton Battalion",6,1,0,1,0.17,0,0,0,0,0,0,2
"Riley Moher","YES",1982-06-27,"6.01",191,"D","Erie Otters",13,1,0,1,0.08,0,0,0,0,0,0,12
"Scott Rozendal","YES",1982-07-28,"6.02",200,"RW","Erie Otters",13,1,0,1,0.08,0,0,0,0,0,0,11
"Steven Ellis","YES",1982-06-12,"5.11",160,"C","Sudbury Wolves",12,1,0,1,0.08,-2,1,0,1,0,0,2
"T.J. Eason","YES",1982-05-18,"6.03",200,"D","Peterborough Petes",5,1,0,1,0.2,1,0,0,0,0,0,0
"Aaron Power","YES",1982-02-04,"6.00",189,"D","Barrie Colts",25,0,1,1,0.04,4,0,1,1,0,0,27
"Dan Growden","NO",1982-02-09,"6.01",190,"D","Windsor Spitfires",10,0,1,1,0.1,0,0,0,0,0,0,6
"Josh Legge","NO",1981-09-25,"6.02",183,"D","North Bay Centennials",4,0,1,1,0.25,1,0,0,0,0,0,0
"Josh Sands","YES",1982-01-27,"5.09",170,"LW","Belleville Bulls",9,0,1,1,0.11,1,0,0,0,0,0,2
"Jourdan Lagace","NO",1981-11-20,"5.11",185,"LW","Erie Otters",13,0,1,1,0.08,0,0,0,0,0,0,5
