"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Justin Williams","NO",21,1981-10-04,1981,"5.11",180,"RW","Plymouth Whalers",23,14,16,30,1.3,10,3,6,9,2,0,2,2,0,10,1
"Michael Henrich","NO",27,1980-03-04,1980,"6.04",214,"RW","Barrie Colts",25,10,18,28,1.12,6,3,5,8,0,0,0,1,0,30,1
"Stephen Weiss","YES",9,1983-04-03,1983,"6.00",185,"C","Plymouth Whalers",23,8,18,26,1.13,7,2,6,8,1,0,1,1,0,18,1
"Shaun Fisher","NO",13,1979-06-02,1979,"5.11",170,"D","Plymouth Whalers",23,4,21,25,1.09,5,2,12,14,0,1,1,2,0,24,1
"Randy Fitzgerald","NO",17,1979-09-05,1979,"5.11",174,"LW","Plymouth Whalers",23,13,10,23,1,9,3,3,6,0,1,1,4,1,47,1
"Sheldon Keefe","NO",28,1980-09-17,1980,"5.10",185,"RW","Barrie Colts",25,10,13,23,0.92,-4,3,8,11,0,0,0,2,1,41,1
"Mike Jefferson","NO",34,1980-10-21,1980,"5.10",190,"RW","Barrie Colts",25,7,16,23,0.92,-1,3,8,11,0,1,1,1,0,107,1
"Mike Christian","NO",23,1979-11-13,1979,"6.01",200,"LW","Barrie Colts",25,6,15,21,0.84,3,0,6,6,0,0,0,1,0,37,1
"Randy Rowe","NO",18,1980-06-10,1980,"5.11",180,"LW","Belleville Bulls",16,7,13,20,1.25,6,0,3,3,1,1,2,1,0,6,1
"Josef Vasicek","NO",23,1980-09-12,1980,"6.04",196,"C","Sault Ste. Marie Greyhounds",17,5,15,20,1.18,6,1,9,10,1,2,3,1,1,8,1
"Ryan Jardine","NO",21,1980-03-15,1980,"6.01",190,"LW","Sault Ste. Marie Greyhounds",17,11,8,19,1.12,5,4,5,9,2,0,2,2,0,16,1
"Norm Milley","NO",9,1980-02-14,1980,"6.00",195,"RW","Sudbury Wolves",12,8,11,19,1.58,7,4,6,10,0,0,0,1,0,6,1
"Chad Spurr","NO",25,1979-05-13,1979,"5.11",170,"C","Sault Ste. Marie Greyhounds",17,7,12,19,1.12,9,2,3,5,2,0,2,0,1,16,1
"Damian Surma","NO",15,1981-01-22,1981,"5.09",200,"LW","Plymouth Whalers",20,9,8,17,0.85,5,4,5,9,0,0,0,1,0,10,1
"Jonathan Cheechoo","NO",19,1980-07-15,1980,"6.01",208,"RW","Belleville Bulls",16,5,12,17,1.06,7,2,6,8,0,0,0,1,0,16,1
"Kevin Baker","NO",23,1979-06-15,1979,"6.00",191,"RW","Belleville Bulls",16,11,5,16,1,1,5,1,6,0,0,0,1,1,22,1
"Blaine Down","YES",9,1982-07-16,1982,"5.11",170,"LW","Barrie Colts",22,10,6,16,0.73,5,4,1,5,0,0,0,2,0,18,1
"Justin Papineau","NO",17,1980-01-15,1980,"5.10",166,"C","Belleville Bulls",16,4,12,16,1,7,0,1,1,1,1,2,1,0,16,1
"Taylor Pyatt","NO",11,1981-08-19,1981,"6.04",215,"LW","Sudbury Wolves",12,8,7,15,1.25,8,5,1,6,0,0,0,3,0,25,1
