"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Cory Pecker","NO",11,1981-03-20,1981,"6.00",195,"RW","Erie Otters",21,25,17,42,2,14,6,11,17,3,1,4,2,3,36,1
"Brad Boyes","NO",16,1982-04-17,1982,"6.00",168,"C","Erie Otters",21,22,19,41,1.95,17,7,12,19,4,1,5,7,0,27,1
"Brandon Cullen","NO",19,1981-03-05,1981,"6.00",212,"RW","Erie Otters",21,13,16,29,1.38,6,7,6,13,0,1,1,2,1,53,1
"Blaine Down","NO",9,1982-07-16,1982,"5.11",170,"LW","Barrie Colts",20,15,10,25,1.25,5,3,7,10,2,0,2,2,1,34,1
"Kyle Wellwood","NO",97,1983-05-16,1983,"5.11",190,"C","Windsor Spitfires",16,12,12,24,1.5,7,5,7,12,2,0,2,1,0,0,1
"Steve Hildenbrand","NO",39,1981-03-10,1981,"5.10",182,"C","Windsor Spitfires",16,4,18,22,1.38,6,2,7,9,0,1,1,1,0,22,1
"Tim Gleason","NO",6,1983-01-29,1983,"6.01",205,"D","Windsor Spitfires",16,7,13,20,1.25,2,6,6,12,0,2,2,1,0,40,1
"Erik Reitz","NO",5,1982-07-29,1982,"6.01",200,"D","Barrie Colts",20,4,16,20,1,1,2,8,10,0,1,1,1,0,40,1
"Rick Nash","NO",61,1984-06-16,1984,"6.03",181,"LW","London Knights",12,10,9,19,1.58,-7,6,5,11,0,0,0,1,1,21,1
"Tim Brent","NO",8,1984-03-10,1984,"6.00",180,"C","Toronto St. Michael's Majors",14,7,12,19,1.36,1,5,3,8,0,0,0,1,0,20,1
"Darryl Bootland","NO",27,1981-11-02,1981,"6.01",195,"RW","Toronto St. Michael's Majors",15,8,10,18,1.2,-6,5,8,13,0,0,0,1,0,50,1
"Frank Lukes","NO",19,1982-09-25,1982,"5.10",170,"RW","Toronto St. Michael's Majors",15,7,11,18,1.2,0,3,4,7,0,1,1,2,0,16,1
"Carlo Colaiacovo","NO",8,1983-01-27,1983,"6.01",194,"D","Erie Otters",21,7,10,17,0.81,13,2,5,7,1,0,1,3,0,20,1
"Kevin Dallman","NO",4,1981-02-26,1981,"5.11",190,"D","Guelph Storm",9,8,8,16,1.78,-5,5,5,10,0,1,1,1,0,22,1
"Charlie Stephens","NO",17,1981-04-05,1981,"6.03",212,"C","London Knights",12,6,10,16,1.33,-1,2,4,6,0,1,1,1,1,18,1
"Steve Ott","NO",14,1982-08-19,1982,"6.01",184,"C","Windsor Spitfires",14,6,10,16,1.14,1,0,6,6,1,0,1,1,2,49,1
"Shayne Fryia","NO",87,1981-12-30,1981,"6.00",180,"C","Barrie Colts",19,4,11,15,0.79,4,2,4,6,0,0,0,2,0,34,1
"Scott Dobben","NO",23,1983-04-10,1983,"6.01",195,"LW","Erie Otters",21,4,11,15,0.71,8,0,2,2,2,1,3,0,0,24,1
"Nathan Robinson","NO",77,1981-12-31,1981,"5.09",174,"C","Belleville Bulls",11,8,6,14,1.27,6,2,2,4,2,0,2,1,1,10,1
