"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Rick Nash","NO",1984-06-16,"6.03",181,"LW","London Knights",12,10,9,19,1.58,-7,6,5,11,1,1,21
"Tim Brent","NO",1984-03-10,"6.00",180,"C","Toronto St. Michael's Majors",14,7,12,19,1.36,1,5,3,8,1,0,20
"Corey Locke","YES",1984-05-08,"5.10",190,"C","Ottawa 67's",13,6,7,13,1,1,3,1,4,2,0,10
"Scott Horvath","YES",1984-07-19,"6.03",215,"RW","Toronto St. Michael's Majors",15,3,9,12,0.8,4,0,2,2,2,0,2
"Nick Lees","NO",1983-10-22,"5.11",195,"C","Barrie Colts",20,8,3,11,0.55,1,2,0,2,2,0,4
"Scott Sheppard","NO",1983-09-28,"6.00",195,"RW","Ottawa 67's",13,5,6,11,0.85,0,1,2,3,1,0,8
"Matthew Stajan","NO",1983-12-19,"6.01",188,"LW","Belleville Bulls",11,3,8,11,1,6,1,4,5,1,0,14
"John Scott Dickson","NO",1984-04-10,"6.02",210,"LW","Windsor Spitfires",16,3,5,8,0.5,-1,1,2,3,1,0,10
"Daniel Paille","NO",1984-04-15,"6.01",195,"C","Guelph Storm",9,5,2,7,0.78,-8,3,0,3,0,0,9
"Darryl Boyce","YES",1984-07-07,"5.11",188,"C","Toronto St. Michael's Majors",15,2,5,7,0.47,0,0,0,0,0,0,46
"Brian Lee","NO",1984-07-05,"6.02",200,"D","Erie Otters",21,1,6,7,0.33,8,1,0,1,0,0,41
"Petr Taticek","YES",1983-09-22,"6.02",180,"C","Sault Ste. Marie Greyhounds",6,3,3,6,1,-2,2,2,4,1,0,4
"David Bowman","NO",1983-09-23,"5.11",205,"D","Windsor Spitfires",16,2,4,6,0.38,3,1,2,3,1,0,20
"Paul Giallonardo","YES",1984-02-29,"6.03",209,"D","Windsor Spitfires",14,1,5,6,0.43,7,0,0,0,1,0,13
"Ahren Nittel","NO",1983-12-06,"6.03",215,"LW","Windsor Spitfires",9,4,1,5,0.56,-1,3,0,3,0,0,23
"Jeremy Swanson","NO",1984-06-21,"6.00",210,"D","Barrie Colts",20,1,4,5,0.25,6,1,1,2,0,0,12
"Chris Campoli","NO",1984-07-09,"6.00",190,"D","Erie Otters",20,0,5,5,0.25,5,0,2,2,0,0,18
"Lukas Krajicek","NO",1983-11-03,"6.01",185,"D","Peterborough Petes",6,0,5,5,0.83,-3,0,2,2,0,0,6
"Darryl Lloyd","YES",1984-02-10,"5.10",187,"C","Windsor Spitfires",16,3,1,4,0.25,1,0,0,0,1,0,4
"Rick Steadman","YES",1984-06-09,"5.10",178,"D","London Knights",12,2,2,4,0.33,0,0,0,0,1,0,8
"Trevor Daley","NO",1983-10-09,"5.11",204,"D","Sault Ste. Marie Greyhounds",6,2,2,4,0.67,-5,2,2,4,0,0,4
"John Hecimovic","NO",1984-03-31,"6.02",215,"RW","Sarnia Sting",5,1,3,4,0.8,-4,0,2,2,0,0,2
"Reg Thomas","NO",1984-03-24,"6.02",185,"C","Sarnia Sting",5,3,0,3,0.6,-2,1,0,1,1,0,6
"Craig Foster","NO",1984-02-10,"6.00",185,"LW","North Bay Centennials",5,2,1,3,0.6,0,0,0,0,0,0,12
"Geoff Patton","YES",1983-09-21,"6.01",187,"D","Toronto St. Michael's Majors",15,2,1,3,0.2,-1,0,0,0,0,0,19
"Andre Deveaux","NO",1984-02-23,"6.04",233,"RW","Belleville Bulls",11,1,2,3,0.27,-1,1,0,1,0,0,30
"James Wisniewski","NO",1984-02-24,"5.11",200,"D","Plymouth Whalers",6,1,2,3,0.5,3,0,0,0,0,0,6
"Brody Todd","NO",1984-02-25,"6.02",225,"LW","Sudbury Wolves",5,2,0,2,0.4,0,1,0,1,1,0,8
"Denis Yachmenev","YES",1984-06-04,"6.01",200,"RW","North Bay Centennials",5,2,0,2,0.4,0,0,0,0,0,0,0
"David Clarkson","YES",1984-03-31,"6.01",206,"C","Belleville Bulls",8,1,1,2,0.25,2,0,0,0,0,0,6
"Logan Hunter","NO",1984-08-30,"5.10",190,"C","London Knights",9,1,1,2,0.22,1,0,0,0,0,0,26
"Adam Gibson","NO",1984-06-07,"5.10",195,"D","North Bay Centennials",5,0,2,2,0.4,-4,0,1,1,0,0,0
"Brett Trudell","NO",1984-02-15,"6.03",202,"RW","Sault Ste. Marie Greyhounds",4,0,2,2,0.5,-4,0,2,2,0,0,6
"Chris Petrow","YES",1984-06-05,"6.03",201,"D","Oshawa Generals",5,0,2,2,0.4,-2,0,2,2,0,0,0
"Petr Kanko","YES",1984-02-07,"5.10",204,"RW","Kitchener Rangers",4,0,2,2,0.5,1,0,0,0,0,0,0
"Steve Eminger","NO",1983-10-31,"6.02",200,"D","Kitchener Rangers",4,0,2,2,0.5,-1,0,2,2,0,0,10
"Andre Benoit","NO",1984-01-06,"6.00",199,"LW","Kitchener Rangers",4,1,0,1,0.25,-3,1,0,1,0,0,8
"Daryl Knowles","YES",1984-02-06,"6.02",190,"LW","Toronto St. Michael's Majors",15,1,0,1,0.07,-9,1,0,1,0,0,10
"Evan Kotsopoulos","YES",1984-03-24,"5.11",180,"LW","Oshawa Generals",4,1,0,1,0.25,-1,1,0,1,0,0,6
"Ben Eager","NO",1984-01-22,"6.02",215,"LW","Oshawa Generals",5,0,1,1,0.2,-5,0,1,1,0,0,13
"Chris Robertson","YES",1984-01-10,"6.00",190,"C","Sudbury Wolves",5,0,1,1,0.2,-1,0,0,0,0,0,4
"Colin Power","YES",1984-03-02,"5.10",213,"RW","Guelph Storm",9,0,1,1,0.11,0,0,0,0,0,0,4
"Danny McDonald","YES",1984-02-15,"6.01",185,"LW","Kingston Frontenacs",1,0,1,1,1,-1,0,0,0,0,0,2
"David Herring","YES",1984-02-22,"6.01",205,"RW","Erie Otters",17,0,1,1,0.06,1,0,1,1,0,0,27
"Dene Poulin","NO",1983-12-13,"5.11",193,"D","Sudbury Wolves",5,0,1,1,0.2,-2,0,0,0,0,0,12
"Jonas Fiedler","YES",1984-05-29,"6.02",190,"LW","Plymouth Whalers",6,0,1,1,0.17,-1,0,0,0,0,0,4
"Jordan Freeland","YES",1984-06-04,"6.01",193,"C","Toronto St. Michael's Majors",10,0,1,1,0.1,1,0,0,0,0,0,10
"Kyle Spurr","YES",1984-08-10,"6.00",190,"RW","Toronto St. Michael's Majors",13,0,1,1,0.08,-2,0,0,0,0,0,18
"Marc Rancourt","YES",1984-04-28,"6.01",197,"LW","Belleville Bulls",10,0,1,1,0.1,-1,0,0,0,0,0,0
"Mike Ramsay","YES",1984-09-13,"5.09",180,"RW","Peterborough Petes",3,0,1,1,0.33,0,0,0,0,0,0,0
"Sam Skwarchuk","NO",1984-02-05,"6.00",185,"LW","Sudbury Wolves",5,0,1,1,0.2,0,0,1,1,0,0,2
"Tyler Leggo","YES",1984-02-13,"6.01",186,"C","Sudbury Wolves",5,0,1,1,0.2,-1,0,0,0,0,0,8
"Adam Keefe","NO",1984-04-26,"5.10",195,"RW","Kitchener Rangers",3,0,0,0,0,0,0,0,0,0,0,14
"Alex Butkus","NO",1984-01-19,"6.03",240,"LW","Guelph Storm",3,0,0,0,0,-1,0,0,0,0,0,0
"Anthony Butera","YES",1984-09-14,"5.11",195,"D","Sarnia Sting",4,0,0,0,0,1,0,0,0,0,0,0
"Bill Kinkel","YES",1984-02-27,"6.05",230,"LW","Kitchener Rangers",1,0,0,0,0,-2,0,0,0,0,0,0
"Brad Staubitz","YES",1984-07-28,"6.01",208,"D","Sault Ste. Marie Greyhounds",3,0,0,0,0,-1,0,0,0,0,0,2
"Brandon McBride","YES",1984-02-22,"6.02",207,"C","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,0,0
"Bryan Hamm","YES",1984-01-01,"6.03",250,"D","Peterborough Petes",4,0,0,0,0,0,0,0,0,0,0,2
"Bryan Rodney","NO",1984-04-22,"6.00",204,"D","Kingston Frontenacs",1,0,0,0,0,-1,0,0,0,0,0,0
"Bryan Sansom","YES",1984-04-15,"6.01",185,"LW","North Bay Centennials",1,0,0,0,0,-1,0,0,0,0,0,0
"Cam Janssen","YES",1984-04-15,"6.00",215,"RW","Windsor Spitfires",10,0,0,0,0,-1,0,0,0,0,0,13
"Chad McCaffrey","YES",1984-06-19,"5.09",155,"C","Kitchener Rangers",4,0,0,0,0,-1,0,0,0,0,0,0
"Chad Thompson","YES",1984-06-29,"5.11",195,"D","London Knights",11,0,0,0,0,2,0,0,0,0,0,11
"Chanse Fitzpatrick","YES",1984-08-14,"6.01",220,"RW","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0,2
"Daniel Girardi","NO",1984-04-29,"6.01",205,"D","Barrie Colts",20,0,0,0,0,1,0,0,0,0,0,0
"Dean Byvelds","NO",1983-09-21,"6.01",187,"LW","Sault Ste. Marie Greyhounds",6,0,0,0,0,-3,0,0,0,0,0,6
"Eric Larochelle","NO",1984-07-07,"6.00",200,"D","Guelph Storm",9,0,0,0,0,3,0,0,0,0,0,6
"Greg Goodnough","YES",1984-04-18,"5.11",200,"RW","North Bay Centennials",4,0,0,0,0,-3,0,0,0,0,0,4
"Jake Gilmour","YES",1984-07-19,"6.01",215,"LW","Belleville Bulls",10,0,0,0,0,0,0,0,0,0,0,8
"Jerrod Smith","YES",1984-05-04,"6.01",203,"C","Toronto St. Michael's Majors",6,0,0,0,0,-2,0,0,0,0,0,2
"Jim Kehoe","YES",1984-03-03,"6.04",220,"D","Sudbury Wolves",5,0,0,0,0,0,0,0,0,0,0,2
"Jordan Beirnes","YES",1984-04-08,"6.03",200,"LW","Oshawa Generals",5,0,0,0,0,-1,0,0,0,0,0,0
"Josh Manning","YES",1984-06-17,"6.02",215,"D","Oshawa Generals",4,0,0,0,0,0,0,0,0,0,0,0
