"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Brad Boyes",1982-04-17,"C","Erie Otters",21,4,1,5,0.24,12
"Cory Pecker",1981-03-20,"RW","Erie Otters",21,3,1,4,0.19,10
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",15,2,1,3,0.2,25
"Scott Dobben",1983-04-10,"LW","Erie Otters",21,2,1,3,0.14,20
"Blaine Down",1982-07-16,"LW","Barrie Colts",20,2,0,2,0.1,8
"Kyle Wellwood",1983-05-16,"C","Windsor Spitfires",16,2,0,2,0.12,8
"Matt Ellis",1981-08-31,"LW","Toronto St. Michael's Majors",15,2,0,2,0.13,14
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",13,2,0,2,0.15,25
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",11,2,0,2,0.18,14
"Corey Locke",1984-05-08,"C","Ottawa 67's",13,1,1,2,0.15,15
"Craig Foster",1984-02-10,"LW","North Bay Centennials",5,1,1,2,0.4,67
"Matt Grennier",1983-03-20,"C","Kitchener Rangers",4,1,1,2,0.5,100
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",16,1,1,2,0.12,17
"Sean Courtney",1985-10-16,"C","Erie Otters",21,1,1,2,0.1,20
"Steven Morris",1982-05-23,"RW","Barrie Colts",20,1,1,2,0.1,33
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",16,0,2,2,0.12,10
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",5,1,0,1,0.2,25
"Carlo Colaiacovo",1983-01-27,"D","Erie Otters",21,1,0,1,0.05,6
"Derek Roy",1983-05-04,"C","Kitchener Rangers",4,1,0,1,0.25,33
"Dusty Jamieson",1981-05-26,"LW","Sarnia Sting",5,1,0,1,0.2,17
"Jamie Chamberlain",1981-08-02,"RW","Peterborough Petes",6,1,0,1,0.17,12
"Jeff Richards",1981-09-17,"LW","Sault Ste. Marie Greyhounds",6,1,0,1,0.17,25
"Malcolm MacMillan",1982-02-08,"C","Guelph Storm",9,1,0,1,0.11,25
"Miguel Delisle",1982-04-06,"C","Ottawa 67's",13,1,0,1,0.08,8
"Patrick Barbieri",1982-04-03,"LW","London Knights",12,1,0,1,0.08,14
"Ryan Armstrong",1981-04-06,"C","North Bay Centennials",5,1,0,1,0.2,20
"Steve Ott",1982-08-19,"C","Windsor Spitfires",14,1,0,1,0.07,6
"Brad Pierce",1981-02-08,"D","North Bay Centennials",5,0,1,1,0.2,50
"Brad Self",1981-02-27,"C","Peterborough Petes",6,0,1,1,0.17,33
"Brandon Cullen",1981-03-05,"RW","Erie Otters",21,0,1,1,0.05,3
"Brendan Bell",1983-03-31,"D","Ottawa 67's",13,0,1,1,0.08,14
"Charlie Stephens",1981-04-05,"C","London Knights",12,0,1,1,0.08,6
"Chris Eade",1982-04-20,"D","Erie Otters",21,0,1,1,0.05,8
"Craig Mahon",1981-01-29,"D","Windsor Spitfires",16,0,1,1,0.06,50
"Dennis Wideman",1983-03-20,"D","London Knights",12,0,1,1,0.08,8
"Drew Fata",1983-07-28,"D","Toronto St. Michael's Majors",15,0,1,1,0.07,10
"Erik Reitz",1982-07-29,"D","Barrie Colts",20,0,1,1,0.05,5
"Frank Lukes",1982-09-25,"RW","Toronto St. Michael's Majors",15,0,1,1,0.07,6
"Kevin Dallman",1981-02-26,"D","Guelph Storm",9,0,1,1,0.11,6
"Lukas Krajicek",1983-11-03,"D","Peterborough Petes",6,0,1,1,0.17,20
"Matt Coughlin",1981-11-06,"D","Belleville Bulls",11,0,1,1,0.09,20
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",11,0,1,1,0.09,9
"Mike Renzi",1981-07-18,"C","Belleville Bulls",8,0,1,1,0.12,8
"Mike Rice",1982-02-01,"LW","Erie Otters",21,0,1,1,0.05,8
"Steve Hildenbrand",1981-03-10,"C","Windsor Spitfires",16,0,1,1,0.06,5
"Aaron Power",1982-02-04,"D","Barrie Colts",20,0,0,0,0,0
"Adam Elzinga",1982-07-23,"D","Peterborough Petes",6,0,0,0,0,0
"Adam Gibson",1984-06-07,"D","North Bay Centennials",5,0,0,0,0,0
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",3,0,0,0,0,NA
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",11,0,0,0,0,0
"Adam Smyth",1983-09-08,"D","Ottawa 67's",13,0,0,0,0,0
"Ahren Nittel",1983-12-06,"LW","Windsor Spitfires",9,0,0,0,0,0
"Alan Nolan",1983-07-06,"LW","Sault Ste. Marie Greyhounds",5,0,0,0,0,NA
"Alex Butkus",1984-01-19,"LW","Guelph Storm",3,0,0,0,0,NA
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",21,0,0,0,0,NA
"Andre Benoit",1984-01-06,"LW","Kitchener Rangers",4,0,0,0,0,0
"Andre Deveaux",1984-02-23,"RW","Belleville Bulls",11,0,0,0,0,0
"Andre Robichaud",1981-04-16,"D","Sarnia Sting",5,0,0,0,0,NA
"Andrew Archer",1983-05-15,"D","Guelph Storm",9,0,0,0,0,0
"Andrew Brown",1983-07-05,"RW","Belleville Bulls",9,0,0,0,0,0
"Andrew Ianiero",1981-01-10,"LW","Kingston Frontenacs",1,0,0,0,0,0
"Andrew Shennan",1985-02-19,"RW","Barrie Colts",16,0,0,0,0,0
"Anthony Butera",1984-09-14,"D","Sarnia Sting",4,0,0,0,0,NA
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",1,0,0,0,0,NA
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",20,0,0,0,0,0
"Ben Eager",1984-01-22,"LW","Oshawa Generals",5,0,0,0,0,0
"Bill Kinkel",1984-02-27,"LW","Kitchener Rangers",1,0,0,0,0,NA
"Brad Horan",1983-05-15,"RW","Kingston Frontenacs",1,0,0,0,0,0
"Brad Staubitz",1984-07-28,"D","Sault Ste. Marie Greyhounds",3,0,0,0,0,NA
"Brad Yeo",1981-03-18,"RW","Plymouth Whalers",6,0,0,0,0,NA
"Brandon McBride",1984-02-22,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",5,0,0,0,0,0
"Brent Kelly",1981-12-01,"C","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Brett McGrath",1983-08-04,"C","Ottawa 67's",13,0,0,0,0,0
"Brett Trudell",1984-02-15,"RW","Sault Ste. Marie Greyhounds",4,0,0,0,0,0
"Brian Lee",1984-07-05,"D","Erie Otters",21,0,0,0,0,0
"Brian McGrattan",1981-09-02,"RW","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Brody Todd",1984-02-25,"LW","Sudbury Wolves",5,0,0,0,0,0
"Bryan Hamm",1984-01-01,"D","Peterborough Petes",4,0,0,0,0,NA
"Bryan Rodney",1984-04-22,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Bryan Sansom",1984-04-15,"LW","North Bay Centennials",1,0,0,0,0,NA
"Bryan Thompson",1982-03-16,"RW","London Knights",11,0,0,0,0,0
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",10,0,0,0,0,NA
"Carter Trevisani",1982-06-06,"D","Ottawa 67's",13,0,0,0,0,0
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",6,0,0,0,0,0
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",4,0,0,0,0,NA
"Chad Thompson",1984-06-29,"D","London Knights",11,0,0,0,0,NA
"Chanse Fitzpatrick",1984-08-14,"RW","Sarnia Sting",1,0,0,0,0,NA
"Chris Bain",1984-11-27,"LW","London Knights",11,0,0,0,0,NA
"Chris Berti",1981-10-06,"C","Erie Otters",14,0,0,0,0,0
"Chris Campoli",1984-07-09,"D","Erie Otters",20,0,0,0,0,0
"Chris Cook",1982-02-21,"LW","Kingston Frontenacs",1,0,0,0,0,NA
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",1,0,0,0,0,NA
"Chris Martin",1983-08-02,"D","Erie Otters",21,0,0,0,0,0
"Chris Minard",1981-11-18,"C","Oshawa Generals",5,0,0,0,0,0
"Chris Petrow",1984-06-05,"D","Oshawa Generals",5,0,0,0,0,0
"Chris Robertson",1984-01-10,"C","Sudbury Wolves",5,0,0,0,0,0
"Chris Thorburn",1983-06-02,"C","North Bay Centennials",5,0,0,0,0,0
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",11,0,0,0,0,0
"Cole Jarrett",1983-01-04,"D","Plymouth Whalers",6,0,0,0,0,0
"Colin Power",1984-03-02,"RW","Guelph Storm",9,0,0,0,0,0
"Colt King",1983-03-04,"LW","North Bay Centennials",5,0,0,0,0,0
"Corey Perry",1985-05-16,"RW","London Knights",12,0,0,0,0,0
"Cory Stillman",1983-03-02,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",6,0,0,0,0,0
"Dan Buccella",1983-06-16,"LW","London Knights",3,0,0,0,0,NA
"Dan Speer",1984-12-05,"C","Sudbury Wolves",5,0,0,0,0,0
"Daniel Girardi",1984-04-29,"D","Barrie Colts",20,0,0,0,0,NA
"Daniel Paille",1984-04-15,"C","Guelph Storm",9,0,0,0,0,0
"Danny Bois",1983-06-01,"RW","London Knights",12,0,0,0,0,0
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",1,0,0,0,0,0
"Darryl Bootland",1981-11-02,"RW","Toronto St. Michael's Majors",15,0,0,0,0,0
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",15,0,0,0,0,0
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",16,0,0,0,0,0
"Darryl Thomson",1982-01-16,"LW","Barrie Colts",20,0,0,0,0,0
"Daryl Knowles",1984-02-06,"LW","Toronto St. Michael's Majors",15,0,0,0,0,0
"David Bowman",1983-09-23,"D","Windsor Spitfires",16,0,0,0,0,0
"David Clarkson",1984-03-31,"C","Belleville Bulls",8,0,0,0,0,0
"David Herring",1984-02-22,"RW","Erie Otters",17,0,0,0,0,0
"David Liffiton",1984-10-18,"D","Plymouth Whalers",6,0,0,0,0,NA
"David Silverstone",1982-02-22,"LW","Belleville Bulls",6,0,0,0,0,0
"Dean Byvelds",1983-09-21,"LW","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Dene Poulin",1983-12-13,"D","Sudbury Wolves",5,0,0,0,0,0
"Denis Yachmenev",1984-06-04,"RW","North Bay Centennials",5,0,0,0,0,0
"Derek Hennessey",1982-07-08,"D","Guelph Storm",9,0,0,0,0,NA
"Doug MacIver",1981-02-12,"D","Kingston Frontenacs",1,0,0,0,0,0
"Drew Kivell",1983-02-04,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Dustin Brown",1984-11-04,"RW","Guelph Storm",9,0,0,0,0,0
"Dustin VanBallegooie",1983-03-25,"D","Oshawa Generals",5,0,0,0,0,0
"Dustin Wood",1981-05-21,"D","Peterborough Petes",6,0,0,0,0,0
"Dylan Hunter",1985-05-21,"LW","London Knights",6,0,0,0,0,0
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",5,0,0,0,0,0
"Eric Larochelle",1984-07-07,"D","Guelph Storm",9,0,0,0,0,NA
"Eric Staal",1984-10-29,"C","Peterborough Petes",6,0,0,0,0,0
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",4,0,0,0,0,0
"Fedor Tyutin",1983-07-19,"D","Guelph Storm",9,0,0,0,0,0
"Frank Burgio",1983-03-05,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Frank Rediker",1985-03-15,"D","Windsor Spitfires",8,0,0,0,0,NA
"Frank Sinacori",1982-07-01,"LW","Windsor Spitfires",13,0,0,0,0,0
"Frantisek Bakrlik",1983-06-02,"RW","Sarnia Sting",5,0,0,0,0,0
"Fraser Clair",1981-01-07,"RW","Barrie Colts",20,0,0,0,0,0
"Geoff Patton",1983-09-21,"D","Toronto St. Michael's Majors",15,0,0,0,0,0
