"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Corey Locke",1984-05-08,"C","Ottawa 67's",13,6,7,13,1,1,3,1,2,0,10
"Scott Horvath",1984-07-19,"RW","Toronto St. Michael's Majors",15,3,9,12,0.8,4,0,2,2,0,2
"Mark Langdon",1983-03-12,"C","Barrie Colts",20,4,7,11,0.55,3,1,2,1,0,16
"Sean Courtney",1985-10-16,"C","Erie Otters",21,3,7,10,0.48,5,1,1,1,0,4
"Fedor Tyutin",1983-07-19,"D","Guelph Storm",9,2,8,10,1.11,-6,2,6,1,0,8
"Matt Seymour",1983-06-29,"C","Toronto St. Michael's Majors",11,4,5,9,0.82,1,1,1,0,0,6
"Patrick Barbieri",1982-04-03,"LW","London Knights",12,3,4,7,0.58,1,0,0,0,0,15
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",15,2,5,7,0.47,0,0,0,0,0,46
"Petr Taticek",1983-09-22,"C","Sault Ste. Marie Greyhounds",6,3,3,6,1,-2,2,2,1,0,4
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",13,2,4,6,0.46,9,0,0,0,0,16
"Paul Giallonardo",1984-02-29,"D","Windsor Spitfires",14,1,5,6,0.43,7,0,0,1,0,13
"Corey Perry",1985-05-16,"RW","London Knights",12,2,3,5,0.42,-2,1,0,0,0,30
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",5,3,1,4,0.8,-3,2,1,0,0,4
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",16,3,1,4,0.25,1,0,0,1,0,4
"Rick Steadman",1984-06-09,"D","London Knights",12,2,2,4,0.33,0,0,0,1,0,8
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",12,0,4,4,0.33,7,0,0,0,0,15
"Kyle Piwowarczyk",1983-08-14,"C","London Knights",12,3,0,3,0.25,2,0,0,0,0,6
"Geoff Patton",1983-09-21,"D","Toronto St. Michael's Majors",15,2,1,3,0.2,-1,0,0,0,0,19
"Dan Speer",1984-12-05,"C","Sudbury Wolves",5,1,2,3,0.6,0,1,2,0,0,2
