"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Jacob Lalonde","NO",1988-01-08,"6.02",200,"LW","Sault Ste. Marie Greyhounds",4,0,0,0,0,0,0,0,0,0,0,6
"Jeff Barletta","YES",1988-07-22,"6.03",200,"D","Toronto St. Michael's Majors",4,0,0,0,0,0,0,0,0,0,0,0
"Jesse Messier","YES",1988-03-05,"5.11",195,"RW","Sudbury Wolves",8,0,0,0,0,0,0,0,0,0,0,2
"John de Gray","NO",1988-03-14,"6.04",212,"D","Brampton Battalion",11,0,0,0,0,-6,0,0,0,0,0,8
"Josh Catto","YES",1988-04-19,"6.00",188,"RW","Owen Sound Attack",9,0,0,0,0,-1,0,0,0,0,0,0
"Julien Machabee","YES",1988-02-29,"6.01",177,"D","Kitchener Rangers",1,0,0,0,0,0,0,0,0,0,0,0
"Mark Pawlowski","YES",1988-03-25,"6.00",205,"D","Peterborough Petes",9,0,0,0,0,-2,0,0,0,0,0,0
"Mike Noyes","YES",1988-05-21,"6.03",187,"D","London Knights",5,0,0,0,0,0,0,0,0,0,0,0
"Mike Weber","NO",1987-12-16,"6.02",205,"D","Windsor Spitfires",7,0,0,0,0,-3,0,0,0,0,0,12
"Myles Applebaum","NO",1988-03-16,"6.02",180,"C","Kitchener Rangers",5,0,0,0,0,0,0,0,0,0,0,0
"Nick Pageau","YES",1988-01-08,"6.00",187,"D","Belleville Bulls",6,0,0,0,0,-2,0,0,0,0,0,4
"Ryan Crouch","YES",1988-01-11,"6.01",205,"D","Sudbury Wolves",6,0,0,0,0,-1,0,0,0,0,0,0
"Scott Fletcher","NO",1988-01-12,"6.04",223,"D","Saginaw Spirit",4,0,0,0,0,0,0,0,0,0,0,6
"Sean Ryan","YES",1988-02-27,"5.11",186,"D","Ottawa 67's",6,0,0,0,0,-2,0,0,0,0,0,10
"Shawn Connors","NO",1988-06-30,"6.00",196,"D","Kingston Frontenacs",6,0,0,0,0,0,0,0,0,0,0,0
"Steve Spade","NO",1987-12-10,"6.02",205,"D","Toronto St. Michael's Majors",4,0,0,0,0,-2,0,0,0,0,0,4
"Tibor Radulay","YES",1988-01-06,"6.00",205,"LW","Ottawa 67's",5,0,0,0,0,-2,0,0,0,0,0,6
"Tim Priamo","YES",1988-04-07,"6.02",195,"LW","Saginaw Spirit",3,0,0,0,0,0,0,0,0,0,0,2
