"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",19,10,37,47,2.47,4,5,25,30,1,0,1,0,0,35,1
"Sergei Kostitsyn","YES",24,1987-03-20,1987,"6.00",190,"RW","London Knights",19,13,24,37,1.95,2,6,13,19,0,2,2,5,0,44,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",19,13,23,36,1.89,4,8,16,24,0,0,0,1,0,16,1
"Daniel Ryder","NO",23,1987-01-12,1987,"5.11",180,"C","Peterborough Petes",19,15,16,31,1.63,12,8,9,17,2,0,2,3,0,22,1
"Matt D'Agostini","NO",21,1986-10-23,1986,"6.00",176,"RW","Guelph Storm",15,8,20,28,1.87,12,1,12,13,2,1,3,3,0,16,1
"David Bolland","NO",91,1986-06-05,1986,"6.00",185,"RW","London Knights",15,15,9,24,1.6,4,7,4,11,1,0,1,2,2,41,1
"Ryan Callahan","NO",24,1985-03-21,1985,"5.11",185,"RW","Guelph Storm",13,7,17,24,1.85,11,3,8,11,1,1,2,0,0,20,1
"Bryan Little","NO",18,1987-11-12,1987,"5.10",195,"C","Barrie Colts",14,8,15,23,1.64,7,2,13,15,1,0,1,0,0,19,1
"Luch Aquino","NO",19,1985-01-26,1985,"5.09",201,"RW","Brampton Battalion",11,8,13,21,1.91,-2,4,8,12,0,0,0,3,0,23,1
"Steve Downie","NO",20,1987-04-03,1987,"5.10",191,"C","Peterborough Petes",19,6,15,21,1.11,-1,2,12,14,0,0,0,3,0,38,1
"Travis Fuller","NO",25,1986-01-25,1986,"6.01",200,"LW","Barrie Colts",14,13,7,20,1.43,-1,4,4,8,1,0,1,0,1,20,1
"Adam Perry","NO",87,1987-01-12,1987,"6.00",195,"LW","London Knights",19,8,12,20,1.05,0,4,5,9,0,0,0,1,0,16,1
"Jakub Petruzalek","NO",91,1985-04-24,1985,"5.09",172,"C","Barrie Colts",14,8,11,19,1.36,-5,7,7,14,0,0,0,3,0,14,1
"Jordan Morrison","NO",9,1986-06-06,1986,"6.00",165,"C","Peterborough Petes",19,6,13,19,1,2,4,7,11,0,0,0,1,0,23,1
"Kelsey Wilson","NO",16,1986-01-22,1986,"6.01",216,"LW","Guelph Storm",15,12,6,18,1.2,11,8,2,10,0,0,0,0,0,33,1
"Patrick Kaleta","NO",27,1986-06-08,1986,"6.01",200,"RW","Peterborough Petes",19,8,10,18,0.95,8,4,5,9,0,0,0,3,0,43,1
"Wojtek Wolski","NO",17,1986-02-24,1986,"6.03",202,"LW","Brampton Battalion",11,7,11,18,1.64,-6,5,8,13,1,0,1,0,0,4,1
"Lubomir Stach","NO",4,1986-05-28,1986,"5.10",180,"D","Peterborough Petes",19,2,16,18,0.95,12,0,10,10,0,0,0,0,0,8,1
"Ryan Hamilton","NO",9,1985-04-15,1985,"6.02",219,"LW","Barrie Colts",14,8,9,17,1.21,-2,6,5,11,0,0,0,1,0,11,1
"Vladimir Nikiforov","YES",71,1987-10-07,1987,"5.07",170,"RW","Barrie Colts",14,3,14,17,1.21,3,3,6,9,0,0,0,1,0,6,1
"Jordan Staal","NO",11,1988-09-10,1988,"6.03",200,"C","Peterborough Petes",19,10,6,16,0.84,7,4,5,9,2,0,2,1,0,16,1
"James Neal","NO",19,1987-09-03,1987,"6.03",205,"LW","Plymouth Whalers",13,9,7,16,1.23,5,4,3,7,2,0,2,2,0,33,1
"John Vigilante","NO",9,1985-05-24,1985,"6.00",195,"LW","Plymouth Whalers",13,4,12,16,1.23,-1,1,7,8,1,0,1,0,0,0,1
"Bobby Sanguinetti","NO",22,1988-02-29,1988,"6.02",183,"D","Owen Sound Attack",11,5,10,15,1.36,2,4,7,11,0,2,2,0,0,4,1
"Trevor Hendrikx","NO",7,1985-03-29,1985,"6.02",205,"D","Peterborough Petes",19,5,10,15,0.79,2,3,7,10,0,1,1,2,0,40,1
"Mike Angelidis","NO",28,1985-06-27,1985,"6.01",215,"LW","Owen Sound Attack",11,5,9,14,1.27,-5,2,7,9,1,1,2,1,0,38,1
"Liam Reddox","NO",22,1986-01-27,1986,"5.11",185,"LW","Peterborough Petes",19,5,9,14,0.74,11,1,8,9,0,0,0,0,0,20,1
"David Pszenyczny","NO",5,1985-02-18,1985,"6.00",190,"D","Barrie Colts",14,2,12,14,1,7,1,7,8,0,1,1,1,0,22,1
"Jeff Kyrzakos","NO",16,1985-02-06,1985,"6.01",192,"RW","Owen Sound Attack",11,8,5,13,1.18,-2,4,2,6,2,0,2,2,1,18,1
"Andrej Sekera","NO",3,1986-06-08,1986,"6.00",200,"D","Owen Sound Attack",11,5,8,13,1.18,1,3,4,7,0,0,0,1,0,9,1
