"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Colby Barlow","NO",2005-02-14,"6.01",190,"LW","Owen Sound Attack",59,46,33,79,1.34,14,13,10,23,12,4,29
"Quentin Musty","NO",2005-07-06,"6.02",200,"LW","Sudbury Wolves",53,26,52,78,1.47,16,3,14,17,4,0,71
"Nick Lardis","NO",2005-07-08,"5.11",185,"RW","Hamilton Bulldogs",69,37,28,65,0.94,18,9,8,17,4,0,6
"Luca Pinelli","NO",2005-04-05,"5.09",169,"LW","Ottawa 67's",67,29,34,63,0.94,30,10,7,17,6,0,60
"Coulson Pitre","NO",2004-12-13,"6.01",185,"RW","Flint Firebirds",59,25,35,60,1.02,20,4,10,14,3,0,42
"Carson Rehkopf","NO",2005-01-07,"6.02",202,"C","Kitchener Rangers",68,30,29,59,0.87,-9,16,12,28,5,0,40
"Calum Ritchie","NO",2005-01-21,"6.03",190,"C","Oshawa Generals",59,24,35,59,1,1,6,13,19,2,2,35
"Denver Barkey","NO",2005-04-27,"5.10",171,"RW","London Knights",61,22,37,59,0.97,17,5,8,13,5,2,34
"Hunter Brzustewicz","NO",2004-11-29,"6.00",188,"D","Kitchener Rangers",68,6,51,57,0.84,8,0,23,23,0,0,12
"Easton Cowan","YES",2005-05-20,"6.00",185,"LW","London Knights",68,20,33,53,0.78,9,3,4,7,1,3,47
"Ethan Miedema","NO",2005-03-22,"6.04",212,"LW","Kingston Frontenacs",68,20,32,52,0.76,-8,6,5,11,2,0,42
"Tristan Bertucci","NO",2005-07-12,"6.02",187,"D","Flint Firebirds",63,11,39,50,0.79,12,4,14,18,1,0,66
"Declan Waddick","NO",2005-01-24,"5.09",172,"C","Niagara IceDogs",64,28,21,49,0.77,-44,6,8,14,2,0,22
"Carey Terrance","NO",2005-05-10,"6.01",186,"C","Erie Otters",67,30,17,47,0.7,-38,13,2,15,0,4,22
"Calem Mangone","NO",2004-11-04,"5.09",165,"RW","Saginaw Spirit",67,18,29,47,0.7,10,3,7,10,1,1,18
"Beau Akey","NO",2005-02-11,"6.00",183,"D","Barrie Colts",66,11,36,47,0.71,-4,7,12,19,1,1,39
"Joey Willis","YES",2005-03-14,"5.11",185,"C","Saginaw Spirit",68,15,29,44,0.65,-4,3,7,10,1,2,22
"Anthony Romani","NO",2005-07-12,"6.01",190,"RW","North Bay Battalion",66,23,20,43,0.65,3,3,4,7,6,2,20
"Cole Brown","NO",2005-04-27,"6.03",189,"RW","Hamilton Bulldogs",60,17,25,42,0.7,-18,5,7,12,3,0,41
"Matthew Soto","NO",2005-08-31,"6.00",185,"RW","Kingston Frontenacs",54,15,27,42,0.78,-3,5,7,12,2,0,8
"Angus MacDonell","NO",2005-05-11,"5.10",185,"C","Mississauga Steelheads",64,29,12,41,0.64,0,8,2,10,4,1,92
"Owen Outwater","NO",2005-01-04,"6.02",187,"LW","Kingston Frontenacs",62,16,25,41,0.66,-16,4,9,13,1,0,14
