"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Jakub Koreis",1984-06-26,"C","Guelph Storm",22,8,10,18,0.82,7,4,2,2,0,24
"Lukas Grauwiler",1984-04-13,"C","Mississauga IceDogs",24,6,11,17,0.71,8,1,3,2,0,6
"Trevor Kell",1986-06-23,"RW","London Knights",15,7,8,15,1,15,1,0,1,1,14
"Danny Richmond",1984-08-01,"D","London Knights",15,5,6,11,0.73,7,0,2,0,0,10
"Bryan Little",1987-11-12,"C","Barrie Colts",12,5,5,10,0.83,0,0,2,1,0,7
"Ryan O'Marra",1987-06-09,"C","Erie Otters",9,5,5,10,1.11,0,1,3,1,0,6
"Chad Painchaud",1986-05-27,"RW","Mississauga IceDogs",24,4,6,10,0.42,5,0,0,0,0,23
"Ryan Wilson",1987-02-03,"D","Toronto St. Michael's Majors",18,3,7,10,0.56,1,1,1,1,0,16
"Cal Clutterbuck",1987-11-18,"RW","Toronto St. Michael's Majors",18,3,5,8,0.44,7,0,1,1,0,20
"Derek Merlini",1985-07-06,"D","Erie Otters",9,1,6,7,0.78,3,0,2,0,0,12
"Stefan Ruzicka",1985-02-17,"RW","Owen Sound Attack",7,1,6,7,1,3,1,4,0,0,8
"Adam Abraham",1987-03-27,"D","Mississauga IceDogs",24,2,3,5,0.21,3,0,1,0,0,8
"Cody Bass",1987-01-07,"C","Mississauga IceDogs",24,2,3,5,0.21,0,0,0,0,0,21
"Michael Vernace",1986-05-26,"D","Brampton Battalion",11,2,3,5,0.45,-4,1,1,0,0,8
"Sean O'Connor",1987-01-31,"RW","Erie Otters",9,1,4,5,0.56,2,0,1,0,0,6
"Ivan Khomutov",1985-03-11,"C","London Knights",15,3,1,4,0.27,1,0,0,0,0,7
"Mark Versteeg-Lytwyn",1986-11-27,"LW","Guelph Storm",17,3,1,4,0.24,1,0,0,1,0,12
