"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Martin St. Pierre","NO",9,1983-08-11,1983,"5.08",180,"C","Guelph Storm",22,8,27,35,1.59,7,2,13,15,0,1,1,3,2,20,1
"Patrick O'Sullivan","NO",89,1985-02-01,1985,"5.11",185,"C","Mississauga IceDogs",24,12,11,23,0.96,0,3,4,7,1,0,1,0,1,16,1
"Corey Perry","NO",94,1985-05-16,1985,"6.03",197,"RW","London Knights",15,7,15,22,1.47,4,3,6,9,0,0,0,0,0,20,1
"Ryan Callahan","NO",24,1985-03-21,1985,"5.11",185,"RW","Guelph Storm",22,13,8,21,0.95,4,5,3,8,2,0,2,1,0,20,1
"Kevin Klein","NO",6,1984-12-13,1984,"6.02",192,"D","Guelph Storm",22,10,11,21,0.95,8,4,7,11,0,0,0,0,0,12,1
"Brett Trudell","NO",17,1984-02-15,1984,"6.03",202,"RW","Guelph Storm",22,13,7,20,0.91,3,7,3,10,0,0,0,4,1,18,1
"Brandon Prust","NO",33,1984-03-16,1984,"6.00",195,"LW","London Knights",15,7,13,20,1.33,20,0,0,0,1,1,2,2,1,33,1
"Matt Ryan","NO",23,1983-11-12,1983,"5.11",180,"C","Guelph Storm",22,8,11,19,0.86,12,1,1,2,0,1,1,2,0,24,1
"Daniel Girardi","NO",5,1984-04-29,1984,"6.01",205,"D","Guelph Storm",22,2,17,19,0.86,9,1,11,12,0,0,0,1,0,10,1
"Daniel Paille","NO",16,1984-04-15,1984,"6.01",195,"C","Guelph Storm",22,9,9,18,0.82,14,0,1,1,1,1,2,1,3,14,1
"Jakub Koreis","YES",29,1984-06-26,1984,"6.03",210,"C","Guelph Storm",22,8,10,18,0.82,7,4,2,6,1,0,1,2,0,24,1
"Dennis Wideman","NO",6,1983-03-20,1983,"6.00",202,"D","London Knights",15,7,10,17,1.13,12,3,5,8,1,2,3,3,0,17,1
"Lukas Grauwiler","YES",17,1984-04-13,1984,"5.11",172,"C","Mississauga IceDogs",24,6,11,17,0.71,8,1,3,4,2,1,3,2,0,6,1
"Tim Brent","NO",8,1984-03-10,1984,"6.00",180,"C","Toronto St. Michael's Majors",18,4,13,17,0.94,1,2,6,8,0,1,1,0,0,24,1
"Kyle Quincey","NO",22,1985-08-12,1985,"6.02",210,"D","Mississauga IceDogs",24,3,13,16,0.67,0,1,7,8,0,0,0,0,0,32,1
"Kamil Kreps","NO",28,1984-11-18,1984,"6.02",182,"C","Brampton Battalion",12,7,8,15,1.25,3,2,5,7,2,0,2,2,1,2,1
"Trevor Kell","YES",11,1986-06-23,1986,"6.00",185,"RW","London Knights",15,7,8,15,1,15,1,0,1,0,0,0,1,1,14,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",15,4,10,14,0.93,-2,2,6,8,0,0,0,1,0,10,1
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",15,7,6,13,0.87,-2,4,5,9,0,0,0,2,0,2,1
"Tom Zanoski","NO",23,1984-03-03,1984,"5.10",194,"LW","Mississauga IceDogs",23,7,6,13,0.57,1,1,1,2,0,1,1,1,1,20,1
"David Bolland","NO",91,1986-06-05,1986,"6.00",185,"RW","London Knights",15,3,10,13,0.87,3,2,2,4,1,1,2,0,0,18,1
"Sal Peralta","NO",28,1983-07-11,1983,"6.02",192,"C","Toronto St. Michael's Majors",18,3,10,13,0.72,4,2,4,6,0,1,1,1,0,4,1
"John Mitchell","NO",7,1985-01-22,1985,"6.02",197,"C","Plymouth Whalers",9,6,6,12,1.33,-4,3,2,5,0,0,0,1,1,6,1
"B.J. Crombeen","NO",44,1985-07-10,1985,"6.02",212,"RW","Barrie Colts",12,5,7,12,1,2,0,2,2,0,0,0,0,2,35,1
"Blair Jarrett","NO",7,1984-10-25,1984,"6.03",210,"RW","Mississauga IceDogs",24,4,8,12,0.5,5,2,1,3,0,0,0,2,0,22,1
"Rick Steadman","NO",26,1984-06-09,1984,"5.10",178,"LW","London Knights",15,8,3,11,0.73,10,0,0,0,1,1,2,0,1,10,1
"Cory Stillman","NO",77,1983-03-02,1983,"6.02",211,"C","Barrie Colts",12,5,6,11,0.92,2,0,1,1,0,0,0,1,1,6,1
"Danny Richmond","YES",7,1984-08-01,1984,"6.00",198,"D","London Knights",15,5,6,11,0.73,7,0,2,2,2,0,2,0,0,10,1
"Chris Bain","NO",96,1984-11-27,1984,"6.00",210,"LW","Mississauga IceDogs",24,4,7,11,0.46,1,0,1,1,0,1,1,2,0,68,1
"Ryan Stokes","NO",5,1983-06-23,1983,"6.04",200,"D","Mississauga IceDogs",24,2,9,11,0.46,-1,0,2,2,0,1,1,1,0,74,1
"Geoff Platt","NO",17,1985-07-10,1985,"5.10",170,"C","Erie Otters",9,9,1,10,1.11,0,3,0,3,1,0,1,2,0,22,1
"Corey Locke","NO",84,1984-05-08,1984,"5.10",190,"C","Ottawa 67's",7,7,3,10,1.43,1,4,2,6,0,0,0,2,1,10,1
"Ryan O'Marra","YES",22,1987-06-09,1987,"6.02",200,"C","Erie Otters",9,5,5,10,1.11,0,1,3,4,0,0,0,1,0,6,1
"Bryan Little","YES",18,1987-11-12,1987,"5.10",195,"C","Barrie Colts",12,5,5,10,0.83,0,0,2,2,0,0,0,1,0,7,1
"Scott Sheppard","NO",16,1983-09-28,1983,"6.00",195,"RW","London Knights",14,5,5,10,0.71,0,2,3,5,0,0,0,1,0,12,1
"Chad Painchaud","YES",95,1986-05-27,1986,"6.01",186,"RW","Mississauga IceDogs",24,4,6,10,0.42,5,0,0,0,2,0,2,0,0,23,1
"James Wisniewski","NO",20,1984-02-24,1984,"5.11",200,"D","Plymouth Whalers",9,3,7,10,1.11,-4,3,2,5,0,0,0,1,0,8,1
"Ryan Oulahen","NO",26,1985-03-26,1985,"6.00",182,"C","Brampton Battalion",12,3,7,10,0.83,-4,1,3,4,0,0,0,0,1,6,1
"Ryan Wilson","YES",5,1987-02-03,1987,"6.01",206,"D","Toronto St. Michael's Majors",18,3,7,10,0.56,1,1,1,2,0,0,0,1,0,16,1
"Tyler Haskins","NO",14,1986-05-26,1986,"6.01",187,"C","Toronto St. Michael's Majors",18,5,4,9,0.5,-1,2,3,5,0,0,0,1,0,10,1
