"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Lukas Grauwiler",1984-04-13,"C","Mississauga IceDogs",24,2,1,3,0.12,18
"Dennis Wideman",1983-03-20,"D","London Knights",15,1,2,3,0.2,18
"Chad Painchaud",1986-05-27,"RW","Mississauga IceDogs",24,2,0,2,0.08,20
"Danny Richmond",1984-08-01,"D","London Knights",15,2,0,2,0.13,18
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",12,2,0,2,0.17,13
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",22,2,0,2,0.09,10
"Brandon Prust",1984-03-16,"LW","London Knights",15,1,1,2,0.13,10
"Daniel Paille",1984-04-15,"C","Guelph Storm",22,1,1,2,0.09,11
"David Bolland",1986-06-05,"RW","London Knights",15,1,1,2,0.13,15
"Rick Steadman",1984-06-09,"LW","London Knights",15,1,1,2,0.13,18
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",7,1,0,1,0.14,25
"Dustin VanBallegooie",1983-03-25,"D","Toronto St. Michael's Majors",18,1,0,1,0.06,14
"Eric Himelfarb",1983-01-01,"C","Kingston Frontenacs",5,1,0,1,0.2,12
"Geoff Platt",1985-07-10,"C","Erie Otters",9,1,0,1,0.11,10
"Jakub Koreis",1984-06-26,"C","Guelph Storm",22,1,0,1,0.05,6
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",7,1,0,1,0.14,12
"Nathan O'Nabigon",1983-05-09,"LW","Kitchener Rangers",5,1,0,1,0.2,20
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",24,1,0,1,0.04,4
"Tomas Galasek",1985-09-09,"LW","Erie Otters",9,1,0,1,0.11,33
"Adam Berti",1986-07-01,"LW","Oshawa Generals",7,0,1,1,0.14,50
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",5,0,1,1,0.2,25
"Bryan Rodney",1984-04-22,"D","Kingston Frontenacs",5,0,1,1,0.2,20
"Chris Bain",1984-11-27,"LW","Mississauga IceDogs",24,0,1,1,0.04,9
"Chris Campoli",1984-07-09,"D","Erie Otters",8,0,1,1,0.12,17
"Chris Chimienti",1986-06-03,"D","Mississauga IceDogs",13,0,1,1,0.08,100
"Cody Bass",1987-01-07,"C","Mississauga IceDogs",24,0,1,1,0.04,20
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",22,0,1,1,0.05,3
"Matt Ryan",1983-11-12,"C","Guelph Storm",22,0,1,1,0.05,5
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",5,0,1,1,0.2,25
"Ryan Stokes",1983-06-23,"D","Mississauga IceDogs",24,0,1,1,0.04,9
"Sal Peralta",1983-07-11,"C","Toronto St. Michael's Majors",18,0,1,1,0.06,8
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",18,0,1,1,0.06,6
"Tom Zanoski",1984-03-03,"LW","Mississauga IceDogs",23,0,1,1,0.04,8
"Aaron Lobb",1983-06-10,"RW","Brampton Battalion",4,0,0,0,0,NA
"Adam Abraham",1987-03-27,"D","Mississauga IceDogs",24,0,0,0,0,0
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",12,0,0,0,0,0
"Adam McQuaid",1986-10-12,"D","Sudbury Wolves",7,0,0,0,0,0
"Adam Nemeth",1986-02-22,"D","London Knights",15,0,0,0,0,0
"Adam Smyth",1983-09-08,"RW","Owen Sound Attack",7,0,0,0,0,0
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",8,0,0,0,0,0
"Alex MacDonell",1983-08-13,"D","Kitchener Rangers",5,0,0,0,0,0
"Alexander Eaton",1985-07-02,"LW","Sudbury Wolves",7,0,0,0,0,0
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",5,0,0,0,0,0
"Andre Deveaux",1984-02-23,"RW","Owen Sound Attack",7,0,0,0,0,0
"Andrew Fournier",1987-11-05,"LW","Plymouth Whalers",7,0,0,0,0,0
"Andrew Gibbons",1986-08-12,"RW","Oshawa Generals",1,0,0,0,0,NA
"Andrew Maksym",1986-02-16,"RW","Owen Sound Attack",7,0,0,0,0,0
"Andrew Shennan",1985-02-19,"RW","Barrie Colts",12,0,0,0,0,0
"Andy Reiss",1986-05-17,"LW","Oshawa Generals",3,0,0,0,0,NA
"Anthony Butera",1984-09-14,"D","Mississauga IceDogs",21,0,0,0,0,0
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Anton Kadeykin",1984-05-17,"D","Sarnia Sting",3,0,0,0,0,NA
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",12,0,0,0,0,0
"Ben Eager",1984-01-22,"LW","Oshawa Generals",7,0,0,0,0,0
"Benoit Pouliot",1986-09-29,"LW","Sudbury Wolves",4,0,0,0,0,0
"Bill Kinkel",1984-02-27,"LW","Kingston Frontenacs",5,0,0,0,0,0
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",24,0,0,0,0,0
"Blake Pronk",1986-07-18,"C","Kingston Frontenacs",5,0,0,0,0,0
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",7,0,0,0,0,0
"Bobby Hughes",1987-11-11,"C","Kingston Frontenacs",5,0,0,0,0,0
"Bobby Ryan",1987-03-17,"RW","Owen Sound Attack",7,0,0,0,0,0
"Boris Valabik",1986-02-14,"D","Kitchener Rangers",5,0,0,0,0,NA
"Brad Efthimiou",1984-10-12,"RW","Mississauga IceDogs",13,0,0,0,0,0
"Brad Hartley",1986-04-29,"RW","Ottawa 67's",1,0,0,0,0,NA
"Brad Horan",1983-05-15,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Bradley Snetsinger",1987-04-08,"C","Mississauga IceDogs",1,0,0,0,0,NA
"Brandon Elliott",1984-03-08,"D","Mississauga IceDogs",13,0,0,0,0,NA
"Brandon McBride",1984-02-22,"C","Oshawa Generals",7,0,0,0,0,0
"Brendan Duncan",1986-10-08,"LW","Kingston Frontenacs",3,0,0,0,0,NA
"Brent Mahon",1984-04-27,"C","Plymouth Whalers",9,0,0,0,0,0
"Bret Nasby",1986-03-22,"D","Oshawa Generals",7,0,0,0,0,0
"Brett Liscomb",1986-01-28,"LW","Windsor Spitfires",4,0,0,0,0,0
"Brett Trudell",1984-02-15,"RW","Guelph Storm",22,0,0,0,0,0
"Brian Lee",1984-07-05,"D","Erie Otters",9,0,0,0,0,0
"Brock McPherson",1985-07-24,"RW","Brampton Battalion",9,0,0,0,0,NA
"Brodie Beard",1986-06-12,"D","Ottawa 67's",5,0,0,0,0,0
"Brody Todd",1984-02-25,"LW","Ottawa 67's",7,0,0,0,0,0
"Bryan Bickell",1986-03-09,"LW","Ottawa 67's",7,0,0,0,0,0
"Bryan Hamm",1984-01-01,"D","Erie Otters",8,0,0,0,0,NA
"Bryan Little",1987-11-12,"C","Barrie Colts",12,0,0,0,0,0
"Cal Clutterbuck",1987-11-18,"RW","Toronto St. Michael's Majors",18,0,0,0,0,0
"Cal O'Reilly",1986-09-30,"C","Windsor Spitfires",3,0,0,0,0,0
"Cam Fergus",1986-09-29,"RW","Kitchener Rangers",5,0,0,0,0,0
"Cam Janssen",1984-04-15,"RW","Guelph Storm",22,0,0,0,0,0
"Chad Dunlop",1987-05-12,"LW","Erie Otters",1,0,0,0,0,NA
"Chad Loikets",1987-05-28,"D","Erie Otters",9,0,0,0,0,NA
"Chad Robinson",1985-01-18,"LW","Barrie Colts",12,0,0,0,0,0
"Chad Thompson",1984-06-29,"D","Barrie Colts",11,0,0,0,0,0
"Chanse Fitzpatrick",1984-08-14,"RW","Sudbury Wolves",5,0,0,0,0,NA
"Charles Amodeo",1985-07-14,"RW","Sarnia Sting",4,0,0,0,0,NA
"Chris Clayton",1983-09-28,"RW","Brampton Battalion",12,0,0,0,0,0
"Chris Cunningham",1985-04-22,"D","Toronto St. Michael's Majors",5,0,0,0,0,NA
"Chris Curran",1983-07-24,"LW","Mississauga IceDogs",24,0,0,0,0,0
"Chris Gravelding",1987-12-07,"D","Kitchener Rangers",2,0,0,0,0,NA
"Chris Morrison",1986-04-16,"RW","Barrie Colts",12,0,0,0,0,0
"Chris Petrow",1984-06-05,"D","Oshawa Generals",7,0,0,0,0,NA
"Chris Robertson",1984-01-10,"C","Sudbury Wolves",7,0,0,0,0,0
"Clay McFadden",1986-02-15,"C","Oshawa Generals",2,0,0,0,0,NA
"Colin Power",1984-03-02,"RW","Toronto St. Michael's Majors",17,0,0,0,0,0
"Colt King",1983-03-04,"LW","Sarnia Sting",3,0,0,0,0,0
"Connor Cameron",1985-05-11,"C","Toronto St. Michael's Majors",18,0,0,0,0,0
"Corey Locke",1984-05-08,"C","Ottawa 67's",7,0,0,0,0,0
"Corey Perry",1985-05-16,"RW","London Knights",15,0,0,0,0,0
"Cory Stillman",1983-03-02,"C","Barrie Colts",12,0,0,0,0,0
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",18,0,0,0,0,0
"Craig Cescon",1986-08-18,"D","Plymouth Whalers",8,0,0,0,0,NA
"Craig Foster",1984-02-10,"LW","Sarnia Sting",5,0,0,0,0,NA
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",4,0,0,0,0,0
"Craig Voakes",1986-01-02,"C","Kitchener Rangers",5,0,0,0,0,0
"Dale Good",1984-01-13,"D","Toronto St. Michael's Majors",15,0,0,0,0,0
"Dan Collins",1987-02-26,"RW","Plymouth Whalers",9,0,0,0,0,0
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",24,0,0,0,0,0
"Dan Speer",1984-12-05,"C","Barrie Colts",12,0,0,0,0,0
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",4,0,0,0,0,0
"Daniel Girardi",1984-04-29,"D","Guelph Storm",22,0,0,0,0,0
"Daniel Sisca",1983-06-16,"C","Sarnia Sting",5,0,0,0,0,0
"Danny Bois",1983-06-01,"RW","London Knights",7,0,0,0,0,0
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",5,0,0,0,0,0
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",5,0,0,0,0,0
"Danny Syvret",1985-06-13,"D","London Knights",15,0,0,0,0,0
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",18,0,0,0,0,0
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",4,0,0,0,0,NA
"Daryl Knowles",1984-02-06,"LW","Mississauga IceDogs",22,0,0,0,0,0
"David Bowman",1983-09-23,"D","Windsor Spitfires",2,0,0,0,0,NA
"David Herring",1984-02-22,"RW","Erie Otters",9,0,0,0,0,0
"David Liffiton",1984-10-18,"D","Plymouth Whalers",9,0,0,0,0,NA
"David Lomas",1985-03-21,"RW","Windsor Spitfires",4,0,0,0,0,NA
"David Pszenyczny",1985-02-18,"D","Sarnia Sting",5,0,0,0,0,0
"Dene Poulin",1983-12-13,"D","Sudbury Wolves",7,0,0,0,0,0
"Derek Lyons",1985-07-15,"LW","Kingston Frontenacs",5,0,0,0,0,0
"Derek Merlini",1985-07-06,"D","Erie Otters",9,0,0,0,0,0
"Derrick Bagshaw",1986-05-05,"LW","Erie Otters",6,0,0,0,0,0
"Devereaux Heshmatpour",1987-02-15,"D","Kitchener Rangers",5,0,0,0,0,NA
"Drew Kivell",1983-02-04,"D","Kingston Frontenacs",5,0,0,0,0,0
"Drew Larman",1985-05-15,"C","Sarnia Sting",5,0,0,0,0,0
"Drew O'Connell",1984-10-24,"RW","Erie Otters",4,0,0,0,0,NA
"Dylan Hunter",1985-05-21,"LW","London Knights",15,0,0,0,0,0
"Elgin Reid",1987-02-23,"D","Ottawa 67's",7,0,0,0,0,NA
"Eliott McCormick",1986-03-17,"RW","Brampton Battalion",8,0,0,0,0,0
"Eric Larochelle",1984-07-07,"D","Sudbury Wolves",7,0,0,0,0,0
"Erik Schwanz",1984-02-18,"D","Brampton Battalion",1,0,0,0,0,NA
"Evan Brophey",1986-12-03,"C","Barrie Colts",12,0,0,0,0,0
"Evan Kotsopoulos",1984-03-24,"LW","Kingston Frontenacs",5,0,0,0,0,0
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",5,0,0,0,0,0
"Evgeny Kadatskiy",1984-09-03,"LW","Toronto St. Michael's Majors",12,0,0,0,0,NA
"Fred Hatziioannou",1983-03-10,"D","Oshawa Generals",7,0,0,0,0,0
"Gary Friesen",1987-04-28,"C","Oshawa Generals",7,0,0,0,0,0
"Geordie Michie",1986-03-13,"C","Brampton Battalion",2,0,0,0,0,NA
"George Bradley",1984-08-31,"D","Guelph Storm",16,0,0,0,0,NA
"Georgy Ryazantsev",1986-02-18,"RW","Barrie Colts",7,0,0,0,0,0
"Gino Pisellini",1986-08-05,"RW","Plymouth Whalers",9,0,0,0,0,0
"Greg Goodnough",1984-04-18,"RW","Ottawa 67's",7,0,0,0,0,NA
"Howie Martin",1986-11-18,"C","Brampton Battalion",12,0,0,0,0,0
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",11,0,0,0,0,0
"Iain McPhee",1985-10-01,"D","Windsor Spitfires",4,0,0,0,0,0
"Ivan Khomutov",1985-03-11,"C","London Knights",15,0,0,0,0,0
"Jacob Heller",1985-02-13,"D","Erie Otters",9,0,0,0,0,0
"James Wisniewski",1984-02-24,"D","Plymouth Whalers",9,0,0,0,0,0
"Jamie Fraser",1985-11-17,"C","Brampton Battalion",12,0,0,0,0,0
"Jamie Heywood",1986-07-05,"D","Sarnia Sting",3,0,0,0,0,NA
"Jamie VanderVeeken",1986-01-20,"LW","Toronto St. Michael's Majors",18,0,0,0,0,0
"Jared Cipparone",1986-02-14,"LW","Windsor Spitfires",2,0,0,0,0,NA
"Jason Dixon",1985-02-21,"C","Windsor Spitfires",4,0,0,0,0,NA
"Jason Speight",1986-07-07,"RW","Erie Otters",9,0,0,0,0,0
"Jeff Leavitt",1986-04-16,"LW","Windsor Spitfires",4,0,0,0,0,NA
"Jeff MacDermid",1984-03-01,"RW","Owen Sound Attack",7,0,0,0,0,0
"Jeff Whitfield",1985-02-06,"D","Sarnia Sting",5,0,0,0,0,0
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",7,0,0,0,0,0
