"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Nikita Klepov","YES",2008-06-27,"6.00",180,"RW","Saginaw Spirit",67,37,60,97,1.45,9,13,25,38,5,1,43
"Caleb Malhotra","YES",2008-06-02,"6.02",182,"C","Brantford Bulldogs",67,29,55,84,1.25,33,9,21,30,8,0,51
"Pierce Mbuyi","NO",2008-04-17,"5.11",168,"LW","Owen Sound Attack",68,32,43,75,1.1,2,19,15,34,3,1,85
"Adam Novotný","NO",2007-11-13,"6.01",204,"LW","Peterborough Petes",58,34,31,65,1.12,-2,8,12,20,8,3,22
"Ryan Brown","NO",2007-10-27,"6.00",192,"LW","London Knights",67,22,41,63,0.94,1,5,21,26,2,0,43
"Ethan Belchetz","NO",2008-03-30,"6.05",227,"LW","Windsor Spitfires",57,34,25,59,1.04,19,10,8,18,7,0,45
"Ryan Roobroeck","NO",2007-09-25,"6.03",218,"LW","Niagara IceDogs",49,30,28,58,1.18,1,10,15,25,6,1,26
"Jaxon Cover","YES",2008-02-13,"6.02",185,"LW","London Knights",67,20,32,52,0.78,9,6,7,13,2,0,48
"Quinn McKenzie","NO",2007-11-28,"5.09",171,"C","Soo Greyhounds",65,21,30,51,0.78,12,3,10,13,1,1,12
"Thomas Vandenberg","YES",2008-09-08,"6.00",180,"C","Ottawa 67's",59,25,25,50,0.85,22,11,9,20,2,0,20
"Chase Reid","NO",2007-12-30,"6.02",187,"D","Soo Greyhounds",45,18,30,48,1.07,27,8,12,20,2,0,30
"Cole Zurawski","NO",2008-02-06,"6.01",190,"RW","Owen Sound Attack",63,24,22,46,0.73,-14,5,11,16,2,1,34
"Braidy Wassilyn","NO",2008-05-28,"6.00",194,"LW","London Knights",62,19,27,46,0.74,9,4,4,8,3,0,12
"Beckham Edwards","NO",2008-01-06,"6.02",184,"C","Sarnia Sting",64,19,26,45,0.7,-26,6,10,16,1,0,14
"Alex McLean","NO",2008-08-08,"5.10",185,"LW","Kingston Frontenacs",57,11,34,45,0.79,-6,3,11,14,2,0,12
"Adam Levac","NO",2008-06-27,"6.00",183,"C","Peterborough Petes",60,16,28,44,0.73,-5,3,7,10,1,1,47
"Jean-Cristoph Lemieux","NO",2008-06-19,"6.00",197,"RW","Sudbury Wolves",56,20,23,43,0.77,-4,6,12,18,1,1,28
"Spencer Bowes","NO",2007-09-19,"6.00",177,"LW","Ottawa 67's",67,23,19,42,0.63,30,0,0,0,5,1,28
"Brooks Rogowski","NO",2008-06-24,"6.07",238,"RW","Oshawa Generals",46,15,27,42,0.91,-24,7,10,17,3,1,17
"Leon Kolarik","NO",2007-09-23,"5.11",175,"LW","Peterborough Petes",63,19,22,41,0.65,-2,6,10,16,1,2,6
"Ethan Garden","NO",2008-04-13,"5.08",178,"C","Windsor Spitfires",65,16,25,41,0.63,13,4,5,9,3,3,19
"Beksultan Makysh","YES",2008-05-24,"5.09",170,"LW","Windsor Spitfires",68,14,25,39,0.57,28,1,3,4,2,0,21
"Evgeny Dubrovtsev","YES",2008-03-18,"5.11",188,"C","North Bay Battalion",68,14,24,38,0.56,0,5,3,8,0,1,18
"Joe Salandra","YES",2008-02-15,"5.10",198,"RW","Barrie Colts",59,12,26,38,0.64,3,3,16,19,1,0,23
"Carter Stevens","NO",2008-01-11,"6.03",195,"C","Guelph Storm",53,20,16,36,0.68,-12,3,4,7,2,1,29
"Ryder Cali","YES",2008-09-06,"6.02",209,"C","North Bay Battalion",47,16,20,36,0.77,2,3,7,10,5,1,24
