"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Nikita Klepov",2008-06-27,"RW","Saginaw Spirit",67,37,60,97,1.45,9,13,25,5,1,43
"Caleb Malhotra",2008-06-02,"C","Brantford Bulldogs",67,29,55,84,1.25,33,9,21,8,0,51
"Levi Harper",2008-10-03,"D","Saginaw Spirit",68,12,45,57,0.84,-3,1,20,1,0,79
"Jaxon Cover",2008-02-13,"LW","London Knights",67,20,32,52,0.78,9,6,7,2,0,48
"Thomas Vandenberg",2008-09-08,"C","Ottawa 67's",59,25,25,50,0.85,22,11,9,2,0,20
"Ryerson Edgar",2009-07-30,"C","Niagara IceDogs",64,23,26,49,0.77,-16,5,11,3,0,18
"Easton Walos",2008-12-28,"C","Sarnia Sting",68,25,23,48,0.71,-24,7,7,2,1,45
"Jaakko Wycisk",2009-03-16,"C","Guelph Storm",60,17,26,43,0.72,-8,3,8,2,1,22
"Beksultan Makysh",2008-05-24,"LW","Windsor Spitfires",68,14,25,39,0.57,28,1,3,2,0,21
"Evgeny Dubrovtsev",2008-03-18,"C","North Bay Battalion",68,14,24,38,0.56,0,5,3,0,1,18
"Joe Salandra",2008-02-15,"RW","Barrie Colts",59,12,26,38,0.64,3,3,16,1,0,23
"Ryder Cali",2008-09-06,"C","North Bay Battalion",47,16,20,36,0.77,2,3,7,5,1,24
"Yanis Lutz",2008-05-11,"C","Peterborough Petes",62,13,21,34,0.55,8,6,11,2,0,50
"Caden Harvey",2008-02-13,"RW","Windsor Spitfires",68,11,23,34,0.5,26,0,6,3,0,10
"Nolan Snyder",2009-04-13,"RW","Kingston Frontenacs",68,16,17,33,0.49,3,2,3,3,1,14
"Aleks Kulemin",2009-03-20,"C","Kingston Frontenacs",57,11,20,31,0.54,10,2,3,1,0,22
"Cole Emerton",2008-03-04,"D","Barrie Colts",66,4,27,31,0.47,6,3,15,2,0,14
"Layne Gallacher",2008-02-16,"C","Guelph Storm",53,10,20,30,0.57,4,0,1,1,1,6
"Matthew Perreault",2009-07-28,"D","Peterborough Petes",65,5,25,30,0.46,5,0,13,0,0,20
"Brody Pepoy",2008-05-16,"RW","Saginaw Spirit",67,16,13,29,0.43,-17,1,2,1,0,22
"Noah Laus",2009-02-10,"LW","Soo Greyhounds",68,12,17,29,0.43,-1,3,0,1,0,23
"Cam Warren",2009-05-07,"RW","North Bay Battalion",58,7,22,29,0.5,-14,3,10,1,0,16
"Ondrej Ruml",2008-03-25,"D","Ottawa 67's",66,10,18,28,0.42,27,0,8,4,0,4
"Robin Kuzma",2008-01-29,"LW","Kingston Frontenacs",68,14,13,27,0.4,-2,0,1,2,1,10
"Keaton Ardagh",2009-07-08,"RW","Brampton Steelheads",64,14,11,25,0.39,-19,4,4,3,0,4
"Vladimir Provorov",2008-02-09,"C","Sudbury Wolves",67,7,18,25,0.37,-23,0,4,0,0,22
"Brock Chitaroni",2009-01-27,"RW","Ottawa 67's",60,10,14,24,0.4,18,2,2,2,0,10
"Andrew Robinson",2008-01-08,"D","Windsor Spitfires",63,9,15,24,0.38,36,2,4,0,0,19
"Matej Stankoven",2008-02-28,"C","Brampton Steelheads",63,11,12,23,0.37,-23,2,4,1,2,22
"Tyler Cooper",2009-12-06,"C","Erie Otters",63,11,12,23,0.37,-27,4,5,0,0,4
"Caleb Mitchell",2008-03-17,"D","London Knights",57,5,18,23,0.4,19,0,2,2,0,35
"Vadim Smirnov",2008-01-16,"LW","Oshawa Generals",61,10,11,21,0.34,-10,2,0,1,0,8
"Avry Anstis",2008-03-05,"RW","Kitchener Rangers",62,9,11,20,0.32,6,0,1,2,0,30
"Kaden McGregor",2009-01-30,"C","Peterborough Petes",39,7,13,20,0.51,-5,3,7,1,0,10
"Ulysses Lombardi",2008-07-02,"C","Erie Otters",32,6,13,19,0.59,-1,1,2,0,0,14
"Brenner Lammens",2009-09-13,"C","Sarnia Sting",59,9,9,18,0.31,-10,2,3,1,0,95
"Charlie Murata",2009-02-15,"RW","Flint Firebirds",59,5,13,18,0.31,7,0,2,0,0,12
"Callum Croskery",2008-01-29,"D","Soo Greyhounds",43,3,15,18,0.42,17,0,1,0,0,25
"Matthew Henderson",2009-03-20,"D","Kingston Frontenacs",63,2,16,18,0.29,6,1,4,0,0,24
"Kayden Edwards",2008-04-24,"LW","Erie Otters",53,8,9,17,0.32,-27,0,1,1,0,28
"John McLaughlin",2009-08-14,"C","Windsor Spitfires",50,9,7,16,0.32,9,0,0,2,0,25
"Eamon Edgar",2009-11-05,"C","Barrie Colts",49,6,10,16,0.33,-1,1,2,1,0,18
"Weston Cameron",2008-01-01,"LW","Kitchener Rangers",44,6,10,16,0.36,-4,1,2,1,0,44
"Michael D'Alessio",2008-12-03,"D","Erie Otters",48,1,15,16,0.33,-7,0,5,0,0,32
"Nicholas Desiderio",2008-06-16,"LW","Barrie Colts",64,7,8,15,0.23,5,0,0,1,0,47
"Alexander Hage",2008-02-05,"RW","Niagara IceDogs",48,4,10,14,0.29,4,0,0,0,0,16
"Jeremy Freeman",2009-07-07,"LW","Brantford Bulldogs",57,3,11,14,0.25,-1,0,0,0,0,13
"Harris Pangretitsch",2008-03-29,"D","Soo Greyhounds",67,2,12,14,0.21,20,0,0,1,0,53
"Jacob Xu",2008-03-13,"LD","London Knights",59,1,13,14,0.24,4,0,0,0,0,40
"Simon Belohorsky",2008-10-18,"LW","Guelph Storm",34,9,4,13,0.38,4,1,1,1,1,6
"Anthony Figliomeni",2008-09-09,"RW","Oshawa Generals",55,6,7,13,0.24,-6,0,0,0,0,60
"Max Delisle",2009-07-06,"C","Owen Sound Attack",57,5,8,13,0.23,-13,1,0,0,0,52
"Brayden Bennett",2009-02-05,"C","Sudbury Wolves",64,4,9,13,0.2,-13,0,0,0,0,20
"Brady Blaseg",2008-07-21,"D","Oshawa Generals",64,2,11,13,0.2,-43,0,0,0,0,25
"Leo Laschon",2008-03-19,"D","Oshawa Generals",50,2,11,13,0.26,-2,0,0,0,0,22
"Peter Green",2009-07-21,"D","Brampton Steelheads",59,2,11,13,0.22,-14,0,3,0,0,74
"Tobias Zvolensky",2008-04-07,"LW","Soo Greyhounds",51,6,6,12,0.24,8,0,0,3,0,8
"Ryan Hanrahan",2009-11-10,"LW","Saginaw Spirit",46,4,8,12,0.26,-33,1,4,0,0,10
"Kase Kamzik",2008-04-15,"RW","Erie Otters",62,3,9,12,0.19,-24,0,1,0,0,42
"Manuel Amado",2008-02-04,"C","Brampton Steelheads",59,3,9,12,0.2,-9,0,1,0,0,55
"Zach Nyman",2008-02-12,"D","Brampton Steelheads",34,3,9,12,0.35,-28,1,5,0,0,10
"Jake Murray",2009-02-26,"C","Erie Otters",62,7,4,11,0.18,-24,2,2,0,1,43
"Brayden Krawczyk",2008-02-14,"C","Ottawa 67's",52,4,7,11,0.21,3,0,0,0,0,12
"Ryland Cunningham",2008-06-28,"LW","Flint Firebirds",47,4,6,10,0.21,-3,0,0,1,0,30
"Bryson Morgan",2008-03-20,"C","Flint Firebirds",51,3,7,10,0.2,2,1,1,2,0,0
"Chase Gaughan",2008-07-17,"RW","Sarnia Sting",49,3,7,10,0.2,2,0,2,0,0,6
"Ryan Kaczynski",2009-07-08,"LW","Soo Greyhounds",47,2,8,10,0.21,-2,0,4,0,0,2
"Gensen Geldart",2009-05-05,"C","Saginaw Spirit",45,5,4,9,0.2,-21,0,0,0,0,4
"Gerry DiCunzolo",2009-06-16,"LW","Peterborough Petes",39,4,5,9,0.23,-11,0,1,1,0,7
"Sam Roberts",2009-05-21,"RW","Oshawa Generals",55,4,5,9,0.16,-17,1,2,0,0,27
"Landon Jackman",2009-06-23,"C","Owen Sound Attack",38,3,6,9,0.24,-5,0,0,1,0,13
"Xavier Tessier",2008-05-09,"LW","Flint Firebirds",37,7,1,8,0.22,7,0,0,2,0,6
"Jaxon Williams",2008-07-03,"RW","Brampton Steelheads",52,2,6,8,0.15,-3,0,1,0,0,12
"Maksim Sokolovskii",2008-07-12,"D","London Knights",44,2,6,8,0.18,10,0,0,0,0,49
"Sean Matthew Goyette",2008-05-15,"D","Brampton Steelheads",29,1,7,8,0.28,-5,1,2,0,0,10
"Colin Feeley",2008-03-07,"D","Oshawa Generals",55,0,8,8,0.15,-24,0,0,0,0,35
"Rowen Sang",2008-03-03,"LW","Oshawa Generals",59,5,2,7,0.12,-17,0,0,0,0,8
"Mark Pape",2009-01-24,"LW","Guelph Storm",46,3,4,7,0.15,-15,0,0,0,0,24
"Anthony Timmerman",2009-10-13,"D","Oshawa Generals",52,2,5,7,0.13,-27,1,2,0,0,10
"Jalen Lobo",2008-02-09,"LW","Oshawa Generals",27,2,5,7,0.26,-4,1,1,0,0,18
"Kaden Aucoin",2009-08-14,"D","Sarnia Sting",61,2,5,7,0.11,-24,0,0,0,0,72
