"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Brady Murnane",2008-04-23,"D","Oshawa Generals",55,1,6,7,0.13,-14,0,0,0,0,47
"Camden McCuaig",2008-06-19,"LW","Kingston Frontenacs",17,3,3,6,0.35,1,0,0,0,0,11
"Jax Pereira",2009-05-06,"LW","North Bay Battalion",22,3,3,6,0.27,4,1,0,0,0,2
"Carter Kunopaski",2009-02-14,"D","North Bay Battalion",44,2,4,6,0.14,-2,0,0,0,0,22
"Jonah McCormick",2008-10-08,"LW","Barrie Colts",45,4,1,5,0.11,-3,0,0,1,1,26
"Max Brocklehurst",2008-12-30,"RW","Windsor Spitfires",27,2,3,5,0.19,-5,0,0,1,0,4
"Ty Robar",2009-04-19,"C","Kingston Frontenacs",10,3,1,4,0.4,1,0,0,1,0,4
"Blake Munnings",2009-01-23,"LD","Owen Sound Attack",33,2,2,4,0.12,0,0,0,0,0,4
"Judd Knauft",2008-03-18,"LW","Niagara IceDogs",46,2,2,4,0.09,-6,0,0,0,0,31
"Drew Roscoe",2009-03-05,"D","Saginaw Spirit",30,2,1,3,0.1,-9,0,0,0,0,14
"Ty Daniels",2008-04-07,"LW","Brampton Steelheads",48,2,1,3,0.06,-8,0,0,0,0,17
"Juraj Rausa",2008-10-03,"LW","Saginaw Spirit",30,1,2,3,0.1,-7,0,0,0,0,4
"Alex Forrest",2009-06-11,"LD","Kitchener Rangers",9,0,3,3,0.33,-2,0,1,0,0,2
"Brady Smith",2008-03-27,"D","Sudbury Wolves",46,0,3,3,0.07,-10,0,0,0,0,38
"George Komadoski",2008-08-03,"D","Flint Firebirds",50,0,3,3,0.06,-4,0,0,0,0,34
"Lucas DeMiglio",2008-10-26,"LW","Brampton Steelheads",7,2,0,2,0.29,2,0,0,0,0,4
"Lincoln Edwards",2009-09-12,"LW","North Bay Battalion",7,1,1,2,0.29,2,0,0,0,0,2
"Sarvir Jaworski",2009-02-24,"LW","Sarnia Sting",16,1,1,2,0.13,2,0,0,0,0,2
"Sawyer Schmidt",2009-12-29,"LW","Saginaw Spirit",25,1,1,2,0.08,-5,0,0,0,0,10
"Tyler Hinde",2009-06-23,"C","Oshawa Generals",14,1,1,2,0.14,-11,0,1,0,0,4
"A.J. Gladman",2009-01-19,"D","Erie Otters",11,0,2,2,0.18,-6,0,0,0,0,0
"Alexander Karmanov",2008-03-22,"D","North Bay Battalion",20,0,2,2,0.1,6,0,0,0,0,29
"Cooper McAslan",2009-03-16,"D","London Knights",4,0,2,2,0.5,2,0,0,0,0,2
"David Buchman",2009-07-01,"D","Brantford Bulldogs",16,0,2,2,0.13,-1,0,0,0,0,2
"Jack Johnson",2009-04-21,"D","Ottawa 67's",10,0,2,2,0.2,0,0,0,0,0,0
"Trevor Theuer",2008-02-12,"C","Saginaw Spirit",25,0,2,2,0.08,-11,0,0,0,0,6
"Blake Barnes",2008-05-14,"D","Saginaw Spirit",60,1,0,1,0.02,-30,0,0,1,0,47
"Henry Doucet",2008-08-11,"LW","Sudbury Wolves",23,1,0,1,0.04,-3,0,0,0,0,23
"Ian Robinson",2008-10-07,"LW","Kitchener Rangers",5,1,0,1,0.2,-1,0,0,0,0,0
"Alex Campeau",2009-03-23,"C","London Knights",6,0,1,1,0.17,1,0,0,0,0,0
"Dante D'Andrea",2009-01-22,"D","Kingston Frontenacs",5,0,1,1,0.2,-2,0,0,0,0,0
"Evan Nicholson",2009-04-01,"LW","Kitchener Rangers",8,0,1,1,0.13,-1,0,0,0,0,0
"Joey Banas",2008-03-31,"RW","Brantford Bulldogs",12,0,1,1,0.08,-3,0,0,0,0,0
"Lachlan Larmand",2009-03-25,"RW","Brampton Steelheads",12,0,1,1,0.08,-3,0,0,0,0,0
"Owen Miniotas",2009-05-02,"RW","London Knights",1,0,1,1,1,1,0,0,0,0,0
"Tyson Ackerman",2008-09-30,"D","Saginaw Spirit",4,0,1,1,0.25,-6,0,0,0,0,2
"Zack Bleick",2008-09-04,"D","Flint Firebirds",8,0,1,1,0.13,1,0,0,0,0,6
"Aleksandr Sementsov",2009-08-25,"LW","Barrie Colts",5,0,0,0,0,1,0,0,0,0,2
"Bodhi Ryan",2008-07-08,"C","Sudbury Wolves",4,0,0,0,0,-1,0,0,0,0,0
"Brennan Huyck",2008-04-30,"RW","Oshawa Generals",6,0,0,0,0,-2,0,0,0,0,0
"Callan Newton",2008-01-02,"LW","Guelph Storm",2,0,0,0,0,0,0,0,0,0,2
"Cole Willard",2009-09-21,"D","Sarnia Sting",2,0,0,0,0,-1,0,0,0,0,0
"Devran Brown",2008-04-23,"D","North Bay Battalion",2,0,0,0,0,2,0,0,0,0,0
"Easton Poe",2008-03-06,"D","North Bay Battalion",1,0,0,0,0,1,0,0,0,0,0
"Elijah Chavez",2008-09-15,"LW","Peterborough Petes",3,0,0,0,0,0,0,0,0,0,0
"Eloan Le Gallic",2009-02-06,"C","London Knights",4,0,0,0,0,-1,0,0,0,0,0
"Gavin Christie",2009-04-13,"D","Brantford Bulldogs",9,0,0,0,0,-5,0,0,0,0,8
"Grady Spicer",2008-07-17,"D","Windsor Spitfires",3,0,0,0,0,1,0,0,0,0,2
"Heath Bogart",2008-06-02,"D","Brantford Bulldogs",4,0,0,0,0,1,0,0,0,0,2
"Ian Inskip",2009-02-05,"LW","Windsor Spitfires",5,0,0,0,0,0,0,0,0,0,2
"Jake Ritson",2009-02-12,"LW","London Knights",2,0,0,0,0,0,0,0,0,0,0
"Kaden Wicklander",2008-01-27,"C","Brantford Bulldogs",2,0,0,0,0,-1,0,0,0,0,2
"Kieran Raynor",2009-03-22,"RW","Peterborough Petes",8,0,0,0,0,1,0,0,0,0,2
"Liam Campbell",2008-10-22,"LW","Saginaw Spirit",2,0,0,0,0,-1,0,0,0,0,0
"Lyndon Cabral",2009-08-15,"RW","Erie Otters",7,0,0,0,0,-2,0,0,0,0,0
"Noah Barton",2008-10-16,"D","Barrie Colts",3,0,0,0,0,-1,0,0,0,0,0
"Quinn Kipfer",2008-03-22,"C","North Bay Battalion",2,0,0,0,0,0,0,0,0,0,0
"Tommy Kut",2009-01-05,"LD","Kitchener Rangers",3,0,0,0,0,-1,0,0,0,0,0
