"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Nikita Klepov","YES",98,2008-06-27,2008,"6.00",180,"RW","Saginaw Spirit",67,37,60,97,1.45,9,13,25,38,3,0,3,5,1,43,1
"Nathan Aspinall","NO",76,2006-03-30,2006,"6.07",207,"LW","Flint Firebirds",65,33,61,94,1.45,21,5,22,27,1,0,1,5,1,42,1
"Jake O'Brien","NO",44,2007-06-16,2007,"6.02",177,"C","Brantford Bulldogs",53,28,65,93,1.75,34,13,28,41,2,0,2,5,2,28,1
"Egor Barabanov","NO",14,2006-05-16,2006,"6.00",175,"C","Saginaw Spirit",68,28,63,91,1.34,-2,11,23,34,0,0,0,1,0,79,1
"Jack Pridham","NO",24,2005-10-08,2005,"6.02",185,"RW","Kitchener Rangers",65,46,44,90,1.38,38,16,14,30,6,3,9,7,6,54,1
"Marco Mignosa","NO",26,2005-04-13,2005,"5.11",170,"RW","Soo Greyhounds",65,35,54,89,1.37,27,10,16,26,4,2,6,6,5,33,1
"Cole Beaudoin","NO",29,2006-04-24,2006,"6.02",211,"C","Barrie Colts",54,33,56,89,1.65,40,5,23,28,2,1,3,10,4,29,1
"Kieron Walton","NO",22,2006-04-22,2006,"6.06",227,"LW","Peterborough Petes",62,40,48,88,1.42,-20,12,21,33,0,0,0,10,2,26,1
"Dylan Edwards","NO",16,2005-07-20,2005,"5.08",171,"LW","Kitchener Rangers",67,40,47,87,1.3,16,12,21,33,1,0,1,6,1,39,1
"Christian Humphreys","NO",48,2006-02-04,2006,"5.11",170,"LW","Kitchener Rangers",63,27,58,85,1.35,22,10,30,40,0,1,1,5,4,33,1
"Riley Patterson","NO",21,2006-03-22,2006,"6.00 ",194,"C","Niagara IceDogs",60,40,44,84,1.4,-3,8,15,23,1,4,5,5,1,16,1
"Caleb Malhotra","YES",27,2008-06-02,2008,"6.02",182,"C","Brantford Bulldogs",67,29,55,84,1.25,33,9,21,30,0,3,3,8,0,51,1
"Marek Vanacker","NO",78,2006-04-12,2006,"6.01",188,"LW","Brantford Bulldogs",60,47,35,82,1.37,39,17,11,28,1,0,1,8,3,33,1
