"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Sam O'Reilly",2006-03-30,"C","Kitchener Rangers",56,7,2,9,0.16,13
"Jack Pridham",2005-10-08,"RW","Kitchener Rangers",65,6,3,9,0.14,10
"Brennan Faulkner",2005-12-28,"LW","Peterborough Petes",68,6,1,7,0.1,14
"Kevin He",2006-04-30,"LW","Flint Firebirds",60,5,1,6,0.1,8
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",65,4,2,6,0.09,7
"Ben Pickell",2005-07-20,"LW","Sarnia Sting",64,3,2,5,0.08,12
"Brady Smith",2007-04-12,"C","Soo Greyhounds",67,2,3,5,0.07,22
"Riley Patterson",2006-03-22,"C","Niagara IceDogs",60,1,4,5,0.08,6
"Cole Davis",2006-06-22,"LW","Windsor Spitfires",56,4,0,4,0.07,12
"Jasper Kuhta",2006-10-28,"C","Ottawa 67's",62,3,1,4,0.06,6
"Brad Gardiner",2005-03-06,"C","Barrie Colts",67,2,2,4,0.06,6
"Carter Lowe",2006-03-01,"LW","Barrie Colts",63,2,2,4,0.06,18
"Easton Walos",2008-12-28,"C","Sarnia Sting",68,2,2,4,0.06,8
"Luca Romano",2007-06-25,"C","Kitchener Rangers",55,2,2,4,0.07,12
"Tyler Hopkins",2007-01-23,"C","Guelph Storm",56,2,2,4,0.07,8
"Lukas Fischer",2006-09-09,"D","Soo Greyhounds",65,1,3,4,0.06,9
"Carson Campbell",2006-06-08,"RD","Kitchener Rangers",51,0,4,4,0.08,22
"Cooper Dennis",2007-05-07,"RW","Brantford Bulldogs",68,3,0,3,0.04,4
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",65,3,0,3,0.05,4
"Nikita Klepov",2008-06-27,"RW","Saginaw Spirit",67,3,0,3,0.04,3
"Cameron Reid",2007-04-08,"LD","Kitchener Rangers",57,2,1,3,0.05,5
"Cole Beaudoin",2006-04-24,"C","Barrie Colts",54,2,1,3,0.06,3
"Dima Zhilkin",2008-10-21,"LW","Saginaw Spirit",59,2,1,3,0.05,4
"Evan Van Gorp",2006-05-18,"LW","London Knights",66,2,1,3,0.05,8
