"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Christian Colosimo",2008-12-01,"D","Flint Firebirds",2,0,1,1,0.5,2,0,0,0,0,6
"Easton Poe",2008-03-06,"D","North Bay Battalion",1,0,1,1,1,-1,0,0,0,0,2
"Hayden Martin",2009-02-27,"D","Guelph Storm",3,0,1,1,0.33,-1,0,1,0,0,0
"Kase Kamzik",2008-04-15,"RW","Sarnia Sting",4,0,1,1,0.25,2,0,0,0,0,2
"Leo Laschon",2008-03-19,"D","Oshawa Generals",5,0,1,1,0.2,-7,0,0,0,0,0
"Lucas Nutting",2009-04-05,"D","Flint Firebirds",2,0,1,1,0.5,3,0,0,0,0,0
"Lyndon Cabral",2009-08-15,"RW","Erie Otters",2,0,1,1,0.5,1,0,0,0,0,0
"Mark Pape",2009-01-24,"LW","Guelph Storm",5,0,1,1,0.2,-3,0,0,0,0,6
"Matthew Henderson",2009-03-20,"D","Kingston Frontenacs",4,0,1,1,0.25,3,0,0,0,0,2
"Peter Green",2009-07-21,"D","Brampton Steelheads",3,0,1,1,0.33,2,0,1,0,0,2
"Thomas Vandenberg",2008-09-08,"C","Ottawa 67's",4,0,1,1,0.25,0,0,0,0,0,0
"Tommy Kut",2009-01-05,"LD","Kitchener Rangers",2,0,1,1,0.5,2,0,0,0,0,0
"Tyler Hinde",2009-06-23,"LW","Oshawa Generals",2,0,1,1,0.5,-2,0,0,0,0,2
"A.J. Gladman",2009-01-19,"D","Erie Otters",2,0,0,0,0,-1,0,0,0,0,2
"Alex Campeau",2009-03-23,"C","London Knights",4,0,0,0,0,0,0,0,0,0,0
"Alexander Karmanov",2008-03-22,"D","Brantford Bulldogs",3,0,0,0,0,-2,0,0,0,0,6
"Andrei Gudin",2008-07-04,"RW","Barrie Colts",3,0,0,0,0,-1,0,0,0,0,0
"Andrew Willis",2008-09-22,"D","Erie Otters",3,0,0,0,0,-2,0,0,0,0,2
"Ben Reisnecker",2008-02-21,"D","Niagara IceDogs",3,0,0,0,0,-4,0,0,0,0,0
"Brady Murnane",2008-04-23,"D","Oshawa Generals",5,0,0,0,0,-1,0,0,0,0,8
"Brayden Krawczyk",2008-02-14,"C","Ottawa 67's",4,0,0,0,0,-1,0,0,0,0,0
"Brenner Lammens",2009-09-13,"C","Sarnia Sting",3,0,0,0,0,-2,0,0,0,0,0
"Carter Lewandowski",2009-06-02,"C","Guelph Storm",2,0,0,0,0,-2,0,0,0,0,4
"Chase Gaughan",2008-07-17,"RW","Sarnia Sting",2,0,0,0,0,-2,0,0,0,0,0
"Cooper McAslan",2009-03-16,"D","London Knights",1,0,0,0,0,0,0,0,0,0,0
"Dawson Morris",2008-03-13,"D","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,0
"Devran Brown",2008-04-23,"D","North Bay Battalion",1,0,0,0,0,-1,0,0,0,0,0
"Elijah Chavez",2008-09-15,"LW","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,0
"Gavin Christie",2009-04-13,"D","Brantford Bulldogs",3,0,0,0,0,-1,0,0,0,0,4
"Harris Pangretitsch",2008-03-29,"D","Soo Greyhounds",4,0,0,0,0,2,0,0,0,0,2
"Hudson Wozney",2008-07-03,"RW","Erie Otters",3,0,0,0,0,0,0,0,0,0,0
"Isaiah Allen",2008-11-23,"D","Soo Greyhounds",3,0,0,0,0,2,0,0,0,0,2
"Jack Johnson",2009-04-21,"D","Ottawa 67's",2,0,0,0,0,2,0,0,0,0,2
"Jake Murray",2009-02-26,"C","Erie Otters",3,0,0,0,0,0,0,0,0,0,0
"Jaxon Williams",2008-07-03,"RW","Ottawa 67's",2,0,0,0,0,0,0,0,0,0,0
"Judd Knauft",2008-03-18,"C","Niagara IceDogs",4,0,0,0,0,-1,0,0,0,0,0
"Kayden Edwards",2008-04-24,"LW","Erie Otters",5,0,0,0,0,-1,0,0,0,0,4
"Lewis Hergaarden",2008-04-21,"LW","Oshawa Generals",1,0,0,0,0,-1,0,0,0,0,0
"Maksim Sokolovskii",2008-07-12,"D","London Knights",3,0,0,0,0,0,0,0,0,0,2
"Mason Walker",2008-11-26,"LW","Sudbury Wolves",3,0,0,0,0,-1,0,0,0,0,0
"Max Mews",2008-04-25,"C","London Knights",1,0,0,0,0,0,0,0,0,0,0
"Ondrej Ruml",2008-03-25,"D","Ottawa 67's",3,0,0,0,0,1,0,0,0,0,0
"Owen Miniotas",2009-05-02,"C","London Knights",1,0,0,0,0,-1,0,0,0,0,2
"Parker Smith",2009-04-17,"LW","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0
"Quinn Kipfer",2008-03-22,"C","North Bay Battalion",1,0,0,0,0,1,0,0,0,0,2
"Rowen Sang",2008-03-03,"LW","Oshawa Generals",4,0,0,0,0,-4,0,0,0,0,4
"Ryder Simpson",2008-05-08,"LW","Sarnia Sting",2,0,0,0,0,-4,0,0,0,0,9
"Ryland Cunningham",2008-06-28,"LW","Flint Firebirds",3,0,0,0,0,-1,0,0,0,0,5
"Sam Rivet",2008-02-27,"D","North Bay Battalion",1,0,0,0,0,1,0,0,0,0,0
"Sarvir Jaworski",2009-02-24,"LW","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0
"Tyson Ackerman",2008-09-30,"D","Saginaw Spirit",2,0,0,0,0,-1,0,0,0,0,0
"Vadim Smirnov",2008-01-16,"LW","Oshawa Generals",2,0,0,0,0,-4,0,0,0,0,2
"Zack Bleick",2008-09-04,"D","Flint Firebirds",2,0,0,0,0,0,0,0,0,0,0
"Zack Naish",2009-12-02,"D","Guelph Storm",2,0,0,0,0,1,0,0,0,0,0
