"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",58,4,7,11,0.19,10
"Anthony Salinitri",1998-03-05,"LW","Oshawa Generals",68,7,3,10,0.15,11
"Liam Foudy",2000-02-04,"LW","London Knights",62,6,3,9,0.15,13
"Ryan McGregor",1999-01-29,"C","Sarnia Sting",61,6,3,9,0.15,12
"Sean Josling",1999-03-22,"RW","Sarnia Sting",62,2,6,8,0.13,15
"Jack Studnicka",1999-02-18,"C","Niagara IceDogs",60,4,3,7,0.12,8
"Keeghan Howdeshell",1998-02-24,"LW","Sault Ste. Marie Greyhounds",66,4,3,7,0.11,9
"Billy Moskal",2000-03-22,"C","London Knights",68,2,5,7,0.1,19
"Barrett Hayton",2000-06-09,"C","Sault Ste. Marie Greyhounds",39,5,1,6,0.15,9
"Brandon Saigeon",1998-06-14,"C","Oshawa Generals",68,5,1,6,0.09,7
"Christopher Paquette",1998-03-27,"C","Peterborough Petes",68,5,1,6,0.09,12
"Serron Noel",2000-08-08,"RW","Oshawa Generals",68,4,2,6,0.09,7
"Ben Jones",1999-02-26,"C","Niagara IceDogs",68,2,4,6,0.09,6
"Calvin Martin",1999-09-16,"LW","Sarnia Sting",68,2,4,6,0.09,16
"Drake Pilon",1998-10-02,"RW","Sudbury Wolves",55,4,1,5,0.09,19
"Franco Sproviero",1998-08-05,"C","Sarnia Sting",64,3,2,5,0.08,8
"Nicolas Mattinen",1998-03-05,"D","Oshawa Generals",68,3,2,5,0.07,8
"Ryan Cranford",1998-04-09,"RW","Kingston Frontenacs",65,3,2,5,0.08,12
"Alec Regula",2000-08-06,"D","London Knights",66,2,3,5,0.08,13
"Cole MacKay",2001-06-13,"RW","Sault Ste. Marie Greyhounds",65,1,4,5,0.08,8
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",68,1,4,5,0.07,12
"Nick Suzuki",1999-08-10,"C","Guelph Storm",59,1,4,5,0.08,5
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",60,0,5,5,0.08,8
"Matej Pekar",2000-02-10,"C","Barrie Colts",33,4,0,4,0.12,11
"Alex Formenton",1999-09-13,"LW","London Knights",31,3,1,4,0.13,12
"Eric Henderson",1998-04-23,"C","Hamilton Bulldogs",67,3,1,4,0.06,9
"Greg Meireles",1999-01-01,"C","Kitchener Rangers",68,3,1,4,0.06,4
"Kevin Hancock",1998-03-02,"C","London Knights",70,3,1,4,0.06,4
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",68,3,1,4,0.06,7
"Cole Purboo",1999-06-18,"RW","Windsor Spitfires",68,2,2,4,0.06,7
"Kirill Maksimov",1999-06-01,"RW","Niagara IceDogs",63,2,2,4,0.06,5
"Nicholas Porco",2001-03-12,"LW","Saginaw Spirit",67,2,2,4,0.06,11
"Isaac Ratcliffe",1999-02-15,"LW","Guelph Storm",65,3,0,3,0.05,4
"Jason Robertson",1999-07-22,"LW","Niagara IceDogs",62,3,0,3,0.05,3
"Jordan Sambrook",1998-04-11,"D","Sault Ste. Marie Greyhounds",67,3,0,3,0.04,6
"Brad Chenier",1999-01-20,"LW","North Bay Battalion",61,2,1,3,0.05,5
"Chad Yetman",2000-02-18,"RW","Erie Otters",68,2,1,3,0.04,5
"Kyle Maksimovich",1998-03-10,"LW","Ottawa 67's",67,2,1,3,0.04,4
"Quinton Byfield",2002-08-19,"C","Sudbury Wolves",64,2,1,3,0.05,5
"Ryan Suzuki",2001-05-28,"C","Barrie Colts",65,2,1,3,0.05,4
"Sasha Chmelevski",1999-06-09,"C","Ottawa 67's",56,2,1,3,0.05,4
"Shane Bulitka",1999-07-09,"C","Sudbury Wolves",68,2,1,3,0.04,6
"Cedric Ralph",1999-01-21,"LW","Guelph Storm",65,1,2,3,0.05,6
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",67,1,2,3,0.04,6
"Evan Bouchard",1999-10-20,"D","London Knights",45,1,2,3,0.07,6
"Fedor Gordeev",1999-01-27,"D","Guelph Storm",63,1,2,3,0.05,9
"Mitch Eliot",1998-02-06,"D","Sarnia Sting",66,1,2,3,0.05,5
"Nolan Hutcheson",2000-06-26,"LW","Sudbury Wolves",66,1,2,3,0.05,7
"Petr Cajka",2000-12-11,"C","Erie Otters",63,1,2,3,0.05,8
"Declan Chisholm",2000-01-12,"D","Peterborough Petes",67,0,3,3,0.04,6
