"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Cole Perfetti",2002-01-01,"LW","Saginaw Spirit",63,37,37,74,1.17,36,6,11,7,1,10
"Marco Rossi",2001-09-23,"C","Ottawa 67's",53,29,36,65,1.23,51,9,11,5,0,32
"Quinton Byfield",2002-08-19,"C","Sudbury Wolves",64,29,32,61,0.95,12,4,10,5,1,38
"Jacob Perreault",2002-04-15,"RW","Sarnia Sting",63,30,25,55,0.87,1,7,6,5,0,54
"Jean-Luc Foudy",2002-05-13,"C","Windsor Spitfires",63,8,41,49,0.78,-19,1,10,1,0,16
"Ty Tullio",2002-04-05,"RW","Oshawa Generals",60,15,27,42,0.7,8,1,11,4,0,23
"Will Cuylle",2002-02-05,"LW","Windsor Spitfires",63,26,15,41,0.65,3,5,6,1,0,50
"Jamie Drysdale",2002-04-08,"D","Erie Otters",63,7,33,40,0.63,-24,2,15,2,0,20
"Logan Morrison",2002-07-09,"C","Hamilton Bulldogs",47,14,20,34,0.72,-13,7,12,1,0,6
"Antonio Stranges",2002-02-05,"LW","London Knights",66,13,21,34,0.52,11,0,4,2,0,15
"Jack Quinn",2001-09-19,"RW","Ottawa 67's",61,12,20,32,0.52,5,3,4,1,0,23
"Matvey Guskov",2001-01-30,"LW","London Knights",59,12,18,30,0.51,12,0,1,2,0,24
"Vladislav Kolyachonok",2001-05-26,"D","Flint Firebirds",54,4,26,30,0.56,-22,2,11,1,0,44
"Evan Vierling",2002-06-20,"C","Flint Firebirds",60,6,21,27,0.45,-27,0,2,0,0,24
"Cameron Butler",2002-06-09,"RW","Peterborough Petes",64,18,8,26,0.41,-7,6,0,1,0,55
"Donovan Sebrango",2002-01-12,"D","Kitchener Rangers",62,7,19,26,0.42,-20,2,7,1,0,54
"Erik Čermák",2001-03-02,"LW","Peterborough Petes",68,8,17,25,0.37,-7,2,8,0,0,16
"Mason Millman",2001-07-18,"D","Saginaw Spirit",66,3,22,25,0.38,22,1,7,1,1,40
"Tye Kartye",2001-04-30,"LW","Sault Ste. Marie Greyhounds",64,4,20,24,0.38,5,0,2,1,0,33
"Tyson Foerster",2002-01-18,"C","Barrie Colts",64,10,13,23,0.36,1,3,2,0,0,24
"Jordan Frasca",2001-07-05,"LW","Windsor Spitfires",60,9,14,23,0.38,0,0,2,2,0,10
"Rory Kerins",2002-04-12,"LW","Sault Ste. Marie Greyhounds",57,9,14,23,0.4,9,1,1,0,1,2
"Camaryn Baber",2001-04-04,"C","Saginaw Spirit",48,8,15,23,0.48,17,0,0,0,0,21
"James Hardie",2002-01-18,"LW","Mississauga Steelheads",62,15,7,22,0.35,-8,0,0,2,1,16
"Ryan O'Rourke",2002-05-16,"D","Sault Ste. Marie Greyhounds",62,8,14,22,0.35,8,1,4,3,0,64
"Jacob Winterton",2001-01-09,"LW","Flint Firebirds",67,11,10,21,0.31,-27,1,0,0,0,12
"Harrison Caines",2001-02-14,"LW","North Bay Battalion",56,9,12,21,0.38,4,0,0,1,0,32
"Reid Valade",2002-03-14,"RW","Kitchener Rangers",62,5,15,20,0.32,-17,3,0,0,0,29
"Jaromir Pytlik",2001-09-25,"RW","Sault Ste. Marie Greyhounds",26,11,8,19,0.73,14,3,0,1,0,18
"Liam Van Loon",2001-08-17,"LW","Hamilton Bulldogs",54,9,10,19,0.35,-3,3,0,1,0,18
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",64,7,11,18,0.28,-6,0,3,2,0,22
"Brendan Hoffmann",2001-10-09,"RW","Erie Otters",64,12,5,17,0.27,-11,0,0,1,0,13
"Alex Johnston",2001-11-19,"C","Sault Ste. Marie Greyhounds",56,7,9,16,0.29,1,0,0,0,0,6
"Cullen McLean",2001-02-10,"LW","Sault Ste. Marie Greyhounds",54,6,10,16,0.3,3,0,0,1,0,14
"Jack Thompson",2002-03-19,"D","Sudbury Wolves",52,6,10,16,0.31,14,2,4,0,0,18
"Ty Collins",2002-06-11,"RW","Guelph Storm",48,6,10,16,0.33,0,0,0,1,0,17
"Anthony Aguanno",2001-03-18,"D","Kingston Frontenacs",57,2,14,16,0.28,-30,0,8,1,0,41
"Isaac Langdon",2002-05-22,"C","Kitchener Rangers",58,5,10,15,0.26,-22,2,1,2,0,14
"Daniel D'Amato",2001-04-08,"RW","Erie Otters",63,4,11,15,0.24,-23,0,0,1,0,13
"Kyle McDonald",2002-02-05,"RW","Windsor Spitfires",39,4,11,15,0.38,3,0,0,1,0,10
"Daniil Chayka",2002-10-22,"D","Guelph Storm",56,5,9,14,0.25,21,1,0,0,0,2
"Isaak Phillips",2001-09-28,"D","Sudbury Wolves",68,3,11,14,0.21,6,0,1,0,0,54
"Riley Piercey",2002-03-20,"RW","Barrie Colts",60,3,11,14,0.23,-1,0,0,0,0,29
"Brendan Sellan",2001-01-23,"LW","Erie Otters",64,4,9,13,0.2,-22,0,0,0,0,28
"Griffin Wilson",2001-05-30,"C","Owen Sound Attack",63,4,9,13,0.21,-13,0,0,0,0,8
"Cameron Tolnai",2002-02-14,"C","Ottawa 67's",56,3,10,13,0.23,0,0,0,0,0,12
"Lleyton Moore",2002-02-27,"D","Oshawa Generals",34,2,11,13,0.38,22,0,3,1,0,6
"Ashton Reesor",2001-01-12,"D","Sarnia Sting",65,2,10,12,0.18,9,0,0,0,0,35
"Cameron Supryka",2001-10-28,"D","Hamilton Bulldogs",49,1,10,11,0.22,-16,0,1,0,0,14
"Luke Drewitt",2001-09-27,"LW","Kingston Frontenacs",53,1,10,11,0.21,-28,0,1,0,0,2
