"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Jason Robertson","NO",19,1999-07-22,1999,"6.02",200,"LW","Niagara IceDogs",62,48,69,117,1.89,37,17,36,53,3,0,3,4,1,42,1
"Justin Brazeau","NO",17,1998-02-02,1998,"6.06",226,"RW","North Bay Battalion",68,61,52,113,1.66,14,14,21,35,0,0,0,10,0,40,1
"Tye Felhaber","NO",29,1998-08-05,1998,"6.00",189,"RW","Ottawa 67's",68,59,50,109,1.6,56,12,21,33,2,0,2,11,6,45,1
"Morgan Frost","NO",16,1999-05-14,1999,"6.00",185,"C","Sault Ste. Marie Greyhounds",58,37,72,109,1.88,33,10,23,33,4,7,11,6,7,45,1
"Kevin Hancock","NO",16,1998-03-02,1998,"5.11",178,"C","London Knights",70,52,55,107,1.53,18,18,21,39,3,1,4,8,8,38,1
"Arthur Kaliyev","NO",34,2001-06-26,2001,"6.02",190,"LW","Hamilton Bulldogs",67,51,51,102,1.52,-13,20,24,44,1,0,1,7,2,22,1
"Ben Jones","NO",3,1999-02-26,1999,"6.00",194,"C","Niagara IceDogs",68,41,61,102,1.5,32,17,20,37,2,4,6,3,2,82,1
"Akil Thomas","NO",44,2000-01-02,2000,"6.00",180,"C","Niagara IceDogs",63,38,64,102,1.62,42,11,28,39,2,0,2,5,3,40,1
"Nate Schnarr","NO",16,1999-02-25,1999,"6.03",190,"RW","Guelph Storm",65,34,68,102,1.57,43,12,24,36,0,0,0,5,2,58,1
"Greg Meireles","NO",88,1999-01-01,1999,"5.11",182,"C","Kitchener Rangers",68,36,61,97,1.43,-3,13,30,43,3,1,4,6,3,40,1
"Nick Suzuki","NO",9,1999-08-10,1999,"5.11",183,"C","Guelph Storm",59,34,60,94,1.59,40,11,18,29,1,4,5,10,2,12,1
"Brandon Saigeon","NO",17,1998-06-14,1998,"6.02",192,"C","Oshawa Generals",68,37,55,92,1.35,-7,16,29,45,5,1,6,6,1,37,1
"Austen Keating","NO",9,1999-03-07,1999,"6.00",175,"LW","Ottawa 67's",68,22,67,89,1.31,56,6,14,20,0,2,2,6,1,22,1
"Anthony Salinitri","NO",10,1998-03-05,1998,"5.11",171,"LW","Oshawa Generals",68,48,40,88,1.29,10,10,15,25,7,3,10,6,4,44,1
"Joseph Garreffa","NO",4,1999-08-09,1999,"5.07",176,"LW","Kitchener Rangers",68,32,55,87,1.28,-25,5,32,37,0,1,1,3,0,2,1
"Riley Damiani","NO",13,2000-03-20,2000,"5.10",170,"C","Kitchener Rangers",58,30,55,85,1.47,0,10,31,41,0,1,1,4,1,27,1
"Jack Studnicka","NO",23,1999-02-18,1999,"6.02",175,"C","Niagara IceDogs",60,36,47,83,1.38,18,15,14,29,4,3,7,2,3,52,1
"Isaac Ratcliffe","NO",19,1999-02-15,1999,"6.06",204,"LW","Guelph Storm",65,50,32,82,1.26,36,12,8,20,3,0,3,5,3,105,1
"Alan Lyszczarczyk","NO",88,1998-02-17,1998,"5.10",204,"LW","Mississauga Steelheads",64,39,43,82,1.28,-2,12,12,24,1,0,1,7,1,29,1
"Hugo Leufvenius","NO",46,1999-03-26,1999,"6.03",224,"LW","Sarnia Sting",66,37,44,81,1.23,-5,10,17,27,0,0,0,4,0,28,1
"Kyle Maksimovich","NO",19,1998-03-10,1998,"5.09",188,"LW","Ottawa 67's",67,35,46,81,1.21,24,10,15,25,2,1,3,6,2,63,1
"Serron Noel","NO",18,2000-08-08,2000,"6.06",216,"RW","Oshawa Generals",68,34,47,81,1.19,16,5,14,19,4,2,6,4,1,54,1
"Matthew Struthers","NO",18,1999-12-26,1999,"6.02",205,"C","North Bay Battalion",61,31,50,81,1.33,9,12,16,28,0,0,0,5,2,39,1
"Brett Neumann","NO",13,1999-02-15,1999,"5.09",171,"C","Oshawa Generals",68,45,34,79,1.16,-1,14,13,27,2,0,2,4,3,35,1
"Kirill Maksimov","NO",13,1999-06-01,1999,"6.03",194,"RW","Niagara IceDogs",63,40,39,79,1.25,38,16,12,28,2,2,4,4,0,118,1
"Lucas Chiodo","NO",20,1998-10-31,1998,"5.06",168,"LW","Ottawa 67's",67,29,50,79,1.18,40,3,20,23,1,1,2,3,1,24,1
"Matthew Strome","NO",18,1999-01-06,1999,"6.04",210,"LW","Hamilton Bulldogs",68,28,51,79,1.16,-20,10,26,36,0,2,2,3,1,55,1
"Liam Hawel","NO",15,1999-04-18,1999,"6.04",195,"C","Guelph Storm",66,37,41,78,1.18,37,13,8,21,0,0,0,3,0,32,1
