"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Arthur Kaliyev","NO",2001-06-26,"6.02",190,"LW","Hamilton Bulldogs",67,51,51,102,1.52,-13,20,24,44,7,2,22
"Ryan Suzuki","NO",2001-05-28,"6.01",180,"C","Barrie Colts",65,25,50,75,1.15,7,8,20,28,4,0,14
"Connor McMichael","NO",2001-01-15,"6.00",181,"C","London Knights",67,36,36,72,1.07,15,10,10,20,4,0,19
"Philip Tomasino","NO",2001-07-28,"6.00",183,"RW","Niagara IceDogs",67,34,38,72,1.07,37,4,10,14,12,1,32
"Cole MacKay","NO",2001-06-13,"5.11",185,"RW","Sault Ste. Marie Greyhounds",65,27,34,61,0.94,20,9,10,19,4,1,38
"Ethan Keppen","NO",2001-03-20,"6.02",212,"LW","Flint Firebirds",68,30,29,59,0.87,-26,7,5,12,4,3,67
"Thomas Harley","NO",2001-08-19,"6.04",195,"D","Mississauga Steelheads",68,11,47,58,0.85,-15,5,26,31,2,0,24
"Nick Robertson","NO",2001-09-11,"5.09",164,"LW","Peterborough Petes",54,27,28,55,1.02,-3,8,11,19,3,0,24
"Danil Antropov","NO",2000-12-20,"6.01",190,"LW","Oshawa Generals",66,15,37,52,0.79,1,4,15,19,2,0,43
"Blake Murray","NO",2001-07-05,"6.02",187,"C","Sudbury Wolves",66,30,20,50,0.76,8,5,4,9,5,0,48
"Cole Schwindt","NO",2001-04-25,"6.03",186,"RW","Mississauga Steelheads",68,19,30,49,0.72,4,8,6,14,1,0,25
"Keean Washkurak","NO",2001-08-16,"5.10",190,"C","Mississauga Steelheads",66,16,31,47,0.71,2,6,9,15,1,2,58
"Daniel D'Amico","NO",2001-01-26,"5.10",197,"C","Windsor Spitfires",67,21,25,46,0.69,-22,5,7,12,3,0,25
"Tyler Angle","NO",2000-09-30,"5.10",172,"C","Windsor Spitfires",58,20,24,44,0.76,-11,8,11,19,0,0,34
"Eric Uba","NO",2000-12-17,"6.00",181,"RW","Flint Firebirds",67,19,23,42,0.63,-13,2,2,4,2,1,54
"Cody Morgan","NO",2001-02-01,"6.00",186,"C","Flint Firebirds",63,15,24,39,0.62,2,4,6,10,1,0,10
"Petr Cajka","NO",2000-12-11,"5.11",168,"C","Erie Otters",63,20,18,38,0.6,-20,3,2,5,2,1,25
"Emmett Sproule","NO",2001-03-19,"5.11",174,"LW","Erie Otters",68,13,24,37,0.54,-11,0,3,3,0,0,18
"Nicholas Porco","NO",2001-03-12,"6.00",182,"LW","Saginaw Spirit",67,20,16,36,0.54,-5,4,3,7,4,0,20
"Graeme Clarke","NO",2001-04-24,"6.00",174,"RW","Ottawa 67's",55,23,11,34,0.62,7,8,1,9,0,2,34
"Keegan Stevenson","NO",2000-12-31,"6.01",188,"RW","Guelph Storm",55,19,15,34,0.62,21,2,0,2,1,0,12
"Mason Primeau","NO",2001-07-28,"6.06",210,"C","North Bay Battalion",69,13,20,33,0.48,-26,1,1,2,1,0,59
"Billy Constantinou","NO",2001-03-25,"6.00",191,"D","Kingston Frontenacs",66,10,23,33,0.5,-46,5,10,15,1,0,38
"Brayden Guy","NO",2001-03-03,"6.00",190,"RW","Sarnia Sting",60,19,13,32,0.53,-8,1,1,2,2,0,34
"Jamieson Rees","NO",2001-02-26,"5.10",171,"C","Sarnia Sting",37,10,22,32,0.86,-10,3,6,9,0,0,38
"Kyen Sopa","NO",2000-09-30,"5.09",182,"RW","Niagara IceDogs",55,19,12,31,0.56,11,1,2,3,1,1,33
"Joe Carroll","NO",2001-02-01,"6.03",192,"C","Sault Ste. Marie Greyhounds",65,9,22,31,0.48,1,0,2,2,2,1,71
"Matvey Guskov","YES",2001-01-30,"6.01",179,"LW","London Knights",59,12,18,30,0.51,12,0,1,1,2,0,24
"Vladislav Kolyachonok","YES",2001-05-26,"6.01",190,"D","Flint Firebirds",54,4,26,30,0.56,-22,2,11,13,1,0,44
"Nathan Staios","NO",2001-05-17,"5.10",178,"D","Windsor Spitfires",64,9,20,29,0.45,-29,3,6,9,4,0,50
"Jack York","NO",2000-09-17,"6.00",194,"D","Barrie Colts",61,7,22,29,0.48,-16,3,6,9,0,0,32
"Liam Ross","NO",2001-05-13,"6.02",203,"D","Sudbury Wolves",68,7,22,29,0.43,30,0,1,1,1,0,40
"Michael Vukojevic","NO",2001-06-08,"6.03",210,"D","Kitchener Rangers",68,3,26,29,0.43,3,1,2,3,0,0,65
"Erik Čermák","YES",2001-03-02,"5.11",154,"LW","Peterborough Petes",68,8,17,25,0.37,-7,2,8,10,0,0,16
"Mason Millman","YES",2001-07-18,"6.01",180,"D","Saginaw Spirit",66,3,22,25,0.38,22,1,7,8,1,1,40
"Mitchell Russell","NO",2001-03-06,"6.00",193,"RW","North Bay Battalion",65,13,11,24,0.37,-2,2,2,4,3,1,14
"Tye Kartye","YES",2001-04-30,"6.01",199,"LW","Sault Ste. Marie Greyhounds",64,4,20,24,0.38,5,0,2,2,1,0,33
"Dalton Duhart","NO",2001-01-18,"6.00",180,"LW","Barrie Colts",64,11,12,23,0.36,-5,3,3,6,2,0,10
"Jordan Frasca","YES",2001-07-05,"6.02",184,"LW","Windsor Spitfires",60,9,14,23,0.38,0,0,2,2,2,0,10
"Camaryn Baber","YES",2001-04-04,"5.11",190,"C","Saginaw Spirit",48,8,15,23,0.48,17,0,0,0,0,0,21
"Simon Rose","NO",2001-03-23,"6.00",186,"D","North Bay Battalion",57,3,19,22,0.39,-9,1,5,6,0,0,20
"Louka Henault","NO",2001-01-31,"5.11",180,"D","Windsor Spitfires",66,2,20,22,0.33,0,0,2,2,0,0,28
