"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Scott Lavigne",1987-02-13,"D","Toronto St. Michael's Majors",8,0,1,1,0.13,1,0,0,0,0,2
"Stefan Legein",1988-11-24,"RW","Mississauga IceDogs",5,0,1,1,0.2,0,0,0,0,0,0
"Steve Ferry",1988-08-05,"D","London Knights",18,0,1,1,0.06,3,0,0,0,0,6
"Tyler Doig",1986-02-15,"C","Guelph Storm",4,0,1,1,0.25,-2,0,0,0,0,4
"Andrew Self",1987-01-08,"LW","Windsor Spitfires",8,0,0,0,0,-1,0,0,0,0,5
"Bradley Snetsinger",1987-04-08,"LW","Mississauga IceDogs",5,0,0,0,0,0,0,0,0,0,0
"Chris Bryson",1987-08-20,"RW","Kitchener Rangers",5,0,0,0,0,0,0,0,0,0,0
"Colin Hanley",1987-06-10,"RW","Owen Sound Attack",6,0,0,0,0,2,0,0,0,0,0
"Cory Konecny",1985-10-22,"RW","Guelph Storm",4,0,0,0,0,0,0,0,0,0,8
"Cory McGillis",1988-07-09,"LW","Windsor Spitfires",11,0,0,0,0,-3,0,0,0,0,12
"Cory Tanaka",1988-05-17,"C","Plymouth Whalers",4,0,0,0,0,-2,0,0,0,0,4
"Dan Gyenes",1987-05-20,"D","Kitchener Rangers",5,0,0,0,0,0,0,0,0,0,0
"Darryl Smith",1987-03-03,"C","Guelph Storm",1,0,0,0,0,0,0,0,0,0,0
"Eric Regan",1988-05-20,"D","Erie Otters",6,0,0,0,0,0,0,0,0,0,0
"Frankie Santini",1988-07-29,"D","Mississauga IceDogs",1,0,0,0,0,0,0,0,0,0,0
"Graham McNabb",1987-02-23,"LW","Brampton Battalion",3,0,0,0,0,2,0,0,0,0,0
"J.F. Houle",1987-06-21,"RW","Brampton Battalion",2,0,0,0,0,-1,0,0,0,0,0
"Jack Combs",1988-01-26,"RW","Kitchener Rangers",3,0,0,0,0,0,0,0,0,0,2
"Jake Helmick",1988-01-08,"D","Plymouth Whalers",2,0,0,0,0,-1,0,0,0,0,0
"Jakub Kindl",1987-02-10,"D","Kitchener Rangers",12,0,0,0,0,-6,0,0,0,0,22
"Jason Cassidy",1987-06-18,"RW","Brampton Battalion",4,0,0,0,0,0,0,0,0,0,11
"John Armstrong",1988-02-26,"C","Plymouth Whalers",4,0,0,0,0,-2,0,0,0,0,4
"John de Gray",1988-03-14,"D","Brampton Battalion",6,0,0,0,0,-2,0,0,0,0,2
"Jonathan Sciacca",1988-04-16,"D","Windsor Spitfires",4,0,0,0,0,-2,0,0,0,0,0
"Jordan Owens",1986-05-01,"LW","Mississauga IceDogs",5,0,0,0,0,-1,0,0,0,0,2
"Josh Day",1988-04-02,"D","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Josh Godfrey",1988-01-15,"D","Guelph Storm",1,0,0,0,0,-1,0,0,0,0,0
"Josh Kidd",1988-11-16,"D","Erie Otters",4,0,0,0,0,0,0,0,0,0,0
"Justin DiBenedetto",1988-08-25,"C","Toronto St. Michael's Majors",9,0,0,0,0,0,0,0,0,0,0
"Keaton Turkiewicz",1988-03-02,"RW","Sudbury Wolves",1,0,0,0,0,-1,0,0,0,0,0
"Luke Lynes",1987-11-28,"LW","Brampton Battalion",6,0,0,0,0,-1,0,0,0,0,4
"Martin Novak",1986-03-12,"D","Belleville Bulls",1,0,0,0,0,0,0,0,0,0,0
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",5,0,0,0,0,0,0,0,0,0,18
"Matt McCready",1987-07-01,"D","London Knights",12,0,0,0,0,0,0,0,0,0,7
"Matthew Lyall",1988-02-08,"C","Guelph Storm",4,0,0,0,0,0,0,0,0,0,4
"Michael Caruso",1988-07-05,"D","Guelph Storm",4,0,0,0,0,0,0,0,0,0,2
"Michael Swift",1987-03-26,"C","Mississauga IceDogs",5,0,0,0,0,0,0,0,0,0,4
"Mike Bushby",1987-05-22,"D","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,0
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",15,0,0,0,0,-3,0,0,0,0,11
"Myles Applebaum",1988-03-16,"C","Kitchener Rangers",11,0,0,0,0,-1,0,0,0,0,6
"Nathan Hooper",1986-05-06,"LW","Mississauga IceDogs",4,0,0,0,0,0,0,0,0,0,2
"Paul Marchese",1985-05-26,"RW","Mississauga IceDogs",5,0,0,0,0,0,0,0,0,0,6
"Payton Liske",1988-11-28,"LW","Owen Sound Attack",3,0,0,0,0,0,0,0,0,0,0
"Ryan Martinelli",1986-09-02,"D","London Knights",10,0,0,0,0,3,0,0,0,0,2
"Scott Aarssen",1988-05-10,"D","London Knights",3,0,0,0,0,0,0,0,0,0,0
"Scott Baker",1987-05-15,"LW","Belleville Bulls",3,0,0,0,0,-2,0,0,0,0,2
"Scott Cowie",1988-05-05,"C","Peterborough Petes",5,0,0,0,0,0,0,0,0,0,4
"Scott Judson",1987-03-11,"D","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,0
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",3,0,0,0,0,-2,0,0,0,0,0
"Stephen Miller",1987-07-18,"D","Sudbury Wolves",9,0,0,0,0,-5,0,0,0,0,2
"Theo Peckham",1987-11-10,"D","Owen Sound Attack",8,0,0,0,0,2,0,0,0,0,8
"Thomas Kiriakou",1988-01-24,"C","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0
"Todd Perry",1986-12-13,"D","Barrie Colts",6,0,0,0,0,-8,0,0,0,0,13
"Travis Elder",1987-03-27,"LW","Toronto St. Michael's Majors",8,0,0,0,0,1,0,0,0,0,5
"Troy Murray",1987-04-22,"D","Sudbury Wolves",4,0,0,0,0,1,0,0,0,0,4
"Tyler Cuthbert",1987-05-05,"D","Sault Ste. Marie Greyhounds",7,0,0,0,0,2,0,0,0,0,0
"Tyler McKinley",1987-05-02,"D","Sault Ste. Marie Greyhounds",4,0,0,0,0,0,0,0,0,0,0
"Zack Shepley",1987-08-28,"D","Plymouth Whalers",4,0,0,0,0,-4,0,0,0,0,0
