"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Corey Perry","NO",94,1985-05-16,1985,"6.03",197,"RW","London Knights",18,11,27,38,2.11,7,7,13,20,0,0,0,3,0,46,1
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",18,13,16,29,1.61,13,7,7,14,0,0,0,1,0,16,1
"Michael Richards","NO",18,1985-02-11,1985,"6.00",192,"C","Kitchener Rangers",15,11,17,28,1.87,10,2,9,11,4,0,4,4,1,36,1
"David Bolland","NO",91,1986-06-05,1986,"6.00",185,"RW","London Knights",18,11,14,25,1.39,13,3,8,11,0,0,0,4,0,30,1
"Mark Mancari","NO",25,1985-07-11,1985,"6.03",225,"RW","Ottawa 67's",21,14,10,24,1.14,11,4,5,9,1,0,1,1,0,24,1
"Danny Fritsche","NO",49,1985-07-13,1985,"6.01",194,"C","London Knights",17,9,13,22,1.29,12,4,6,10,0,0,0,0,0,12,1
"Chris Hulit","NO",9,1985-01-15,1985,"6.01",195,"RW","Ottawa 67's",21,11,10,21,1,4,2,1,3,3,0,3,2,1,12,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",18,10,11,21,1.17,5,5,6,11,0,0,0,2,0,16,1
"Julian Talbot","NO",27,1985-03-24,1985,"5.11",178,"C","Ottawa 67's",21,8,12,20,0.95,0,2,2,4,0,3,3,2,0,31,1
"Lukas Kaspar","YES",83,1985-09-23,1985,"6.02",205,"LW","Ottawa 67's",21,6,14,20,0.95,-2,0,9,9,0,0,0,2,0,8,1
"Danny Syvret","NO",25,1985-06-13,1985,"6.00",206,"D","London Knights",18,5,15,20,1.11,19,2,9,11,0,0,0,2,0,4,1
"Brad Staubitz","NO",6,1984-07-28,1984,"6.01",208,"D","Ottawa 67's",21,4,16,20,0.95,14,3,9,12,0,1,1,1,0,70,1
"Jakub Petruzalek","YES",19,1985-04-24,1985,"5.09",172,"LW","Ottawa 67's",21,8,10,18,0.86,-2,2,3,5,0,0,0,1,0,30,1
"Andre Benoit","NO",16,1984-01-06,1984,"6.00",199,"D","Kitchener Rangers",15,5,13,18,1.2,9,2,8,10,0,1,1,0,0,6,1
"Brad Bonello","NO",28,1984-04-15,1984,"5.11",180,"C","Ottawa 67's",21,8,9,17,0.81,10,3,4,7,1,1,2,0,0,50,1
"Bryan Bickell","NO",17,1986-03-09,1986,"6.04",215,"LW","Ottawa 67's",21,5,12,17,0.81,3,2,5,7,0,0,0,1,0,32,1
