"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Michael Richards",1985-02-11,"C","Kitchener Rangers",15,4,0,4,0.27,14
"Chris Hulit",1985-01-15,"RW","Ottawa 67's",21,3,0,3,0.14,14
"Julian Talbot",1985-03-24,"C","Ottawa 67's",21,0,3,3,0.14,15
"Logan Hunter",1984-08-30,"LW","Peterborough Petes",14,2,0,2,0.14,22
"Brad Bonello",1984-04-15,"C","Ottawa 67's",21,1,1,2,0.1,12
"Kyle Spurr",1984-08-10,"RW","Guelph Storm",4,1,1,2,0.5,100
"Colin Power",1984-03-02,"RW","Toronto St. Michael's Majors",10,1,0,1,0.1,17
"Daniel Ryder",1987-01-12,"C","Peterborough Petes",14,1,0,1,0.07,8
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",15,1,0,1,0.07,8
"Jason Pitton",1986-05-23,"LW","Sault Ste. Marie Greyhounds",7,1,0,1,0.14,25
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",4,1,0,1,0.25,100
"Jordan Staal",1988-09-10,"C","Peterborough Petes",14,1,0,1,0.07,10
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",21,1,0,1,0.05,4
"Mick Okrzesik",1985-01-21,"D","Guelph Storm",4,1,0,1,0.25,100
"Mike McLean",1986-01-06,"LW","Guelph Storm",4,1,0,1,0.25,100
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",14,0,1,1,0.07,14
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",15,0,1,1,0.07,6
"Andy Hyvarinen",1987-12-29,"LW","Guelph Storm",4,0,1,1,0.25,100
"Brad Good",1986-03-10,"D","Sault Ste. Marie Greyhounds",7,0,1,1,0.14,100
"Brad Staubitz",1984-07-28,"D","Ottawa 67's",21,0,1,1,0.05,5
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",10,0,1,1,0.1,14
"Liam Reddox",1986-01-27,"LW","Peterborough Petes",14,0,1,1,0.07,8
"Mark Flood",1984-09-29,"D","Peterborough Petes",14,0,1,1,0.07,11
"Nick Van Herpt",1985-10-29,"D","Ottawa 67's",21,0,1,1,0.05,17
"Ryan Card",1984-02-18,"D","Guelph Storm",4,0,1,1,0.25,50
"Steve Ward",1986-02-13,"D","Plymouth Whalers",4,0,1,1,0.25,100
"Trevor Hendrikx",1985-03-29,"D","Peterborough Petes",14,0,1,1,0.07,8
"Tyler Doig",1986-02-15,"C","Guelph Storm",4,0,1,1,0.25,100
"Tyler Kennedy",1986-07-15,"C","Sault Ste. Marie Greyhounds",4,0,1,1,0.25,25
"Will Colbert",1985-02-06,"D","Ottawa 67's",21,0,1,1,0.05,9
"Aaron Dawson",1985-03-11,"D","Peterborough Petes",14,0,0,0,0,NA
"Aaron Snow",1988-05-20,"LW","Brampton Battalion",6,0,0,0,0,0
"Adam Abraham",1987-03-27,"D","Mississauga IceDogs",5,0,0,0,0,0
"Adam McQuaid",1986-10-12,"D","Sudbury Wolves",8,0,0,0,0,0
"Adam Perry",1987-01-12,"LW","London Knights",8,0,0,0,0,0
"Alexander Eaton",1985-07-02,"LW","Sudbury Wolves",12,0,0,0,0,NA
"Alexei Ivanov",1985-01-05,"C","Toronto St. Michael's Majors",10,0,0,0,0,0
"Andrej Sekera",1986-06-08,"D","Owen Sound Attack",6,0,0,0,0,0
"Andrew Dennis",1985-09-06,"D","Barrie Colts",6,0,0,0,0,NA
"Andrew Desjardins",1986-07-27,"C","Sault Ste. Marie Greyhounds",7,0,0,0,0,NA
"Andrew Gibbons",1986-08-12,"RW","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Andrew Hotham",1986-08-29,"D","Erie Otters",6,0,0,0,0,0
"Andrew Maksym",1986-02-16,"RW","Belleville Bulls",5,0,0,0,0,0
"Andrew Marshall",1986-08-07,"D","Barrie Colts",6,0,0,0,0,0
"Andrew Self",1987-01-08,"LW","Windsor Spitfires",8,0,0,0,0,NA
"Andrew Shennan",1985-02-19,"RW","Erie Otters",6,0,0,0,0,0
"Anthony Butera",1984-09-14,"D","Mississauga IceDogs",5,0,0,0,0,0
"Arron Alphonso",1988-11-14,"RW","Ottawa 67's",20,0,0,0,0,0
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",6,0,0,0,0,0
"Benoit Pouliot",1986-09-29,"LW","Sudbury Wolves",12,0,0,0,0,0
"Blair Jarrett",1984-10-25,"RW","Sault Ste. Marie Greyhounds",7,0,0,0,0,0
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",12,0,0,0,0,0
"Bobby Davey",1987-04-20,"D","Belleville Bulls",5,0,0,0,0,0
