"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Benoit Pouliot","NO",1986-09-29,"6.03",190,"LW","Sudbury Wolves",12,6,8,14,1.17,3,3,4,7,2,0,20
"Daniel Ryder","NO",1987-01-12,"5.11",180,"C","Peterborough Petes",14,9,3,12,0.86,-2,4,1,5,2,0,10
"Jadran Beljo","NO",1987-02-25,"5.11",168,"LW","Peterborough Petes",14,6,4,10,0.71,5,2,0,2,0,0,10
"Kevin Baker","NO",1987-03-27,"6.00",190,"C","Sudbury Wolves",12,5,4,9,0.75,-5,1,4,5,1,0,0
"Cal O'Reilly","NO",1986-09-30,"5.11",179,"C","Windsor Spitfires",11,4,5,9,0.82,-1,2,2,4,0,0,4
"Ryan Wilson","NO",1987-02-03,"6.01",206,"D","Toronto St. Michael's Majors",10,4,5,9,0.9,-1,1,3,4,1,0,12
"Steve Downie","NO",1987-04-03,"5.10",191,"C","Windsor Spitfires",11,4,5,9,0.82,-5,1,2,3,2,0,49
"Bobby Ryan","NO",1987-03-17,"6.02",211,"RW","Owen Sound Attack",8,2,7,9,1.13,2,1,4,5,0,0,8
"Justin Donati","NO",1986-10-17,"5.10",174,"C","Toronto St. Michael's Majors",10,4,3,7,0.7,0,2,1,3,1,0,4
"Patrick Davis","NO",1986-12-28,"6.02",211,"LW","Kitchener Rangers",14,3,4,7,0.5,-2,0,1,1,1,0,20
"Tyler Donati","NO",1986-10-17,"5.10",190,"LW","Toronto St. Michael's Majors",10,2,5,7,0.7,0,1,3,4,0,0,0
"Chris Lawrence","NO",1987-02-05,"6.04",217,"C","Sault Ste. Marie Greyhounds",7,3,3,6,0.86,1,1,2,3,0,0,4
"Jordan Foreman","YES",1987-01-06,"5.10",178,"C","London Knights",18,3,3,6,0.33,8,1,0,1,0,0,49
"Elgin Reid","NO",1987-02-23,"5.11",190,"D","Ottawa 67's",15,0,6,6,0.4,7,0,0,0,0,0,27
"Ryan O'Marra","NO",1987-06-09,"6.02",200,"C","Erie Otters",6,4,1,5,0.83,-3,3,0,3,0,0,0
"Josh Beaulieu","NO",1987-01-10,"6.01",190,"LW","London Knights",13,2,3,5,0.38,4,0,1,1,0,0,13
"Scott Giles","YES",1987-01-19,"5.08",172,"C","Owen Sound Attack",8,1,4,5,0.63,1,0,1,1,0,0,4
"Marc Staal","NO",1987-01-13,"6.04",205,"D","Sudbury Wolves",12,0,4,4,0.33,-1,0,2,2,0,0,15
"Evan Brophey","NO",1986-12-03,"6.01",202,"C","Belleville Bulls",5,2,1,3,0.6,-2,1,1,2,0,0,2
"Igor Gongalsky","YES",1986-11-05,"6.00",218,"LW","Owen Sound Attack",7,2,1,3,0.43,-1,2,0,2,0,0,4
"Derek Joslin","YES",1987-03-17,"6.01",175,"D","Ottawa 67's",21,0,3,3,0.14,-3,0,2,2,0,0,24
"Geoff Killing","NO",1987-08-22,"6.01",199,"D","Belleville Bulls",4,0,3,3,0.75,-2,0,0,0,0,0,2
"Kevin Henderson","YES",1986-12-03,"6.03",210,"LW","Kitchener Rangers",15,0,3,3,0.2,-5,0,0,0,0,0,8
"Kyle Lamb","NO",1987-04-13,"6.00",190,"D","Owen Sound Attack",8,0,3,3,0.38,1,0,2,2,0,0,4
