"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Andrew Burns","YES",20,1997-02-02,1997,"6.00",181,"D","Windsor Spitfires",65,0,14,14,0.22,-25,0,9,9,0,0,0,0,0,37,1
"Connor Sills","NO",23,1995-05-21,1995,"6.04",210,"RW","Plymouth Whalers",67,8,5,13,0.19,-21,0,0,0,1,0,1,2,0,113,1
"Matthew Kreis","NO",15,1997-08-01,1997,"5.11",170,"LW","Barrie Colts",56,3,10,13,0.23,-3,0,2,2,0,0,0,0,0,2,1
"Jonathan Duchesne","NO",28,1996-02-12,1996,"6.01",209,"D","Sudbury Wolves",60,2,11,13,0.22,-41,0,2,2,0,0,0,0,0,105,1
"Travis Wood","NO",22,1995-11-22,1995,"5.11",185,"LW","Sudbury Wolves",54,5,7,12,0.22,-7,0,0,0,0,0,0,1,0,14,1
"Michael Pezzetta","YES",13,1998-03-13,1998,"6.01",208,"C","Sudbury Wolves",61,5,7,12,0.2,-28,0,1,1,0,0,0,0,0,56,1
"Drake Rymsha","YES",23,1998-08-06,1998,"6.00",187,"C","London Knights",62,5,7,12,0.19,-5,0,0,0,0,0,0,2,0,51,1
"Patrick Fellows","YES",21,1997-06-17,1997,"6.03",200,"LW","Erie Otters",60,4,8,12,0.2,9,0,0,0,0,0,0,0,0,10,1
"David Zeppieri","NO",44,1997-02-04,1997,"6.02",201,"C","Sudbury Wolves",61,1,11,12,0.2,-33,0,0,0,0,0,0,0,0,35,1
"Bryce Yetman","NO",17,1997-02-21,1997,"6.00",166,"RW","Plymouth Whalers",29,6,5,11,0.38,-11,2,2,4,0,0,0,0,0,6,1
"Jared Walsh","NO",3,1996-05-17,1996,"5.10",181,"D","Mississauga Steelheads",53,3,8,11,0.21,-29,0,5,5,0,0,0,1,0,18,1
"Patrick Sanvido","NO",2,1996-06-28,1996,"6.06",230,"D","Windsor Spitfires",59,3,8,11,0.19,-19,0,0,0,0,2,2,0,0,62,1
"Brady Pataki","YES",12,1998-10-03,1998,"6.02",217,"RW","Sudbury Wolves",58,6,4,10,0.17,-14,0,0,0,0,0,0,0,0,23,1
"Josh Wesley","NO",20,1996-04-09,1996,"6.03",201,"D","Plymouth Whalers",63,5,5,10,0.16,-18,2,1,3,1,0,1,1,1,67,1
"Joel Wigle","NO",80,1994-02-14,1994,"6.02",205,"RW","London Knights",30,2,8,10,0.33,-6,0,1,1,1,0,1,0,0,17,1
"Damian Bourne","NO",21,1996-02-11,1996,"6.04",220,"LW","Mississauga Steelheads",55,1,9,10,0.18,-32,0,1,1,0,1,1,0,0,62,1
"Danny Vanderwiel","NO",18,1995-02-17,1995,"6.00",200,"LW","Plymouth Whalers",41,6,3,9,0.22,-10,0,0,0,0,0,0,1,0,20,1
"Vincent Scognamiglio","NO",38,1996-09-01,1996,"6.02",212,"RW","Plymouth Whalers",64,5,4,9,0.14,-6,0,0,0,0,0,0,1,0,95,1
"Cliff Pu","YES",28,1998-06-03,1998,"6.02",196,"RW","London Knights",41,4,5,9,0.22,-3,0,0,0,0,0,0,0,0,4,1
"Daniil Vertiy","YES",89,1998-11-12,1998,"5.11",205,"LW","Windsor Spitfires",49,3,6,9,0.18,-8,0,0,0,0,0,0,0,0,22,1
"Liam Murray","NO",3,1997-06-28,1997,"6.00",206,"D","Windsor Spitfires",63,3,6,9,0.14,-8,0,0,0,0,0,0,1,0,99,1
"Nicholas Caamano","YES",10,1998-09-07,1998,"6.02",200,"LW","Plymouth Whalers",64,3,6,9,0.14,-16,0,0,0,0,0,0,0,0,29,1
"TJ Fergus","YES",25,1997-03-25,1997,"5.11",186,"D","Erie Otters",45,2,6,8,0.18,13,0,3,3,0,0,0,0,0,18,1
"Graeme Brown","NO",24,1996-05-16,1996,"6.00",198,"D","Windsor Spitfires",65,2,6,8,0.12,-19,0,0,0,0,0,0,0,0,82,1
"Cole Mayo","YES",24,1997-01-18,1997,"6.00",193,"D","Sudbury Wolves",56,1,7,8,0.14,-11,1,0,1,0,1,1,0,0,27,1
"Austin Clapham","YES",3,1997-07-09,1997,"6.01",195,"D","Sudbury Wolves",56,2,5,7,0.13,-17,0,0,0,0,0,0,0,0,33,1
"Conor Cummins","NO",36,1996-02-06,1996,"6.03",205,"D","Sudbury Wolves",66,1,6,7,0.11,-49,0,2,2,0,0,0,0,0,26,1
"David Sherman","YES",15,1998-05-17,1998,"6.04",190,"LW","North Bay Battalion",30,3,3,6,0.2,-1,0,0,0,0,0,0,1,0,10,1
"Mac Hollowell","YES",11,1998-09-26,1998,"5.10",163,"D","Sault Ste. Marie Greyhounds",11,2,4,6,0.55,2,0,0,0,0,0,0,1,0,4,1
"Cody Thompson","NO",20,1995-02-08,1995,"5.09",186,"LW","Mississauga Steelheads",36,1,5,6,0.17,-13,0,0,0,0,0,0,0,0,43,1
"Tait Seguin","NO",26,1995-03-21,1995,"5.11",186,"LW","London Knights",47,1,5,6,0.13,-6,0,0,0,0,0,0,0,0,71,1
"Alex Di Carlo","YES",3,1997-03-25,1997,"6.04",221,"D","Plymouth Whalers",41,0,6,6,0.15,-2,0,0,0,0,0,0,0,0,12,1
"Tyler  Sensky","YES",5,1997-02-27,1997,"6.00",185,"D","Plymouth Whalers",54,0,6,6,0.11,0,0,0,0,0,0,0,0,0,19,1
"Marcus Dickerson","YES",12,1998-01-22,1998,"5.09",207,"RW","Mississauga Steelheads",43,3,2,5,0.12,-9,0,0,0,0,0,0,0,0,6,1
"Nick Zottl","NO",27,1995-01-11,1995,"6.05",230,"D","Mississauga Steelheads",45,1,4,5,0.11,-16,0,0,0,0,0,0,0,0,88,1
"Thomas Welsh","NO",9,1995-02-01,1995,"5.11",210,"D","Kitchener Rangers",15,0,5,5,0.33,2,0,3,3,0,0,0,0,0,0,1
"Benjamin Gleason","YES",6,1998-03-25,1998,"6.01",180,"D","London Knights",41,0,5,5,0.12,-1,0,0,0,0,0,0,0,0,16,1
"Jason Smith","YES",37,1997-04-27,1997,"5.08",169,"C","Mississauga Steelheads",46,1,3,4,0.09,-11,0,1,1,0,0,0,0,0,12,1
"Alex Peters","NO",2,1996-07-02,1996,"6.04",220,"D","Plymouth Whalers",8,0,4,4,0.5,2,0,0,0,0,0,0,0,0,14,1
"Reagan O'Grady","YES",7,1998-12-15,1998,"6.02",200,"D","Sudbury Wolves",54,0,4,4,0.07,-21,0,1,1,0,0,0,0,0,29,1
"Logan Stanley","YES",17,1998-05-26,1998,"6.07",240,"D","Windsor Spitfires",59,0,4,4,0.07,-25,0,1,1,0,0,0,0,0,60,1
"Austin Gerhart","NO",8,1997-04-03,1997,"6.01",200,"RW","Mississauga Steelheads",47,2,1,3,0.06,-16,0,0,0,0,0,0,0,0,6,1
"Stephen Gibson","YES",6,1997-03-03,1997,"6.03",202,"D","Mississauga Steelheads",56,2,0,2,0.04,-27,0,0,0,0,0,0,0,0,44,1
"Thomas Lattavo","NO",26,1996-04-05,1996,"6.02",200,"RW","Mississauga Steelheads",10,1,1,2,0.2,-3,0,0,0,0,0,0,1,0,2,1
"Jacob Collins","YES",73,1998-04-20,1998,"6.01",195,"LW","Plymouth Whalers",22,1,1,2,0.09,2,0,0,0,0,0,0,0,0,2,1
"Boris Katchouk","YES",12,1998-06-18,1998,"6.02",210,"LW","Sault Ste. Marie Greyhounds",12,0,2,2,0.17,0,0,0,0,0,0,0,0,0,17,1
"Brody Milne","NO",20,1995-04-03,1995,"6.00",193,"LW","Sudbury Wolves",25,0,2,2,0.08,-21,0,0,0,0,0,0,0,0,8,1
"Tyler Nother","YES",79,1998-02-07,1998,"6.04",199,"D","London Knights",40,0,2,2,0.05,-8,0,0,0,0,0,0,0,0,54,1
"Adam Donnelly","NO",67,1996-07-16,1996,"6.01",200,"C","Mississauga Steelheads",46,0,2,2,0.04,-15,0,0,0,0,0,0,0,0,35,1
"Scott Teskey","NO",9,1995-05-04,1995,"6.00",195,"RW","Kitchener Rangers",2,1,0,1,0.5,1,1,0,1,0,0,0,0,0,0,1
"Brook Hiddink","NO",7,1996-02-02,1996,"5.10",200,"RW","Sudbury Wolves",8,1,0,1,0.13,-8,0,0,0,0,0,0,0,0,0,1
"Kevin Klima","YES",4,1997-06-05,1997,"5.09",171,"LW","London Knights",16,1,0,1,0.06,-2,0,0,0,0,0,0,0,0,8,1
"Jack Kopacka","YES",52,1998-03-05,1998,"6.02",200,"LW","Sault Ste. Marie Greyhounds",4,0,1,1,0.25,1,0,0,0,0,0,0,0,0,0,1
"Connor Burgess","NO",19,1996-02-13,1996,"6.00",170,"LW","Sudbury Wolves",8,0,1,1,0.13,-5,0,1,1,0,0,0,0,0,0,1
"Justin Bean","NO",2,1996-06-25,1996,"6.01",190,"D","Mississauga Steelheads",30,0,1,1,0.03,-5,0,0,0,0,0,0,0,0,8,1
"Trenton Bourque","YES",2,1998-06-11,1998,"6.02",203,"D","Sudbury Wolves",34,0,1,1,0.03,-17,0,1,1,0,0,0,0,0,10,1
"Domenico Commisso","YES",12,1998-02-19,1998,"6.00",182,"C","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chase Hawley","YES",4,1997-02-01,1997,"6.01",181,"D","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"Mitchell Mendonca","YES",12,1998-07-14,1998,"5.10",165,"C","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Ryan Migliaccio","NO",24,1995-08-25,1995,"5.09",176,"RW","Guelph Storm",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sam Natale","NO",16,1996-02-02,1996,"5.07",165,"LW","Guelph Storm",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tristen Elie","NO",92,1996-07-24,1996,"5.10",175,"LW","London Knights",3,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,1
"Justen Long","YES",7,1997-07-01,1997,"6.02",185,"D","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kyle  Moore","YES",27,1998-01-20,1998,"6.01",216,"RW","North Bay Battalion",3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
"Brett Primeau","YES",23,1997-04-14,1997,"5.11",180,"RW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Nikko Sablone","NO",25,1995-03-11,1995,"6.00",200,"RW","Windsor Spitfires",3,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,1
"Nic Sicoly","YES",11,1998-01-05,1998,"5.09",170,"LW","Guelph Storm",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dylan Callaghan","NO",25,1996-09-09,1996,"6.00",196,"RW","Sudbury Wolves",5,0,0,0,0,-2,0,0,0,0,0,0,0,0,5,1
"Connor Hall","YES",7,1998-02-21,1998,"6.03",205,"D","Kitchener Rangers",8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"Michael Silveri","NO",11,1997-03-06,1997,"6.04",208,"C","Sudbury Wolves",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Noah Robinson","YES",22,1997-05-22,1997,"5.11",186,"RW","Mississauga Steelheads",11,0,0,0,0,-2,0,0,0,0,0,0,0,0,2,1
"Kelly Klima","YES",60,1997-06-05,1997,"5.09",171,"C","London Knights",15,0,0,0,0,-2,0,0,0,0,0,0,0,0,17,1
"Ryan Valentini","NO",18,1997-07-13,1997,"6.00",176,"C","London Knights",15,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1
"Aleks Rapp","YES",28,1997-03-13,1997,"6.04",243,"RW","Guelph Storm",35,0,0,0,0,-7,0,0,0,0,0,0,0,0,16,1
