"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Andrew Mangiapane",1996-04-04,"C","Barrie Colts",68,2,5,7,0.1,7
"Christian  Dvorak",1996-02-02,"C","London Knights",66,2,3,5,0.08,5
"Connor McDavid",1997-01-13,"C","Erie Otters",47,2,2,4,0.09,3
"Mitchell Marner",1997-05-05,"RW","London Knights",63,2,2,4,0.06,3
"Bryson Cianfrone",1995-02-14,"C","Mississauga Steelheads",63,1,3,4,0.06,8
"Michael McCarron",1995-03-07,"RW","Oshawa Generals",56,1,3,4,0.07,6
"Sam Babintsev",1994-10-08,"RW","Mississauga Steelheads",54,3,0,3,0.06,7
"Brendan Lemieux",1996-03-15,"LW","Barrie Colts",57,2,1,3,0.05,5
"Max Domi",1995-03-02,"LW","London Knights",57,2,1,3,0.05,3
"Slater Doggett",1994-07-03,"C","Windsor Spitfires",57,2,1,3,0.05,6
"Aaron Luchuk",1997-04-05,"C","Windsor Spitfires",67,1,2,3,0.04,13
"Jamie Lewis",1994-08-22,"C","Windsor Spitfires",57,2,0,2,0.04,5
"Justin Scott",1995-08-13,"LW","Barrie Colts",68,2,0,2,0.03,4
"Darren Raddysh",1996-02-28,"D","Erie Otters",60,1,1,2,0.03,4
"Michael Cramarossa",1996-05-24,"LW","Belleville Bulls",65,1,1,2,0.03,5
"Patrick Sanvido",1996-06-28,"D","Windsor Spitfires",59,0,2,2,0.03,18
"Stefan LeBlanc",1996-03-16,"D","Mississauga Steelheads",64,0,2,2,0.03,8
"Chad Heffernan",1996-03-22,"LW","Sudbury Wolves",56,1,0,1,0.02,5
"Chandler Yakimowicz",1996-01-26,"RW","London Knights",63,1,0,1,0.02,3
"Connor Sills",1995-05-21,"RW","Plymouth Whalers",67,1,0,1,0.01,8
"Danny Desrochers",1995-08-22,"LW","Sudbury Wolves",66,1,0,1,0.02,5
"Francesco Vilardi",1996-01-09,"C","Plymouth Whalers",68,1,0,1,0.01,6
"Jakob Chychrun",1998-03-31,"D","Sarnia Sting",42,1,0,1,0.02,3
