"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Marco Rossi","NO",2001-09-23,"5.09",187,"C","Ottawa 67's",56,39,81,120,2.14,69,7,31,38,5,1,40
"Cole Perfetti","NO",2002-01-01,"5.10",180,"LW","Saginaw Spirit",61,37,74,111,1.82,49,6,24,30,2,2,16
"Jack Quinn","NO",2001-09-19,"6.01",179,"LW","Ottawa 67's",62,52,37,89,1.44,48,15,16,31,7,6,32
"Quinton Byfield","NO",2002-08-19,"6.04",215,"C","Sudbury Wolves",45,32,50,82,1.82,26,6,16,22,6,2,44
"Tyson Foerster","NO",2002-01-18,"6.02",200,"RW","Barrie Colts",62,36,44,80,1.29,-17,18,16,34,5,1,53
"Jacob Perreault","NO",2002-04-15,"5.11",198,"RW","Sarnia Sting",57,39,31,70,1.23,-34,15,14,29,2,1,40
"Ty Tullio","NO",2002-04-05,"5.11",180,"C","Oshawa Generals",62,27,39,66,1.06,-6,8,10,18,4,1,49
"James Hardie","NO",2002-01-18,"5.11",180,"LW","Mississauga Steelheads",59,34,29,63,1.07,9,11,6,17,7,3,16
"Luke Evangelista","NO",2002-02-21,"6.00",171,"RW","London Knights",62,23,38,61,0.98,15,0,2,2,6,2,12
"Rory Kerins","NO",2002-04-12,"5.11",186,"C","Soo Greyhounds",64,30,29,59,0.92,2,4,10,14,4,1,30
"Zayde Wisdom","NO",2002-07-07,"5.10",201,"RW","Kingston Frontenacs",62,29,30,59,0.95,-7,8,6,14,3,1,55
"Brandon Coe","NO",2001-12-01,"6.05",203,"RW","North Bay Battalion",60,25,32,57,0.95,-24,4,9,13,3,1,39
"Jaromir Pytlik","NO",2001-09-25,"6.02",192,"C","Soo Greyhounds",56,22,28,50,0.89,5,8,8,16,2,1,36
"Ethan Cardwell","NO",2002-08-30,"5.11",196,"RW","Barrie Colts",63,23,24,47,0.75,-2,5,3,8,5,1,41
"Jamie Drysdale","NO",2002-04-08,"5.11",170,"D","Erie Otters",49,9,38,47,0.96,9,3,19,22,1,0,24
"Logan Morrison","NO",2002-07-09,"6.00",180,"C","Hamilton Bulldogs",59,23,22,45,0.76,-33,9,10,19,2,0,18
"Evan Vierling","NO",2002-06-20,"6.00",176,"C","Barrie Colts",43,14,30,44,1.02,-9,1,12,13,1,1,12
"Jean-Luc Foudy","NO",2002-05-13,"6.00",190,"C","Windsor Spitfires",59,15,28,43,0.73,-7,3,11,14,4,2,12
"Will Cuylle","NO",2002-02-05,"6.04",210,"LW","Windsor Spitfires",62,22,20,42,0.68,-2,7,6,13,2,0,37
"Declan McDonnell","YES",2002-02-25,"5.10",189,"RW","Kitchener Rangers",63,21,21,42,0.67,8,6,0,6,3,0,28
"Hayden Fowler","NO",2001-09-24,"5.10",181,"RW","Erie Otters",52,20,22,42,0.81,-11,8,2,10,1,1,78
"Anthony Tabak","NO",2001-12-06,"6.05",208,"LW","Barrie Colts",67,11,31,42,0.63,-13,0,7,7,1,0,49
"Antonio Stranges","NO",2002-02-05,"5.11",188,"LW","London Knights",61,19,21,40,0.66,-2,2,3,5,2,0,16
"Tanner Dickinson","YES",2002-03-05,"6.00",170,"LW","Soo Greyhounds",64,9,31,40,0.63,-12,2,16,18,2,0,22
"Reid Valade","NO",2002-03-14,"5.10",176,"LW","Kitchener Rangers",52,18,21,39,0.75,13,1,3,4,3,0,57
"Ryan O'Rourke","NO",2002-05-16,"6.00",174,"D","Soo Greyhounds",54,7,30,37,0.69,16,4,11,15,2,0,79
"Riley Piercey","NO",2002-03-20,"6.03",194,"RW","Flint Firebirds",62,17,17,34,0.55,-8,3,0,3,0,0,43
"Vitali Pinchuk","YES",2002-01-11,"6.01",172,"LW","Kingston Frontenacs",54,13,21,34,0.63,-12,2,6,8,0,0,12
"Jake Uberti","NO",2002-03-07,"6.02",200,"C","Niagara IceDogs",57,17,16,33,0.58,-33,6,4,10,1,0,40
"Aidan Prueter","NO",2001-12-21,"5.10",190,"C","Mississauga Steelheads",55,12,21,33,0.6,-8,3,1,4,0,1,45
"Martin Chromiak","YES",2002-08-20,"5.10",192,"LW","Kingston Frontenacs",28,11,22,33,1.18,0,4,7,11,0,0,2
"Cameron Butler","NO",2002-06-09,"6.04",212,"RW","Niagara IceDogs",66,18,14,32,0.48,-45,8,3,11,2,0,45
"Nick Wong","NO",2001-09-17,"5.09",175,"RW","Kingston Frontenacs",61,14,18,32,0.52,-35,7,2,9,1,0,16
"Jack Thompson","NO",2002-03-19,"6.01",185,"D","Sudbury Wolves",63,13,19,32,0.51,-9,3,7,10,0,0,20
"Oliver Suni","YES",2002-02-13,"6.02",188,"RW","Oshawa Generals",43,12,20,32,0.74,-7,6,6,12,1,0,6
"Alec Belanger","NO",2002-05-29,"6.00",185,"D","Ottawa 67's",61,10,22,32,0.52,22,2,4,6,2,0,20
"Ruben Rafkin","YES",2002-01-08,"6.00",190,"D","Windsor Spitfires",59,4,27,31,0.53,3,1,12,13,2,0,61
"Donovan Sebrango","NO",2002-01-12,"6.00.",184,"D","Kitchener Rangers",56,6,24,30,0.54,0,1,4,5,2,0,33
"Dustin Hutton","NO",2001-09-22,"5.09.",160,"LW","Kingston Frontenacs",51,6,22,28,0.55,-3,0,2,2,0,0,10
"Lleyton Moore","NO",2002-02-27,"5.08",176,"D","Oshawa Generals",57,6,22,28,0.49,3,2,12,14,0,0,10
"Ty Collins","NO",2002-06-11,"6.00",176,"RW","Mississauga Steelheads",59,13,14,27,0.46,-6,1,4,5,2,0,33
"Alex Johnston","NO",2001-11-19,"6.00",175,"C","Soo Greyhounds",64,12,14,26,0.41,1,0,0,0,3,1,22
"Isaak Phillips","NO",2001-09-28,"6.03",195,"D","Sudbury Wolves",63,9,17,26,0.41,4,1,2,3,0,0,27
"Jan Mysak","YES",2002-06-24,"6.00",180,"C","Hamilton Bulldogs",22,15,10,25,1.14,-12,4,4,8,2,2,10
"Ryan Stepien","NO",2001-09-19,"5.11",172,"RW","Oshawa Generals",61,9,16,25,0.41,-2,0,2,2,3,0,22
"Brendan Hoffmann","NO",2001-10-09,"6.03",223,"RW","Erie Otters",62,12,11,23,0.37,7,0,0,0,1,0,52
"Andrei Bakanov","YES",2002-05-28,"6.02",219,"RW","Guelph Storm",55,11,12,23,0.42,-19,2,1,3,1,0,14
"Theo Hill","NO",2002-04-04,"6.00",175,"C","Sarnia Sting",53,11,12,23,0.43,-10,1,0,1,1,1,42
"Cameron Tolnai","NO",2002-02-14,"6.01",185,"C","Ottawa 67's",52,8,14,22,0.42,8,1,0,1,3,1,18
"Cameron Supryka","NO",2001-10-28,"6.03",192,"D","Hamilton Bulldogs",53,3,18,21,0.4,1,1,2,3,0,0,46
"William Portokalis","NO",2002-04-04,"5.11",182,"C","Mississauga Steelheads",61,9,11,20,0.33,-1,0,1,1,1,0,12
"Joshua Samanski","YES",2002-03-22,"6.01",172,"C","Owen Sound Attack",54,4,16,20,0.37,3,0,1,1,2,0,20
"Kyle McDonald","NO",2002-02-05,"6.04",217,"RW","Windsor Spitfires",52,13,6,19,0.37,-7,0,1,1,2,0,20
"Elias Cohen","YES",2002-08-31,"6.00",170,"C","Erie Otters",57,7,12,19,0.33,-10,0,0,0,1,0,13
"Isaac Langdon","NO",2002-05-22,"6.00",181,"C","Kitchener Rangers",53,5,14,19,0.36,-4,0,0,0,0,0,9
"Ole Bjorgvik-Holm","YES",2002-05-23,"6.03",188,"D","Mississauga Steelheads",57,2,17,19,0.33,-2,0,6,6,0,0,47
"George Diaco","YES",2002-02-14,"5.07",170,"LW","Hamilton Bulldogs",55,6,12,18,0.33,2,2,1,3,2,0,18
"Dylan Robinson","YES",2002-05-03,"6.06",206,"D","Windsor Spitfires",55,2,16,18,0.33,13,1,1,2,0,0,52
"Michael Renwick","NO",2002-01-26,"6.00",185,"D","Hamilton Bulldogs",59,3,14,17,0.29,2,0,0,0,1,0,42
"Jonah De Simone","NO",2002-02-24,"5.10",165,"RW","Niagara IceDogs",63,10,6,16,0.25,-28,1,1,2,1,0,22
"Mitchell Smith","YES",2002-09-15,"5.11",175,"D","Saginaw Spirit",56,7,9,16,0.29,1,0,0,0,2,0,27
"Ville Ottavainen","YES",2002-08-12,"6.04",204,"D","Kitchener Rangers",53,4,11,15,0.28,2,0,3,3,0,0,20
"Jake Murray","NO",2002-04-11,"6.03",205,"D","Kingston Frontenacs",62,3,12,15,0.24,-16,0,6,6,0,0,18
"Matthew Papais","YES",2002-01-29,"5.11",188,"LW","Guelph Storm",53,10,4,14,0.26,-2,0,0,0,0,1,28
"Joseph Serpa","YES",2002-03-23,"5.11",165,"C","Kitchener Rangers",50,5,9,14,0.28,3,0,0,0,2,0,12
"Colton Kammerer","NO",2001-10-21,"6.01",185,"D","Sarnia Sting",49,4,10,14,0.29,-15,0,0,0,1,0,39
"Gerard Keane","NO",2002-01-30,"6.00",185,"D","London Knights",55,2,12,14,0.25,-1,0,2,2,0,0,68
"Cameron Snow","YES",2002-01-04,"5.08",155,"LW","Niagara IceDogs",57,7,6,13,0.23,-30,1,0,1,0,0,4
"Igor Chibrikov","NO",2001-11-30,"6.07.",194,"D","Owen Sound Attack",55,6,7,13,0.24,7,0,0,0,0,0,26
"Avery Winslow","YES",2002-08-24,"5.11",179,"D","North Bay Battalion",40,2,11,13,0.33,0,0,2,2,0,0,12
"Michael Bianconi","NO",2002-05-19,"6.00",170,"D","Guelph Storm",54,1,12,13,0.24,-4,0,3,3,0,0,18
"Luka Profaca","YES",2002-03-30,"6.02",192,"D","Guelph Storm",49,0,13,13,0.27,-3,0,2,2,0,0,22
"Cameron Morton","YES",2002-04-17,"6.02",208,"D","Erie Otters",58,3,9,12,0.21,-12,0,0,0,2,0,46
"Mark Woolley","NO",2001-11-26,"6.03.",226,"D","Owen Sound Attack",50,2,10,12,0.24,10,0,0,0,0,0,49
"Josh Currie","YES",2002-07-01,"6.02",177,"LW","North Bay Battalion",54,4,7,11,0.2,-18,0,0,0,0,0,22
"David Jesus","YES",2002-05-30,"6.04",181,"D","Oshawa Generals",61,2,9,11,0.18,4,0,0,0,0,0,29
"Noah Sedore","YES",2002-02-24,"5.09",168,"LW","Erie Otters",48,2,9,11,0.23,-10,0,0,0,0,0,17
"Yanic Crete","YES",2002-05-07,"6.00",190,"C","Ottawa 67's",41,7,3,10,0.24,-1,1,0,1,0,0,13
"Keegan McMullen","YES",2002-03-19,"6.00",186,"LW","Peterborough Petes",44,3,7,10,0.23,2,0,0,0,2,0,12
"Ben McFarlane","YES",2002-08-09,"5.09",175,"RW","Guelph Storm",54,4,5,9,0.17,-4,0,0,0,0,0,17
"Max Dodig","YES",2002-06-05,"5.11",181,"LW","Mississauga Steelheads",58,4,5,9,0.16,-7,0,1,1,0,0,17
"Kirill Steklov","YES",2002-03-30,"6.05",203,"D","London Knights",50,2,7,9,0.18,10,1,0,1,0,0,29
"James Mayotte","YES",2002-03-04,"6.02",204,"D","North Bay Battalion",50,1,8,9,0.18,-23,1,1,2,0,0,10
"Ryan Gagnier","YES",2002-07-16,"6.00",186,"C","Oshawa Generals",57,5,3,8,0.14,-3,0,0,0,1,0,22
"Ethan Sims","YES",2002-01-08,"5.10",170,"C","Niagara IceDogs",47,3,5,8,0.17,-18,0,1,1,0,0,8
"Nolan Dillingham","YES",2002-06-22,"6.01",201,"D","Sarnia Sting",41,3,5,8,0.2,-7,0,0,0,0,0,34
"Clark Hiebert","NO",2001-09-23,"6.02",196,"D","Guelph Storm",38,2,6,8,0.21,10,0,0,0,0,0,6
"Cooper Walker","YES",2002-07-11,"6.00",178,"C","Guelph Storm",45,2,6,8,0.18,-8,0,0,0,0,0,8
"AJ Cook","NO",2001-09-21,"6.00",185,"D","Niagara IceDogs",50,1,7,8,0.16,-6,0,0,0,0,0,14
"Dominic Mufarreh","YES",2002-02-25,"5.10",159,"RW","Soo Greyhounds",32,4,3,7,0.22,-7,1,0,1,0,0,4
"Cameron Peters","NO",2002-07-09,"6.02",205,"C","Niagara IceDogs",48,2,5,7,0.15,-37,0,0,0,0,0,15
"Charlie Callaghan","NO",2002-06-11,"5.08",178,"D","Mississauga Steelheads",44,2,5,7,0.16,-5,0,0,0,0,0,13
"Ethan Ritchie","YES",2002-06-04,"6.00",196,"D","Kingston Frontenacs",34,2,5,7,0.21,6,0,0,0,0,0,4
