"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Marco Rossi","NO",23,2001-09-23,2001,"5.09",187,"C","Ottawa 67's",56,39,81,120,2.14,69,7,31,38,1,1,2,5,1,40,1
"Cole Perfetti","NO",91,2002-01-01,2002,"5.10",180,"LW","Saginaw Spirit",61,37,74,111,1.82,49,6,24,30,2,1,3,2,2,16,1
"Connor McMichael","NO",11,2001-01-15,2001,"6.00",181,"C","London Knights",52,47,55,102,1.96,32,16,26,42,2,0,2,8,3,26,1
"Philip Tomasino","NO",26,2001-07-28,2001,"6.00",183,"C","Oshawa Generals",62,40,60,100,1.61,7,8,27,35,5,2,7,1,2,32,1
"Arthur Kaliyev","NO",34,2001-06-26,2001,"6.02",190,"RW","Hamilton Bulldogs",57,44,54,98,1.72,-7,16,25,41,1,2,3,2,3,28,1
"Pavel Gogolev","NO",17,2000-02-19,2000,"6.01",181,"LW","Guelph Storm",63,45,51,96,1.52,24,11,20,31,1,0,1,4,1,66,1
"Joseph Garreffa","NO",24,1999-08-09,1999,"5.07",176,"RW","Ottawa 67's",52,36,54,90,1.73,48,10,18,28,0,0,0,6,2,2,1
"Jack Quinn","NO",22,2001-09-19,2001,"6.01",179,"LW","Ottawa 67's",62,52,37,89,1.44,48,15,16,31,3,2,5,7,6,32,1
"Austen Keating","NO",9,1999-03-07,1999,"6.00",175,"LW","Ottawa 67's",58,32,57,89,1.53,58,11,13,24,2,1,3,4,2,10,1
"Nick Robertson","NO",16,2001-09-11,2001,"5.09",164,"LW","Peterborough Petes",46,55,31,86,1.87,29,13,15,28,8,1,9,10,3,40,1
"Akil Thomas","NO",44,2000-01-02,2000,"6.00",180,"C","Peterborough Petes",49,24,60,84,1.71,19,6,25,31,1,3,4,4,0,56,1
"Brett Neumann","NO",13,1999-02-15,1999,"5.09",171,"C","Oshawa Generals",62,45,38,83,1.34,1,14,19,33,2,0,2,7,1,20,1
"Cam Hillis","NO",8,2000-06-24,2000,"5.11",174,"C","Guelph Storm",62,24,59,83,1.34,28,1,18,19,0,1,1,6,2,43,1
"Quinton Byfield","NO",55,2002-08-19,2002,"6.04",215,"C","Sudbury Wolves",45,32,50,82,1.82,26,6,16,22,2,2,4,6,2,44,1
"Noel Hoefenmayer","NO",2,1999-01-06,1999,"6.01",196,"D","Ottawa 67's",58,26,56,82,1.41,52,8,30,38,0,0,0,8,0,37,1
"Tyson Foerster","NO",71,2002-01-18,2002,"6.02",200,"RW","Barrie Colts",62,36,44,80,1.29,-17,18,16,34,2,0,2,5,1,53,1
"Cole Coskey","NO",49,1999-06-01,1999,"6.01",205,"RW","Saginaw Spirit",62,34,46,80,1.29,30,11,14,25,1,1,2,5,1,41,1
"Evgeniy Oksentyuk","NO",91,2001-02-27,2001,"5.07",157,"LW","Flint Firebirds",58,33,45,78,1.34,13,5,10,15,0,0,0,6,4,51,1
"Sean Josling","NO",27,1999-03-22,1999,"6.00",179,"RW","Sarnia Sting",60,32,46,78,1.3,1,7,16,23,2,4,6,3,4,58,1
"Riley Damiani","NO",13,2000-03-20,2000,"5.10",170,"C","Kitchener Rangers",61,28,50,78,1.28,21,8,25,33,2,2,4,3,1,32,1
"Maxim Golod","NO",77,2000-08-18,2000,"5.11",176,"LW","Erie Otters",63,25,53,78,1.24,9,7,19,26,2,3,5,3,0,34,1
"Mitchell Hoelscher","NO",17,2000-01-27,2000,"6.00",172,"C","Ottawa 67's",62,34,42,76,1.23,52,6,9,15,4,4,8,8,3,51,1
"Ryan Merkley","NO",28,2000-08-14,2000,"5.11",170,"D","London Knights",60,15,61,76,1.27,20,8,35,43,0,1,1,3,0,48,1
"Damien Giroux","NO",96,2000-03-03,2000,"5.10",180,"LW","Saginaw Spirit",61,44,31,75,1.23,34,11,6,17,4,3,7,10,3,22,1
"Semyon Der-Arguchintsev","NO",19,2000-09-15,2000,"5.10",163,"C","Peterborough Petes",55,12,63,75,1.36,11,3,26,29,0,1,1,0,1,23,1
"Chad Yetman","NO",29,2000-02-18,2000,"5.11",178,"C","Erie Otters",61,43,31,74,1.21,10,10,8,18,4,2,6,3,1,8,1
"David Levin","NO",71,1999-09-16,1999,"5.10",180,"C","Sudbury Wolves",57,27,46,73,1.28,6,7,17,24,3,1,4,5,0,39,1
"Blake Murray","NO",92,2001-07-05,2001,"6.02",187,"LW","Sudbury Wolves",63,35,37,72,1.14,9,8,10,18,0,2,2,5,2,58,1
"Cole Schwindt","NO",11,2001-04-25,2001,"6.03",186,"C","Mississauga Steelheads",57,28,43,71,1.25,11,5,15,20,0,0,0,3,2,31,1
"Liam Hawel","NO",90,1999-04-18,1999,"6.04",195,"RW","Kitchener Rangers",54,23,48,71,1.31,28,6,15,21,1,0,1,3,1,51,1
"Jacob Perreault","NO",44,2002-04-15,2002,"5.11",198,"RW","Sarnia Sting",57,39,31,70,1.23,-34,15,14,29,0,0,0,2,1,40,1
"Ty Dellandrea","NO",53,2000-07-21,2000,"6.01",190,"C","Flint Firebirds",47,32,38,70,1.49,-1,9,12,21,2,1,3,6,3,33,1
"Sergey Popov","NO",34,2000-03-27,2000,"5.11",177,"LW","Owen Sound Attack",61,19,51,70,1.15,19,6,15,21,0,0,0,3,0,30,1
"Declan Chisholm","NO",20,2000-01-12,2000,"6.01",193,"D","Peterborough Petes",59,13,56,69,1.17,17,6,28,34,0,0,0,1,1,33,1
"Liam Foudy","NO",18,2000-02-04,2000,"6.01",182,"LW","London Knights",45,28,40,68,1.51,41,5,14,19,1,1,2,4,5,24,1
"Ryan McGregor","NO",19,1999-01-29,1999,"6.01",177,"C","Sarnia Sting",52,27,41,68,1.31,-10,6,13,19,0,2,2,1,2,10,1
"Egor Afanasyev","NO",11,2001-01-23,2001,"6.03",205,"LW","Windsor Spitfires",62,31,36,67,1.08,14,10,12,22,0,0,0,2,1,40,1
