"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Jack Matier",2003-04-08,"D","Ottawa 67's",56,0,9,9,0.16,11,0,0,0,0,19
"Kaleb Lawrence",2003-01-10,"LW","Owen Sound Attack",39,5,3,8,0.21,2,0,1,0,0,6
"Ryan Gagnier",2002-07-16,"C","Oshawa Generals",57,5,3,8,0.14,-3,0,0,1,0,22
"Jesse Fishman",2003-02-26,"C","Kitchener Rangers",48,4,4,8,0.17,7,0,0,2,0,20
"Ethan Sims",2002-01-08,"C","Niagara IceDogs",47,3,5,8,0.17,-18,0,1,0,0,8
"Nolan Dillingham",2002-06-22,"D","Sarnia Sting",41,3,5,8,0.2,-7,0,0,0,0,34
"Cooper Walker",2002-07-11,"C","Guelph Storm",45,2,6,8,0.18,-8,0,0,0,0,8
"Giancarlo Chanton",2002-11-29,"D","Niagara IceDogs",56,1,7,8,0.14,-23,0,0,0,0,14
"Dominic Mufarreh",2002-02-25,"RW","Soo Greyhounds",32,4,3,7,0.22,-7,1,0,0,0,4
"Teddy Sawyer",2003-12-12,"D","Ottawa 67's",36,3,4,7,0.19,2,1,0,0,0,27
"Ethan Ritchie",2002-06-04,"D","Kingston Frontenacs",34,2,5,7,0.21,6,0,0,0,0,4
"Daniel Michaud",2003-02-14,"LW","Oshawa Generals",50,1,6,7,0.14,-1,1,1,0,0,14
"Sam Sedley",2003-06-08,"D","Owen Sound Attack",42,1,6,7,0.17,1,0,1,0,0,4
"Anthony Costantini",2002-08-04,"D","Ottawa 67's",59,0,7,7,0.12,21,0,0,0,0,22
"Ethan Del Mastro",2003-01-15,"D","Mississauga Steelheads",57,0,7,7,0.12,-6,0,0,0,0,28
"Dawson McKinney",2002-06-23,"RW","Oshawa Generals",37,5,1,6,0.16,-3,0,0,1,0,22
"Ryan Del Monte",2003-04-03,"C","Barrie Colts",49,3,3,6,0.12,-4,0,0,0,0,35
"Ben Roger",2002-11-03,"D","London Knights",35,2,4,6,0.17,-2,0,0,0,0,6
"Connor Punnett",2003-06-16,"D","Barrie Colts",51,2,4,6,0.12,3,0,0,0,0,28
"Landon McCallum",2003-09-05,"C","Sudbury Wolves",52,2,4,6,0.12,-14,0,1,0,0,25
"Max McCue",2003-02-10,"LW","London Knights",34,2,4,6,0.18,2,0,0,1,0,22
"Jacob Maillet",2003-03-13,"C","Guelph Storm",51,1,5,6,0.12,1,0,0,0,0,4
"Luca Del Bel Belluz",2003-11-10,"C","Mississauga Steelheads",58,1,5,6,0.1,-13,0,0,0,0,8
"Roberto Mancini",2003-07-08,"D","Saginaw Spirit",38,1,5,6,0.16,-2,0,0,1,0,16
"Stepan Machacek",2002-12-05,"LW","Owen Sound Attack",39,1,5,6,0.15,-8,0,0,0,0,44
"Thomas Johnston",2003-07-04,"LW","Ottawa 67's",58,1,5,6,0.1,-2,0,0,0,0,36
"Tyler Deline",2002-09-07,"D","Flint Firebirds",43,0,6,6,0.14,-9,0,0,0,0,23
"Michael Stubbs",2002-04-01,"C","Mississauga Steelheads",40,4,1,5,0.13,-1,1,0,0,0,13
"Ryan Humphrey",2003-04-08,"LW","Hamilton Bulldogs",43,3,2,5,0.12,-7,1,0,0,0,23
"Justin O'Donnell",2003-01-07,"RW","Sarnia Sting",44,1,4,5,0.11,-20,0,0,0,0,8
"Mark Duarte",2002-09-27,"RW","Hamilton Bulldogs",27,1,4,5,0.19,1,0,0,0,0,10
"Braden Haché",2003-05-21,"D","Kingston Frontenacs",29,0,5,5,0.17,1,0,0,0,0,15
"Davis Young",2002-01-03,"C","Hamilton Bulldogs",12,3,1,4,0.33,-1,0,0,0,0,0
"David Campbell",2002-04-12,"LW","North Bay Battalion",27,2,2,4,0.15,-7,0,0,0,0,4
"Chas Sharpe",2003-11-28,"D","Mississauga Steelheads",29,1,3,4,0.14,9,0,0,0,0,6
"Ethan Larmand",2003-11-12,"C","Sudbury Wolves",42,1,3,4,0.1,-13,0,0,0,0,19
"Logan LeSage",2002-01-04,"LW","Owen Sound Attack",21,1,3,4,0.19,0,0,0,0,0,15
"Owen Saye",2002-01-05,"RW","Sarnia Sting",41,1,3,4,0.1,-3,0,0,0,0,45
"Kalvyn Watson",2002-05-15,"RW","Soo Greyhounds",39,3,0,3,0.08,-3,0,0,0,0,15
"Niki Korpialho",2002-02-15,"LW","North Bay Battalion",15,2,1,3,0.2,-6,0,0,0,0,0
"Christian Stevens",2002-05-16,"C","North Bay Battalion",22,1,2,3,0.14,-4,0,0,0,0,11
"Gavin White",2002-11-12,"D","Hamilton Bulldogs",25,1,2,3,0.12,-6,0,0,0,0,4
"Nathan Ribau",2002-04-07,"D","Sudbury Wolves",40,1,2,3,0.08,-11,0,0,0,0,18
"Sean McGurn",2002-07-30,"C","London Knights",38,1,2,3,0.08,-1,0,0,0,0,2
"Zacharie Giroux",2003-04-05,"C","Flint Firebirds",5,1,2,3,0.6,0,0,0,0,0,4
"Ryan Thompson",2002-10-10,"D","North Bay Battalion",43,0,3,3,0.07,-9,0,0,0,0,38
"Stuart Rolofs",2003-03-28,"LW","London Knights",31,0,3,3,0.1,3,0,0,0,0,2
"Brenden Sirizzotti",2003-04-14,"RW","Ottawa 67's",9,1,1,2,0.22,1,0,0,0,0,4
"Brett Bressette",2003-07-04,"C","Erie Otters",8,1,1,2,0.25,-3,0,0,0,0,0
"Nick DeGrazia",2002-12-03,"C","Sudbury Wolves",4,1,1,2,0.5,-1,0,0,0,0,0
"Trey Zagrzebski",2003-01-03,"RW","Barrie Colts",43,1,1,2,0.05,-4,0,0,0,0,9
"Artem Guryev",2003-05-17,"D","Peterborough Petes",14,0,2,2,0.14,3,0,0,0,0,4
"Bryce Montgomery",2002-11-12,"D","London Knights",33,0,2,2,0.06,3,0,0,0,0,9
"Jack Harper",2002-01-14,"D","Flint Firebirds",39,0,2,2,0.05,-4,0,0,0,0,4
"Landon Cato",2003-03-31,"D","Niagara IceDogs",50,0,2,2,0.04,-30,0,0,0,0,54
"Matthew Halushak",2002-07-28,"D","Soo Greyhounds",26,0,2,2,0.08,-5,0,1,0,0,14
"Giordano Biondi",2002-08-13,"C","Sudbury Wolves",13,1,0,1,0.08,0,0,0,0,0,0
"Marko Sikic",2003-03-24,"C","Guelph Storm",48,1,0,1,0.02,-7,0,0,0,0,0
"Rylan Bowers",2002-03-28,"RW","Mississauga Steelheads",3,1,0,1,0.33,0,1,0,0,0,0
"Sebastian Bulovs",2002-06-15,"LW","Saginaw Spirit",16,1,0,1,0.06,1,0,0,0,0,2
"Vladislav Dvurechenskii",2003-06-18,"LW","Barrie Colts",9,1,0,1,0.11,-4,1,0,0,0,0
"Matthew Sop",2003-02-04,"LW","Kitchener Rangers",2,0,1,1,0.5,0,0,0,0,0,0
"Braeden Bowman",2003-06-26,"RW","Guelph Storm",2,0,0,0,0,0,0,0,0,0,0
"Christian Kyrou",2003-09-16,"D","Erie Otters",21,0,0,0,0,-4,0,0,0,0,2
"Cole Patey",2003-02-11,"RW","Peterborough Petes",4,0,0,0,0,0,0,0,0,0,0
"Cooper Way",2003-06-11,"C","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,2
"James Jodoin",2003-02-04,"D","Windsor Spitfires",4,0,0,0,0,0,0,0,0,0,0
"Josh Kavanagh",2003-05-06,"D","Peterborough Petes",8,0,0,0,0,0,0,0,0,0,0
"Logan Mailloux",2003-04-15,"D","London Knights",4,0,0,0,0,-2,0,0,0,0,2
"Nolan Dann",2003-05-21,"LW","Sarnia Sting",1,0,0,0,0,1,0,0,0,0,0
"Ranvir Gill-Shane",2003-06-17,"D","Ottawa 67's",9,0,0,0,0,3,0,0,0,0,4
"Riley Pitt",2003-02-19,"D","Oshawa Generals",6,0,0,0,0,2,0,0,0,0,0
"Ty Hollett",2003-08-27,"D","North Bay Battalion",6,0,0,0,0,1,0,0,0,0,7
