"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Shane Wright",2004-01-05,"C","Kingston Frontenacs",58,39,27,66,1.14,-6,10,11,6,1,10
"Mason McTavish",2003-01-30,"C","Peterborough Petes",57,29,13,42,0.74,-4,5,4,4,0,31
"Declan McDonnell",2002-02-25,"RW","Kitchener Rangers",63,21,21,42,0.67,8,6,0,3,0,28
"Francesco Pinelli",2003-04-11,"C","Kitchener Rangers",59,18,23,41,0.69,15,5,2,3,0,18
"Tanner Dickinson",2002-03-05,"LW","Soo Greyhounds",64,9,31,40,0.63,-12,2,16,2,0,22
"Brandt Clarke",2003-02-09,"D","Barrie Colts",57,6,32,38,0.67,-6,0,9,1,0,38
"Brett Harrison",2003-06-07,"C","Oshawa Generals",58,21,16,37,0.64,-21,7,6,4,0,8
"Chase Stillman",2003-03-19,"RW","Sudbury Wolves",58,13,21,34,0.59,0,0,1,1,1,63
"Vitali Pinchuk",2002-01-11,"LW","Kingston Frontenacs",54,13,21,34,0.63,-12,2,6,0,0,12
"Brennan Othmann",2003-01-05,"LW","Flint Firebirds",55,17,16,33,0.6,3,3,1,2,0,36
"Martin Chromiak",2002-08-20,"LW","Kingston Frontenacs",28,11,22,33,1.18,0,4,7,0,0,2
"Oliver Suni",2002-02-13,"RW","Oshawa Generals",43,12,20,32,0.74,-7,6,6,1,0,6
"Ruben Rafkin",2002-01-08,"D","Windsor Spitfires",59,4,27,31,0.53,3,1,12,2,0,61
"Wyatt Johnston",2003-05-14,"C","Windsor Spitfires",53,12,18,30,0.57,14,0,3,0,0,8
"Ty Voit",2003-06-10,"RW","Sarnia Sting",49,8,20,28,0.57,-9,1,2,1,0,6
"Connor Lockhart",2003-01-21,"C","Erie Otters",57,9,18,27,0.47,-16,4,3,2,2,16
"Jan Mysak",2002-06-24,"C","Hamilton Bulldogs",22,15,10,25,1.14,-12,4,4,2,2,10
"Deni Goure",2003-07-15,"C","Owen Sound Attack",62,11,14,25,0.4,-10,3,3,1,0,4
"Ryan Winterton",2003-09-04,"C","Hamilton Bulldogs",53,12,11,23,0.43,-15,5,3,2,0,8
"Andrei Bakanov",2002-05-28,"RW","Guelph Storm",55,11,12,23,0.42,-19,2,1,1,0,14
"Kyle Jackson",2002-10-17,"LW","North Bay Battalion",62,8,14,22,0.35,-24,1,5,1,0,6
"Francesco Arcuri",2003-06-13,"LW","Kingston Frontenacs",60,7,13,20,0.33,-24,1,3,0,0,14
"Joshua Samanski",2002-03-22,"C","Owen Sound Attack",54,4,16,20,0.37,3,0,1,2,0,20
"Liam Arnsby",2003-11-20,"C","North Bay Battalion",55,4,16,20,0.36,-25,0,4,1,0,63
"Ethan Burroughs",2003-06-19,"RW","Owen Sound Attack",53,8,11,19,0.36,14,1,1,0,0,6
"Elias Cohen",2002-08-31,"C","Erie Otters",57,7,12,19,0.33,-10,0,0,1,0,13
"Jack Beck",2003-04-12,"LW","Ottawa 67's",56,7,12,19,0.34,7,0,0,1,0,16
"Ole Bjorgvik-Holm",2002-05-23,"D","Mississauga Steelheads",57,2,17,19,0.33,-2,0,6,0,0,47
"Braeden Kressler",2003-01-05,"C","Flint Firebirds",46,9,9,18,0.39,16,0,0,1,0,18
"Tucker Robertson",2003-06-22,"RW","Peterborough Petes",55,8,10,18,0.33,1,0,2,1,0,20
"George Diaco",2002-02-14,"LW","Hamilton Bulldogs",55,6,12,18,0.33,2,2,1,2,0,18
"Dylan Robinson",2002-05-03,"D","Windsor Spitfires",55,2,16,18,0.33,13,1,1,0,0,52
"Alex Christopoulos",2003-03-26,"RW","North Bay Battalion",57,12,4,16,0.28,-34,2,2,0,0,10
"Mitchell Smith",2002-09-15,"D","Saginaw Spirit",56,7,9,16,0.29,1,0,0,2,0,27
"Jacob Frasca",2003-03-19,"C","Barrie Colts",51,6,10,16,0.31,-4,0,1,1,0,26
"Danny Zhilkin",2003-12-19,"C","Guelph Storm",60,7,8,15,0.25,-5,1,0,1,0,22
"Lawson Sherk",2003-05-03,"C","Hamilton Bulldogs",62,5,10,15,0.24,2,1,2,1,0,42
"Ville Ottavainen",2002-08-12,"D","Kitchener Rangers",53,4,11,15,0.28,2,0,3,0,0,20
"Matthew Papais",2002-01-29,"LW","Guelph Storm",53,10,4,14,0.26,-2,0,0,0,1,28
"Josh Bloom",2003-06-08,"LW","Saginaw Spirit",54,6,8,14,0.26,-5,0,0,1,0,9
"Davis Codd",2003-08-19,"RW","Saginaw Spirit",53,5,9,14,0.26,1,0,0,2,0,10
"Joseph Serpa",2002-03-23,"C","Kitchener Rangers",50,5,9,14,0.28,3,0,0,2,0,12
"Cameron Snow",2002-01-04,"LW","Niagara IceDogs",57,7,6,13,0.23,-30,1,0,0,0,4
"Pasquale Zito",2003-06-01,"RW","Windsor Spitfires",46,3,10,13,0.28,-3,0,0,2,0,27
"Avery Winslow",2002-08-24,"D","North Bay Battalion",40,2,11,13,0.33,0,0,2,0,0,12
"Luka Profaca",2002-03-30,"D","Guelph Storm",49,0,13,13,0.27,-3,0,2,0,0,22
"Marc Boudreau",2003-04-29,"LW","Soo Greyhounds",59,4,8,12,0.2,-2,0,0,0,0,51
"Cameron Morton",2002-04-17,"D","Erie Otters",58,3,9,12,0.21,-12,0,0,2,0,46
"Maddox Callens",2003-02-11,"LW","Kingston Frontenacs",51,3,9,12,0.24,-14,0,1,1,0,24
"J.R. Avon",2003-07-04,"C","Peterborough Petes",56,4,7,11,0.2,-1,0,1,1,0,18
"Josh Currie",2002-07-01,"LW","North Bay Battalion",54,4,7,11,0.2,-18,0,0,0,0,22
"Paul Christopoulos",2003-03-26,"D","North Bay Battalion",53,4,7,11,0.21,-41,2,2,0,0,31
"David Jesus",2002-05-30,"D","Oshawa Generals",61,2,9,11,0.18,4,0,0,0,0,29
"Noah Sedore",2002-02-24,"LW","Erie Otters",48,2,9,11,0.23,-10,0,0,0,0,17
"Ryan Mast",2003-01-14,"D","Sarnia Sting",58,1,10,11,0.19,-15,0,2,0,0,31
"Simon Motew",2003-03-31,"D","Kitchener Rangers",34,1,10,11,0.32,11,0,0,0,0,21
"Yanic Crete",2002-05-07,"C","Ottawa 67's",41,7,3,10,0.24,-1,1,0,0,0,13
"Anthony Agostinelli",2003-01-07,"C","Niagara IceDogs",50,5,5,10,0.2,-27,0,1,0,0,12
"Nolan Burke",2002-12-09,"C","Sarnia Sting",44,4,6,10,0.23,-18,0,0,0,0,4
"Keegan McMullen",2002-03-19,"LW","Peterborough Petes",44,3,7,10,0.23,2,0,0,2,0,12
"Ben McFarlane",2002-08-09,"RW","Guelph Storm",54,4,5,9,0.17,-4,0,0,0,0,17
"Max Dodig",2002-06-05,"LW","Mississauga Steelheads",58,4,5,9,0.16,-7,0,1,0,0,17
"Jacob Holmes",2003-07-04,"D","Soo Greyhounds",57,3,6,9,0.16,9,1,4,0,0,12
"Kirill Steklov",2002-03-30,"D","London Knights",50,2,7,9,0.18,10,1,0,0,0,29
"Isaac Enright",2003-02-08,"D","Niagara IceDogs",53,1,8,9,0.17,-23,0,0,0,0,34
"James Mayotte",2002-03-04,"D","North Bay Battalion",50,1,8,9,0.18,-23,1,1,0,0,10
