"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Nick Robertson",2001-09-11,"LW","Peterborough Petes",46,8,1,9,0.2,10
"DJ Busdeker",1999-09-25,"RW","Saginaw Spirit",62,7,2,9,0.15,16
"Luke Moncada",2000-05-29,"C","North Bay Battalion",62,7,1,8,0.13,13
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",62,4,4,8,0.13,11
"Philip Tomasino",2001-07-28,"C","Oshawa Generals",62,5,2,7,0.11,7
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",61,4,3,7,0.11,9
"Greg Meireles",1999-01-01,"C","Kitchener Rangers",48,5,1,6,0.12,9
"Chad Yetman",2000-02-18,"C","Erie Otters",61,4,2,6,0.1,8
"Sean Josling",1999-03-22,"RW","Sarnia Sting",60,2,4,6,0.1,8
"Jamieson Rees",2001-02-26,"C","Sarnia Sting",39,5,0,5,0.13,8
"Aidan Brown",1999-09-23,"RW","Barrie Colts",57,3,2,5,0.09,11
"Cole MacKay",2001-06-13,"RW","Soo Greyhounds",64,3,2,5,0.08,10
"Jack Quinn",2001-09-19,"LW","Ottawa 67's",62,3,2,5,0.08,6
"Shane Bulitka",1999-07-09,"C","North Bay Battalion",62,3,2,5,0.08,10
"Maxim Golod",2000-08-18,"LW","Erie Otters",63,2,3,5,0.08,6
"Brad Chenier",1999-01-20,"LW","Sudbury Wolves",59,1,4,5,0.08,8
"David Levin",1999-09-16,"C","Sudbury Wolves",57,3,1,4,0.07,5
"Jan Jenik",2000-09-15,"C","Hamilton Bulldogs",27,3,1,4,0.15,7
"Josh Nelson",1999-05-27,"C","Barrie Colts",65,3,1,4,0.06,11
"Keean Washkurak",2001-08-16,"C","Mississauga Steelheads",49,3,1,4,0.08,8
"Anthony Tabak",2001-12-06,"LW","Barrie Colts",67,2,2,4,0.06,10
"Ivan Lodnia",1999-08-31,"RW","Niagara IceDogs",41,2,2,4,0.1,6
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",63,2,2,4,0.06,9
"Quinton Byfield",2002-08-19,"C","Sudbury Wolves",45,2,2,4,0.09,5
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",61,2,2,4,0.07,5
"Tye Kartye",2001-04-30,"LW","Soo Greyhounds",64,2,2,4,0.06,8
"Zack Trott",2000-05-10,"LW","Soo Greyhounds",62,2,2,4,0.06,6
