"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Corey Locke","NO",84,1984-05-08,1984,"5.10",190,"C","Ottawa 67's",65,51,67,118,1.82,12,20,35,55,3,1,4,7,1,82,1
"Corey Perry","NO",94,1985-05-16,1985,"6.03",197,"RW","London Knights",66,40,73,113,1.71,37,19,35,54,2,1,3,11,0,98,1
"Martin St. Pierre","NO",9,1983-08-11,1983,"5.08",180,"C","Guelph Storm",68,45,65,110,1.62,36,8,31,39,2,1,3,10,6,95,1
"Eric Himelfarb","NO",19,1983-01-01,1983,"5.10",166,"C","Kingston Frontenacs",67,37,70,107,1.6,8,15,28,43,1,3,4,5,1,80,1
"Daniel Sisca","NO",97,1983-06-16,1983,"5.09",165,"C","Sarnia Sting",67,34,66,100,1.49,5,14,44,58,0,0,0,6,1,89,1
"Rob Hisey","NO",26,1984-09-24,1984,"5.10",175,"C","Erie Otters",63,38,58,96,1.52,11,16,27,43,3,2,5,4,0,63,1
"Michael Richards","NO",18,1985-02-11,1985,"6.00",192,"C","Kitchener Rangers",58,36,53,89,1.53,21,7,27,34,4,0,4,6,2,82,1
"Scott Sheppard","NO",16,1983-09-28,1983,"6.00",195,"RW","London Knights",68,29,59,88,1.29,34,13,28,41,0,0,0,4,0,75,1
"Patrick O'Sullivan","NO",89,1985-02-01,1985,"5.11",185,"C","Mississauga IceDogs",53,43,39,82,1.55,6,17,17,34,6,0,6,8,1,32,1
"John Mitchell","NO",7,1985-01-22,1985,"6.02",197,"C","Plymouth Whalers",65,28,54,82,1.26,14,8,32,40,0,0,0,3,3,45,1
"Daniel Paille","NO",16,1984-04-15,1984,"6.01",195,"C","Guelph Storm",59,37,43,80,1.36,27,9,11,20,4,3,7,7,1,63,1
"Rob Hennigar","NO",11,1983-04-04,1983,"6.00",190,"C","Windsor Spitfires",68,32,47,79,1.16,18,7,20,27,3,4,7,5,2,64,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",64,26,53,79,1.23,35,8,24,32,0,2,2,5,0,47,1
"Joey Tenute","NO",14,1983-04-02,1983,"5.09",180,"C","Sarnia Sting",58,22,56,78,1.34,8,8,23,31,1,0,1,3,0,70,1
"Matt Ryan","NO",23,1983-11-12,1983,"5.11",180,"C","Guelph Storm",68,42,35,77,1.13,30,10,9,19,5,0,5,6,2,63,1
"Ryan Ramsay","NO",21,1983-05-18,1983,"5.11",188,"C","Plymouth Whalers",61,29,48,77,1.26,-4,10,24,34,0,1,1,1,0,132,1
"Bryan Rodney","NO",74,1984-04-22,1984,"6.00",204,"D","Kingston Frontenacs",67,11,65,76,1.13,22,3,34,37,0,1,1,2,0,68,1
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",63,30,45,75,1.19,15,16,31,47,0,0,0,4,0,18,1
"Andre Benoit","NO",16,1984-01-06,1984,"6.00",199,"D","Kitchener Rangers",65,24,51,75,1.15,30,12,31,43,0,0,0,5,0,65,1
"Brad Efthimiou","NO",15,1984-10-12,1984,"5.11",175,"RW","Mississauga IceDogs",68,22,52,74,1.09,16,7,23,30,0,0,0,6,0,32,1
"Stefan Ruzicka","YES",23,1985-02-17,1985,"5.11",205,"RW","Owen Sound Attack",62,34,38,72,1.16,2,5,16,21,0,0,0,7,0,63,1
