"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Brandon Prust",1984-03-16,"LW","London Knights",64,7,1,8,0.12,15
"Rafal Martynowski",1984-08-07,"LW","Sudbury Wolves",66,6,2,8,0.12,13
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",57,6,1,7,0.12,11
"Nick Lees",1983-10-22,"C","Saginaw Spirit",65,5,2,7,0.11,10
"Daniel Paille",1984-04-15,"C","Guelph Storm",59,4,3,7,0.12,9
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",68,3,4,7,0.1,9
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",53,6,0,6,0.11,7
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",60,5,1,6,0.1,11
"Matt Ryan",1983-11-12,"C","Guelph Storm",68,5,0,5,0.07,6
"Bryan Little",1987-11-12,"C","Barrie Colts",64,3,2,5,0.08,9
"Rob Hisey",1984-09-24,"C","Erie Otters",63,3,2,5,0.08,5
"Scott Dobben",1983-04-10,"LW","Sault Ste. Marie Greyhounds",63,3,2,5,0.08,9
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,2,3,5,0.07,8
"Michael Richards",1985-02-11,"C","Kitchener Rangers",58,4,0,4,0.07,4
"Corey Locke",1984-05-08,"C","Ottawa 67's",65,3,1,4,0.06,3
"Eric Himelfarb",1983-01-01,"C","Kingston Frontenacs",67,1,3,4,0.06,4
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",53,3,0,3,0.06,5
"David Bolland",1986-06-05,"RW","London Knights",65,3,0,3,0.05,4
"Tyler Haskins",1986-05-26,"C","Toronto St. Michael's Majors",63,3,0,3,0.05,7
"Zack Stortini",1985-09-11,"RW","Sudbury Wolves",62,3,0,3,0.05,8
"Corey Perry",1985-05-16,"RW","London Knights",66,2,1,3,0.05,3
"John Scott Dickson",1984-04-10,"LW","Windsor Spitfires",67,2,1,3,0.04,6
"Jonathan Lehun",1984-02-22,"C","Owen Sound Attack",58,2,1,3,0.05,8
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",68,2,1,3,0.04,3
"Andre Deveaux",1984-02-23,"RW","Owen Sound Attack",64,1,2,3,0.05,7
"Jakub Koreis",1984-06-26,"C","Guelph Storm",48,1,2,3,0.06,8
"Justin McCutcheon",1983-02-03,"RW","Saginaw Spirit",53,1,2,3,0.06,8
"Mark Langdon",1983-03-12,"C","Barrie Colts",64,1,2,3,0.05,7
"Patrick Kaleta",1986-06-08,"RW","Peterborough Petes",67,1,2,3,0.04,11
"Lukas Grauwiler",1984-04-13,"C","Mississauga IceDogs",57,0,3,3,0.05,11
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",62,2,0,2,0.03,4
"Cory Stillman",1983-03-02,"C","Barrie Colts",64,2,0,2,0.03,3
"Daniel Ryder",1987-01-12,"C","Peterborough Petes",63,2,0,2,0.03,4
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",67,2,0,2,0.03,3
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",68,2,0,2,0.03,6
"Greg Williams",1985-01-22,"RW","Peterborough Petes",68,2,0,2,0.03,10
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",55,2,0,2,0.04,3
"Rane Carnegie",1985-01-02,"RW","Plymouth Whalers",41,2,0,2,0.05,5
"Tim Sestito",1984-08-28,"LW","Plymouth Whalers",57,2,0,2,0.04,7
"Tomas Galasek",1985-09-09,"LW","Erie Otters",59,2,0,2,0.03,11
"Bobby Hughes",1987-11-11,"C","Kingston Frontenacs",62,1,1,2,0.03,7
"Chanse Fitzpatrick",1984-08-14,"RW","Sudbury Wolves",59,1,1,2,0.03,10
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",67,1,1,2,0.03,5
"Dennis Wideman",1983-03-20,"D","London Knights",60,1,1,2,0.03,3
"Derek Lyons",1985-07-15,"LW","Kingston Frontenacs",66,1,1,2,0.03,6
"Julian Talbot",1985-03-24,"C","Ottawa 67's",68,1,1,2,0.03,4
"Mark Flood",1984-09-29,"D","Peterborough Petes",68,1,1,2,0.03,5
