"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Stefan Blaho",1985-06-22,"LW","Sudbury Wolves",51,8,8,16,0.31,-12,2,2,1,0,58
"Steve Downie",1987-04-03,"RW","Windsor Spitfires",49,7,9,16,0.33,-5,3,0,0,0,90
"Kelsey Wilson",1986-01-22,"LW","Sarnia Sting",62,5,11,16,0.26,9,0,0,1,0,111
"Boris Valabik",1986-02-14,"D","Kitchener Rangers",68,3,13,16,0.24,2,2,0,0,0,278
"Richard Clune",1987-04-25,"LW","Sarnia Sting",58,3,13,16,0.28,-2,1,2,0,0,72
"Jonathan D'Aversa",1986-03-02,"D","Sudbury Wolves",63,1,14,15,0.24,10,1,4,0,0,22
"Kevin Baker",1987-03-27,"C","Owen Sound Attack",60,8,6,14,0.23,-8,6,3,2,0,2
"Andrew Gibbons",1986-08-12,"RW","Oshawa Generals",55,7,7,14,0.25,-13,2,2,0,0,46
"Thomas Waugh",1985-05-31,"LW","Toronto St. Michael's Majors",61,7,7,14,0.23,5,0,0,2,0,17
"Travis Fuller",1986-01-25,"LW","Barrie Colts",57,5,9,14,0.25,-7,0,1,0,0,26
"Patrick McNeill",1987-03-17,"D","Saginaw Spirit",57,3,11,14,0.25,-19,0,5,0,0,28
"Marc Staal",1987-01-13,"D","Sudbury Wolves",61,1,13,14,0.23,-6,0,3,0,0,34
"Michael Lombardi",1987-08-06,"LW","Belleville Bulls",49,8,5,13,0.27,-6,0,1,0,0,32
"Chris Lawrence",1987-02-05,"C","Sault Ste. Marie Greyhounds",62,7,6,13,0.21,-4,1,1,0,0,34
"David Halasz",1986-09-08,"D","Ottawa 67's",53,2,11,13,0.25,3,0,4,1,0,33
"Ryan Berard",1987-04-08,"RW","Belleville Bulls",66,2,11,13,0.2,-14,0,0,1,0,26
"Shawn Clinton",1986-02-17,"LW","Belleville Bulls",48,5,7,12,0.25,-8,0,0,1,0,16
"Alexander Eaton",1985-07-02,"LW","Sudbury Wolves",64,4,8,12,0.19,15,0,1,1,0,178
"Milan Hluchy",1985-01-13,"RW","Belleville Bulls",26,6,5,11,0.42,-11,2,1,0,0,8
"Chris Morrison",1986-04-16,"RW","Barrie Colts",61,5,6,11,0.18,4,0,1,1,0,4
"Jamie VanderVeeken",1986-01-20,"LW","Toronto St. Michael's Majors",48,5,6,11,0.23,-2,0,1,1,0,33
"Jordan Prevost",1986-09-18,"LW","Sudbury Wolves",45,5,6,11,0.24,1,0,2,0,0,15
"Peter Franchin",1986-05-09,"C","Kitchener Rangers",63,5,6,11,0.17,-12,0,0,1,0,23
"Cal Clutterbuck",1987-11-18,"RW","Toronto St. Michael's Majors",60,4,7,11,0.18,-4,2,0,0,0,112
"Patrick Sweeney",1986-05-04,"RW","Brampton Battalion",65,8,2,10,0.15,-10,0,2,2,0,8
"Tony Rizzi",1987-01-06,"RW","Kingston Frontenacs",55,5,5,10,0.18,-7,0,1,1,0,25
"Derrick Bagshaw",1986-05-05,"LW","Erie Otters",58,4,6,10,0.17,-1,0,0,0,0,23
"Greg Stewart",1986-05-21,"LW","Peterborough Petes",58,4,6,10,0.17,-10,0,0,0,0,76
"Matt Pelech",1987-09-04,"D","Sarnia Sting",62,4,6,10,0.16,10,1,2,0,0,39
"Cody Bass",1987-01-07,"C","Mississauga IceDogs",61,3,7,10,0.16,-9,1,0,0,0,30
"Patrick Asselin",1987-07-02,"LW","Saginaw Spirit",64,5,4,9,0.14,-10,0,1,0,0,21
"Adam McQuaid",1986-10-12,"D","Sudbury Wolves",47,3,6,9,0.19,-3,0,0,0,2,25
"Andrew Desjardins",1986-07-27,"C","Sault Ste. Marie Greyhounds",55,3,6,9,0.16,-5,0,1,2,0,41
"Josh Beaulieu",1987-01-10,"C","London Knights",41,3,6,9,0.22,8,0,1,0,0,14
"Trevor Solomon",1987-11-04,"D","Sarnia Sting",56,3,6,9,0.16,1,0,3,0,0,15
"Dennis Dewar",1986-04-23,"RW","Belleville Bulls",28,2,7,9,0.32,-9,0,0,0,0,0
"Trevor Waddell",1986-01-29,"D","Kingston Frontenacs",65,0,9,9,0.14,-11,0,3,0,0,23
"Matt Smyth",1985-07-03,"D","Owen Sound Attack",68,4,4,8,0.12,-12,0,0,0,0,28
"Jason Speight",1986-07-07,"RW","Erie Otters",56,3,5,8,0.14,-3,1,0,0,0,15
"Ryan Pottruff",1986-07-11,"D","London Knights",51,3,5,8,0.16,9,0,0,0,0,48
"Chad Loikets",1987-05-28,"D","Erie Otters",61,2,6,8,0.13,2,1,3,0,0,2
"Kyle Sonnenburg",1986-05-07,"D","Belleville Bulls",37,2,6,8,0.22,-6,0,4,0,0,0
"Brodie Beard",1986-06-12,"D","Ottawa 67's",59,1,7,8,0.14,13,1,1,0,0,51
"Vince Scott",1986-05-21,"LW","Erie Otters",61,1,7,8,0.13,-2,0,1,0,0,6
"Bryan Young",1986-08-06,"D","Peterborough Petes",60,0,8,8,0.13,-18,0,0,0,0,63
"Jordan Grant",1986-12-16,"LW","Plymouth Whalers",47,4,3,7,0.15,-3,0,0,1,0,106
"Sean Grendus",1986-09-21,"LW","Saginaw Spirit",36,4,3,7,0.19,-5,1,0,3,0,60
"Martin Lucka",1985-03-10,"D","Peterborough Petes",56,3,4,7,0.13,-7,1,2,1,0,18
"Steve Spade",1987-12-10,"D","Barrie Colts",60,3,4,7,0.12,-4,0,0,0,0,41
"Mike Mills",1986-05-27,"RW","Sudbury Wolves",36,2,5,7,0.19,3,0,0,0,0,4
"Phil Mangan",1987-02-11,"C","Ottawa 67's",67,2,5,7,0.1,-10,0,1,0,0,18
"Mark O'Leary",1985-01-21,"RW","Mississauga IceDogs",62,1,6,7,0.11,-13,0,0,0,0,58
"Tom Mannino",1987-02-19,"RW","Windsor Spitfires",39,1,6,7,0.18,-2,0,2,1,0,6
"Wes Cunningham",1987-03-09,"D","Owen Sound Attack",60,1,6,7,0.12,4,0,0,0,0,44
"Bret Nasby",1986-03-22,"D","Oshawa Generals",56,0,7,7,0.13,-5,0,2,0,0,41
"Phil Oreskovic",1987-01-26,"D","Brampton Battalion",66,0,7,7,0.11,6,0,0,0,0,64
"Gary Friesen",1987-04-28,"C","Oshawa Generals",37,3,3,6,0.16,-6,0,0,1,0,2
"Chase Crowder",1987-10-27,"RW","Saginaw Spirit",54,2,4,6,0.11,1,0,0,0,0,23
"Corey Gault",1986-03-19,"RW","Peterborough Petes",63,2,4,6,0.1,-9,0,0,0,0,29
"James Neal",1987-09-03,"LW","Plymouth Whalers",9,2,4,6,0.67,1,1,1,0,0,0
"Michael Root",1985-04-13,"D","Barrie Colts",63,2,4,6,0.1,-4,0,0,0,0,106
"Ryan Parent",1987-03-17,"D","Guelph Storm",58,1,5,6,0.1,10,0,0,1,0,18
"Devereaux Heshmatpour",1987-02-15,"D","Kitchener Rangers",55,0,6,6,0.11,3,0,0,0,0,59
"Jared Cipparone",1986-02-14,"LW","Windsor Spitfires",25,0,6,6,0.24,5,0,0,0,0,0
"Mike Martinelli",1986-01-22,"RW","Plymouth Whalers",39,3,2,5,0.13,-5,0,0,0,0,20
"Scott Zimmerman",1987-02-06,"LW","Mississauga IceDogs",39,3,2,5,0.13,4,0,0,0,0,0
"Joe Rand",1986-04-28,"LW","Toronto St. Michael's Majors",35,2,3,5,0.14,-6,0,0,0,0,25
"Mike Chmielewski",1986-02-25,"RW","Kitchener Rangers",56,2,3,5,0.09,-7,1,0,0,0,17
"Peter Aston",1986-02-24,"D","Peterborough Petes",36,2,3,5,0.14,-10,1,2,1,0,17
"Craig Cescon",1986-08-18,"D","Plymouth Whalers",55,1,4,5,0.09,3,0,1,1,0,146
"Milos Schejbal",1985-01-03,"LW","Kingston Frontenacs",34,1,4,5,0.15,2,0,1,0,0,10
"Chris Gravelding",1987-12-07,"D","Kitchener Rangers",54,0,5,5,0.09,-7,0,1,0,0,31
"John Wires",1984-03-17,"D","Owen Sound Attack",37,0,5,5,0.14,-7,0,2,0,0,18
"Martin Tuma",1985-09-14,"D","Sault Ste. Marie Greyhounds",57,0,5,5,0.09,5,0,1,0,0,48
"Rick Caughell",1986-03-27,"D","Mississauga IceDogs",43,0,5,5,0.12,-3,0,0,0,0,19
"Benoit Pouliot",1986-09-29,"LW","Sudbury Wolves",4,2,2,4,1,5,0,1,0,0,0
"Michael Swift",1987-03-26,"C","Mississauga IceDogs",9,2,2,4,0.44,-2,0,0,0,0,6
"Ryan McGinnis",1987-03-03,"D","Plymouth Whalers",32,2,2,4,0.13,-3,0,0,1,0,31
"Geordie Michie",1986-03-13,"RW","Brampton Battalion",44,1,3,4,0.09,-11,0,0,0,0,29
"Jadran Beljo",1987-02-25,"LW","Peterborough Petes",37,1,3,4,0.11,-10,0,0,0,0,14
"Brandon Elliott",1984-03-08,"D","Mississauga IceDogs",30,0,4,4,0.13,1,0,0,0,0,89
"Cam Fergus",1986-09-29,"RW","Kitchener Rangers",24,0,4,4,0.17,-3,0,2,0,0,0
"Chris Chimienti",1986-06-03,"D","Mississauga IceDogs",47,0,4,4,0.09,8,0,0,0,0,9
"Scott Todd",1986-11-11,"D","Oshawa Generals",44,0,4,4,0.09,0,0,0,0,0,86
"Brad Hartley",1986-04-29,"RW","Ottawa 67's",48,2,1,3,0.06,-2,1,0,0,0,12
"Bradley Snetsinger",1987-04-08,"LW","Mississauga IceDogs",8,2,1,3,0.38,0,0,0,0,0,0
"Blake Pronk",1986-07-18,"C","Kingston Frontenacs",50,1,2,3,0.06,-2,0,0,0,0,8
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",5,1,2,3,0.6,3,0,1,0,0,4
"Mike Pain",1985-10-02,"D","Saginaw Spirit",34,1,2,3,0.09,-11,0,0,0,0,52
"Robbie Lawrance",1986-05-04,"D","Ottawa 67's",60,1,2,3,0.05,-6,0,0,0,0,4
"Tyson Aitcheson",1987-03-01,"D","Ottawa 67's",64,1,2,3,0.05,-8,0,0,0,0,32
"Andrew Dennis",1985-09-06,"D","Barrie Colts",49,0,3,3,0.06,5,0,0,0,0,68
"John Seymour",1987-06-16,"LW","Brampton Battalion",40,0,3,3,0.08,-12,0,0,0,0,16
"Justin Coutu",1984-11-19,"D","Windsor Spitfires",19,0,3,3,0.16,-3,0,0,0,0,15
"Mike Moher",1985-05-01,"LW","Ottawa 67's",7,0,3,3,0.43,-1,0,0,0,0,0
"Vojtech Kloz",1986-01-23,"D","Kingston Frontenacs",62,0,3,3,0.05,-12,0,0,0,0,20
"Anthony Pototschnik",1986-10-17,"RW","Kitchener Rangers",26,1,1,2,0.08,-3,0,1,0,0,13
"Brad Good",1986-03-10,"D","Sault Ste. Marie Greyhounds",65,1,1,2,0.03,-9,0,0,0,0,74
"Brendan Duncan",1986-10-08,"LW","Kingston Frontenacs",33,1,1,2,0.06,-1,0,0,0,0,32
"Charles Amodeo",1985-07-14,"RW","Sarnia Sting",50,1,1,2,0.04,-13,0,1,0,0,6
"Justin Anderson",1984-04-24,"C","Sault Ste. Marie Greyhounds",3,1,1,2,0.67,-1,0,0,0,0,0
"Michael Vernace",1986-05-26,"D","Brampton Battalion",2,1,1,2,1,-1,1,1,0,0,0
"Michal Pesek",1985-05-17,"RW","Toronto St. Michael's Majors",8,1,1,2,0.25,0,0,0,0,0,0
"Tony Iaquinto",1987-01-21,"RW","Plymouth Whalers",7,1,1,2,0.29,2,0,0,0,0,0
"Brent Small",1986-03-11,"LW","Toronto St. Michael's Majors",26,0,2,2,0.08,-4,0,0,0,0,0
"Geoff Killing",1987-08-22,"D","Belleville Bulls",29,0,2,2,0.07,1,0,0,0,0,10
"Justin Wallingford",1987-05-12,"D","Oshawa Generals",39,0,2,2,0.05,-11,0,0,0,0,23
"Martin Doyle",1985-09-25,"RW","Sudbury Wolves",6,0,2,2,0.33,1,0,0,0,0,22
"Matt Mitchell",1984-04-26,"C","Ottawa 67's",5,0,2,2,0.4,1,0,0,0,0,0
"Mike Weber",1987-12-16,"D","Windsor Spitfires",65,0,2,2,0.03,-9,0,0,0,0,49
"Richard Hornseth",1986-02-22,"LW","Owen Sound Attack",21,0,2,2,0.1,-3,0,1,0,0,0
"Andrew Fournier",1987-11-05,"LW","Plymouth Whalers",3,1,0,1,0.33,-1,1,0,0,0,2
"Bobby Bolt",1987-04-29,"LW","London Knights",8,1,0,1,0.13,3,0,0,0,0,0
"Brian Soso",1987-04-27,"C","Windsor Spitfires",10,1,0,1,0.1,-3,0,0,0,0,0
"Eliott McCormick",1986-03-17,"RW","Brampton Battalion",44,1,0,1,0.02,-15,1,0,0,0,2
"Jamie Klie",1987-03-25,"D","Saginaw Spirit",10,1,0,1,0.1,0,0,0,1,0,13
"Josh Diamond",1987-01-14,"LW","Sarnia Sting",11,1,0,1,0.09,2,0,0,0,0,2
"Mike Kavanagh",1987-04-21,"RW","Oshawa Generals",17,1,0,1,0.06,-1,0,0,1,0,0
"Scott Baker",1987-05-15,"LW","Oshawa Generals",6,1,0,1,0.17,2,0,0,0,0,0
"Scott Lavigne",1987-02-13,"D","Toronto St. Michael's Majors",6,1,0,1,0.17,-1,0,0,0,1,4
"Andrew Hotham",1986-08-29,"D","Barrie Colts",4,0,1,1,0.25,-3,0,0,0,0,2
"Andy Reiss",1986-05-17,"LW","Oshawa Generals",42,0,1,1,0.02,-13,0,0,0,0,8
"David Jarram",1987-10-23,"D","Sault Ste. Marie Greyhounds",35,0,1,1,0.03,-3,0,0,0,0,46
"Elgin Reid",1987-02-23,"D","Ottawa 67's",54,0,1,1,0.02,-12,0,0,0,0,60
"Nick Plastino",1986-02-20,"D","Barrie Colts",15,0,1,1,0.07,1,0,0,0,0,2
"Stephen Sunderman",1983-09-05,"RW","Saginaw Spirit",5,0,1,1,0.2,0,0,0,0,0,14
"Tomas Sample",1987-01-06,"D","Sudbury Wolves",13,0,1,1,0.08,3,0,0,0,0,10
"Andrew Marshall",1986-08-07,"D","Barrie Colts",2,0,0,0,0,-1,0,0,0,0,0
"Andy Hyvarinen",1987-12-29,"C","Guelph Storm",10,0,0,0,0,-2,0,0,0,0,0
"Brad Sharpe",1986-06-13,"D","Owen Sound Attack",4,0,0,0,0,0,0,0,0,0,0
"Brad White",1986-07-01,"LW","Ottawa 67's",2,0,0,0,0,-3,0,0,0,0,0
"Brian Penney",1987-02-19,"D","Peterborough Petes",3,0,0,0,0,0,0,0,0,0,0
"Dan Marziani",1986-02-10,"D","Brampton Battalion",2,0,0,0,0,1,0,0,0,0,0
"Dan Viljevac",1987-05-10,"D","Barrie Colts",3,0,0,0,0,-2,0,0,0,0,0
"Daniel Torres",1986-04-16,"LW","London Knights",5,0,0,0,0,0,0,0,0,0,0
"Darrell Simich",1986-04-06,"D","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Darryl Smith",1987-03-03,"C","Guelph Storm",6,0,0,0,0,0,0,0,0,0,0
"David Lyall",1986-09-29,"D","Sarnia Sting",2,0,0,0,0,-4,0,0,0,0,0
"David Shaw",1987-03-08,"D","Ottawa 67's",2,0,0,0,0,0,0,0,0,0,0
"Derek Brochu",1987-05-06,"RW","Owen Sound Attack",7,0,0,0,0,1,0,0,0,0,0
"Derek Joslin",1987-03-17,"D","Ottawa 67's",7,0,0,0,0,-4,0,0,0,0,0
"J.F. Houle",1987-06-21,"RW","Brampton Battalion",4,0,0,0,0,-2,0,0,0,0,0
"Jason Price",1985-01-08,"D","Saginaw Spirit",3,0,0,0,0,0,0,0,0,0,0
"Jeff Christison",1987-02-08,"RW","Sarnia Sting",8,0,0,0,0,0,0,0,0,0,0
"Jeremy Reese",1987-04-08,"RW","Sarnia Sting",3,0,0,0,0,-2,0,0,0,0,0
"Joe McCann",1987-03-02,"RW","Kitchener Rangers",5,0,0,0,0,-1,0,0,0,0,2
"Jordan Foreman",1987-01-06,"C","London Knights",2,0,0,0,0,0,0,0,0,0,0
"Jordan Watson",1985-06-03,"C","Kingston Frontenacs",8,0,0,0,0,-3,0,0,0,0,4
"Justin Caruana",1987-07-17,"LW","Peterborough Petes",4,0,0,0,0,0,0,0,0,0,0
"Kole Bryce",1985-06-27,"RW","London Knights",4,0,0,0,0,-1,0,0,0,0,0
"Lucas Schott",1984-01-22,"LW","Barrie Colts",1,0,0,0,0,1,0,0,0,0,0
"Marcus Etchegary",1985-07-21,"RW","Belleville Bulls",1,0,0,0,0,0,0,0,0,0,0
"Matt Pepe",1987-02-22,"D","Kitchener Rangers",15,0,0,0,0,-5,0,0,0,0,2
"Matthew Leszczynski",1987-01-15,"RW","Sault Ste. Marie Greyhounds",5,0,0,0,0,-1,0,0,0,0,9
"Michael Cox",1986-03-17,"RW","Windsor Spitfires",21,0,0,0,0,0,0,0,0,0,31
"Mike McLean",1986-01-06,"LW","Guelph Storm",39,0,0,0,0,-8,0,0,0,0,9
"Mike Richards",1984-08-16,"D","Sarnia Sting",3,0,0,0,0,0,0,0,0,0,0
"Nathan Spaling",1986-08-13,"C","Guelph Storm",19,0,0,0,0,-2,0,0,0,0,0
"Randy Johnston",1987-01-21,"C","Ottawa 67's",4,0,0,0,0,-2,0,0,0,0,0
"Robert Heickert",1986-07-19,"LW","Brampton Battalion",30,0,0,0,0,-5,0,0,0,0,58
"Scott Campbell",1986-06-17,"D","Windsor Spitfires",9,0,0,0,0,4,0,0,0,0,0
"Scott Restoule",1987-06-13,"C","London Knights",1,0,0,0,0,0,0,0,0,0,0
"Shawn Haviland",1987-01-09,"LW","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Stephen Kovalcik",1984-10-01,"RW","Saginaw Spirit",1,0,0,0,0,0,0,0,0,0,0
"Stephen Miller",1987-07-18,"D","Kingston Frontenacs",7,0,0,0,0,0,0,0,0,0,0
"Steve Henwood",NA,"LW","Owen Sound Attack",10,0,0,0,0,0,0,0,0,0,0
"Tim Hammell",1984-08-04,"LW","Erie Otters",11,0,0,0,0,-4,0,0,0,0,10
"Tim Sullivan",1986-08-02,"D","Brampton Battalion",2,0,0,0,0,-1,0,0,0,0,0
"Todd Cooper",1986-08-12,"RW","Guelph Storm",2,0,0,0,0,-1,0,0,0,0,0
"Tom Jefferson",1987-03-17,"LW","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,0
"Tyler Doig",1986-02-15,"C","Barrie Colts",1,0,0,0,0,-1,0,0,0,0,0
"Zack Shepley",1987-08-28,"D","Plymouth Whalers",10,0,0,0,0,5,0,0,0,0,0
