"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Rob Schremp","NO",1986-07-01,"6.00",185,"C","London Knights",63,30,45,75,1.19,15,16,31,47,4,0,18
"Wojtek Wolski","NO",1986-02-24,"6.03",202,"LW","Brampton Battalion",66,29,41,70,1.06,3,8,13,21,3,0,30
"David Bolland","NO",1986-06-05,"6.00",185,"RW","London Knights",65,37,30,67,1.03,17,16,14,30,4,1,58
"Liam Reddox","YES",1986-01-27,"5.11",185,"LW","Peterborough Petes",68,31,33,64,0.94,-7,10,15,25,3,0,24
"Peter Tsimikalis","NO",1986-01-10,"6.00",200,"C","Ottawa 67's",60,20,41,61,1.02,-7,11,17,28,2,0,38
"Evan McGrath","NO",1986-01-14,"6.00",192,"C","Kitchener Rangers",68,15,36,51,0.75,4,4,10,14,2,1,28
"Ryan Garlock","NO",1986-04-24,"6.01",202,"C","Windsor Spitfires",52,19,28,47,0.9,15,8,4,12,4,0,44
"Adam Berti","NO",1986-07-01,"6.03",192,"LW","Oshawa Generals",66,17,29,46,0.7,-2,8,8,16,2,0,44
"Tyler Haskins","NO",1986-05-26,"6.01",187,"C","Toronto St. Michael's Majors",63,18,27,45,0.71,18,7,11,18,3,0,32
"Jordan Morrison","NO",1986-06-06,"6.00",165,"C","Peterborough Petes",66,15,30,45,0.68,-1,3,11,14,3,0,52
"Cody Thornton","NO",1986-07-16,"5.11",169,"RW","Belleville Bulls",65,21,23,44,0.68,-26,5,8,13,1,1,72
"Chad Painchaud","YES",1986-05-27,"6.01",186,"RW","Mississauga IceDogs",68,17,25,42,0.62,23,1,4,5,2,0,25
"Sean Courtney","NO",1985-10-16,"6.01",185,"C","Saginaw Spirit",60,17,25,42,0.7,-8,3,6,9,2,0,38
"Tyler Kennedy","NO",1986-07-15,"5.10",183,"C","Sault Ste. Marie Greyhounds",63,16,26,42,0.67,-4,2,10,12,5,0,28
