"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Remi Elie",1995-04-16,"LW","London Knights",21,4,4,8,0.38,3,0,1,1,0,8
"Blake Clarke",1996-01-24,"LW","Brampton Battalion",5,3,3,6,1.2,-1,1,3,0,0,8
"Dominik Kubalik",1995-08-21,"LW","Sudbury Wolves",9,3,3,6,0.67,0,0,1,3,0,4
"Kyle Platzer",1995-03-04,"RW","London Knights",21,2,4,6,0.29,4,0,1,1,0,8
"Dominik Kahun",1995-07-02,"LW","Sudbury Wolves",9,1,5,6,0.67,-2,1,2,0,0,4
"Bradley  Latour",1995-09-13,"RW","Oshawa Generals",9,4,1,5,0.56,4,0,0,2,0,10
"Josh Burnside",1995-02-11,"LW","Mississauga Steelheads",6,2,2,4,0.67,-1,2,0,1,0,4
"Sergey Tolchinsky",1995-02-03,"LW","Sault Ste. Marie Greyhounds",6,2,2,4,0.67,-7,1,2,0,0,4
"Michael Webster",1995-05-24,"D","Barrie Colts",20,0,4,4,0.2,4,0,0,0,0,18
"Anthony DiFruscia",1995-04-20,"LW","Niagara IceDogs",5,2,1,3,0.6,1,0,0,1,0,10
"Aaron Berisha",1995-03-05,"RW","Belleville Bulls",17,1,2,3,0.18,2,1,0,0,0,7
"Brendan  Perlini",1996-04-27,"LW","Niagara IceDogs",5,1,2,3,0.6,0,0,1,0,0,4
"Evan de Haan",1995-02-15,"D","Sudbury Wolves",9,1,2,3,0.33,-4,0,1,1,0,2
"Justin Bailey",1995-07-01,"C","Kitchener Rangers",10,1,2,3,0.3,-2,0,1,0,0,4
"Sam Bennett",1996-06-20,"C","Kingston Frontenacs",4,0,3,3,0.75,-9,0,3,0,0,2
"Brendan Lemieux",1996-03-15,"LW","Barrie Colts",21,2,0,2,0.1,3,1,0,2,0,36
"Matt Schmalz",1996-03-21,"C","Sudbury Wolves",9,1,1,2,0.22,0,0,0,0,0,2
"Andrey Alexeev",1995-03-01,"RW","Saginaw Spirit",4,1,0,1,0.25,-1,0,0,0,0,4
"Ben Hughes",1996-04-11,"C","Niagara IceDogs",5,1,0,1,0.2,0,0,0,0,0,0
"Damian Bourne",1996-02-11,"LW","Mississauga Steelheads",4,1,0,1,0.25,-4,0,0,0,0,0
"Gilbert Gabor",1995-09-11,"LW","Owen Sound Attack",10,1,0,1,0.1,1,0,0,1,0,6
"Niki Petti",1996-08-13,"C","Belleville Bulls",16,1,0,1,0.06,1,0,0,0,0,4
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",3,0,1,1,0.33,-1,0,0,0,0,2
"Alex Peters",1996-07-02,"D","Plymouth Whalers",13,0,1,1,0.08,4,0,0,0,0,11
"Brett Hargrave",1996-01-16,"RW","Sarnia Sting",4,0,1,1,0.25,-6,0,1,0,0,9
"Conor Cummins",1996-02-06,"D","Sudbury Wolves",9,0,1,1,0.11,-1,0,0,0,0,0
"Dylan Sadowy",1996-04-02,"LW","Saginaw Spirit",3,0,1,1,0.33,-1,0,0,0,0,7
"Miles Liberati",1995-06-21,"D","London Knights",10,0,1,1,0.1,0,0,0,0,0,0
"Nikolay Goldobin",1995-10-07,"RW","Sarnia Sting",4,0,1,1,0.25,-8,0,0,0,0,0
"Robby Fabbri",1996-01-22,"C","Guelph Storm",5,0,1,1,0.2,-1,0,0,0,0,4
"Zach Bratina",1996-01-06,"LW","Saginaw Spirit",3,0,1,1,0.33,-2,0,0,0,0,6
"Aidan Wallace",1995-04-17,"LW","Oshawa Generals",4,0,0,0,0,0,0,0,0,0,0
"Alexandre Renaud",1996-02-26,"LW","Sarnia Sting",4,0,0,0,0,-3,0,0,0,0,5
"Bobby MacIntyre",1996-09-08,"LW","Mississauga Steelheads",3,0,0,0,0,-1,0,0,0,0,2
"Brandon Lindberg",1996-09-24,"C","Saginaw Spirit",4,0,0,0,0,-3,0,0,0,0,0
"Brandon Prophet",1996-06-03,"D","Saginaw Spirit",4,0,0,0,0,-6,0,0,0,0,2
"Broderick Kelly",1995-09-01,"D","Niagara IceDogs",4,0,0,0,0,0,0,0,0,0,0
"Brook Hiddink",1996-02-02,"RW","Niagara IceDogs",1,0,0,0,0,-1,0,0,0,0,0
"C.J. Garcia",1996-02-03,"D","Barrie Colts",1,0,0,0,0,-1,0,0,0,0,0
"Chad Heffernan",1996-03-22,"LW","Belleville Bulls",6,0,0,0,0,0,0,0,0,0,7
"Chadd Bauman",1995-08-08,"D","Guelph Storm",3,0,0,0,0,-1,0,0,0,0,0
"Connor Sills",1995-05-21,"RW","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,0
"Daniel Nikandrov",1995-02-03,"C","Sarnia Sting",4,0,0,0,0,-4,0,0,0,0,0
"Danny Desrochers",1995-08-22,"LW","Sudbury Wolves",6,0,0,0,0,-3,0,0,0,0,11
"David Eccles",1996-06-04,"D","Sudbury Wolves",3,0,0,0,0,-2,0,0,0,0,0
"David Miller",1996-09-25,"C","Sault Ste. Marie Greyhounds",5,0,0,0,0,-1,0,0,0,0,0
