"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Max Domi","NO",1995-03-02,"5.10",194,"C","London Knights",21,11,21,32,1.52,12,3,10,13,4,2,26
"Bo Horvat","NO",1995-04-05,"6.00",203,"LW","London Knights",21,16,7,23,1.1,-1,3,2,5,3,0,10
"Zach Nastasiuk","NO",1995-03-30,"6.02",202,"RW","Owen Sound Attack",12,4,7,11,0.92,3,1,1,2,0,1,0
"Erik Bradford","NO",1994-10-19,"6.00",191,"C","Barrie Colts",22,2,8,10,0.45,-1,0,0,0,0,0,14
"Remi Elie","YES",1995-04-16,"6.01",202,"LW","London Knights",21,4,4,8,0.38,3,0,1,1,1,0,8
"Ryan Hartman","NO",1994-09-20,"5.11",190,"LW","Plymouth Whalers",9,4,2,6,0.67,4,0,0,0,0,0,16
"Dominik Kubalik","YES",1995-08-21,"6.01",185,"LW","Sudbury Wolves",9,3,3,6,0.67,0,0,1,1,3,0,4
"Kyle Platzer","YES",1995-03-04,"6.00",180,"RW","London Knights",21,2,4,6,0.29,4,0,1,1,1,0,8
"Nikita Zadorov","NO",1995-04-16,"6.05",235,"D","London Knights",20,2,4,6,0.3,5,1,3,4,0,0,36
"Dominik Kahun","YES",1995-07-02,"5.11",175,"LW","Sudbury Wolves",9,1,5,6,0.67,-2,1,2,3,0,0,4
"Bradley  Latour","YES",1995-09-13,"5.11",192,"RW","Oshawa Generals",9,4,1,5,0.56,4,0,0,0,2,0,10
"Jordan Subban","NO",1995-03-03,"5.09",185,"D","Belleville Bulls",17,2,3,5,0.29,10,0,1,1,0,0,20
"Nicholas Baptiste","NO",1995-08-04,"6.01",190,"RW","Sudbury Wolves",9,3,1,4,0.44,1,2,0,2,0,0,6
"Carter Verhaeghe","NO",1995-08-14,"6.02",185,"C","Niagara IceDogs",5,2,2,4,0.8,0,1,0,1,0,0,6
"Josh Burnside","YES",1995-02-11,"5.11",190,"LW","Mississauga Steelheads",6,2,2,4,0.67,-1,2,0,2,1,0,4
"Sergey Tolchinsky","YES",1995-02-03,"5.08",169,"LW","Sault Ste. Marie Greyhounds",6,2,2,4,0.67,-7,1,2,3,0,0,4
"Darnell Nurse","NO",1995-02-04,"6.04",205,"D","Sault Ste. Marie Greyhounds",6,1,3,4,0.67,-1,0,0,0,1,0,6
"Michael Webster","YES",1995-05-24,"6.01",197,"D","Barrie Colts",20,0,4,4,0.2,4,0,0,0,0,0,18
