"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Mark Scheifele","NO",19,1993-03-15,1993,"6.03",187,"C","Barrie Colts",21,15,26,41,1.95,18,4,7,11,1,0,1,5,3,14,1
"Max Domi","NO",16,1995-03-02,1995,"5.10",194,"C","London Knights",21,11,21,32,1.52,12,3,10,13,0,0,0,4,2,26,1
"Alex Broadhurst","NO",18,1993-03-07,1993,"5.11",174,"C","London Knights",21,10,18,28,1.33,8,5,6,11,0,0,0,1,0,22,1
"Zach Hall","NO",28,1993-04-29,1993,"5.11",185,"C","Barrie Colts",19,7,21,28,1.47,12,3,6,9,0,0,0,1,0,20,1
"Andreas Athanasiou","NO",22,1994-08-06,1994,"6.02",200,"LW","Barrie Colts",22,12,13,25,1.14,6,3,2,5,2,1,3,1,0,11,1
"Seth Griffith","NO",17,1993-01-04,1993,"5.11",185,"RW","London Knights",21,9,16,25,1.19,5,2,8,10,0,0,0,1,2,14,1
"Vincent Trocheck","NO",25,1993-07-11,1993,"6.00",190,"C","Plymouth Whalers",15,10,14,24,1.6,11,3,4,7,1,0,1,0,1,8,1
"Bo Horvat","NO",53,1995-04-05,1995,"6.00",203,"LW","London Knights",21,16,7,23,1.1,-1,3,2,5,3,0,3,3,0,10,1
"Brendan Gaunce","NO",16,1994-03-25,1994,"6.02",215,"C","Belleville Bulls",17,8,14,22,1.29,8,1,5,6,0,0,0,1,0,10,1
"Tyler Graovac","NO",20,1993-04-27,1993,"6.04",203,"C","Belleville Bulls",15,6,16,22,1.47,11,3,4,7,0,0,0,1,0,17,1
"Mitchell Theoret","NO",10,1993-06-08,1993,"6.02",210,"C","Barrie Colts",20,14,7,21,1.05,8,2,3,5,1,0,1,1,2,6,1
"Chris Tierney","NO",71,1994-07-01,1994,"6.01",187,"C","London Knights",21,6,15,21,1,10,1,3,4,0,0,0,3,0,6,1
