"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Nick Suzuki","NO",9,1999-08-10,1999,"5.11",183,"C","Guelph Storm",24,16,26,42,1.75,22,3,10,13,0,0,0,4,3,16,1
"Sasha Chmelevski","NO",8,1999-06-09,1999,"6.00",187,"C","Ottawa 67's",18,12,19,31,1.72,9,4,11,15,0,0,0,2,0,10,1
"Isaac Ratcliffe","NO",19,1999-02-15,1999,"6.06",204,"LW","Guelph Storm",24,15,15,30,1.25,16,3,5,8,0,0,0,1,0,20,1
"Lucas Chiodo","NO",20,1998-10-31,1998,"5.06",168,"LW","Ottawa 67's",18,9,20,29,1.61,6,1,7,8,0,0,0,3,0,2,1
"Tye Felhaber","NO",29,1998-08-05,1998,"6.00",189,"RW","Ottawa 67's",18,17,11,28,1.56,3,8,7,15,0,0,0,2,0,12,1
"Dmitri Samorukov","NO",5,1999-06-16,1999,"6.02",179,"D","Guelph Storm",24,10,18,28,1.17,18,5,11,16,0,0,0,1,1,12,1
"Sean Durzi","NO",6,1998-10-21,1998,"6.00",187,"D","Guelph Storm",24,3,24,27,1.13,16,2,9,11,0,0,0,0,0,14,1
"Owen Tippett","NO",47,1999-02-16,1999,"6.02",205,"RW","Saginaw Spirit",17,11,11,22,1.29,4,1,6,7,0,0,0,1,3,0,1
"Kyle Maksimovich","NO",19,1998-03-10,1998,"5.09",188,"LW","Ottawa 67's",16,8,14,22,1.38,9,1,3,4,0,0,0,0,1,19,1
"Marco Rossi","YES",23,2001-09-23,2001,"5.09",187,"C","Ottawa 67's",17,6,16,22,1.29,1,3,7,10,0,0,0,1,0,18,1
"MacKenzie Entwistle","NO",10,1999-07-14,1999,"6.03",181,"C","Guelph Storm",24,7,14,21,0.88,13,1,1,2,0,0,0,0,2,14,1
"Evan Bouchard","NO",2,1999-10-20,1999,"6.02",198,"D","London Knights",11,4,17,21,1.91,4,0,12,12,0,0,0,1,0,6,1
"Alexey Toropchenko","NO",13,1999-06-25,1999,"6.03",200,"RW","Guelph Storm",24,13,6,19,0.79,3,2,1,3,0,0,0,2,1,21,1
"Noel Hoefenmayer","NO",2,1999-01-06,1999,"6.01",196,"D","Ottawa 67's",18,8,11,19,1.06,1,5,5,10,0,0,0,2,0,16,1
"Nate Schnarr","NO",16,1999-02-25,1999,"6.03",190,"RW","Guelph Storm",24,8,11,19,0.79,-3,4,4,8,0,0,0,2,0,28,1
"Morgan Frost","NO",16,1999-05-14,1999,"6.00",185,"C","Sault Ste. Marie Greyhounds",11,7,11,18,1.64,2,0,4,4,0,1,1,1,1,4,1
"Alex Formenton","NO",80,1999-09-13,1999,"6.02",185,"LW","London Knights",11,4,14,18,1.64,2,2,7,9,0,0,0,0,1,14,1
"Brady Gilmour","NO",9,1999-04-18,1999,"5.10",180,"C","Saginaw Spirit",17,3,15,18,1.06,9,0,2,2,0,1,1,0,0,0,1
"Barrett Hayton","NO",27,2000-06-09,2000,"6.01",191,"C","Sault Ste. Marie Greyhounds",11,6,10,16,1.45,0,1,2,3,1,0,1,2,2,16,1
"Brandon Saigeon","NO",17,1998-06-14,1998,"6.02",192,"C","Oshawa Generals",15,6,10,16,1.07,6,1,8,9,0,0,0,0,0,6,1
"Cole Perfetti","YES",91,2002-01-01,2002,"5.10",180,"LW","Saginaw Spirit",16,8,6,14,0.88,9,3,2,5,0,0,0,4,0,4,1
"Graeme Clarke","NO",92,2001-04-24,2001,"6.00",174,"RW","Ottawa 67's",18,7,7,14,0.78,2,4,3,7,0,0,0,1,0,10,1
"Allan McShane","NO",61,2000-02-14,2000,"6.00",181,"LW","Oshawa Generals",15,5,9,14,0.93,1,3,3,6,0,0,0,0,0,2,1
"Kody Clark","NO",71,1999-10-13,1999,"6.02",185,"RW","Ottawa 67's",18,5,9,14,0.78,-4,3,2,5,0,0,0,0,1,40,1
"Ivan Lodnia","NO",9,1999-08-31,1999,"6.00",194,"RW","Niagara IceDogs",11,4,10,14,1.27,4,1,4,5,1,0,1,0,0,6,1
"Austen Keating","NO",9,1999-03-07,1999,"6.00",175,"LW","Ottawa 67's",18,2,12,14,0.78,9,1,5,6,0,0,0,0,0,4,1
"Adam Boqvist","NO",3,2000-08-15,2000,"6.00",181,"D","London Knights",11,10,3,13,1.18,-4,8,3,11,0,0,0,1,0,6,1
"Damien Giroux","NO",96,2000-03-03,2000,"5.10",180,"LW","Saginaw Spirit",17,9,4,13,0.76,7,1,2,3,1,0,1,0,1,10,1
"Mitchell Hoelscher","NO",17,2000-01-27,2000,"6.00",172,"C","Ottawa 67's",18,6,7,13,0.72,11,0,0,0,1,1,2,0,0,10,1
"Kyle MacLean","NO",15,1999-04-29,1999,"6.01",183,"C","Oshawa Generals",15,5,8,13,0.87,8,0,2,2,2,0,2,0,1,12,1
"Liam Hawel","NO",15,1999-04-18,1999,"6.04",195,"C","Guelph Storm",24,4,9,13,0.54,-1,1,2,3,0,0,0,2,0,12,1
"Jaden Peca","NO",20,1999-05-18,1999,"5.11",172,"RW","Sault Ste. Marie Greyhounds",10,3,10,13,1.3,5,0,2,2,0,0,0,0,0,14,1
"Keeghan Howdeshell","NO",17,1998-02-24,1998,"6.02",209,"LW","Sault Ste. Marie Greyhounds",11,7,5,12,1.09,-3,3,0,3,0,0,0,1,1,2,1
"Liam Foudy","NO",18,2000-02-04,2000,"6.01",182,"LW","London Knights",11,6,6,12,1.09,-2,0,0,0,0,0,0,0,1,12,1
"Kevin Hancock","NO",16,1998-03-02,1998,"5.11",178,"C","London Knights",11,5,7,12,1.09,-2,2,4,6,0,0,0,3,0,6,1
"Ryan McLeod","NO",61,1999-09-21,1999,"6.03",205,"C","Saginaw Spirit",17,5,7,12,0.71,8,0,1,1,0,0,0,2,0,4,1
"Anthony Salinitri","NO",10,1998-03-05,1998,"5.11",171,"LW","Oshawa Generals",14,7,4,11,0.79,2,1,2,3,0,0,0,3,0,14,1
"Jack Studnicka","NO",23,1999-02-18,1999,"6.02",175,"C","Niagara IceDogs",11,5,6,11,1,4,4,2,6,0,1,1,1,0,16,1
"Brett Neumann","NO",13,1999-02-15,1999,"5.09",171,"C","Oshawa Generals",15,5,6,11,0.73,5,2,1,3,0,0,0,0,0,6,1
"Serron Noel","NO",18,2000-08-08,2000,"6.06",216,"RW","Oshawa Generals",14,4,7,11,0.79,5,2,0,2,0,1,1,0,0,18,1
"Domenico Commisso","NO",27,1998-02-19,1998,"6.00",182,"C","Guelph Storm",24,4,7,11,0.46,4,0,0,0,0,0,0,1,1,12,1
"Mac Hollowell","NO",11,1998-09-26,1998,"5.10",163,"D","Sault Ste. Marie Greyhounds",11,2,9,11,1,-4,0,3,3,1,0,1,0,0,10,1
"Kevin Bahl","NO",88,2000-06-27,2000,"6.07",240,"D","Ottawa 67's",15,1,10,11,0.73,11,0,4,4,0,0,0,0,0,8,1
"Jason Robertson","NO",19,1999-07-22,1999,"6.02",200,"LW","Niagara IceDogs",10,7,3,10,1,3,2,2,4,0,0,0,2,1,11,1
"Adam Ruzicka","NO",83,1999-05-11,1999,"6.04",200,"C","Sudbury Wolves",8,3,7,10,1.25,0,1,3,4,0,0,0,0,0,4,1
"Pavel Gogolev","NO",17,2000-02-19,2000,"6.01",181,"LW","Guelph Storm",24,3,7,10,0.42,8,0,2,2,0,0,0,0,0,4,1
"Albert Michnac","NO",41,1998-10-18,1998,"5.11",185,"LW","Saginaw Spirit",17,1,9,10,0.59,4,0,2,2,0,0,0,0,0,2,1
