"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Tim Fleischer","NO",2000-09-29,"6.00",180,"C","Hamilton Bulldogs",4,0,1,1,0.25,-2,0,0,0,0,0,0
"Adam Varga","NO",2001-06-07,"6.01",181,"RW","Mississauga Steelheads",2,0,0,0,0,-1,0,0,0,0,0,0
"Alexandre Hogue","NO",2001-02-14,"5.09",180,"D","Sarnia Sting",1,0,0,0,0,1,0,0,0,0,0,0
"Arber Xhekaj","YES",2001-01-30,"6.04",204,"D","Kitchener Rangers",4,0,0,0,0,-1,0,0,0,0,0,2
"Ashton Reesor","YES",2001-01-12,"6.04",203,"D","Sarnia Sting",4,0,0,0,0,-2,0,0,0,0,0,0
"Brayden Guy","NO",2001-03-03,"6.00",190,"RW","Sarnia Sting",4,0,0,0,0,-4,0,0,0,0,0,4
"Cullen McLean","YES",2001-02-10,"6.02",174,"LW","Sault Ste. Marie Greyhounds",3,0,0,0,0,-1,0,0,0,0,0,2
"Danyk Drouin","YES",2001-02-21,"6.01",187,"C","Oshawa Generals",4,0,0,0,0,0,0,0,0,0,0,0
"Duncan Penman","NO",2001-07-05,"6.00",191,"D","Mississauga Steelheads",4,0,0,0,0,-2,0,0,0,0,0,2
"Graham Dickerson","YES",2001-02-19,"6.00",185,"RW","Kitchener Rangers",4,0,0,0,0,-2,0,0,0,0,0,0
"Griffin Wilson","YES",2001-05-30,"6.00",193,"C","Owen Sound Attack",3,0,0,0,0,0,0,0,0,0,0,2
"Jamieson Rees","NO",2001-02-26,"5.10",171,"C","Sarnia Sting",4,0,0,0,0,-2,0,0,0,0,0,4
"Jordan Frasca","YES",2001-07-05,"6.02",184,"LW","Windsor Spitfires",4,0,0,0,0,-2,0,0,0,0,0,0
"Kyen Sopa","NO",2000-09-30,"5.09",182,"RW","Niagara IceDogs",8,0,0,0,0,-1,0,0,0,0,0,6
"Liam Van Loon","YES",2001-08-17,"6.00",185,"LW","Hamilton Bulldogs",4,0,0,0,0,-1,0,0,0,0,0,2
"Manuel Alberg","YES",2001-03-06,"5.10",162,"RW","Owen Sound Attack",2,0,0,0,0,0,0,0,0,0,0,0
"Marko Jakovljevic","NO",2000-11-24,"6.04",208,"D","Sarnia Sting",4,0,0,0,0,-1,0,0,0,0,0,0
"Navrin Mutter","NO",2001-03-15,"6.04",198,"LW","Hamilton Bulldogs",2,0,0,0,0,0,0,0,0,0,0,7
"Payton Vescio","YES",2001-03-20,"6.01",180,"D","Hamilton Bulldogs",4,0,0,0,0,-3,0,0,0,0,0,0
"Simon Rose","NO",2001-03-23,"6.00",186,"D","North Bay Battalion",5,0,0,0,0,-3,0,0,0,0,0,5
