"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Graeme Clarke","NO",2001-04-24,"6.00",174,"RW","Ottawa 67's",18,7,7,14,0.78,2,4,3,7,1,0,10
"Philip Tomasino","NO",2001-07-28,"6.00",183,"RW","Niagara IceDogs",11,4,3,7,0.64,0,1,1,2,0,0,5
"Camaryn Baber","YES",2001-04-04,"5.11",190,"C","Saginaw Spirit",17,3,4,7,0.41,3,0,0,0,1,0,15
"Nicholas Porco","NO",2001-03-12,"6.00",182,"LW","Saginaw Spirit",16,3,4,7,0.44,7,0,0,0,1,0,4
"Danil Antropov","NO",2000-12-20,"6.01",190,"LW","Oshawa Generals",15,3,3,6,0.4,-3,2,1,3,1,0,8
"Blake Murray","NO",2001-07-05,"6.02",187,"C","Sudbury Wolves",8,4,1,5,0.63,0,1,0,1,2,0,2
"Keegan Stevenson","NO",2000-12-31,"6.01",188,"RW","Guelph Storm",23,3,2,5,0.22,2,0,0,0,0,1,4
"Connor McMichael","NO",2001-01-15,"6.00",181,"C","London Knights",11,2,3,5,0.45,-1,0,1,1,0,0,2
"Mason Millman","YES",2001-07-18,"6.01",180,"D","Saginaw Spirit",13,2,3,5,0.38,12,0,0,0,0,0,8
"Matvey Guskov","YES",2001-01-30,"6.01",179,"LW","London Knights",11,2,2,4,0.36,0,0,0,0,0,0,0
"Cole MacKay","NO",2001-06-13,"5.11",185,"RW","Sault Ste. Marie Greyhounds",11,1,3,4,0.36,-7,0,1,1,0,1,14
"Mitchell Brewer","NO",2001-03-20,"6.01",199,"D","Oshawa Generals",15,0,4,4,0.27,11,0,0,0,0,0,10
"Thomas Harley","NO",2001-08-19,"6.04",195,"D","Mississauga Steelheads",4,0,4,4,1,-3,0,2,2,0,0,4
"Tyler Angle","NO",2000-09-30,"5.10",172,"C","Windsor Spitfires",4,3,0,3,0.75,-1,1,0,1,0,0,0
"Joe Carroll","NO",2001-02-01,"6.03",192,"C","Sault Ste. Marie Greyhounds",8,2,1,3,0.38,3,0,0,0,0,0,10
"Tye Kartye","YES",2001-04-30,"6.01",199,"LW","Sault Ste. Marie Greyhounds",11,2,1,3,0.27,0,0,0,0,1,0,2
"Keean Washkurak","NO",2001-08-16,"5.10",190,"C","Mississauga Steelheads",2,1,2,3,1.5,1,0,1,1,0,0,9
"Lucas Peric","NO",2001-01-08,"6.00",180,"D","Ottawa 67's",16,1,2,3,0.19,5,0,0,0,0,0,6
"Mason Primeau","NO",2001-07-28,"6.06",210,"C","North Bay Battalion",5,1,2,3,0.6,0,0,0,0,0,0,4
"Andrew Perrott","NO",2001-08-24,"6.00",212,"D","Owen Sound Attack",5,0,3,3,0.6,0,0,0,0,0,0,2
"Daniel D'Amico","NO",2001-01-26,"5.10",197,"C","Windsor Spitfires",4,0,3,3,0.75,-1,0,0,0,0,0,2
"Justin McCombs","YES",2001-06-27,"5.09",144,"C","Sarnia Sting",4,2,0,2,0.5,0,0,0,0,0,0,0
"Arthur Kaliyev","NO",2001-06-26,"6.02",190,"LW","Hamilton Bulldogs",4,1,1,2,0.5,-8,1,0,1,0,0,0
"Louka Henault","NO",2001-01-31,"5.11",180,"D","Windsor Spitfires",4,1,1,2,0.5,-2,0,0,0,0,0,0
"Nick Robertson","NO",2001-09-11,"5.09",164,"LW","Peterborough Petes",5,1,1,2,0.4,-7,1,0,1,0,0,2
"Nikita Okhotyuk","NO",2000-12-04,"6.01",198,"D","Ottawa 67's",18,1,1,2,0.11,4,0,0,0,0,0,15
"Jacob LeGuerrier","NO",2000-11-22,"6.02",202,"D","Sault Ste. Marie Greyhounds",11,0,2,2,0.18,2,0,0,0,0,0,8
"Mike Petizian","NO",2001-02-20,"5.06",167,"LW","Kitchener Rangers",4,0,2,2,0.5,-5,0,0,0,0,0,2
"Nathan Staios","NO",2001-05-17,"5.10",178,"D","Windsor Spitfires",4,0,2,2,0.5,0,0,0,0,0,0,2
"Cole Schwindt","NO",2001-04-25,"6.03",186,"RW","Mississauga Steelheads",4,1,0,1,0.25,-5,1,0,1,0,0,2
"Mitchell Russell","NO",2001-03-06,"6.00",193,"RW","North Bay Battalion",5,1,0,1,0.2,-1,0,0,0,1,0,4
"Drew Wawrow","NO",2001-02-02,"5.11",180,"D","Sault Ste. Marie Greyhounds",11,0,1,1,0.09,1,0,0,0,0,0,0
"Erik Čermák","YES",2001-03-02,"5.11",154,"LW","Peterborough Petes",5,0,1,1,0.2,-2,0,0,0,0,0,0
"Harrison Caines","YES",2001-02-14,"6.00",173,"LW","North Bay Battalion",5,0,1,1,0.2,1,0,0,0,0,0,2
"Liam Ross","NO",2001-05-13,"6.02",203,"D","Sudbury Wolves",8,0,1,1,0.13,-3,0,0,0,0,0,2
"Mason Howard","YES",2001-02-03,"6.04",240,"D","Niagara IceDogs",9,0,1,1,0.11,1,0,0,0,0,0,4
"Michael Vukojevic","NO",2001-06-08,"6.03",210,"D","Kitchener Rangers",4,0,1,1,0.25,-4,0,0,0,0,0,6
