"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",15,2,0,2,0.13,15
"Jack Quinn",2001-09-19,"RW","Ottawa 67's",18,1,1,2,0.11,29
"Macauley Carson",1999-03-12,"LW","Sudbury Wolves",8,1,1,2,0.25,50
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",18,1,1,2,0.11,15
"Mitchell Brewer",2001-03-20,"D","Oshawa Generals",15,0,2,2,0.13,50
"Barrett Hayton",2000-06-09,"C","Sault Ste. Marie Greyhounds",11,1,0,1,0.09,6
"Cole Candella",1998-02-13,"D","Sudbury Wolves",8,1,0,1,0.12,20
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",17,1,0,1,0.06,8
"Ivan Lodnia",1999-08-31,"RW","Niagara IceDogs",11,1,0,1,0.09,7
"Josh Nelson",1999-05-27,"C","London Knights",11,1,0,1,0.09,33
"Justin Murray",1998-08-22,"D","Saginaw Spirit",13,1,0,1,0.08,14
"Mac Hollowell",1998-09-26,"D","Sault Ste. Marie Greyhounds",11,1,0,1,0.09,9
"Mason Millman",2001-07-18,"D","Saginaw Spirit",13,1,0,1,0.08,20
"Reagan O'Grady",1998-12-15,"D","Saginaw Spirit",13,1,0,1,0.08,17
"Ryan McGregor",1999-01-29,"C","Sarnia Sting",4,1,0,1,0.25,50
"Tyler Angle",2000-09-30,"C","Windsor Spitfires",4,1,0,1,0.25,33
"Zach Gallant",1999-03-06,"C","Peterborough Petes",5,1,0,1,0.2,33
"Brady Gilmour",1999-04-18,"C","Saginaw Spirit",17,0,1,1,0.06,6
"Camaryn Baber",2001-04-04,"C","Saginaw Spirit",17,0,1,1,0.06,14
"Chase Campbell",1998-06-24,"RW","Windsor Spitfires",4,0,1,1,0.25,100
"Franco Sproviero",1998-08-05,"C","Sarnia Sting",4,0,1,1,0.25,20
"Jack Studnicka",1999-02-18,"C","Niagara IceDogs",11,0,1,1,0.09,9
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",11,0,1,1,0.09,6
"Nathan Staios",2001-05-17,"D","Windsor Spitfires",4,0,1,1,0.25,50
"Nicholas Porco",2001-03-12,"LW","Saginaw Spirit",16,0,1,1,0.06,14
"Serron Noel",2000-08-08,"RW","Oshawa Generals",14,0,1,1,0.07,9
"Shane Bulitka",1999-07-09,"C","Sudbury Wolves",8,0,1,1,0.12,12
"Tye Kartye",2001-04-30,"LW","Sault Ste. Marie Greyhounds",11,0,1,1,0.09,33
"Adam Boqvist",2000-08-15,"D","London Knights",11,0,0,0,0,0
"Adam McMaster",2000-02-24,"C","Owen Sound Attack",5,0,0,0,0,0
"Adam Ruzicka",1999-05-11,"C","Sudbury Wolves",8,0,0,0,0,0
"Adam Timleck",1998-02-26,"RW","Peterborough Petes",5,0,0,0,0,0
