"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Marco Rossi",2001-09-23,"C","Ottawa 67's",17,6,16,22,1.29,1,3,7,1,0,18
"Cole Perfetti",2002-01-01,"LW","Saginaw Spirit",16,8,6,14,0.88,9,3,2,4,0,4
"Jaromir Pytlik",2001-09-25,"RW","Sault Ste. Marie Greyhounds",11,4,4,8,0.73,-4,1,1,0,0,6
"Quinton Byfield",2002-08-19,"C","Sudbury Wolves",8,3,5,8,1,-2,1,0,0,0,16
"Camaryn Baber",2001-04-04,"C","Saginaw Spirit",17,3,4,7,0.41,3,0,0,1,0,15
"Jack Quinn",2001-09-19,"RW","Ottawa 67's",18,3,4,7,0.39,2,0,0,2,0,0
"Ty Tullio",2002-04-05,"RW","Oshawa Generals",14,3,3,6,0.43,4,0,0,1,0,4
"Mason Millman",2001-07-18,"D","Saginaw Spirit",13,2,3,5,0.38,12,0,0,0,0,8
"Jack Thompson",2002-03-19,"D","Sudbury Wolves",8,1,4,5,0.63,-2,1,4,0,0,2
"Lleyton Moore",2002-02-27,"D","Oshawa Generals",15,0,5,5,0.33,5,0,0,0,0,2
"Alex Johnston",2001-11-19,"C","Sault Ste. Marie Greyhounds",11,3,1,4,0.36,-2,0,0,0,0,2
"Matvey Guskov",2001-01-30,"LW","London Knights",11,2,2,4,0.36,0,0,0,0,0,0
"Tye Kartye",2001-04-30,"LW","Sault Ste. Marie Greyhounds",11,2,1,3,0.27,0,0,0,1,0,2
"Will Cuylle",2002-02-05,"LW","Windsor Spitfires",4,2,1,3,0.75,-3,0,0,0,0,6
"Justin McCombs",2001-06-27,"C","Sarnia Sting",4,2,0,2,0.5,0,0,0,0,0,0
"Jacob Perreault",2002-04-15,"RW","Sarnia Sting",4,1,1,2,0.5,-3,0,0,0,0,2
"Antonio Stranges",2002-02-05,"LW","London Knights",11,0,2,2,0.18,0,0,0,0,0,2
"Nolan Seed",2002-04-24,"D","Owen Sound Attack",5,0,2,2,0.4,-5,0,2,0,0,0
"Ryan O'Rourke",2002-05-16,"D","Sault Ste. Marie Greyhounds",11,0,2,2,0.18,-4,0,0,0,0,4
"Cameron Tolnai",2002-02-14,"C","Ottawa 67's",4,1,0,1,0.25,0,0,0,0,0,2
"Dustin Hutton",2001-09-22,"LW","Peterborough Petes",5,1,0,1,0.2,-1,0,0,0,0,2
"Ethan Cardwell",2002-08-30,"RW","Saginaw Spirit",5,1,0,1,0.2,1,0,0,0,0,0
"Frank Jenkins",2002-09-25,"D","Hamilton Bulldogs",2,1,0,1,0.5,1,0,0,0,0,0
"James Hardie",2002-01-18,"LW","Mississauga Steelheads",4,1,0,1,0.25,0,0,0,0,0,2
"Alec Belanger",2002-05-29,"D","Ottawa 67's",6,0,1,1,0.17,0,0,0,0,0,0
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",4,0,1,1,0.25,0,0,0,0,0,0
"Callan Christner",2001-12-08,"LW","Mississauga Steelheads",4,0,1,1,0.25,0,0,0,0,0,7
"Erik Čermák",2001-03-02,"LW","Peterborough Petes",5,0,1,1,0.2,-2,0,0,0,0,0
"Harrison Caines",2001-02-14,"LW","North Bay Battalion",5,0,1,1,0.2,1,0,0,0,0,2
"Isaak Phillips",2001-09-28,"D","Sudbury Wolves",8,0,1,1,0.13,-2,0,0,0,0,6
"Jean-Luc Foudy",2002-05-13,"C","Windsor Spitfires",4,0,1,1,0.25,-2,0,0,0,0,2
"Logan Morrison",2002-07-09,"C","Hamilton Bulldogs",4,0,1,1,0.25,-2,0,1,0,0,0
"Mason Howard",2001-02-03,"D","Niagara IceDogs",9,0,1,1,0.11,1,0,0,0,0,4
"Arber Xhekaj",2001-01-30,"D","Kitchener Rangers",4,0,0,0,0,-1,0,0,0,0,2
"Ashton Reesor",2001-01-12,"D","Sarnia Sting",4,0,0,0,0,-2,0,0,0,0,0
"Cameron Peters",2002-07-09,"C","North Bay Battalion",5,0,0,0,0,0,0,0,0,0,2
"Charlie Callaghan",2002-06-11,"D","Mississauga Steelheads",4,0,0,0,0,0,0,0,0,0,0
"Cullen McLean",2001-02-10,"LW","Sault Ste. Marie Greyhounds",3,0,0,0,0,-1,0,0,0,0,2
"Daniil Chayka",2002-10-22,"D","Guelph Storm",20,0,0,0,0,0,0,0,0,0,0
"Danyk Drouin",2001-02-21,"C","Oshawa Generals",4,0,0,0,0,0,0,0,0,0,0
"Davis Young",2002-01-03,"C","Hamilton Bulldogs",2,0,0,0,0,0,0,0,0,0,0
"Donovan Sebrango",2002-01-12,"D","Kitchener Rangers",4,0,0,0,0,-3,0,0,0,0,2
"Dylan Robinson",2002-05-03,"D","Windsor Spitfires",4,0,0,0,0,-1,0,0,0,0,0
"Graham Dickerson",2001-02-19,"RW","Kitchener Rangers",4,0,0,0,0,-2,0,0,0,0,0
"Griffin Wilson",2001-05-30,"C","Owen Sound Attack",3,0,0,0,0,0,0,0,0,0,2
"Ian Lemieux",2002-02-13,"D","Saginaw Spirit",8,0,0,0,0,2,0,0,0,0,0
"Isaac Langdon",2002-05-22,"C","Kitchener Rangers",4,0,0,0,0,-2,0,0,0,0,0
