"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Owen Griffin","NO",2007-04-08,"5.10",175,"C","Oshawa Generals",21,16,13,29,1.38,7,4,5,9,1,3,9
"Kashawn Aitcheson","NO",2006-09-21,"6.02",203,"D","Barrie Colts",16,6,6,12,0.75,2,2,2,4,2,0,28
"Jake O'Brien","NO",2007-06-16,"6.02",177,"C","Brantford Bulldogs",11,3,8,11,1,1,2,2,4,1,0,6
"Jack Nesbitt","NO",2007-01-12,"6.04",189,"C","Windsor Spitfires",12,1,9,10,0.83,-5,0,6,6,0,0,30
"Malcolm Spence","NO",2006-09-22,"6.02",201,"LW","Erie Otters",9,4,5,9,1,-6,1,2,3,1,0,6
"Porter Martone","NO",2006-10-26,"6.03",208,"RW","Brampton Steelheads",6,4,5,9,1.5,3,3,3,6,0,1,10
"Tanner Lam","NO",2007-07-14,"5.10",160,"RW","Kitchener Rangers",16,4,4,8,0.5,9,1,0,1,1,0,6
"Noah Read","YES",2007-01-06,"6.00",170,"LW","London Knights",17,4,2,6,0.35,3,0,0,0,0,0,9
"Cameron Arquette","YES",2007-04-27,"5.08",170,"RW","Kitchener Rangers",16,1,4,5,0.31,2,1,0,1,0,0,2
"Henry Brzustewicz","NO",2007-02-09,"6.02",205,"D","London Knights",17,1,4,5,0.29,9,0,1,1,0,0,17
"Cameron Reid","NO",2007-04-08,"6.00",175,"LD","Kitchener Rangers",14,0,5,5,0.36,-5,0,2,2,0,0,2
"Tyler Hopkins","NO",2007-01-23,"6.01",197,"C","Kingston Frontenacs",11,0,5,5,0.45,0,0,0,0,0,0,10
"Travis Hayes","NO",2007-09-03,"5.11",172,"RW","Soo Greyhounds",5,3,1,4,0.8,0,1,0,1,0,0,8
"Brady Martin","NO",2007-03-16,"6.00",184,"C","Soo Greyhounds",5,2,2,4,0.8,-5,2,0,2,0,0,8
"Dylan Tsherna","NO",2007-02-22,"6.00",185,"RW","Brantford Bulldogs",10,2,2,4,0.4,4,0,0,0,1,0,8
"Lirim Amidovski","NO",2006-12-22,"6.01",175,"LW","North Bay Battalion",5,3,0,3,0.6,-1,0,0,0,0,0,2
"Carson Harmer","YES",2007-01-13,"5.10",195,"C","Saginaw Spirit",5,2,1,3,0.6,-2,0,0,0,0,0,0
"Michael Misa","NO",2007-02-16,"6.01",185,"C","Saginaw Spirit",4,2,1,3,0.75,-10,2,0,2,0,0,0
"Jacob Cloutier","YES",2007-03-22,"5.11",180,"RW","Saginaw Spirit",3,1,2,3,1,1,1,0,1,0,0,2
