"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Robby Mignardi","NO",10,1990-06-28,1990,"6.00",186,"RW","Owen Sound Attack",22,15,9,24,1.09,9,8,4,12,1,0,1,1,1,16,1
"Joey Hishon","NO",18,1991-10-20,1991,"5.10",175,"C","Owen Sound Attack",22,5,19,24,1.09,4,2,9,11,1,0,1,1,0,32,1
"Tom Kuhnhackl","NO",14,1992-01-21,1992,"6.02",183,"LW","Windsor Spitfires",18,11,12,23,1.28,11,4,3,7,0,0,0,2,1,10,1
"Devante Smith-Pelly","NO",23,1992-06-14,1992,"6.00",216,"LW","Mississauga St. Michaels Majors",20,15,6,21,1.05,11,6,0,6,0,0,0,2,0,16,1
"Garrett Wilson","NO",17,1991-03-16,1991,"6.03",206,"LW","Owen Sound Attack",22,11,10,21,0.95,3,5,2,7,0,1,1,2,0,28,1
"Alexander Khokhlachev","YES",89,1993-09-09,1993,"5.10",172,"C","Windsor Spitfires",18,9,11,20,1.11,11,2,4,6,0,0,0,1,0,8,1
"Maxim Kitsyn","NO",13,1991-12-24,1991,"6.02",183,"LW","Mississauga St. Michaels Majors",20,10,9,19,0.95,4,7,3,10,0,0,0,2,0,14,1
"Justin Shugg","NO",4,1991-12-24,1991,"5.11",185,"RW","Mississauga St. Michaels Majors",20,10,9,19,0.95,15,2,3,5,0,0,0,4,0,14,1
"Christian Thomas","NO",27,1992-05-26,1992,"5.09",170,"RW","Oshawa Generals",10,9,10,19,1.9,8,4,3,7,0,0,0,0,0,4,1
"Ryan Ellis","NO",6,1991-01-03,1991,"5.10",179,"D","Windsor Spitfires",18,6,13,19,1.06,9,2,3,5,0,0,0,2,0,12,1
"Casey Cizikas","NO",11,1991-02-27,1991,"6.00",185,"C","Mississauga St. Michaels Majors",16,5,14,19,1.19,11,1,4,5,0,0,0,1,0,14,1
"Jordan Mayer","NO",19,1991-08-24,1991,"5.10",184,"C","Mississauga St. Michaels Majors",20,9,9,18,0.9,2,3,4,7,0,0,0,1,1,4,1
"Taylor Carnevale","NO",77,1991-03-15,1991,"6.00",190,"C","Windsor Spitfires",18,5,13,18,1,1,0,5,5,0,1,1,0,0,6,1
"Andrew Shaw","NO",15,1991-07-20,1991,"5.11",180,"C","Owen Sound Attack",20,10,7,17,0.85,4,2,3,5,0,0,0,1,0,53,1
"Jake Carrick","NO",71,1990-09-11,1990,"5.11",180,"RW","Windsor Spitfires",18,9,7,16,0.89,9,2,3,5,0,0,0,0,0,45,1
"Rob Flick","NO",26,1991-03-28,1991,"6.02",208,"C","Mississauga St. Michaels Majors",20,8,8,16,0.8,5,2,4,6,0,0,0,2,0,34,1
"Zack Kassian","NO",19,1991-01-24,1991,"6.03",215,"RW","Windsor Spitfires",16,6,10,16,1,2,1,4,5,0,0,0,1,0,37,1
"Stephen Johnston","NO",10,1990-02-24,1990,"6.01",190,"C","Windsor Spitfires",18,6,10,16,0.89,-2,3,3,6,0,0,0,1,0,12,1
"Jesse Blacker","NO",12,1991-04-19,1991,"6.02",190,"D","Owen Sound Attack",22,5,11,16,0.73,7,3,5,8,0,1,1,2,0,14,1
"Dougie Hamilton","NO",27,1993-06-17,1993,"6.05",205,"D","Niagara IceDogs",14,4,12,16,1.14,7,3,3,6,0,0,0,0,0,16,1
"Josh Shalla","NO",25,1991-09-25,1991,"6.02",196,"LW","Saginaw Spirit",12,8,7,15,1.25,-2,5,2,7,0,0,0,2,0,8,1
"Mike Halmo","NO",28,1991-05-15,1991,"5.11",192,"LW","Owen Sound Attack",22,5,10,15,0.68,8,2,4,6,0,0,0,1,0,36,1
"Adrian Robertson","NO",20,1991-05-31,1991,"6.02",210,"D","Windsor Spitfires",18,3,12,15,0.83,7,1,6,7,0,0,0,0,0,29,1
"Matt Stanisz","NO",24,1990-05-19,1990,"6.01",200,"D","Owen Sound Attack",22,1,14,15,0.68,2,1,11,12,0,0,0,0,0,4,1
"Darren Archibald","NO",25,1990-02-09,1990,"6.03",210,"LW","Niagara IceDogs",14,10,4,14,1,6,2,2,4,0,0,0,1,0,6,1
"Michael Sgarbossa","NO",92,1992-07-25,1992,"5.11",175,"C","Sudbury Wolves",8,5,9,14,1.75,5,0,2,2,1,0,1,0,0,16,1
"Freddie Hamilton","NO",13,1992-01-01,1992,"6.01",190,"LW","Niagara IceDogs",14,4,10,14,1,-2,2,5,7,0,0,0,2,0,4,1
"Tyler G. Brown","NO",12,1990-02-07,1990,"6.02",180,"LW","Plymouth Whalers",11,3,11,14,1.27,-1,0,5,5,2,0,2,1,1,8,1
"Joshua Leivo","YES",27,1993-05-26,1993,"6.01",191,"LW","Sudbury Wolves",8,6,7,13,1.63,6,1,0,1,1,0,1,0,0,4,1
"Andrew Agozzino","NO",9,1991-01-03,1991,"5.10",187,"C","Niagara IceDogs",14,6,7,13,0.93,4,4,1,5,0,0,0,0,1,19,1
"Liam Heelis","NO",37,1990-09-28,1990,"6.01",190,"RW","Owen Sound Attack",22,5,8,13,0.59,9,1,0,1,0,0,0,0,1,35,1
"Jordan Szwarz","NO",10,1991-05-14,1991,"6.00",189,"RW","Saginaw Spirit",12,4,9,13,1.08,-3,1,4,5,1,0,1,0,0,8,1
"Phil Varone","NO",22,1990-12-04,1990,"5.10",180,"C","Erie Otters",7,3,10,13,1.86,-5,2,4,6,1,0,1,0,0,4,1
"Brett Flemming","NO",10,1991-02-26,1991,"5.11",184,"D","Mississauga St. Michaels Majors",20,1,12,13,0.65,7,0,8,8,0,0,0,0,0,28,1
"Eric O'Dell","NO",91,1990-06-21,1990,"6.01",181,"C","Sudbury Wolves",8,7,5,12,1.5,2,1,3,4,1,0,1,0,1,15,1
"Boone Jenner","NO",22,1993-06-15,1993,"6.02",204,"C","Oshawa Generals",10,7,5,12,1.2,1,3,2,5,0,0,0,1,0,14,1
"Ryan Strome","NO",18,1993-07-11,1993,"6.01",192,"C","Niagara IceDogs",14,6,6,12,0.86,-4,1,5,6,0,0,0,2,0,19,1
"Jason Wilson","NO",15,1990-04-15,1990,"6.03",208,"LW","Niagara IceDogs",14,5,7,12,0.86,-1,2,1,3,0,0,0,2,0,19,1
"Kenny Ryan","NO",26,1991-07-10,1991,"6.00",210,"RW","Windsor Spitfires",18,4,8,12,0.67,-5,0,1,1,0,0,0,0,1,25,1
"Riley Brace","NO",25,1992-03-07,1992,"5.11",182,"LW","Mississauga St. Michaels Majors",20,4,8,12,0.6,4,1,1,2,0,0,0,0,1,16,1
"Matt Petgrave","NO",22,1992-01-29,1992,"6.01",190,"D","Owen Sound Attack",22,4,8,12,0.55,10,1,3,4,0,0,0,1,0,26,1
"Brandon Saad","NO",22,1992-10-27,1992,"6.03",206,"LW","Saginaw Spirit",12,3,9,12,1,1,0,3,3,0,0,0,0,0,10,1
"Tony DeHart","NO",7,1990-03-20,1990,"6.01",205,"D","Oshawa Generals",10,2,10,12,1.2,4,1,4,5,0,0,0,0,0,0,1
"Stuart Percy","NO",5,1993-05-18,1993,"6.01",196,"D","Mississauga St. Michaels Majors",20,2,10,12,0.6,11,1,8,9,0,0,0,0,0,14,1
"Calvin de Haan","NO",24,1991-05-09,1991,"6.01",189,"D","Oshawa Generals",10,1,11,12,1.2,3,1,6,7,0,0,0,0,0,6,1
"Nicklas Jensen","YES",17,1993-03-06,1993,"6.03",187,"RW","Oshawa Generals",10,7,4,11,1.1,2,2,1,3,0,0,0,1,0,2,1
"Stefan Noesen","NO",11,1993-02-12,1993,"6.02",205,"RW","Plymouth Whalers",11,6,5,11,1,-4,3,0,3,0,0,0,1,0,16,1
"Vincent Trocheck","NO",89,1993-07-11,1993,"6.00",190,"C","Saginaw Spirit",12,6,5,11,0.92,-1,1,2,3,0,0,0,3,0,4,1
"Chris DeSousa","NO",28,1990-10-19,1990,"5.09",196,"LW","Mississauga St. Michaels Majors",20,4,7,11,0.55,8,0,0,0,0,0,0,0,1,13,1
"Andy Andreoff","NO",15,1991-05-17,1991,"6.01",204,"LW","Oshawa Generals",10,3,8,11,1.1,3,0,3,3,0,0,0,1,0,16,1
"Ryan Murphy","NO",24,1993-03-31,1993,"5.11",179,"D","Kitchener Rangers",7,2,9,11,1.57,1,2,4,6,0,0,0,2,0,8,1
"Alex Friesen","NO",8,1991-01-30,1991,"5.10",186,"C","Niagara IceDogs",14,2,9,11,0.79,7,0,5,5,0,0,0,0,0,19,1
"Geoffrey Schemitsch","NO",26,1992-04-01,1992,"6.02",189,"D","Owen Sound Attack",20,1,10,11,0.55,4,1,3,4,0,0,0,1,0,2,1
"Anthony Luciani","NO",11,1990-05-13,1990,"5.08",185,"RW","Erie Otters",7,7,3,10,1.43,-4,1,0,1,0,0,0,2,0,12,1
"Gabriel Landeskog","NO",92,1992-11-23,1992,"6.01",207,"RW","Kitchener Rangers",7,6,4,10,1.43,1,2,0,2,1,0,1,0,1,4,1
"Jarrod Maidens","YES",7,1994-03-04,1994,"6.01",179,"C","Owen Sound Attack",22,6,4,10,0.45,7,1,0,1,0,0,0,1,0,13,1
"Michael Latta","NO",17,1991-05-25,1991,"6.00",213,"C","Guelph Storm",6,5,5,10,1.67,-3,4,3,7,0,0,0,0,0,11,1
"Andrey Kuchin","NO",21,1991-02-11,1991,"5.10",201,"C","Sudbury Wolves",8,5,5,10,1.25,5,1,2,3,0,0,0,1,0,6,1
"Ivan Telegin","NO",24,1992-02-28,1992,"6.04",185,"C","Saginaw Spirit",12,2,8,10,0.83,-3,1,2,3,0,0,0,0,0,8,1
"Jerry D'Amigo","NO",29,1991-02-19,1991,"5.11",213,"LW","Kitchener Rangers",7,6,3,9,1.29,1,1,0,1,0,0,0,0,1,0,1
