"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Tyler G. Brown",1990-02-07,"LW","Plymouth Whalers",11,2,0,2,0.18,14
"Tyler Toffoli",1992-04-24,"RW","Ottawa 67's",4,1,1,2,0.5,25
"Brady Vail",1994-03-11,"LW","Windsor Spitfires",16,1,0,1,0.06,25
"Corey Bureau",1991-04-23,"RW","Mississauga St. Michaels Majors",12,1,0,1,0.08,25
"Craig Duininck",1993-04-29,"D","Windsor Spitfires",18,1,0,1,0.06,25
"Eric O'Dell",1990-06-21,"C","Sudbury Wolves",8,1,0,1,0.12,8
"Gabriel Landeskog",1992-11-23,"RW","Kitchener Rangers",7,1,0,1,0.14,10
"Joey Hishon",1991-10-20,"C","Owen Sound Attack",22,1,0,1,0.05,4
"Jordan Szwarz",1991-05-14,"RW","Saginaw Spirit",12,1,0,1,0.08,8
"Joseph Cramarossa",1992-10-26,"C","Mississauga St. Michaels Majors",14,1,0,1,0.07,25
"Joshua Leivo",1993-05-26,"LW","Sudbury Wolves",8,1,0,1,0.12,8
"Michael Sgarbossa",1992-07-25,"C","Sudbury Wolves",8,1,0,1,0.12,7
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",5,1,0,1,0.2,20
"Phil Varone",1990-12-04,"C","Erie Otters",7,1,0,1,0.14,8
"Robby Mignardi",1990-06-28,"RW","Owen Sound Attack",22,1,0,1,0.05,4
"Ryan Martindale",1991-10-27,"C","Ottawa 67's",4,1,0,1,0.25,20
"Andrew Crescenzi",1992-07-29,"C","Kitchener Rangers",7,0,1,1,0.14,50
"Brett Thompson",1991-01-31,"C","Erie Otters",7,0,1,1,0.14,20
"Cody Sol",1991-02-11,"D","Kitchener Rangers",7,0,1,1,0.14,33
"David Shields",1991-01-27,"D","Erie Otters",7,0,1,1,0.14,20
"Garrett Wilson",1991-03-16,"LW","Owen Sound Attack",22,0,1,1,0.05,5
"Gregory Jambrosich",1993-08-12,"C","Sudbury Wolves",8,0,1,1,0.12,33
"Jesse Blacker",1991-04-19,"D","Owen Sound Attack",22,0,1,1,0.05,6
"Josh McFadden",1991-05-23,"D","Sudbury Wolves",8,0,1,1,0.12,17
"Mike Lomas",1990-08-16,"LW","Sudbury Wolves",8,0,1,1,0.12,11
"Ryan O'Connor",1992-01-12,"D","Saginaw Spirit",12,0,1,1,0.08,12
"Saverio Posa",1992-01-05,"D","Windsor Spitfires",18,0,1,1,0.06,14
"Taylor Carnevale",1991-03-15,"C","Windsor Spitfires",18,0,1,1,0.06,6
"Zack MacQueen",1991-08-29,"C","Windsor Spitfires",18,0,1,1,0.06,33
"Adam Bignell",1994-03-24,"D","Belleville Bulls",4,0,0,0,0,NA
"Adam Lloyd",1994-02-13,"RW","Brampton Battalion",1,0,0,0,0,NA
"Adam Payerl",1991-03-04,"C","Belleville Bulls",4,0,0,0,0,NA
"Adam Pelech",1994-08-16,"D","Erie Otters",7,0,0,0,0,0
"Adam Restoule",1993-02-21,"LW","Plymouth Whalers",7,0,0,0,0,NA
"Adam Sedlak",1991-09-21,"D","Ottawa 67's",4,0,0,0,0,0
"Adrian Robertson",1991-05-31,"D","Windsor Spitfires",18,0,0,0,0,0
"Alain Berger",1990-12-27,"LW","Oshawa Generals",10,0,0,0,0,0
"Alex Aleardi",1992-07-30,"C","Plymouth Whalers",11,0,0,0,0,0
"Alex Basso",1993-06-15,"D","Belleville Bulls",4,0,0,0,0,NA
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",14,0,0,0,0,0
"Alex Gudbranson",1994-09-03,"D","Kingston Frontenacs",5,0,0,0,0,0
"Alex O'Neil",1992-06-04,"LW","Brampton Battalion",4,0,0,0,0,NA
"Alexander Khokhlachev",1993-09-09,"C","Windsor Spitfires",18,0,0,0,0,0
"Andreas Athanasiou",1994-08-06,"LW","London Knights",6,0,0,0,0,NA
"Andreas Tsogkas",1993-08-13,"C","Brampton Battalion",2,0,0,0,0,NA
"Andrew Agozzino",1991-01-03,"C","Niagara IceDogs",14,0,0,0,0,0
"Andrew Fritsch",1993-03-24,"LW","Owen Sound Attack",7,0,0,0,0,0
"Andrew Shaw",1991-07-20,"C","Owen Sound Attack",20,0,0,0,0,0
"Andrew Yogan",1991-12-04,"C","Erie Otters",3,0,0,0,0,0
"Andrey Kuchin",1991-02-11,"C","Sudbury Wolves",8,0,0,0,0,0
"Andrey Pedan",1993-07-03,"D","Guelph Storm",6,0,0,0,0,0
"Andy Andreoff",1991-05-17,"LW","Oshawa Generals",10,0,0,0,0,0
"Andy Bathgate",1991-02-26,"C","Belleville Bulls",4,0,0,0,0,NA
"Anthony Camara",1993-09-04,"LW","Saginaw Spirit",12,0,0,0,0,0
"Anthony Luciani",1990-05-13,"RW","Erie Otters",7,0,0,0,0,0
"Austen Brassard",1993-01-14,"RW","Belleville Bulls",4,0,0,0,0,0
"Austin Levi",1992-02-16,"D","Plymouth Whalers",11,0,0,0,0,0
"Barclay Goodrow",1993-02-26,"LW","Brampton Battalion",4,0,0,0,0,NA
"Beau Schmitz",1991-03-26,"D","Plymouth Whalers",11,0,0,0,0,0
"Ben Chiarot",1991-05-09,"D","Saginaw Spirit",12,0,0,0,0,0
"Ben Dubois",1991-03-17,"LW","Ottawa 67's",4,0,0,0,0,0
"Ben Thomson",1993-01-16,"LW","Kitchener Rangers",7,0,0,0,0,0
"Bjorn Krupp",1991-03-06,"D","Belleville Bulls",4,0,0,0,0,NA
"Boone Jenner",1993-06-15,"C","Oshawa Generals",10,0,0,0,0,0
"Brad Walch",1991-01-24,"D","Saginaw Spirit",12,0,0,0,0,0
"Brady Austin",1993-06-16,"D","Erie Otters",7,0,0,0,0,NA
"Braeden Corbeth",1992-06-14,"C","Belleville Bulls",3,0,0,0,0,NA
"Branden Morris",1992-03-31,"D","Belleville Bulls",4,0,0,0,0,NA
"Brandon Archibald",1992-03-31,"D","Saginaw Spirit",8,0,0,0,0,NA
"Brandon Saad",1992-10-27,"LW","Saginaw Spirit",12,0,0,0,0,0
"Brayden Rose",1993-01-29,"D","Owen Sound Attack",2,0,0,0,0,NA
"Brendan Childerley",1992-06-22,"RW","Owen Sound Attack",22,0,0,0,0,0
"Brendan Gaunce",1994-03-25,"C","Belleville Bulls",4,0,0,0,0,NA
"Brett Appio",1991-04-26,"LW","Erie Otters",7,0,0,0,0,0
"Brett Cook",1991-03-21,"D","Erie Otters",7,0,0,0,0,0
"Brett Flemming",1991-02-26,"D","Mississauga St. Michaels Majors",20,0,0,0,0,0
"Brett Gustavsen",1994-03-13,"LW","Ottawa 67's",3,0,0,0,0,NA
"Brett Mackie",1991-05-25,"LW","Belleville Bulls",4,0,0,0,0,NA
"Brock McGinn",1994-02-02,"LW","Guelph Storm",6,0,0,0,0,NA
"Brody Silk",1994-11-30,"C","Sudbury Wolves",8,0,0,0,0,NA
"Calvin de Haan",1991-05-09,"D","Oshawa Generals",10,0,0,0,0,0
"Cameron Brace",1993-04-08,"RW","Owen Sound Attack",19,0,0,0,0,0
"Cameron Wind",1992-01-25,"D","Brampton Battalion",4,0,0,0,0,0
"Carter Sandlak",1993-05-18,"LW","Belleville Bulls",4,0,0,0,0,0
