"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Alexander Khokhlachev","YES",1993-09-09,"5.10",172,"C","Windsor Spitfires",18,9,11,20,1.11,11,2,4,6,1,0,8
"Dougie Hamilton","NO",1993-06-17,"6.05",205,"D","Niagara IceDogs",14,4,12,16,1.14,7,3,3,6,0,0,16
"Joshua Leivo","YES",1993-05-26,"6.01",191,"LW","Sudbury Wolves",8,6,7,13,1.63,6,1,0,1,0,0,4
"Boone Jenner","NO",1993-06-15,"6.02",204,"C","Oshawa Generals",10,7,5,12,1.2,1,3,2,5,1,0,14
"Ryan Strome","NO",1993-07-11,"6.01",192,"C","Niagara IceDogs",14,6,6,12,0.86,-4,1,5,6,2,0,19
"Brandon Saad","NO",1992-10-27,"6.03",206,"LW","Saginaw Spirit",12,3,9,12,1,1,0,3,3,0,0,10
"Stuart Percy","NO",1993-05-18,"6.01",196,"D","Mississauga St. Michaels Majors",20,2,10,12,0.6,11,1,8,9,0,0,14
"Nicklas Jensen","YES",1993-03-06,"6.03",187,"RW","Oshawa Generals",10,7,4,11,1.1,2,2,1,3,1,0,2
"Stefan Noesen","NO",1993-02-12,"6.02",205,"RW","Plymouth Whalers",11,6,5,11,1,-4,3,0,3,1,0,16
"Vincent Trocheck","NO",1993-07-11,"6.00",190,"C","Saginaw Spirit",12,6,5,11,0.92,-1,1,2,3,3,0,4
"Ryan Murphy","NO",1993-03-31,"5.11",179,"D","Kitchener Rangers",7,2,9,11,1.57,1,2,4,6,2,0,8
"Gabriel Landeskog","NO",1992-11-23,"6.01",207,"RW","Kitchener Rangers",7,6,4,10,1.43,1,2,0,2,0,1,4
"Lucas Lessio","YES",1993-01-23,"6.01",202,"LW","Oshawa Generals",10,5,4,9,0.9,-1,3,1,4,1,0,6
"Cameron Brace","YES",1993-04-08,"5.10",175,"RW","Owen Sound Attack",19,2,7,9,0.47,5,0,0,0,2,0,8
"Andrey Pedan","YES",1993-07-03,"6.04",211,"D","Guelph Storm",6,0,8,8,1.33,1,0,3,3,0,0,8
"Seth Griffith","NO",1993-01-04,"5.11",185,"RW","London Knights",6,3,4,7,1.17,-2,3,3,6,0,0,6
"Zack Mitchell","NO",1993-01-07,"6.00",184,"RW","Guelph Storm",6,1,6,7,1.17,3,1,1,2,0,0,2
"Mika Partanen","NO",1992-10-18,"6.02",202,"LW","Mississauga St. Michaels Majors",15,2,4,6,0.4,3,0,0,0,1,0,8
"Dylan DeMelo","NO",1993-05-01,"6.00",200,"D","Mississauga St. Michaels Majors",20,1,4,5,0.25,10,0,1,1,0,0,15
"Frank Corrado","NO",1993-03-26,"6.01",191,"D","Sudbury Wolves",8,1,4,5,0.63,0,0,2,2,0,0,8
"Josh Graves","NO",1992-09-26,"6.02",188,"LW","Oshawa Generals",9,1,4,5,0.56,-3,0,1,1,0,0,0
"Vladislav Namestnikov","NO",1992-11-22,"6.00",175,"C","London Knights",6,1,4,5,0.83,-1,0,4,4,1,0,6
"Joseph Cramarossa","NO",1992-10-26,"6.01",192,"C","Mississauga St. Michaels Majors",14,2,2,4,0.29,5,0,0,0,0,0,6
"Craig Duininck","NO",1993-04-29,"6.01",190,"D","Windsor Spitfires",18,1,3,4,0.22,-6,0,1,1,0,0,6
"Mitchell Theoret","NO",1993-06-08,"6.02",210,"LW","Niagara IceDogs",14,2,1,3,0.21,-4,0,1,1,1,0,2
"Cody McNaughton","NO",1992-10-16,"5.10",185,"RW","Guelph Storm",4,1,2,3,0.75,-1,0,2,2,0,0,14
"Dario Trutmann","NO",1992-09-17,"6.00",190,"D","Plymouth Whalers",11,1,2,3,0.27,-4,0,0,0,0,0,8
"Garrett Meurs","NO",1993-01-12,"6.00",175,"RW","Plymouth Whalers",11,1,2,3,0.27,1,0,0,0,0,0,8
"Milan Doudera","YES",1993-01-01,"6.00",186,"D","Niagara IceDogs",11,1,2,3,0.27,0,1,0,1,0,0,0
"Gregory Jambrosich","NO",1993-08-12,"6.01",182,"C","Sudbury Wolves",8,0,3,3,0.38,-1,0,0,0,0,0,2
"Keevin Cutting","NO",1992-09-22,"6.01",188,"D","Owen Sound Attack",22,2,0,2,0.09,6,0,0,0,0,0,18
"Charlie Dodero","NO",1992-10-01,"6.02",200,"D","Sudbury Wolves",8,1,1,2,0.25,0,0,0,0,1,0,4
"Steven Janes","NO",1993-02-24,"6.04",203,"RW","Ottawa 67's",4,1,1,2,0.5,-1,0,0,0,0,0,2
"Andrew Fritsch","NO",1993-03-24,"6.00",198,"LW","Owen Sound Attack",7,0,2,2,0.29,3,0,0,0,0,0,2
"Colin Suellentrop","NO",1993-06-10,"6.01",205,"D","Oshawa Generals",10,0,2,2,0.2,0,0,1,1,0,0,6
"Tobias Rieder","YES",1993-01-10,"5.11",179,"RW","Kitchener Rangers",7,0,2,2,0.29,-1,0,0,0,0,0,4
"Austen Brassard","NO",1993-01-14,"6.02",207,"RW","Belleville Bulls",4,1,0,1,0.25,-1,0,0,0,0,0,4
"Michael Whaley","NO",1993-04-11,"5.10",160,"C","Plymouth Whalers",11,1,0,1,0.09,0,0,0,0,0,0,6
"Shane Prince","NO",1992-11-16,"5.11",190,"LW","Ottawa 67's",3,1,0,1,0.33,-6,0,0,0,0,0,0
"Zach Bell","NO",1993-02-13,"6.02",233,"D","Brampton Battalion",4,1,0,1,0.25,-4,0,0,0,0,0,0
"Anthony Camara","NO",1993-09-04,"6.01",194,"LW","Saginaw Spirit",12,0,1,1,0.08,-4,0,0,0,0,0,25
"Ben Thomson","NO",1993-01-16,"6.04",220,"LW","Kitchener Rangers",7,0,1,1,0.14,0,0,0,0,0,0,0
"Carter Sandlak","NO",1993-05-18,"6.02",200,"LW","Belleville Bulls",4,0,1,1,0.25,-3,0,0,0,0,0,7
"Danny Elser","YES",1993-03-18,"5.11",171,"LW","London Knights",2,0,1,1,0.5,0,0,0,0,0,0,2
"Jimmy McDowell","NO",1993-04-23,"6.00",200,"D","Oshawa Generals",9,0,1,1,0.11,0,0,1,1,0,0,2
"Justin Sefton","NO",1993-04-14,"6.03",226,"D","Sudbury Wolves",8,0,1,1,0.13,1,0,0,0,0,0,2
"Kyle Hope","NO",1993-04-20,"6.02",197,"LW","Oshawa Generals",9,0,1,1,0.11,-2,0,0,0,0,0,0
"Michael Curtis","NO",1993-01-26,"6.00",193,"LW","Belleville Bulls",2,0,1,1,0.5,0,0,0,0,0,0,0
"Ryan Davidson","NO",1993-01-15,"5.11",181,"C","Kingston Frontenacs",2,0,1,1,0.5,-2,0,0,0,0,0,7
"Scott Harrington","NO",1993-03-10,"6.01",202,"D","London Knights",6,0,1,1,0.17,-5,0,0,0,0,0,0
"Adam Restoule","YES",1993-02-21,"6.03",217,"LW","Plymouth Whalers",7,0,0,0,0,0,0,0,0,0,0,0
