"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Alex Basso","NO",1993-06-15,"6.01",184,"D","Belleville Bulls",4,0,0,0,0,-3,0,0,0,0,0,2
"Andreas Tsogkas","YES",1993-08-13,"5.11",174,"C","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0,0
"Barclay Goodrow","NO",1993-02-26,"6.02",214,"LW","Brampton Battalion",4,0,0,0,0,-6,0,0,0,0,0,2
"Brady Austin","NO",1993-06-16,"6.04",225,"D","Erie Otters",7,0,0,0,0,2,0,0,0,0,0,0
"Brayden Rose","YES",1993-01-29,"5.11",193,"D","Owen Sound Attack",2,0,0,0,0,-1,0,0,0,0,0,0
"Curtis Crombeen","NO",1993-02-12,"5.11",178,"D","Plymouth Whalers",11,0,0,0,0,-2,0,0,0,0,0,0
"Dalton Young","YES",1993-07-14,"6.02",170,"D","Saginaw Spirit",4,0,0,0,0,-1,0,0,0,0,0,0
"Dylan MacDonald","YES",1993-03-05,"6.00",190,"D","Plymouth Whalers",1,0,0,0,0,0,0,0,0,0,0,0
"Emerson Clark","NO",1992-12-17,"5.09",187,"LW","Oshawa Generals",7,0,0,0,0,0,0,0,0,0,0,14
"Eric Ming","YES",1993-03-31,"5.10",195,"RW","Kitchener Rangers",7,0,0,0,0,0,0,0,0,0,0,5
"Jake Worrad","NO",1993-01-10,"6.00",194,"D","London Knights",6,0,0,0,0,-1,0,0,0,0,0,6
"Jan Kaminsky","NO",1992-10-05,"6.00",173,"RW","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,0,0
"Jordan Auld","YES",1993-01-16,"6.02",190,"D","Brampton Battalion",4,0,0,0,0,-5,0,0,0,0,0,0
"Kris Grant","YES",1993-05-25,"5.10",160,"D","Erie Otters",4,0,0,0,0,0,0,0,0,0,0,0
"Michael Moffat","YES",1993-06-12,"6.01",220,"D","London Knights",2,0,0,0,0,0,0,0,0,0,0,2
"Nicholas Foglia","YES",1993-03-28,"5.09",181,"RW","Ottawa 67's",3,0,0,0,0,-2,0,0,0,0,0,2
"Nick Malysa","NO",1993-04-11,"5.11",190,"D","Plymouth Whalers",11,0,0,0,0,2,0,0,0,0,0,11
"Remy Giftopoulos","YES",1993-01-13,"6.02",204,"LW","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0,2
"Rickard Rakell","YES",1993-05-05,"6.01",195,"C","Plymouth Whalers",1,0,0,0,0,0,0,0,0,0,0,0
"Scott Simmonds","YES",1993-08-29,"6.01",196,"LW","Belleville Bulls",4,0,0,0,0,-1,0,0,0,0,0,0
"Spencer Abraham","YES",1993-03-18,"5.11",178,"D","Brampton Battalion",4,0,0,0,0,0,0,0,0,0,0,4
"Steven Strong","NO",1993-02-16,"6.01",188,"D","Belleville Bulls",2,0,0,0,0,-1,0,0,0,0,0,2
"Tyler Ferry","NO",1992-12-09,"5.10",185,"D","London Knights",2,0,0,0,0,-1,0,0,0,0,0,0
"Zach Lorentz","YES",1993-01-19,"6.00",195,"C","Kitchener Rangers",1,0,0,0,0,0,0,0,0,0,0,0
