"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Alexander Khokhlachev",1993-09-09,"C","Windsor Spitfires",18,9,11,20,1.11,11,2,4,1,0,8
"Joshua Leivo",1993-05-26,"LW","Sudbury Wolves",8,6,7,13,1.63,6,1,0,0,0,4
"Nicklas Jensen",1993-03-06,"RW","Oshawa Generals",10,7,4,11,1.1,2,2,1,1,0,2
"Jarrod Maidens",1994-03-04,"C","Owen Sound Attack",22,6,4,10,0.45,7,1,0,1,0,13
"Lucas Lessio",1993-01-23,"LW","Oshawa Generals",10,5,4,9,0.9,-1,3,1,1,0,6
"Cameron Brace",1993-04-08,"RW","Owen Sound Attack",19,2,7,9,0.47,5,0,0,2,0,8
"Jesse Graham",1994-05-13,"D","Niagara IceDogs",14,1,8,9,0.64,7,0,2,0,0,8
"Andrey Pedan",1993-07-03,"D","Guelph Storm",6,0,8,8,1.33,1,0,3,0,0,8
"Kerby Rychel",1994-10-07,"LW","Windsor Spitfires",18,2,4,6,0.33,-4,0,0,0,0,14
"Mathew Campagna",1994-03-09,"C","Sudbury Wolves",8,0,5,5,0.63,1,0,1,0,0,4
"Brady Vail",1994-03-11,"LW","Windsor Spitfires",16,4,0,4,0.25,-2,0,0,0,0,4
"Sean Monahan",1994-10-12,"C","Ottawa 67's",4,2,2,4,1,-1,0,1,0,0,0
"Ryan Rupert",1994-06-02,"C","London Knights",6,2,1,3,0.5,-4,2,1,0,0,6
"Gemel Smith",1994-04-16,"C","Owen Sound Attack",21,1,2,3,0.14,1,0,0,1,0,2
"Milan Doudera",1993-01-01,"D","Niagara IceDogs",11,1,2,3,0.27,0,1,0,0,0,0
"Nick Ebert",1994-05-11,"D","Windsor Spitfires",18,1,2,3,0.17,-2,1,1,0,0,6
"Matt Finn",1994-02-24,"D","Guelph Storm",5,0,3,3,0.6,3,0,0,0,0,0
"Matt Rupert",1994-06-02,"LW","London Knights",6,2,0,2,0.33,-3,1,0,1,0,4
"Frank Schumacher",1993-10-12,"D","Sudbury Wolves",8,1,1,2,0.25,4,0,0,0,0,6
"Scott Laughton",1994-05-30,"C","Oshawa Generals",10,1,1,2,0.2,-2,0,1,0,0,11
"Adam Pelech",1994-08-16,"D","Erie Otters",7,0,2,2,0.29,-4,0,0,0,0,2
"Tobias Rieder",1993-01-10,"RW","Kitchener Rangers",7,0,2,2,0.29,-1,0,0,0,0,4
"Cody Payne",1994-01-14,"C","Oshawa Generals",2,1,0,1,0.5,0,1,0,0,0,0
"Scott Kosmachuk",1994-01-24,"RW","Guelph Storm",6,1,0,1,0.17,3,0,0,0,0,5
"Alex Gudbranson",1994-09-03,"D","Kingston Frontenacs",5,0,1,1,0.2,-2,0,0,0,0,0
"Chris Tierney",1994-07-01,"C","London Knights",4,0,1,1,0.25,-2,0,0,0,0,0
"Danny Elser",1993-03-18,"LW","London Knights",2,0,1,1,0.5,0,0,0,0,0,2
"Dylan Staples",1994-04-01,"RW","Kingston Frontenacs",2,0,1,1,0.5,-2,0,0,0,0,0
"Justin Kea",1994-02-07,"C","Saginaw Spirit",10,0,1,1,0.1,-1,0,0,0,0,0
"Luke Cairns",1994-05-29,"C","Erie Otters",6,0,1,1,0.17,-2,0,1,0,0,2
"Terry Trafford",1994-02-14,"C","Saginaw Spirit",6,0,1,1,0.17,1,0,0,0,0,0
"Adam Lloyd",1994-02-13,"RW","Brampton Battalion",1,0,0,0,0,0,0,0,0,0,0
"Adam Restoule",1993-02-21,"LW","Plymouth Whalers",7,0,0,0,0,0,0,0,0,0,0
"Andreas Athanasiou",1994-08-06,"LW","London Knights",6,0,0,0,0,-1,0,0,0,0,0
"Andreas Tsogkas",1993-08-13,"C","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0
"Brayden Rose",1993-01-29,"D","Owen Sound Attack",2,0,0,0,0,-1,0,0,0,0,0
