"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Tyler Seguin","NO",9,1992-01-31,1992,"6.01",186,"C","Plymouth Whalers",63,48,58,106,1.68,17,13,30,43,0,0,0,7,1,54,1
"Taylor Hall","NO",4,1991-11-14,1991,"6.01",185,"LW","Windsor Spitfires",57,40,66,106,1.86,46,14,32,46,4,1,5,2,3,56,1
"Luke Pither","NO",9,1989-04-26,1989,"6.00",194,"C","Barrie Colts",67,36,58,94,1.4,39,18,19,37,1,0,1,7,1,44,1
"Taylor Beck","NO",19,1991-05-13,1991,"6.02",203,"RW","Guelph Storm",61,39,54,93,1.52,19,16,19,35,1,1,2,5,0,54,1
"Nazem Kadri","NO",91,1990-10-06,1990,"6.00",177,"C","London Knights",56,35,58,93,1.66,26,11,24,35,3,4,7,7,1,105,1
"Zack Torquato","NO",22,1989-06-08,1989,"5.11",205,"C","Erie Otters",68,31,62,93,1.37,21,7,16,23,2,3,5,5,1,72,1
"Jeff Skinner","NO",53,1992-05-16,1992,"5.10",197,"C","Kitchener Rangers",64,50,40,90,1.41,7,21,23,44,1,1,2,9,4,72,1
"Chris MacKinnon","NO",27,1989-07-07,1989,"5.08",185,"LW","Kitchener Rangers",64,29,61,90,1.41,5,15,30,45,1,0,1,1,1,78,1
"Jordan Skellett","NO",23,1989-11-22,1989,"5.11",203,"C","Saginaw Spirit",66,26,62,88,1.33,2,8,21,29,0,1,1,5,1,16,1
"Mike Cazzola","NO",13,1991-03-08,1991,"5.07",175,"C","Erie Otters",68,36,50,86,1.26,22,5,16,21,2,2,4,4,2,74,1
"Greg McKegg","NO",14,1992-06-17,1992,"6.00",200,"C","Erie Otters",67,37,48,85,1.27,18,16,13,29,2,3,5,6,0,32,1
"Jeremy Morin","NO",61,1991-04-16,1991,"6.01",192,"LW","Kitchener Rangers",58,47,36,83,1.43,4,23,16,39,0,0,0,4,4,76,1
"Cody Lindsay","NO",34,1990-05-29,1990,"5.09",180,"C","Ottawa 67's",68,39,43,82,1.21,32,3,16,19,2,0,2,11,1,57,1
"Alex Hutchings","NO",10,1990-11-07,1990,"5.10",179,"RW","Barrie Colts",68,47,34,81,1.19,44,8,12,20,11,2,13,11,1,58,1
"Peter Holland","NO",13,1991-01-14,1991,"6.02",198,"C","Guelph Storm",59,30,50,80,1.36,-7,9,23,32,2,1,3,3,0,40,1
"Jason Akeson","NO",19,1990-06-03,1990,"5.11",183,"RW","Kitchener Rangers",65,24,56,80,1.23,8,7,28,35,1,1,2,7,2,24,1
"Justin Shugg","NO",44,1991-12-24,1991,"5.11",185,"RW","Windsor Spitfires",67,39,40,79,1.18,19,11,13,24,0,0,0,10,2,43,1
"Tyler Toffoli","NO",16,1992-04-24,1992,"6.00",186,"RW","Ottawa 67's",65,37,42,79,1.22,25,10,12,22,0,0,0,7,1,54,1
"Bryan Cameron","NO",23,1989-02-25,1989,"5.10",183,"RW","Barrie Colts",62,53,25,78,1.26,38,18,8,26,0,0,0,7,4,68,1
"Adam Henrique","NO",14,1990-02-06,1990,"6.00",196,"C","Windsor Spitfires",54,38,39,77,1.43,38,13,16,29,0,0,0,2,2,57,1
"Michael Latta","NO",17,1991-05-25,1991,"6.00",213,"C","Guelph Storm",58,33,40,73,1.26,18,8,15,23,2,0,2,8,1,157,1
"Pat Daley","NO",10,1989-04-08,1989,"5.11",190,"RW","Peterborough Petes",64,28,45,73,1.14,-8,11,16,27,1,0,1,5,0,32,1
"Greg Nemisz","NO",64,1990-06-05,1990,"6.04",200,"RW","Windsor Spitfires",51,34,36,70,1.37,22,13,16,29,0,0,0,6,1,50,1
"Nick Crawford","NO",14,1990-02-23,1990,"6.01",183,"D","Barrie Colts",68,11,59,70,1.03,51,7,29,36,1,2,3,1,0,24,1
"Nathan Moon","NO",10,1990-01-04,1990,"5.11",185,"C","Kingston Frontenacs",65,27,42,69,1.06,4,7,15,22,3,2,5,6,1,90,1
"Anthony Luciani","NO",11,1990-05-13,1990,"5.08",185,"RW","Erie Otters",68,38,30,68,1,-7,7,12,19,0,0,0,1,1,67,1
"Eric O'Dell","NO",91,1990-06-21,1990,"6.01",181,"C","Sudbury Wolves",68,33,35,68,1,-16,9,12,21,1,1,2,6,1,63,1
"Eric Wellwood","NO",67,1990-03-06,1990,"5.11",179,"LW","Windsor Spitfires",65,31,37,68,1.05,36,4,7,11,1,1,2,3,1,36,1
