"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Matt Puempel",1993-01-24,"LW","Peterborough Petes",59,33,31,64,1.08,-2,11,10,1,3,43
"Boone Jenner",1993-06-15,"C","Oshawa Generals",65,19,30,49,0.75,-22,8,15,3,0,91
"Gabriel Landeskog",1992-11-23,"RW","Kitchener Rangers",61,24,22,46,0.75,0,7,8,2,0,51
"Ivan Telegin",1992-02-28,"C","Saginaw Spirit",51,26,18,44,0.86,2,7,7,1,0,20
"Vincent Trocheck",1993-07-11,"C","Saginaw Spirit",68,15,28,43,0.63,5,5,8,3,1,56
"Geoffrey Schemitsch",1992-04-01,"D","Owen Sound Attack",62,4,36,40,0.65,1,2,12,1,0,24
"Ryan Murphy",1993-03-31,"D","Kitchener Rangers",62,6,33,39,0.63,-3,4,20,0,0,22
"Garrett Meurs",1993-01-12,"C","Plymouth Whalers",62,16,18,34,0.55,4,6,4,3,0,22
"Philip Lane",1992-05-29,"RW","Brampton Battalion",64,18,14,32,0.5,-10,3,6,1,0,52
"Brandon Francisco",1993-02-11,"LW","Sarnia Sting",65,12,20,32,0.49,-30,3,8,1,0,14
"Nick Cousins",1993-07-20,"C","Sault Ste. Marie Greyhounds",67,11,21,32,0.48,-7,3,9,3,0,34
"Daniel Catenacci",1993-03-09,"C","Sault Ste. Marie Greyhounds",65,10,20,30,0.46,-6,2,10,1,0,68
"Brett Ritchie",1993-07-01,"RW","Sarnia Sting",65,13,16,29,0.45,-33,5,4,0,0,35
"Austen Brassard",1993-01-14,"RW","Belleville Bulls",63,10,19,29,0.46,2,2,2,1,0,45
"Alan Quine",1993-02-25,"C","Kingston Frontenacs",64,11,17,28,0.44,-6,3,3,2,0,8
"Ryan Strome",1993-07-11,"RW","Niagara IceDogs",61,8,19,27,0.44,-2,5,8,1,0,61
"Corey Durocher",1992-05-30,"LW","Kingston Frontenacs",66,15,11,26,0.39,-5,0,1,1,0,31
"Matt Petgrave",1992-01-29,"D","Niagara IceDogs",67,6,19,25,0.37,7,0,3,0,0,74
"Michael Curtis",1993-01-26,"LW","Belleville Bulls",67,19,5,24,0.36,-22,7,2,1,0,23
"Brandon Alderson",1992-01-22,"RW","Sarnia Sting",67,13,11,24,0.36,-17,0,2,3,0,30
"Roman Berdnikov",1992-07-18,"RW","Owen Sound Attack",38,9,15,24,0.63,-11,3,4,2,0,12
"Derek Froats",1992-05-21,"LW","Kingston Frontenacs",61,14,9,23,0.38,-1,0,2,1,0,70
"Barclay Goodrow",1993-02-26,"LW","Brampton Battalion",63,6,13,19,0.3,-3,1,4,2,0,34
"Andrew Fritsch",1993-03-24,"LW","Niagara IceDogs",62,11,7,18,0.29,-7,3,2,0,0,13
"David Broll",1993-01-04,"LW","Erie Otters",64,9,9,18,0.28,-19,4,3,0,0,42
"Domenic Alberga",1992-07-28,"C","Brampton Battalion",66,5,13,18,0.27,-10,0,2,0,0,63
"Stuart Percy",1993-05-18,"D","Mississauga St. Michael's Majors",52,3,15,18,0.35,-5,2,8,0,0,40
"Alex Basso",1993-06-15,"D","Belleville Bulls",59,3,14,17,0.29,-21,2,6,0,0,30
"Joseph Cramarossa",1992-10-26,"C","Mississauga St. Michael's Majors",64,6,10,16,0.25,5,1,2,0,0,60
"Matt MacLeod",1993-07-13,"RW","Brampton Battalion",57,6,10,16,0.28,7,0,0,1,0,13
"Dougie Hamilton",1993-06-17,"D","Niagara IceDogs",64,3,13,16,0.25,-8,2,4,0,0,36
"Carter Sandlak",1993-05-18,"LW","Guelph Storm",61,7,8,15,0.25,1,1,0,0,0,59
"Francis Menard",1992-03-02,"LW","Guelph Storm",65,7,8,15,0.23,-9,1,0,0,0,36
"Brady Austin",1993-06-16,"D","Erie Otters",64,5,10,15,0.23,5,0,4,0,0,24
"JC Campagna",1993-06-11,"LW","Sarnia Sting",59,7,7,14,0.24,-25,0,1,0,0,49
"Craig Hottot",1992-02-15,"RW","Sarnia Sting",49,6,8,14,0.29,-6,1,3,0,0,85
"Scott Harrington",1993-03-10,"D","London Knights",55,1,13,14,0.25,25,1,1,1,0,20
"Trevor Morbeck",1993-11-21,"RW","Sault Ste. Marie Greyhounds",57,5,8,13,0.23,4,0,0,1,0,56
"Andrew Crescenzi",1992-07-29,"C","Kitchener Rangers",68,8,4,12,0.18,-5,3,0,1,0,42
"Anthony Camara",1993-09-04,"LW","Saginaw Spirit",65,6,6,12,0.18,-9,0,0,1,0,96
"Ben Thomson",1993-01-16,"LW","Kitchener Rangers",46,6,6,12,0.26,2,0,0,3,0,30
"Cody Ceci",1993-12-21,"D","Ottawa 67's",64,4,8,12,0.19,3,1,2,1,0,12
"Michael Kantor",1992-02-02,"RW","Saginaw Spirit",29,4,8,12,0.41,6,0,0,0,0,71
"Austin Levi",1992-02-16,"D","Plymouth Whalers",68,3,9,12,0.18,10,0,2,0,0,116
"Craig Duininck",1993-04-29,"D","Windsor Spitfires",57,1,11,12,0.21,14,0,0,0,0,30
"Garret Ross",1992-05-26,"LW","Saginaw Spirit",43,7,4,11,0.26,-1,1,0,1,0,103
"Jeremy Gottzmann",1993-04-02,"C","Erie Otters",60,4,6,10,0.17,-2,1,0,0,0,28
"Zack Mitchell",1993-01-07,"RW","Guelph Storm",59,3,7,10,0.17,-15,0,0,0,0,25
"Michael Whaley",1993-04-11,"C","Windsor Spitfires",39,1,9,10,0.26,-3,0,2,0,0,10
"David Mazurek",1992-02-23,"C","Barrie Colts",44,3,6,9,0.2,-1,0,0,0,0,43
"Jimmy McDowell",1993-04-23,"D","Oshawa Generals",50,3,6,9,0.18,-21,2,3,0,0,27
"Tyler Graovac",1993-04-27,"C","Ottawa 67's",52,2,7,9,0.17,-6,0,1,0,0,17
"Frank Corrado",1993-03-26,"D","Sudbury Wolves",63,1,8,9,0.14,-16,1,1,0,0,46
"Stefan Noesen",1993-02-12,"RW","Plymouth Whalers",33,3,5,8,0.24,1,1,0,0,0,4
"Steven Janes",1993-02-24,"RW","Ottawa 67's",61,3,5,8,0.13,-5,1,0,0,0,36
"Mitchell Theoret",1993-06-08,"C","Niagara IceDogs",53,2,6,8,0.15,-2,0,0,0,0,41
"Steven Broek",1993-01-10,"LW","Kingston Frontenacs",53,4,3,7,0.13,-9,0,0,1,0,19
"Colin MacDonald",1992-04-16,"D","Plymouth Whalers",56,1,6,7,0.13,7,0,0,0,0,24
"Dane Fox",1993-10-13,"C","London Knights",26,1,6,7,0.27,0,0,1,0,0,13
"Julian Luciani",1992-02-11,"D","Belleville Bulls",43,1,6,7,0.16,-8,1,2,0,0,63
"Justin Sefton",1993-04-14,"D","Sudbury Wolves",65,1,6,7,0.11,-17,0,1,0,0,83
"Luke Hietkamp",1993-08-15,"RW","Peterborough Petes",54,4,2,6,0.11,-9,0,0,1,0,16
"Braden Kavaratzis",1993-05-08,"LW","Sarnia Sting",13,3,3,6,0.46,-4,1,0,1,0,6
"Clark Seymour",1993-05-18,"D","Kingston Frontenacs",60,1,5,6,0.1,-11,0,1,0,0,58
"Colin Suellentrop",1993-06-10,"D","Oshawa Generals",54,1,5,6,0.11,-37,0,1,0,0,74
"Jordan Coccimiglio",1993-02-27,"C","Erie Otters",67,1,5,6,0.09,-15,0,0,1,0,8
"Steven Strong",1993-02-16,"D","Belleville Bulls",65,1,5,6,0.09,-11,0,4,0,0,52
"Branden Morris",1992-03-31,"D","Kitchener Rangers",25,0,6,6,0.24,5,0,2,0,0,20
"Kristoff Kontos",1993-12-06,"C","Sudbury Wolves",68,3,2,5,0.07,-10,0,1,1,0,4
"Braeden Corbeth",1992-06-14,"C","Belleville Bulls",49,2,3,5,0.1,-11,0,1,0,0,8
"Matt Baldassarra",1992-01-13,"LW","Niagara IceDogs",59,2,3,5,0.08,2,0,0,0,0,72
"Reid McNeill",1992-04-29,"D","London Knights",53,2,3,5,0.09,11,0,1,0,0,32
"Jack Kuzmyk",1993-09-28,"D","Owen Sound Attack",59,0,5,5,0.08,-1,0,0,0,0,8
"Zach Bell",1993-02-13,"D","Brampton Battalion",46,0,5,5,0.11,3,0,0,0,0,40
"Derek Schoenmakers",1992-04-17,"RW","Mississauga St. Michael's Majors",23,3,1,4,0.17,2,0,0,0,0,6
"Branden Eden",1992-06-04,"C","Belleville Bulls",54,1,3,4,0.07,-10,0,0,0,0,16
