"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Alex Hutchings",1990-11-07,"RW","Barrie Colts",68,11,2,13,0.19,16
"Brett Thompson",1991-01-31,"C","Sault Ste. Marie Greyhounds",67,4,3,7,0.1,11
"Nazem Kadri",1990-10-06,"C","London Knights",56,3,4,7,0.12,8
"Steven Tarasuk",1989-11-01,"D","London Knights",67,2,5,7,0.1,10
"Justin Taylor",1989-02-08,"LW","London Knights",68,4,2,6,0.09,10
"Alexander Burmistrov",1991-10-21,"C","Barrie Colts",62,3,3,6,0.1,9
"Matt Kennedy",1989-03-04,"RW","Barrie Colts",43,3,3,6,0.14,18
"Scott Timmins",1989-09-11,"C","Windsor Spitfires",56,4,1,5,0.09,9
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",57,4,1,5,0.09,5
"Carson Dubchak",1991-03-01,"RW","Sault Ste. Marie Greyhounds",68,3,2,5,0.07,15
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",65,3,2,5,0.08,7
"Boone Jenner",1993-06-15,"C","Oshawa Generals",65,2,3,5,0.08,10
"Greg McKegg",1992-06-17,"C","Erie Otters",67,2,3,5,0.07,6
"Joe Pleckaitis",1989-06-13,"LW","Kingston Frontenacs",64,2,3,5,0.08,9
"Zack Torquato",1989-06-08,"C","Erie Otters",68,2,3,5,0.07,5
"AJ Jenks",1990-06-27,"C","Plymouth Whalers",52,4,0,4,0.08,6
"Christian Thomas",1992-05-26,"RW","Oshawa Generals",64,4,0,4,0.06,6
"Shawn Szydlowski",1990-08-05,"RW","Erie Otters",65,4,0,4,0.06,8
"Jeff Hayes",1989-04-15,"C","Oshawa Generals",68,3,1,4,0.06,7
"Scott Tanski",1990-04-19,"RW","Brampton Battalion",54,3,1,4,0.07,12
"Taylor Carnevale",1991-03-15,"C","Barrie Colts",67,3,1,4,0.06,7
"Darren Archibald",1990-02-09,"LW","Barrie Colts",57,2,2,4,0.07,7
"Jesse Stoughton",1991-04-21,"C","Sarnia Sting",67,2,2,4,0.06,14
"Joey Hishon",1991-10-20,"C","Owen Sound Attack",36,2,2,4,0.11,10
"Mike Cazzola",1991-03-08,"C","Erie Otters",68,2,2,4,0.06,5
"Miroslav Preisinger",1991-02-03,"C","Sarnia Sting",64,2,2,4,0.06,13
"Nathan Chiarlitti",1992-02-04,"D","Sarnia Sting",67,2,2,4,0.06,19
"Steve Reese",1989-01-09,"C","Sudbury Wolves",63,2,2,4,0.06,9
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",63,0,4,4,0.06,7
"Luke Judson",1991-02-14,"RW","Belleville Bulls",65,3,0,3,0.05,7
"Thomas Nesbitt",1990-06-20,"RW","Ottawa 67's",68,3,0,3,0.04,5
"Joey West",1991-02-16,"C","Peterborough Petes",67,2,1,3,0.04,14
"Michael MacDonald",1991-05-22,"LW","London Knights",60,2,1,3,0.05,7
"Peter Holland",1991-01-14,"C","Guelph Storm",59,2,1,3,0.05,4
"Robby Mignardi",1990-06-28,"RW","Owen Sound Attack",67,2,1,3,0.04,4
"Tyler Murovich",1989-12-04,"C","Saginaw Spirit",54,2,1,3,0.06,6
"Zac Rinaldo",1990-06-15,"LW","Barrie Colts",60,2,1,3,0.05,12
"Erik Gudbranson",1992-01-07,"D","Kingston Frontenacs",41,1,2,3,0.07,13
"Ethan Werek",1991-06-07,"C","Kingston Frontenacs",57,1,2,3,0.05,5
"Jack Walchessen",1990-04-11,"RW","Peterborough Petes",60,1,2,3,0.05,9
"Jacob Muzzin",1989-02-21,"D","Sault Ste. Marie Greyhounds",64,1,2,3,0.05,4
"Michael Farrell",1990-04-23,"RW","Kingston Frontenacs",63,1,2,3,0.05,7
"Nick Crawford",1990-02-23,"D","Barrie Colts",68,1,2,3,0.04,4
"Steven Shipley",1992-04-22,"C","Owen Sound Attack",68,1,2,3,0.04,5
"T.J. Brodie",1990-06-07,"D","Barrie Colts",65,1,2,3,0.05,5
"Zack MacQueen",1991-08-29,"C","Sarnia Sting",63,1,2,3,0.05,13
"Calvin de Haan",1991-05-09,"D","Oshawa Generals",34,0,3,3,0.09,12
"Dalton Prout",1990-03-13,"D","Barrie Colts",63,0,3,3,0.05,14
"Jared Staal",1990-08-21,"RW","Sudbury Wolves",59,0,3,3,0.05,6
"Mitch Fillman",1990-06-05,"RW","Saginaw Spirit",63,0,3,3,0.05,38
"Stefan Della Rovere",1990-02-25,"LW","Barrie Colts",57,0,3,3,0.05,7
"Barry Sanderson",1990-04-22,"RW","Saginaw Spirit",56,2,0,2,0.04,7
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",68,2,0,2,0.03,2
"Cody McNaughton",1992-10-16,"RW","Guelph Storm",63,2,0,2,0.03,7
"Garrett Wilson",1991-03-16,"LW","Owen Sound Attack",65,2,0,2,0.03,3
"Ian Watters",1991-12-27,"LW","Brampton Battalion",57,2,0,2,0.04,8
"Jordan Szwarz",1991-05-14,"RW","Saginaw Spirit",65,2,0,2,0.03,4
"Kyle Clifford",1991-01-13,"LW","Barrie Colts",58,2,0,2,0.03,4
"Michael Latta",1991-05-25,"C","Guelph Storm",58,2,0,2,0.03,3
"Michael Sgarbossa",1992-07-25,"C","Saginaw Spirit",67,2,0,2,0.03,4
"Ryan Spooner",1992-01-30,"C","Peterborough Petes",47,2,0,2,0.04,4
"Shane Prince",1992-11-16,"LW","Ottawa 67's",65,2,0,2,0.03,7
"Brett Theberge",1989-11-03,"C","Peterborough Petes",44,1,1,2,0.05,6
"Brian Lashoff",1990-07-16,"D","Kingston Frontenacs",58,1,1,2,0.03,7
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",13,1,1,2,0.15,10
"Eric O'Dell",1990-06-21,"C","Sudbury Wolves",68,1,1,2,0.03,3
"Eric Wellwood",1990-03-06,"LW","Windsor Spitfires",65,1,1,2,0.03,3
"Jason Akeson",1990-06-03,"RW","Kitchener Rangers",65,1,1,2,0.03,2
"Jeff Skinner",1992-05-16,"C","Kitchener Rangers",64,1,1,2,0.03,2
"Kale Kerbashian",1990-04-07,"LW","Sarnia Sting",58,1,1,2,0.03,4
"Liam Heelis",1990-09-28,"RW","Peterborough Petes",67,1,1,2,0.03,6
"Marcus Carroll",1989-01-15,"C","Owen Sound Attack",67,1,1,2,0.03,3
"Michael Fine",1991-05-10,"RW","Kingston Frontenacs",59,1,1,2,0.03,5
"Phil McRae",1990-03-15,"C","Plymouth Whalers",52,1,1,2,0.04,4
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",48,1,1,2,0.04,3
"Taylor Beck",1991-05-13,"RW","Guelph Storm",61,1,1,2,0.03,2
"Tyler J. Brown",1991-04-04,"LW","London Knights",62,1,1,2,0.03,11
"Andy Bathgate",1991-02-26,"C","Belleville Bulls",59,0,2,2,0.03,5
"Craig Duininck",1993-04-29,"D","Windsor Spitfires",57,0,2,2,0.04,17
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",58,0,2,2,0.03,7
"Domenic Alberga",1992-07-28,"C","Brampton Battalion",66,0,2,2,0.03,11
"Geoffrey Schemitsch",1992-04-01,"D","Owen Sound Attack",62,0,2,2,0.03,5
"Josh McFadden",1991-05-23,"D","Sudbury Wolves",61,0,2,2,0.03,7
"Michael D'Orazio",1990-08-16,"D","London Knights",67,0,2,2,0.03,7
"Paul Cianfrini",1989-04-20,"D","Erie Otters",68,0,2,2,0.03,11
"Ryan Martindale",1991-10-27,"C","Ottawa 67's",61,0,2,2,0.03,3
"Scott Valentine",1991-05-02,"D","Oshawa Generals",63,0,2,2,0.03,11
"Vincent Trocheck",1993-07-11,"C","Saginaw Spirit",68,0,2,2,0.03,5
