"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Ryan O'Connor","NO",1992-01-12,"5.10",186,"D","Saginaw Spirit",65,13,25,38,0.58,1,7,16,23,1,1,65
"Riley Brace","NO",1992-03-07,"5.11",182,"LW","Mississauga St. Michael's Majors",66,17,19,36,0.55,23,5,3,8,3,2,26
"Brandon Archibald","NO",1992-03-31,"6.04",218,"D","Sault Ste. Marie Greyhounds",68,5,28,33,0.49,-11,3,11,14,1,0,81
"Philip Lane","YES",1992-05-29,"6.03",205,"RW","Brampton Battalion",64,18,14,32,0.5,-10,3,6,9,1,0,52
"Joe Rogalski","NO",1991-11-29,"6.02",199,"D","Sarnia Sting",66,6,23,29,0.44,-38,1,12,13,0,0,75
"Corey Durocher","YES",1992-05-30,"6.03",191,"LW","Kingston Frontenacs",66,15,11,26,0.39,-5,0,1,1,1,0,31
"Brock Beukeboom","NO",1992-04-01,"6.02",215,"D","Sault Ste. Marie Greyhounds",66,7,19,26,0.39,-9,3,10,13,1,1,64
"Ian Watters","NO",1991-12-27,"6.00",190,"LW","Brampton Battalion",57,9,16,25,0.44,1,3,6,9,0,1,46
"Matt Petgrave","YES",1992-01-29,"6.01",190,"D","Niagara IceDogs",67,6,19,25,0.37,7,0,3,3,0,0,74
"Brandon Alderson","YES",1992-01-22,"6.04",202,"RW","Sarnia Sting",67,13,11,24,0.36,-17,0,2,2,3,0,30
"Roman Berdnikov","YES",1992-07-18,"5.11",185,"RW","Owen Sound Attack",38,9,15,24,0.63,-11,3,4,7,2,0,12
"Derek Froats","YES",1992-05-21,"5.11",178,"LW","Kingston Frontenacs",61,14,9,23,0.38,-1,0,2,2,1,0,70
"Adam Sedlak","NO",1991-09-21,"6.02",210,"D","Peterborough Petes",60,5,18,23,0.38,-22,4,12,16,1,0,64
"Erik Gudbranson","NO",1992-01-07,"6.04",217,"D","Kingston Frontenacs",41,2,21,23,0.56,11,1,2,3,0,0,68
"Nathan Chiarlitti","NO",1992-02-04,"5.11",188,"D","Sarnia Sting",67,7,14,21,0.31,-38,2,4,6,0,0,59
"David Quesnele","NO",1992-06-12,"5.11",201,"LW","Peterborough Petes",68,9,10,19,0.28,-25,0,2,2,2,0,62
"John Padulo","NO",1992-05-06,"5.10",188,"C","Oshawa Generals",56,7,11,18,0.32,-26,1,1,2,1,0,48
"Domenic Alberga","YES",1992-07-28,"6.01",186,"C","Brampton Battalion",66,5,13,18,0.27,-10,0,2,2,0,0,63
"Jeff Braithwaite","NO",1992-03-02,"6.01",202,"D","Peterborough Petes",60,3,14,17,0.28,-13,1,3,4,0,0,72
"Charles Sarault","NO",1992-02-20,"5.11",184,"C","Kingston Frontenacs",62,4,12,16,0.26,-19,0,0,0,0,0,31
"J.P. Labardo","NO",1992-02-24,"5.08",180,"C","Oshawa Generals",65,8,7,15,0.23,-20,0,1,1,0,0,22
"Francis Menard","YES",1992-03-02,"6.00",192,"LW","Guelph Storm",65,7,8,15,0.23,-9,1,0,1,0,0,36
"Myles Doan","NO",1992-05-18,"5.10",188,"C","Owen Sound Attack",64,8,6,14,0.22,-10,0,0,0,1,0,71
"Craig Hottot","YES",1992-02-15,"5.11",175,"RW","Sarnia Sting",49,6,8,14,0.29,-6,1,3,4,0,0,85
"Nick Trecapelli","NO",1991-09-26,"6.00",199,"D","Sudbury Wolves",63,3,11,14,0.22,-16,1,3,4,1,0,55
"Andrew Crescenzi","YES",1992-07-29,"6.05",213,"C","Kitchener Rangers",68,8,4,12,0.18,-5,3,0,3,1,0,42
"Michael Kantor","YES",1992-02-02,"6.00",197,"RW","Saginaw Spirit",29,4,8,12,0.41,6,0,0,0,0,0,71
"Austin Levi","YES",1992-02-16,"6.04",205,"D","Plymouth Whalers",68,3,9,12,0.18,10,0,2,2,0,0,116
"Garret Ross","YES",1992-05-26,"6.01",185,"LW","Saginaw Spirit",43,7,4,11,0.26,-1,1,0,1,1,0,103
"Cameron Wind","NO",1992-01-25,"6.01",216,"D","Brampton Battalion",66,3,8,11,0.17,7,1,2,3,0,0,42
"Cody Alcock","NO",1992-04-23,"6.01",190,"C","Oshawa Generals",48,2,9,11,0.23,-17,0,0,0,0,0,19
"Jonathan Jasper","NO",1991-10-07,"6.03",215,"D","Kitchener Rangers",46,1,10,11,0.24,12,0,1,1,0,0,41
"Michael Hasson","NO",1991-10-29,"6.01",195,"C","Niagara IceDogs",45,4,5,9,0.2,-6,0,0,0,1,0,40
"David Mazurek","YES",1992-02-23,"6.03",193,"C","Barrie Colts",44,3,6,9,0.2,-1,0,0,0,0,0,43
"Gregg Sutch","NO",1992-02-09,"6.03",201,"RW","Mississauga St. Michael's Majors",43,3,5,8,0.19,-11,0,0,0,0,0,55
"Chris Buonomo","NO",1992-04-23,"5.11",190,"D","Peterborough Petes",53,1,7,8,0.15,3,0,2,2,1,0,109
"Mike Schwindt","NO",1991-10-17,"6.04",211,"D","Niagara IceDogs",67,0,8,8,0.12,-3,0,1,1,0,0,81
"RJ Mahalak","NO",1991-12-23,"6.02",215,"LW","Plymouth Whalers",27,2,5,7,0.26,-2,2,1,3,0,0,36
"Colin MacDonald","YES",1992-04-16,"6.03",190,"D","Plymouth Whalers",56,1,6,7,0.13,7,0,0,0,0,0,24
"Julian Luciani","YES",1992-02-11,"5.11",182,"D","Belleville Bulls",43,1,6,7,0.16,-8,1,2,3,0,0,63
"Tyler Mort","NO",1992-03-01,"6.01",195,"D","Kingston Frontenacs",54,1,6,7,0.13,-5,0,0,0,0,0,48
"Victor Terreri","NO",1991-10-08,"6.03",221,"C","Oshawa Generals",42,1,6,7,0.17,-9,0,0,0,0,0,75
"Derek Hartwick","NO",1992-04-12,"6.03",189,"D","Ottawa 67's",59,2,4,6,0.1,-4,0,0,0,0,0,46
"Branden Morris","YES",1992-03-31,"6.04",194,"D","Kitchener Rangers",25,0,6,6,0.24,5,0,2,2,0,0,20
"Scott Howe","NO",1992-02-25,"6.01",175,"LW","Belleville Bulls",41,4,1,5,0.12,-17,0,0,0,0,0,10
"Anthony Donati","NO",1991-09-19,"6.02",190,"D","Sarnia Sting",29,2,3,5,0.17,-3,1,1,2,0,0,13
"Braeden Corbeth","YES",1992-06-14,"5.11",190,"C","Belleville Bulls",49,2,3,5,0.1,-11,0,1,1,0,0,8
"Matt Baldassarra","YES",1992-01-13,"5.10",205,"LW","Niagara IceDogs",59,2,3,5,0.08,2,0,0,0,0,0,72
"Reid McNeill","YES",1992-04-29,"6.04",201,"D","London Knights",53,2,3,5,0.09,11,0,1,1,0,0,32
"Jake Cardwell","NO",1992-05-24,"6.02",206,"D","Sudbury Wolves",39,1,4,5,0.13,5,0,3,3,1,0,59
"Pieter Schinkelshoek","NO",1992-05-26,"5.11",206,"LW","London Knights",43,1,4,5,0.12,-2,0,0,0,0,0,82
"Brendan Childerley","NO",1992-06-22,"5.11",190,"RW","Owen Sound Attack",55,3,1,4,0.07,-10,0,0,0,0,0,32
"Derek Schoenmakers","YES",1992-04-17,"6.02",197,"RW","Mississauga St. Michael's Majors",23,3,1,4,0.17,2,0,0,0,0,0,6
"Branden Eden","YES",1992-06-04,"5.09",170,"C","Belleville Bulls",54,1,3,4,0.07,-10,0,0,0,0,0,16
"David Mead","NO",1992-08-24,"6.01",221,"D","Sault Ste. Marie Greyhounds",41,0,4,4,0.1,0,0,0,0,0,0,25
"Shayne Rover","YES",1992-01-13,"6.03",215,"D","Niagara IceDogs",56,0,4,4,0.07,3,0,0,0,0,0,18
"Chris Brown","YES",1992-04-15,"6.00",174,"RW","Owen Sound Attack",52,3,0,3,0.06,-8,0,0,0,0,0,4
"Mitchell Heard","YES",1992-03-12,"6.01",194,"LW","Plymouth Whalers",16,2,1,3,0.19,0,0,0,0,1,0,4
"Alex O'Neil","YES",1992-06-04,"6.00",205,"LW","Brampton Battalion",56,1,2,3,0.05,-2,0,1,1,0,0,129
"Brett Catto","YES",1992-02-08,"5.11",193,"RW","Belleville Bulls",51,1,2,3,0.06,-12,0,0,0,0,0,50
"Dean Pawlaczyk","YES",1992-02-04,"6.00",167,"LW","Barrie Colts",43,1,2,3,0.07,0,0,0,0,0,0,117
"Greg Trichilo","YES",1992-01-02,"6.01",173,"RW","Sudbury Wolves",60,1,2,3,0.05,-14,0,0,0,0,0,23
"Sean Myers","YES",1992-02-12,"5.10",174,"C","Plymouth Whalers",8,1,2,3,0.38,1,0,0,0,0,0,0
"Ryan MacLean","YES",1992-02-14,"6.00",158,"C","Sault Ste. Marie Greyhounds",30,2,0,2,0.07,-7,0,0,0,1,0,2
"Mitch Bennett","YES",1992-01-04,"6.04",210,"RD","Barrie Colts",25,1,1,2,0.08,0,0,0,0,0,0,26
"Jason Kelly","YES",1992-02-08,"5.08",170,"C","Peterborough Petes",5,0,2,2,0.4,1,0,0,0,0,0,2
"Marshall Fox","YES",1992-02-03,"6.02",172,"D","Sault Ste. Marie Greyhounds",28,0,2,2,0.07,1,0,0,0,0,0,5
"Saverio Posa","YES",1992-01-05,"5.10",181,"D","Windsor Spitfires",48,0,2,2,0.04,-2,0,0,0,0,0,35
"Anton Zupancic","YES",1991-11-11,"6.03",213,"D","Sarnia Sting",8,1,0,1,0.13,0,0,0,0,0,0,6
"Ryan Hanes","NO",1992-01-29,"6.01",202,"D","Ottawa 67's",52,1,0,1,0.02,5,0,0,0,0,0,29
"Aaron Dartch","YES",1992-05-14,"5.11",175,"LW","London Knights",5,0,1,1,0.2,-1,0,0,0,0,0,0
"Daniel Zweep","YES",1992-04-22,"6.05",229,"LW","Owen Sound Attack",52,0,1,1,0.02,0,0,0,0,0,0,39
"Kyle Flemington","YES",1992-03-26,"6.07",213,"D","Sarnia Sting",31,0,1,1,0.03,-10,0,0,0,0,0,78
"Matt Braun","YES",1992-07-05,"5.11",192,"D","Saginaw Spirit",11,0,1,1,0.09,-2,0,0,0,0,0,7
"Patrick Murphy","YES",1992-07-07,"5.09",175,"D","Windsor Spitfires",13,0,1,1,0.08,-3,0,0,0,0,0,13
"Peter Neal","NO",1991-10-02,"6.01",175,"C","Plymouth Whalers",8,0,1,1,0.13,0,0,0,0,0,0,0
"Scott Sabourin","YES",1992-07-30,"6.03",203,"RW","Oshawa Generals",4,0,1,1,0.25,0,0,0,0,0,0,2
"Alex Cord","YES",1992-04-17,"6.02",210,"D","Mississauga St. Michael's Majors",10,0,0,0,0,-5,0,0,0,0,0,18
"Charles Cooper","YES",1992-02-11,"6.01",185,"D","London Knights",1,0,0,0,0,1,0,0,0,0,0,0
"David Searle","YES",1992-06-25,"6.06",226,"D","Guelph Storm",10,0,0,0,0,0,0,0,0,0,0,9
"Drew Collinson","YES",1992-03-04,"6.01",185,"LW","Sudbury Wolves",8,0,0,0,0,-1,0,0,0,0,0,0
"Dylan Goddard","YES",1992-04-03,"5.09",164,"LW","Belleville Bulls",1,0,0,0,0,-2,0,0,0,0,0,0
"Jake Unsworth","YES",1992-03-18,"6.01",180,"RW","London Knights",2,0,0,0,0,1,0,0,0,0,0,0
"Jeff Swift","YES",1992-07-07,"5.10",160,"RW","Peterborough Petes",10,0,0,0,0,-1,0,0,0,0,0,0
"Jiri Sekac","YES",1992-06-10,"6.00",150,"RW","Peterborough Petes",8,0,0,0,0,-3,0,0,0,0,0,0
"Keith Maisonville","YES",1992-02-18,"5.07",175,"D","Niagara IceDogs",23,0,0,0,0,-3,0,0,0,0,0,15
"Kyle Lekun","YES",1992-03-30,"6.00",195,"C","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,0,0
"Mitch Dunning","NO",1992-01-25,"6.00",192,"RW","Windsor Spitfires",16,0,0,0,0,-2,0,0,0,0,0,37
"Rickey Buehler","NO",1991-09-21,"6.01",166,"LW","Peterborough Petes",3,0,0,0,0,-1,0,0,0,0,0,0
"Scott Mitchell","YES",1992-06-07,"5.10",187,"RW","Erie Otters",10,0,0,0,0,-1,0,0,0,0,0,12
"Tommy Hughes","YES",1992-04-07,"6.02",215,"D","London Knights",7,0,0,0,0,-1,0,0,0,0,0,0
"Valery Knyazev","YES",1992-06-11,"5.11",180,"RW","Brampton Battalion",10,0,0,0,0,-2,0,0,0,0,0,0
