"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Tyler Seguin","NO",1992-01-31,"6.01",186,"C","Plymouth Whalers",63,48,58,106,1.68,17,13,30,43,7,1,54
"Taylor Hall","NO",1991-11-14,"6.01",185,"LW","Windsor Spitfires",57,40,66,106,1.86,46,14,32,46,2,3,56
"Jeff Skinner","NO",1992-05-16,"5.10",197,"C","Kitchener Rangers",64,50,40,90,1.41,7,21,23,44,9,4,72
"Greg McKegg","NO",1992-06-17,"6.00",200,"C","Erie Otters",67,37,48,85,1.27,18,16,13,29,6,0,32
"Justin Shugg","NO",1991-12-24,"5.11",185,"RW","Windsor Spitfires",67,39,40,79,1.18,19,11,13,24,10,2,43
"Tyler Toffoli","NO",1992-04-24,"6.00",186,"RW","Ottawa 67's",65,37,42,79,1.22,25,10,12,22,7,1,54
"Christian Thomas","NO",1992-05-26,"5.09",170,"RW","Oshawa Generals",64,41,25,66,1.03,-10,16,11,27,4,0,27
"Josh Shalla","NO",1991-09-25,"6.02",196,"LW","Saginaw Spirit",68,32,33,65,0.96,23,12,10,22,4,1,62
"Alexander Burmistrov","NO",1991-10-21,"6.00",170,"C","Barrie Colts",62,22,43,65,1.05,32,4,20,24,5,0,49
"Steven Shipley","NO",1992-04-22,"6.03",210,"C","Owen Sound Attack",68,23,40,63,0.93,-18,5,14,19,3,1,32
"Devante Smith-Pelly","NO",1992-06-14,"6.00",216,"LW","Mississauga St. Michael's Majors",60,29,33,62,1.03,27,10,14,24,4,0,35
"Ryan Martindale","NO",1991-10-27,"6.04",204,"C","Ottawa 67's",61,19,41,60,0.98,2,6,11,17,1,0,37
"Jared Knight","NO",1992-01-16,"5.11",196,"RW","London Knights",63,36,21,57,0.9,16,8,10,18,7,1,39
"Andrew Yogan","NO",1991-12-04,"6.03",200,"C","Erie Otters",63,25,30,55,0.87,-10,4,3,7,6,1,97
"Freddie Hamilton","NO",1992-01-01,"6.01",190,"LW","Niagara IceDogs",64,25,30,55,0.86,6,4,12,16,6,0,12
"Cam Fowler","NO",1991-12-05,"6.02",199,"D","Windsor Spitfires",55,8,47,55,1,38,6,31,37,0,0,14
"Austin Watson","NO",1992-01-13,"6.03",187,"C","Peterborough Petes",52,20,34,54,1.04,16,8,8,16,0,0,22
"Ryan Spooner","NO",1992-01-30,"5.10",175,"C","Peterborough Petes",47,19,35,54,1.15,-5,4,13,17,3,0,12
"Michael Sgarbossa","NO",1992-07-25,"5.11",175,"C","Saginaw Spirit",67,20,32,52,0.78,-6,3,13,16,1,2,63
"John McFarland","NO",1992-04-02,"6.01",205,"C","Sudbury Wolves",64,20,30,50,0.78,-17,7,12,19,2,0,70
"Stephen Silas","NO",1992-06-26,"6.01",206,"D","Belleville Bulls",66,4,45,49,0.74,-27,2,30,32,2,0,61
"Ivan Telegin","YES",1992-02-28,"6.04",185,"C","Saginaw Spirit",51,26,18,44,0.86,2,7,7,14,1,0,20
"Dalton Smith","NO",1992-06-30,"6.02",205,"LW","Ottawa 67's",62,21,23,44,0.71,20,4,1,5,1,0,129
"Sam Carrick","NO",1992-02-04,"6.00",207,"C","Brampton Battalion",66,21,21,42,0.64,0,5,6,11,3,1,96
"Alex Aleardi","NO",1992-07-30,"5.09",167,"C","Belleville Bulls",64,16,25,41,0.64,-13,2,6,8,2,0,84
"Joey Hishon","NO",1991-10-20,"5.10",175,"C","Owen Sound Attack",36,16,24,40,1.11,10,5,8,13,2,3,26
"Geoffrey Schemitsch","YES",1992-04-01,"6.02",189,"D","Owen Sound Attack",62,4,36,40,0.65,1,2,12,14,1,0,24
