"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Linus Nyman",1999-07-11,"RW","Kingston Frontenacs",4,3,7,10,2.5,3,3,1,1,0,0
"Cedric Schiemenz",1999-03-01,"C","Kitchener Rangers",4,3,4,7,1.75,2,3,3,1,0,6
"Nathan Dunkley",2000-03-05,"C","Kingston Frontenacs",4,6,0,6,1.5,5,1,0,2,1,2
"Alex Formenton",1999-09-13,"LW","London Knights",4,4,1,5,1.25,6,0,1,0,0,2
"Adam McMaster",2000-02-24,"C","North Bay Battalion",4,3,2,5,1.25,2,1,1,0,0,0
"Nate Schnarr",1999-02-25,"C","Guelph Storm",4,3,2,5,1.25,2,1,1,0,1,0
"Eric Guest",2000-04-25,"C","Kitchener Rangers",4,2,3,5,1.25,3,0,2,0,0,0
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",4,2,3,5,1.25,1,1,1,1,0,6
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",4,0,5,5,1.25,3,0,2,0,0,0
"Kyle Heitzner",1999-07-17,"C","Barrie Colts",6,4,0,4,0.67,1,0,0,0,0,6
"Gera Poddubnyi",1999-06-09,"C","Erie Otters",1,3,1,4,4,3,0,0,0,0,0
"Semyon Der-Arguchintsev",2000-09-15,"C","Peterborough Petes",4,2,2,4,1,1,0,0,0,0,0
"Owen Lalonde",2000-02-01,"D","Sudbury Wolves",5,1,3,4,0.8,1,1,1,0,0,2
"Tom Hedberg",1999-08-10,"D","Barrie Colts",4,1,3,4,1,-2,1,2,0,0,0
"Zachary Roberts",1999-08-04,"LW","Owen Sound Attack",5,1,3,4,0.8,4,0,0,0,0,11
"Allan McShane",2000-02-14,"C","Erie Otters",3,0,4,4,1.33,1,0,2,0,0,0
"Ian Blacker",1999-05-27,"D","London Knights",4,0,4,4,1,5,0,1,0,0,2
"Alex Gritz",2000-09-15,"LW","Sault Ste. Marie Greyhounds",4,2,1,3,0.75,2,0,0,0,0,2
"Kade Landry",1999-05-03,"D","Barrie Colts",6,2,1,3,0.5,1,1,1,1,0,2
"Liam Foudy",2000-02-04,"C","London Knights",4,2,1,3,0.75,0,1,0,1,0,2
"Matyas Svoboda",1999-01-02,"LW","Peterborough Petes",3,2,1,3,1,3,1,0,0,0,0
"Nick Pryce",1999-03-23,"LW","Owen Sound Attack",4,2,1,3,0.75,2,0,0,0,0,2
