"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Linus Nyman","YES",1999-07-11,"5.10",160,"RW","Kingston Frontenacs",4,3,7,10,2.5,3,3,1,4,1,0,0
"Cedric Schiemenz","YES",1999-03-01,"5.11",170,"C","Kitchener Rangers",4,3,4,7,1.75,2,3,3,6,1,0,6
"Isaac Ratcliffe","NO",1999-02-15,"6.06",204,"LW","Guelph Storm",4,1,5,6,1.5,4,0,2,2,0,0,4
"Austen Keating","NO",1999-03-07,"6.00",175,"LW","Ottawa 67's",3,5,0,5,1.67,1,1,0,1,0,0,0
"Alex Formenton","YES",1999-09-13,"6.02",185,"LW","London Knights",4,4,1,5,1.25,6,0,1,1,0,0,2
"Ivan Lodnia","NO",1999-08-31,"6.00",194,"C","Erie Otters",4,4,1,5,1.25,1,1,1,2,1,1,2
"Nate Schnarr","YES",1999-02-25,"6.03",190,"C","Guelph Storm",4,3,2,5,1.25,2,1,1,2,0,1,0
"Jason Robertson","NO",1999-07-22,"6.02",200,"LW","Kingston Frontenacs",4,2,3,5,1.25,3,0,1,1,0,1,0
"Luke Boka","NO",1999-06-12,"6.00",196,"RW","Windsor Spitfires",4,2,3,5,1.25,1,0,1,1,0,0,2
"Lucas Chiodo","NO",1998-10-31,"5.06",168,"LW","Barrie Colts",6,1,4,5,0.83,3,0,1,1,1,0,0
"Kyle Heitzner","YES",1999-07-17,"5.10",172,"C","Barrie Colts",6,4,0,4,0.67,1,0,0,0,0,0,6
"Gera Poddubnyi","YES",1999-06-09,"6.03",185,"C","Erie Otters",1,3,1,4,4,3,0,0,0,0,0,0
"Jack Studnicka","NO",1999-02-18,"6.02",175,"C","Oshawa Generals",4,2,2,4,1,-3,1,0,1,0,0,2
"Liam Hawel","NO",1999-04-18,"6.04",195,"C","Sault Ste. Marie Greyhounds",4,2,2,4,1,2,1,2,3,1,0,0
"Hudson Wilson","NO",1999-05-03,"6.03",193,"D","Ottawa 67's",3,1,3,4,1.33,-2,1,1,2,0,0,2
"Nick Suzuki","NO",1999-08-10,"5.11",183,"C","Owen Sound Attack",5,1,3,4,0.8,2,0,1,1,0,0,2
"Tom Hedberg","YES",1999-08-10,"5.11",161,"D","Barrie Colts",4,1,3,4,1,-2,1,2,3,0,0,0
"Zachary Roberts","YES",1999-08-04,"6.00",184,"LW","Owen Sound Attack",5,1,3,4,0.8,4,0,0,0,0,0,11
"C.J. Clarke","NO",1999-02-08,"6.00",202,"RW","Peterborough Petes",4,0,4,4,1,0,0,0,0,0,0,0
"Elijah Roberts","NO",1999-01-23,"5.09",175,"D","Kitchener Rangers",4,0,4,4,1,2,0,4,4,0,0,4
"Ian Blacker","YES",1999-05-27,"6.04",185,"D","London Knights",4,0,4,4,1,5,0,1,1,0,0,2
"Morgan Frost","NO",1999-05-14,"6.00",185,"C","Sault Ste. Marie Greyhounds",4,0,4,4,1,3,0,1,1,0,0,2
"Albert Michnac","NO",1998-10-18,"5.11",185,"C","Guelph Storm",4,3,0,3,0.75,1,1,0,1,0,0,2
"Darian Pilon","NO",1998-10-02,"5.10",181,"LW","Sudbury Wolves",5,2,1,3,0.6,1,0,1,1,0,0,4
"Jonah Gadjovich","NO",1998-10-12,"6.02",201,"LW","Owen Sound Attack",5,2,1,3,0.6,1,1,1,2,0,0,4
"Kade Landry","YES",1999-05-03,"6.01",198,"D","Barrie Colts",6,2,1,3,0.5,1,1,1,2,1,0,2
"Matyas Svoboda","YES",1999-01-02,"6.03",229,"LW","Peterborough Petes",3,2,1,3,1,3,1,0,1,0,0,0
"Nick Pryce","YES",1999-03-23,"5.11",180,"LW","Owen Sound Attack",4,2,1,3,0.75,2,0,0,0,0,0,2
"Oliver Castleman","YES",1999-09-15,"6.00",186,"LW","Niagara IceDogs",3,2,1,3,1,3,0,0,0,0,0,2
"Renars Krastenbergs","NO",1998-12-26,"6.00",185,"C","Oshawa Generals",3,2,1,3,1,1,1,0,1,0,0,0
"Sasha Chmelevski","NO",1999-06-09,"6.00",187,"C","Ottawa 67's",3,2,1,3,1,1,1,1,2,0,0,0
"Carson Edwardson","YES",1999-06-09,"5.11",165,"C","Erie Otters",4,1,2,3,0.75,-1,0,0,0,0,0,4
"Cedric Ralph","YES",1999-01-21,"5.09",176,"C","Guelph Storm",4,1,2,3,0.75,3,1,0,1,0,0,4
"Matthew Strome","NO",1999-01-06,"6.04",210,"LW","Hamilton Bulldogs",4,1,2,3,0.75,-3,1,2,3,0,0,8
"Nick McHugh","NO",1999-02-13,"5.10",155,"LW","Kitchener Rangers",3,1,2,3,1,4,0,0,0,0,0,6
"Pavel Demin","YES",1999-04-19,"5.09",156,"C","Niagara IceDogs",4,1,2,3,0.75,0,1,0,1,0,0,2
"Conor Timmins","NO",1998-09-18,"6.02",193,"D","Sault Ste. Marie Greyhounds",4,0,3,3,0.75,5,0,2,2,0,0,4
"Eemeli Rasanen","YES",1999-03-06,"6.07",226,"D","Kingston Frontenacs",4,0,3,3,0.75,-1,0,3,3,0,0,4
"Jason Willms","YES",1999-02-08,"6.00",186,"C","Barrie Colts",6,0,3,3,0.5,1,0,1,1,0,0,6
"Mac Hollowell","NO",1998-09-26,"5.10",163,"D","Sault Ste. Marie Greyhounds",4,0,3,3,0.75,-2,0,2,2,0,0,4
"Adam Ruzicka","YES",1999-05-11,"6.04",200,"C","Sarnia Sting",3,1,1,2,0.67,-2,0,1,1,0,1,0
"Andrei Golikov","YES",1999-05-31,"6.03",175,"D","Ottawa 67's",3,1,1,2,0.67,-4,0,0,0,0,0,0
"Brady Lyle","NO",1999-06-06,"6.03",210,"D","North Bay Battalion",3,1,1,2,0.67,2,0,0,0,1,0,2
"Cole Purboo","YES",1999-06-18,"6.03",207,"RW","Windsor Spitfires",4,1,1,2,0.5,2,0,0,0,0,0,2
"Daniil Vertiy","NO",1998-11-12,"5.11",205,"LW","North Bay Battalion",3,1,1,2,0.67,-1,1,0,1,0,0,0
"Jaden Peca","YES",1999-05-18,"5.11",172,"RW","Barrie Colts",6,1,1,2,0.33,-3,1,0,1,1,0,0
"Markus Phillips","NO",1999-03-21,"6.00",194,"D","Owen Sound Attack",4,1,1,2,0.5,4,0,0,0,0,0,4
"Matthew Philip","YES",1999-05-31,"5.11",191,"C","Niagara IceDogs",2,1,1,2,1,2,0,0,0,0,0,0
"Owen Tippett","NO",1999-02-16,"6.02",205,"RW","Mississauga Steelheads",4,1,1,2,0.5,-2,1,1,2,0,0,6
"Robert Thomas","NO",1999-07-02,"6.01",194,"C","London Knights",3,1,1,2,0.67,3,0,0,0,0,0,0
"Brady Gilmour","NO",1999-04-18,"5.10",180,"C","Saginaw Spirit",4,0,2,2,0.5,-5,0,1,1,0,0,2
"Christopher Cameron","YES",1999-05-29,"6.04",230,"D","Barrie Colts",5,0,2,2,0.4,1,0,1,1,0,0,2
"Conor Ali","YES",1999-03-09,"6.00",204,"D","Sudbury Wolves",5,0,2,2,0.4,2,0,2,2,0,0,4
"Dmitri Samorukov","YES",1999-06-16,"6.02",179,"D","Guelph Storm",3,0,2,2,0.67,3,0,1,1,0,0,0
"Jakob Brahaney","YES",1999-03-26,"6.01",192,"D","Kingston Frontenacs",4,0,2,2,0.5,3,0,0,0,0,0,2
"Josh Wainman","NO",1999-02-20,"6.00",183,"D","Erie Otters",4,0,2,2,0.5,0,0,1,1,0,0,2
"Kyle MacLean","NO",1999-04-29,"6.01",183,"LW","Oshawa Generals",5,0,2,2,0.4,-7,0,2,2,0,0,4
"Nicolas Hague","NO",1998-12-05,"6.05",216,"D","Mississauga Steelheads",4,0,2,2,0.5,-2,0,2,2,0,0,0
"Ben Garagan","NO",1999-01-06,"5.11",180,"C","Sudbury Wolves",4,1,0,1,0.25,-2,0,0,0,0,0,4
"Brett Neumann","NO",1999-02-15,"5.09",171,"C","Erie Otters",4,1,0,1,0.25,0,0,0,0,1,0,0
"Drake Pilon","NO",1998-10-02,"5.10",187,"RW","Sudbury Wolves",4,1,0,1,0.25,-2,1,0,1,0,0,17
"Igor Martynov","NO",1999-01-19,"5.11",180,"LW","Peterborough Petes",2,1,0,1,0.5,0,0,0,0,1,0,0
"Jack Phibbs","YES",1999-03-05,"6.00",182,"LW","Flint Firebirds",4,1,0,1,0.25,1,0,0,0,0,0,2
"Maksim Sushko","YES",1999-02-10,"6.01",190,"RW","Owen Sound Attack",5,1,0,1,0.2,3,1,0,1,0,0,2
"Marian Studenic","NO",1998-10-28,"6.01",170,"RW","Hamilton Bulldogs",4,1,0,1,0.25,-1,0,0,0,0,0,4
"Nick Isaacson","YES",1999-08-11,"6.03",195,"LW","Peterborough Petes",3,1,0,1,0.33,-1,0,0,0,0,0,0
"Owen Lane","YES",1999-01-16,"5.09",183,"LW","Sudbury Wolves",4,1,0,1,0.25,-2,1,0,1,1,0,0
"Zach Gallant","NO",1999-03-06,"6.02",193,"C","Peterborough Petes",4,1,0,1,0.25,1,0,0,0,0,0,8
"Zachary Jackson","YES",1999-01-11,"6.03",194,"LW","Hamilton Bulldogs",4,1,0,1,0.25,0,0,0,0,0,0,2
"Adam Thilander","NO",1998-09-18,"6.00",187,"D","North Bay Battalion",4,0,1,1,0.25,3,0,0,0,0,0,0
"Anthony DeMeo","NO",1999-06-16,"6.01",191,"D","Sault Ste. Marie Greyhounds",4,0,1,1,0.25,4,0,0,0,0,0,2
"Ben Evans","YES",1999-01-16,"6.01",201,"C","Ottawa 67's",3,0,1,1,0.33,0,0,0,0,0,0,0
"Ben Jones","NO",1999-02-26,"6.00",194,"C","Niagara IceDogs",4,0,1,1,0.25,-3,0,1,1,0,0,2
"Brad Chenier","YES",1999-01-20,"6.00",186,"LW","North Bay Battalion",4,0,1,1,0.25,-1,0,0,0,0,0,2
"Cole Coskey","NO",1999-06-01,"6.01",205,"RW","Saginaw Spirit",3,0,1,1,0.33,-1,0,0,0,0,0,2
"Cole Tymkin","YES",1999-04-05,"6.01",188,"RW","London Knights",3,0,1,1,0.33,1,0,0,0,0,0,13
"Danial Singer","YES",1999-02-10,"5.07",161,"RW","Niagara IceDogs",3,0,1,1,0.33,-3,0,0,0,0,0,0
"Jake Durham","YES",1999-04-07,"5.10",188,"RW","Flint Firebirds",4,0,1,1,0.25,1,0,0,0,0,0,0
"Jeremey Goodwin","YES",1999-09-04,"6.03",190,"LW","Mississauga Steelheads",4,0,1,1,0.25,-1,0,0,0,0,0,8
"Joseph Garreffa","NO",1999-08-09,"5.07",176,"RW","Kitchener Rangers",4,0,1,1,0.25,3,0,0,0,0,0,2
"Kirill Maksimov","NO",1999-06-01,"6.03",194,"RW","Saginaw Spirit",3,0,1,1,0.33,-1,0,1,1,0,0,2
"Kyle Auger","NO",1999-01-02,"5.10",183,"D","Barrie Colts",5,0,1,1,0.2,0,0,0,0,0,0,4
"Ondrej Machala","YES",1999-01-11,"6.00",180,"LW","Niagara IceDogs",4,0,1,1,0.25,-3,0,0,0,0,0,2
"Riley Coome","YES",1999-07-07,"6.04",210,"D","London Knights",1,0,1,1,1,-1,0,1,1,0,0,0
"Ryan McGregor","NO",1999-01-29,"6.01",177,"LW","Sarnia Sting",3,0,1,1,0.33,-1,0,0,0,0,0,0
"Tyler Burnie","YES",1999-02-09,"6.04",193,"RW","Kingston Frontenacs",4,0,1,1,0.25,0,0,0,0,0,0,9
"Aidan McFarland","YES",1999-04-05,"5.11",191,"LW","Mississauga Steelheads",4,0,0,0,0,-1,0,0,0,0,0,0
"Alex Peterson","YES",1999-05-26,"6.02",195,"D","Kitchener Rangers",1,0,0,0,0,0,0,0,0,0,0,0
