"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Kevin Hancock",1998-03-02,"LW","Owen Sound Attack",5,2,0,2,0.4,100
"James McEwan",1997-03-15,"C","Guelph Storm",4,1,1,2,0.5,33
"Albert Michnac",1998-10-18,"C","Guelph Storm",4,1,0,1,0.25,33
"Givani Smith",1998-02-27,"RW","Guelph Storm",4,1,0,1,0.25,25
"Jack Phibbs",1999-03-05,"LW","Flint Firebirds",4,1,0,1,0.25,100
"Kenny Huether",1997-08-06,"RW","Oshawa Generals",3,1,0,1,0.33,100
"Kyle Heitzner",1999-07-17,"C","Barrie Colts",6,1,0,1,0.17,25
"Logan DeNoble",1997-10-15,"C","Peterborough Petes",3,1,0,1,0.33,33
"Louis Latta",1998-08-07,"LW","Sarnia Sting",4,1,0,1,0.25,50
"Mitchell Stephens",1997-02-05,"C","Saginaw Spirit",4,1,0,1,0.25,20
"Sam Harding",1997-03-31,"C","Oshawa Generals",5,1,0,1,0.2,100
"Tim Gettinger",1998-04-14,"LW","Sault Ste. Marie Greyhounds",4,1,0,1,0.25,17
"Adam Timleck",1998-02-26,"RW","Peterborough Petes",3,0,1,1,0.33,100
"Austin Hall",1997-04-08,"D","Guelph Storm",4,0,1,1,0.25,50
"Barret Kirwin",2000-02-18,"C","Guelph Storm",4,0,1,1,0.25,50
"Dmitri Samorukov",1999-06-16,"D","Guelph Storm",3,0,1,1,0.33,50
"Grayden Gottschalk",1998-04-18,"LW","Oshawa Generals",5,0,1,1,0.2,100
"Hayden Verbeek",1997-10-17,"C","Sault Ste. Marie Greyhounds",2,0,1,1,0.5,100
"Lucas Chiodo",1998-10-31,"LW","Barrie Colts",6,0,1,1,0.17,20
"Max Grondin",2000-07-04,"C","Saginaw Spirit",4,0,1,1,0.25,100
"Ryan Moore",1997-04-09,"C","Flint Firebirds",4,0,1,1,0.25,50
"Travis Konecny",1997-03-11,"RW","Sarnia Sting",2,0,1,1,0.5,17
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",2,0,0,0,0,0
"Aaron Luchuk",1997-04-05,"C","Windsor Spitfires",4,0,0,0,0,0
"Adam Mascherin",1998-06-06,"LW","Kitchener Rangers",4,0,0,0,0,0
"Adam McMaster",2000-02-24,"C","North Bay Battalion",4,0,0,0,0,0
"Adam Ruzicka",1999-05-11,"C","Sarnia Sting",3,0,0,0,0,0
"Adam Thilander",1998-09-18,"D","North Bay Battalion",4,0,0,0,0,0
"Adrian Carbonara",1997-03-12,"RW","Barrie Colts",5,0,0,0,0,0
"Aidan Brown",1999-09-23,"RW","Barrie Colts",6,0,0,0,0,0
"Aidan Dudas",2000-06-15,"C","Owen Sound Attack",5,0,0,0,0,0
"Aidan McFarland",1999-04-05,"LW","Mississauga Steelheads",4,0,0,0,0,NA
"Aidan Timmermans",2000-04-27,"D","Erie Otters",3,0,0,0,0,NA
"Aiden Jamieson",1996-03-23,"D","Sudbury Wolves",3,0,0,0,0,0
"Akil Thomas",2000-01-02,"C","Niagara IceDogs",4,0,0,0,0,0
"Alan Lyszczarczyk",1998-02-17,"C","Sudbury Wolves",4,0,0,0,0,0
"Alex Black",1997-09-12,"D","Sarnia Sting",2,0,0,0,0,NA
"Alex DeBrincat",1997-12-18,"RW","Erie Otters",1,0,0,0,0,0
"Alex Di Carlo",1997-03-25,"D","Flint Firebirds",4,0,0,0,0,0
"Alex Formenton",1999-09-13,"LW","London Knights",4,0,0,0,0,0
"Alex Gritz",2000-09-15,"LW","Sault Ste. Marie Greyhounds",4,0,0,0,0,0
"Alex Peters",1996-07-02,"D","Flint Firebirds",3,0,0,0,0,NA
"Alex Peterson",1999-05-26,"D","Kitchener Rangers",1,0,0,0,0,NA
"Alex Robert",1999-07-06,"RW","North Bay Battalion",3,0,0,0,0,NA
