"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Justin Murray","YES",1998-08-22,"6.00",190,"D","Barrie Colts",65,3,10,13,0.2,23,0,2,2,1,0,36
"Ondrej Kachyna","YES",1998-04-30,"6.03",200,"D","Hamilton Bulldogs",52,2,11,13,0.25,-17,0,0,0,0,0,25
"Kyle Potts","YES",1998-05-26,"6.04",211,"C","North Bay Battalion",59,5,7,12,0.2,-7,0,0,0,1,0,27
"Zachary Magwood","YES",1998-04-22,"5.10",188,"C","Barrie Colts",44,6,4,10,0.23,-2,0,0,0,0,0,8
"Nicolas Mattinen","YES",1998-03-05,"6.05",219,"D","London Knights",39,4,6,10,0.26,4,1,2,3,0,0,24
"Austin Osmanski","YES",1998-04-30,"6.04",204,"D","Mississauga Steelheads",65,2,8,10,0.15,19,0,0,0,1,0,53
"Makar Tokarev","YES",1998-01-02,"6.00",175,"LW","Sault Ste. Marie Greyhounds",60,6,3,9,0.15,-3,1,0,1,1,0,10
"Brendan Harrogate","YES",1998-02-13,"6.01",192,"RW","Mississauga Steelheads",57,3,6,9,0.16,-2,0,0,0,0,0,28
"Keenan Reynolds","NO",1998-03-31,"6.02",210,"LW","Flint Firebirds",47,3,6,9,0.19,-23,0,0,0,0,0,37
"Connor Hall","YES",1998-02-21,"6.03",205,"D","Kitchener Rangers",39,2,7,9,0.23,7,0,1,1,0,0,49
"Christian Girhiny","YES",1998-08-21,"5.11",150,"LW","Erie Otters",50,4,4,8,0.16,0,0,0,0,0,0,8
"Giordano Finoro","YES",1998-05-17,"6.00",205,"C","Barrie Colts",52,3,5,8,0.15,-2,0,0,0,1,0,12
"Matyas Kantner","YES",1998-06-20,"6.03",175,"LW","Flint Firebirds",59,2,6,8,0.14,-8,0,0,0,0,0,14
"Mitchell Byrne","YES",1998-03-04,"6.00",182,"D","Erie Otters",55,2,6,8,0.15,17,0,1,1,0,1,20
"Trenton Bourque","NO",1998-06-11,"6.02",203,"D","Owen Sound Attack",52,0,8,8,0.15,-6,0,0,0,0,0,32
"Tyler Nother","NO",1998-02-07,"6.04",199,"D","Windsor Spitfires",51,0,8,8,0.16,12,0,0,0,0,0,35
"David Sherman","NO",1998-05-17,"6.04",190,"LW","North Bay Battalion",33,3,4,7,0.21,-6,0,0,0,1,0,16
"Jack Hanley","NO",1998-04-20,"5.11",190,"D","Hamilton Bulldogs",58,0,6,6,0.1,-15,0,0,0,0,0,12
"Konstantin Chernyuk","YES",1998-02-13,"6.5",181,"D","Kingston Frontenacs",37,1,4,5,0.14,12,1,0,1,1,0,38
"Kyle Rhodes","NO",1997-12-25,"6.03",206,"D","Guelph Storm",39,1,4,5,0.13,-23,0,1,1,1,0,47
"Brock Philips","YES",1998-03-10,"6.05",205,"RW","Guelph Storm",49,4,0,4,0.08,-19,1,0,1,0,0,92
"Austin Grzenia","YES",1998-05-21,"6.00",182,"RW","Kingston Frontenacs",26,3,1,4,0.15,-2,0,0,0,0,0,4
"Eddie Schulz","YES",1998-04-19,"6.01",182,"C","Peterborough Petes",61,2,2,4,0.07,-10,0,0,0,0,0,25
"Joseph Mizzi","YES",1998-04-19,"5.09",184,"RW","Hamilton Bulldogs",54,2,2,4,0.07,-11,0,0,0,0,0,22
"Kyle Langdon","YES",1998-08-26,"5.11",180,"C","Niagara IceDogs",50,2,2,4,0.08,-5,0,0,0,1,0,31
"Matt Brassard","YES",1998-08-08,"6.03",205,"D","Barrie Colts",28,1,3,4,0.14,10,0,0,0,0,0,13
"Taylor Egan","YES",1998-06-09,"6.00",190,"D","Erie Otters",50,1,3,4,0.08,-5,0,0,0,1,0,17
"William Lochead","YES",1998-03-30,"6.00",201,"D","Niagara IceDogs",49,1,3,4,0.08,2,0,0,0,1,0,41
"Hakon Nilsen","YES",1998-02-04,"6.02",205,"D","Flint Firebirds",45,0,4,4,0.09,-29,0,0,0,0,0,6
"Kyle West","YES",1998-03-28,"6.03",191,"LW","Guelph Storm",45,0,4,4,0.09,-14,0,0,0,0,0,31
"Sam Field","NO",1998-02-04,"6.01",195,"RW","Kingston Frontenacs",37,0,4,4,0.11,-4,0,0,0,0,0,58
"Sean Allen","YES",1998-04-21,"6.03",200,"D","Oshawa Generals",42,0,4,4,0.1,-7,0,0,0,0,0,77
"Marcus Dickerson","NO",1998-01-22,"5.09",207,"RW","Mississauga Steelheads",56,3,0,3,0.05,-7,0,0,0,1,0,20
"Shaun Bily","NO",1998-02-22,"5.10",185,"C","Erie Otters",7,2,1,3,0.43,-1,1,0,1,0,0,2
"Franco Sproviero","YES",1998-08-05,"5.09",158,"D","Sarnia Sting",10,0,3,3,0.3,3,0,1,1,0,0,2
"Levi Tetrault","YES",1998-02-05,"6.01",190,"D","Guelph Storm",63,0,3,3,0.05,-23,0,0,0,0,0,51
"Riley MacRae","YES",1998-03-28,"6.02",198,"LW","Erie Otters",41,2,0,2,0.05,-2,0,0,0,1,0,12
"Evan Krassey","YES",1998-04-01,"6.03",196,"RW","Hamilton Bulldogs",44,1,1,2,0.05,-10,0,0,0,0,0,29
"Zack Dorval","NO",1998-04-20,"6.00",186,"C","Kingston Frontenacs",38,1,1,2,0.05,-5,0,0,0,0,0,47
"Jake Ramalho","YES",1998-05-25,"6.02",206,"D","North Bay Battalion",37,0,2,2,0.05,-11,0,0,0,0,0,18
"Brock Welsh","YES",1998-04-09,"6.00",182,"RW","Oshawa Generals",13,1,0,1,0.08,-3,0,0,0,0,0,10
"Christian Mieritz","NO",1997-09-30,"6.01",204,"D","Guelph Storm",44,0,1,1,0.02,-13,0,0,0,0,0,17
"Derrick Johnson","YES",1998-03-08,"6.00",190,"D","Sarnia Sting",3,0,1,1,0.33,-2,0,0,0,0,0,2
"Ian McKinnon","YES",1998-03-05,"6.02",195,"C","Peterborough Petes",5,0,1,1,0.2,0,0,0,0,0,0,7
"Jake O'Donnell","NO",1998-06-05,"6.02",185,"D","Mississauga Steelheads",32,0,1,1,0.03,-3,0,0,0,0,0,23
"Nicholas Romero","YES",1998-01-26,"6.02",189,"RW","Sudbury Wolves",18,0,1,1,0.06,-5,0,0,0,0,0,30
"Theo Calvas","YES",1998-08-06,"6.05",213,"D","Sault Ste. Marie Greyhounds",25,0,1,1,0.04,-1,0,0,0,0,0,6
"Adam Kozlowski","YES",1998-03-23,"6.04",185,"LW","Oshawa Generals",3,0,0,0,0,0,0,0,0,0,0,0
"Brandon Yeamans","NO",1998-05-26,"5.09",158,"C","Mississauga Steelheads",5,0,0,0,0,0,0,0,0,0,0,0
"Brock Perry","YES",1998-01-20,"6.04",183,"LW","Sarnia Sting",3,0,0,0,0,-5,0,0,0,0,0,0
"Jacob Stos","YES",1998-06-01,"5.09",187,"LW","Sarnia Sting",2,0,0,0,0,-1,0,0,0,0,0,10
"Kyle  Moore","YES",1998-01-20,"6.01",216,"RW","North Bay Battalion",16,0,0,0,0,-4,0,0,0,0,0,11
"Liam Buckley","NO",1997-12-16,"6.03",168,"LW","Guelph Storm",11,0,0,0,0,-3,0,0,0,0,0,2
