"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Matthew Tkachuk","NO",1997-12-11,"6.01",195,"LW","London Knights",57,30,77,107,1.88,45,9,33,42,5,3,80
"Alex DeBrincat","NO",1997-12-18,"5.07",170,"RW","Erie Otters",60,51,50,101,1.68,18,13,21,34,10,5,28
"Adam Mascherin","NO",1998-06-06,"5.09",197,"LW","Kitchener Rangers",65,35,46,81,1.25,19,9,12,21,5,1,16
"Alexander Nylander","YES",1998-03-02,"6.00",172,"LW","Mississauga Steelheads",57,28,47,75,1.32,8,9,19,28,5,2,18
"Logan Brown","NO",1998-03-05,"6.06",214,"C","Windsor Spitfires",59,21,53,74,1.25,24,6,23,29,6,1,40
"Taylor Raddysh","NO",1998-02-18,"6.02",208,"RW","Erie Otters",67,24,49,73,1.09,19,11,6,17,5,0,18
"Kyle Maksimovich","NO",1998-03-10,"5.09",188,"LW","Erie Otters",68,27,44,71,1.04,25,7,14,21,6,0,22
"Will Bitten","NO",1998-07-10,"5.11",180,"RW","Flint Firebirds",67,30,35,65,0.97,-29,5,17,22,3,1,32
"Michael McLeod","NO",1998-02-03,"6.02",195,"C","Mississauga Steelheads",57,21,40,61,1.07,10,6,9,15,3,0,71
"Nathan Bastian","NO",1997-12-06,"6.04",219,"RW","Mississauga Steelheads",64,19,40,59,0.92,-3,5,17,22,2,0,50
"Cam Dineen","YES",1998-06-19,"5.11",185,"D","North Bay Battalion",68,13,46,59,0.87,18,1,24,25,5,0,18
"Mikhail Sergachev","YES",1998-06-25,"6.03",212,"D","Windsor Spitfires",67,17,40,57,0.85,15,8,23,31,5,0,56
"Dmitry Sokolov","YES",1998-04-14,"6.00",206,"RW","Sudbury Wolves",68,30,22,52,0.76,-40,10,9,19,0,0,13
"Max Jones","YES",1998-02-17,"6.03",210,"LW","London Knights",63,28,24,52,0.83,30,4,5,9,5,0,106
"Boris Katchouk","YES",1998-06-18,"6.02",210,"LW","Sault Ste. Marie Greyhounds",63,24,27,51,0.81,7,6,3,9,6,1,61
"Jordan Kyrou","NO",1998-05-05,"6.00",185,"RW","Sarnia Sting",65,17,34,51,0.78,13,2,4,6,4,0,14
"Alan Lyszczarczyk","YES",1998-02-17,"5.10",204,"C","Sudbury Wolves",67,17,33,50,0.75,-25,4,8,12,1,1,36
"Jonathan Ang","NO",1998-01-31,"6.00",170,"C","Peterborough Petes",68,21,28,49,0.72,-5,4,6,10,3,1,44
"Jakob Chychrun","NO",1998-03-31,"6.02",202,"D","Sarnia Sting",62,11,38,49,0.79,23,8,20,28,2,0,51
"Jack Kopacka","YES",1998-03-05,"6.02",200,"LW","Sault Ste. Marie Greyhounds",67,20,23,43,0.64,-5,4,5,9,0,1,12
"Givani Smith","NO",1998-02-27,"6.02",210,"RW","Guelph Storm",65,23,19,42,0.65,-27,7,4,11,1,1,146
"Logan DeNoble","NO",1997-10-15,"5.11",193,"C","Peterborough Petes",63,20,22,42,0.67,22,1,2,3,1,0,47
"Domenico Commisso","YES",1998-02-19,"6.00",182,"C","Oshawa Generals",66,18,24,42,0.64,-9,2,9,11,1,0,32
"Olli Juolevi","YES",1998-05-05,"6.02",188,"D","London Knights",57,9,33,42,0.74,38,4,20,24,0,0,16
"Tim Gettinger","NO",1998-04-14,"6.06",218,"LW","Sault Ste. Marie Greyhounds",60,17,22,39,0.65,-4,3,7,10,1,0,32
"Tye Felhaber","NO",1998-08-05,"6.00",189,"LW","Saginaw Spirit",64,18,20,38,0.59,-32,4,4,8,3,1,16
"Connor Bunnaman","NO",1998-04-16,"6.02",220,"C","Kitchener Rangers",68,16,22,38,0.56,18,2,1,3,1,1,14
"Victor Mete","NO",1998-06-07,"5.10",189,"D","London Knights",68,8,30,38,0.56,53,2,13,15,0,0,18
"Nicholas Caamano","NO",1998-09-07,"6.02",200,"LW","Flint Firebirds",64,20,17,37,0.58,-22,4,3,7,1,1,40
"Adam Timleck","NO",1998-02-26,"5.09",166,"RW","Peterborough Petes",59,19,16,35,0.59,4,2,2,4,4,0,17
"Hayden Verbeek","NO",1997-10-17,"5.09",181,"C","Sault Ste. Marie Greyhounds",63,14,20,34,0.54,4,0,0,0,1,0,33
"Cole Carter","YES",1998-07-06,"5.09",176,"RW","Windsor Spitfires",68,6,28,34,0.5,14,3,4,7,1,1,4
"Luke Burghardt","NO",1998-05-12,"5.11",167,"C","Guelph Storm",62,17,16,33,0.53,-23,5,6,11,0,2,33
"Benjamin Gleason","NO",1998-03-25,"6.01",180,"D","Hamilton Bulldogs",66,7,26,33,0.5,-29,2,10,12,1,1,44
"Cliff Pu","NO",1998-06-03,"6.02",196,"C","London Knights",63,12,19,31,0.49,12,0,3,3,2,0,24
"Anthony Salinitri","NO",1998-03-05,"5.11",171,"C","Sarnia Sting",62,17,13,30,0.48,-5,3,0,3,3,0,29
"Kevin Hancock","YES",1998-03-02,"5.11",178,"LW","Owen Sound Attack",66,13,15,28,0.42,-6,2,3,5,1,0,16
"Michael Pezzetta","NO",1998-03-13,"6.01",208,"C","Sudbury Wolves",64,10,18,28,0.44,-44,2,7,9,1,0,98
"Matt Hotchkiss","NO",1998-02-06,"6.02",203,"LW","Guelph Storm",67,11,16,27,0.4,-40,4,3,7,0,0,26
"Jordan Sambrook","YES",1998-04-11,"6.03",205,"D","Erie Otters",67,9,18,27,0.4,11,0,5,5,1,0,40
"Markus Niemelainen","YES",1998-06-08,"6.05",200,"D","Saginaw Spirit",65,1,26,27,0.42,-23,0,7,7,0,0,28
"Zach Poirier","NO",1998-05-12,"5.11",202,"RW","North Bay Battalion",59,15,9,24,0.41,-15,7,0,7,3,0,62
"Eric Henderson","YES",1998-04-23,"6.02",185,"LW","Oshawa Generals",46,8,16,24,0.52,-4,1,1,2,1,0,6
"Sean Day","NO",1998-01-09,"6.03",218,"D","Mississauga Steelheads",57,6,16,22,0.39,-13,1,9,10,1,1,27
"Riley Stillman","YES",1998-03-09,"6.02",197,"D","Oshawa Generals",62,6,15,21,0.34,-9,3,6,9,0,0,69
"Matthew Timms","NO",1998-05-12,"5.09",180,"D","Peterborough Petes",68,3,18,21,0.31,9,1,2,3,0,0,45
"Ryan Cranford","YES",1998-04-09,"6.01",204,"RW","Kingston Frontenacs",68,13,7,20,0.29,-4,2,1,3,3,1,47
"Max Kislinger","YES",1998-02-11,"6.03",202,"LW","North Bay Battalion",68,12,8,20,0.29,-8,0,1,1,2,0,31
"Cole Candella","NO",1998-02-13,"6.02",195,"D","Hamilton Bulldogs",37,4,16,20,0.54,-12,2,5,7,1,0,12
"Ben Hawerchuk","NO",1998-03-27,"5.11",186,"LW","Barrie Colts",60,9,10,19,0.32,0,1,1,2,1,0,78
"Jacob Collins","NO",1998-04-20,"6.01",195,"LW","Flint Firebirds",55,4,14,18,0.33,-7,0,0,0,0,0,14
"Logan Stanley","NO",1998-05-26,"6.07",240,"D","Windsor Spitfires",64,5,12,17,0.27,7,1,4,5,1,0,103
"Luke Kutkevicius","YES",1998-03-25,"6.01",176,"C","Hamilton Bulldogs",70,3,14,17,0.24,-9,0,4,4,1,0,24
"Luke Kirwan","NO",1997-09-23,"6.03",220,"LW","Flint Firebirds",63,10,6,16,0.25,-23,1,1,2,0,0,32
"Christopher Paquette","NO",1998-03-27,"6.02",210,"C","Niagara IceDogs",57,5,11,16,0.28,-6,1,1,2,1,0,18
"Dane Johnstone","YES",1998-03-04,"6.00",175,"RW","Flint Firebirds",56,7,8,15,0.27,-12,0,1,1,0,0,7
"Brandon Saigeon","NO",1998-06-14,"6.02",192,"C","Hamilton Bulldogs",43,4,10,14,0.33,-25,2,2,4,0,0,19
"Noah Carroll","NO",1997-12-02,"6.01",186,"D","Guelph Storm",67,3,11,14,0.21,-48,1,3,4,0,0,46
"Nic Sicoly","YES",1998-01-05,"5.09",170,"LW","Guelph Storm",64,8,5,13,0.2,-24,1,1,2,0,2,27
"Justin Brazeau","YES",1998-02-02,"6.06",226,"RW","North Bay Battalion",65,6,7,13,0.2,-5,0,0,0,1,0,8
"Mark Shoemaker","NO",1997-09-28,"6.02",220,"D","North Bay Battalion",67,4,9,13,0.19,14,3,1,4,2,0,16
