"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Alexander Nylander",1998-03-02,"LW","Mississauga Steelheads",57,28,47,75,1.32,8,9,19,5,2,18
"Cam Dineen",1998-06-19,"D","North Bay Battalion",68,13,46,59,0.87,18,1,24,5,0,18
"Mikhail Sergachev",1998-06-25,"D","Windsor Spitfires",67,17,40,57,0.85,15,8,23,5,0,56
"Dmitry Sokolov",1998-04-14,"RW","Sudbury Wolves",68,30,22,52,0.76,-40,10,9,0,0,13
"Max Jones",1998-02-17,"LW","London Knights",63,28,24,52,0.83,30,4,5,5,0,106
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",63,24,27,51,0.81,7,6,3,6,1,61
"Alan Lyszczarczyk",1998-02-17,"C","Sudbury Wolves",67,17,33,50,0.75,-25,4,8,1,1,36
"Jack Kopacka",1998-03-05,"LW","Sault Ste. Marie Greyhounds",67,20,23,43,0.64,-5,4,5,0,1,12
"Domenico Commisso",1998-02-19,"C","Oshawa Generals",66,18,24,42,0.64,-9,2,9,1,0,32
"Olli Juolevi",1998-05-05,"D","London Knights",57,9,33,42,0.74,38,4,20,0,0,16
"Ivan Lodnia",1999-08-31,"C","Erie Otters",62,16,23,39,0.63,8,4,8,3,0,14
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",63,20,18,38,0.6,-15,5,4,5,2,4
"Gabriel Vilardi",1999-08-16,"C","Windsor Spitfires",62,17,21,38,0.61,-7,4,7,1,0,14
"Matthew Strome",1999-01-06,"LW","Hamilton Bulldogs",61,16,22,38,0.62,-8,3,3,0,0,29
"Cole Carter",1998-07-06,"RW","Windsor Spitfires",68,6,28,34,0.5,14,3,4,1,1,4
"Jason Robertson",1999-07-22,"LW","Kingston Frontenacs",54,18,14,32,0.59,5,3,5,3,1,6
"David Levin",1999-09-16,"LW","Sudbury Wolves",47,9,21,30,0.64,-26,3,4,0,0,20
"Kevin Hancock",1998-03-02,"LW","Owen Sound Attack",66,13,15,28,0.42,-6,2,3,1,0,16
"Jordan Sambrook",1998-04-11,"D","Erie Otters",67,9,18,27,0.4,11,0,5,1,0,40
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",65,7,20,27,0.42,-6,0,5,0,0,12
"Markus Niemelainen",1998-06-08,"D","Saginaw Spirit",65,1,26,27,0.42,-23,0,7,0,0,28
"Jack Studnicka",1999-02-18,"C","Oshawa Generals",62,4,22,26,0.42,-9,1,3,0,0,25
"Nicolas Hague",1998-12-05,"D","Mississauga Steelheads",66,14,10,24,0.36,4,5,3,2,0,84
"Ryan McGregor",1999-01-29,"LW","Sarnia Sting",58,11,13,24,0.41,8,0,0,2,0,4
"Eric Henderson",1998-04-23,"LW","Oshawa Generals",46,8,16,24,0.52,-4,1,1,1,0,6
"Brady Gilmour",1999-04-18,"C","Saginaw Spirit",61,7,16,23,0.38,-6,1,0,0,0,6
"Kirill Maksimov",1999-06-01,"RW","Saginaw Spirit",54,6,15,21,0.39,-8,0,0,0,0,18
