"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Matt Foy",1983-05-18,"RW","Ottawa 67's",21,4,2,6,0.29,19
"Corey Locke",1984-05-08,"C","Ottawa 67's",23,2,3,5,0.22,13
"Brendan Bell",1983-03-31,"D","Ottawa 67's",23,2,1,3,0.13,11
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",23,1,2,3,0.13,21
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",23,0,3,3,0.13,17
"Dustin Brown",1984-11-04,"RW","Guelph Storm",11,2,0,2,0.18,13
"Eric Staal",1984-10-29,"C","Peterborough Petes",7,2,0,2,0.29,14
"Corey Perry",1985-05-16,"RW","London Knights",14,1,1,2,0.14,9
"Mike Stathopoulos",1982-07-12,"C","London Knights",14,1,1,2,0.14,10
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",21,1,0,1,0.05,6
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",15,1,0,1,0.07,6
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",7,1,0,1,0.14,9
"Daniel Paille",1984-04-15,"C","Guelph Storm",11,1,0,1,0.09,7
"Gregory Campbell",1983-12-17,"LW","Kitchener Rangers",21,1,0,1,0.05,5
"Karl Stewart",1983-06-30,"C","Plymouth Whalers",17,1,0,1,0.06,6
"Marc Rancourt",1984-04-28,"LW","Belleville Bulls",7,1,0,1,0.14,25
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",7,1,0,1,0.14,8
"Michael Richards",1985-02-11,"C","Kitchener Rangers",21,1,0,1,0.05,4
"Oliver Maron",1983-09-30,"D","Belleville Bulls",7,1,0,1,0.14,100
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",7,1,0,1,0.14,14
"Russ Moyer",1982-08-09,"D","Ottawa 67's",23,1,0,1,0.04,8
"Scott Horvath",1984-07-19,"RW","Toronto St. Michael's Majors",19,1,0,1,0.05,5
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",7,0,1,1,0.14,9
"Carter Trevisani",1982-06-06,"D","Ottawa 67's",20,0,1,1,0.05,33
"Cody Thornton",1986-07-16,"RW","Belleville Bulls",7,0,1,1,0.14,25
"Dennis Wideman",1983-03-20,"D","London Knights",14,0,1,1,0.07,8
"Derek Roy",1983-05-04,"C","Kitchener Rangers",21,0,1,1,0.05,3
"George Halkidis",1982-06-18,"D","Kitchener Rangers",21,0,1,1,0.05,6
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",7,0,1,1,0.14,8
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",22,0,1,1,0.05,9
"Kyle Wellwood",1983-05-16,"C","Windsor Spitfires",7,0,1,1,0.14,7
"Marcus Smith",1983-01-14,"D","Kitchener Rangers",15,0,1,1,0.07,10
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",11,0,1,1,0.09,6
"Matt Ryan",1983-11-12,"C","Guelph Storm",11,0,1,1,0.09,11
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",20,0,1,1,0.05,4
"Rane Carnegie",1985-01-02,"RW","Belleville Bulls",7,0,1,1,0.14,14
"Scott Sheppard",1983-09-28,"RW","Ottawa 67's",23,0,1,1,0.04,4
"Sean Thompson",1984-01-31,"LW","Plymouth Whalers",18,0,1,1,0.06,14
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",19,0,1,1,0.05,4
"Aaron Dawson",1985-03-11,"D","Peterborough Petes",7,0,0,0,0,NA
"Aaron Lewicki",1985-02-11,"RW","Belleville Bulls",7,0,0,0,0,0
"Aaron Lobb",1983-06-10,"RW","Guelph Storm",11,0,0,0,0,0
"Aaron Power",1982-02-04,"D","Sarnia Sting",6,0,0,0,0,0
"Adam Elzinga",1982-07-23,"D","Peterborough Petes",7,0,0,0,0,0
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",11,0,0,0,0,0
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",21,0,0,0,0,0
"Adam Nemeth",1986-02-22,"D","London Knights",13,0,0,0,0,NA
"Adam Smyth",1983-09-08,"RW","Ottawa 67's",15,0,0,0,0,0
"Ahren Nittel",1983-12-06,"C","Oshawa Generals",13,0,0,0,0,0
"Alan Nolan",1983-07-06,"LW","Toronto St. Michael's Majors",14,0,0,0,0,0
"Alex Lalonde",1983-06-21,"LW","Owen Sound Attack",4,0,0,0,0,NA
"Alex White",1983-02-03,"LW","Windsor Spitfires",1,0,0,0,0,NA
"Alexander Skorohod",1983-06-10,"D","Mississauga IceDogs",5,0,0,0,0,0
"Andre Deveaux",1984-02-23,"RW","Owen Sound Attack",4,0,0,0,0,0
"Andrew Archer",1983-05-15,"D","Guelph Storm",11,0,0,0,0,0
"Andrew Brown",1983-07-05,"RW","Belleville Bulls",7,0,0,0,0,NA
"Andrew Maksym",1986-02-16,"RW","Owen Sound Attack",4,0,0,0,0,NA
"Andrew Shennan",1985-02-19,"RW","Barrie Colts",6,0,0,0,0,NA
"Andrey Mikhnov",1983-11-26,"LW","Toronto St. Michael's Majors",13,0,0,0,0,0
"Anthony Butera",1984-09-14,"D","Sarnia Sting",6,0,0,0,0,0
"Anton Kadeykin",1984-05-17,"D","Sarnia Sting",6,0,0,0,0,0
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",6,0,0,0,0,0
"Ben Eager",1984-01-22,"LW","Oshawa Generals",8,0,0,0,0,0
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",5,0,0,0,0,0
"Bob McBride",1982-07-30,"C","Guelph Storm",11,0,0,0,0,0
"Brad Richardson",1985-02-04,"C","Owen Sound Attack",4,0,0,0,0,0
"Brad Staubitz",1984-07-28,"D","Sault Ste. Marie Greyhounds",4,0,0,0,0,NA
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",13,0,0,0,0,0
"Brandon Prust",1984-03-16,"LW","London Knights",14,0,0,0,0,0
"Brent Burns",1985-07-03,"RW","Brampton Battalion",11,0,0,0,0,0
"Brent Mahon",1984-04-27,"C","Plymouth Whalers",18,0,0,0,0,0
"Brett Trudell",1984-02-15,"RW","Guelph Storm",11,0,0,0,0,0
"Brody Todd",1984-02-25,"LW","Ottawa 67's",12,0,0,0,0,0
"Bryan Bickell",1986-03-09,"LW","Ottawa 67's",20,0,0,0,0,0
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",7,0,0,0,0,0
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",11,0,0,0,0,0
"Chad Robinson",1985-01-18,"LW","Peterborough Petes",4,0,0,0,0,0
"Chad Thompson",1984-06-29,"D","Barrie Colts",6,0,0,0,0,0
"Chanse Fitzpatrick",1984-08-14,"RW","Sarnia Sting",4,0,0,0,0,NA
"Chris Bain",1984-11-27,"LW","London Knights",14,0,0,0,0,NA
"Chris Clayton",1983-09-28,"RW","Brampton Battalion",11,0,0,0,0,0
"Chris Cunningham",1985-04-22,"D","Toronto St. Michael's Majors",19,0,0,0,0,0
"Chris Curran",1983-07-24,"C","Mississauga IceDogs",5,0,0,0,0,0
"Chris Hawley",1985-03-18,"D","Mississauga IceDogs",5,0,0,0,0,NA
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",13,0,0,0,0,0
"Chris Rebernik",1985-10-27,"RW","Toronto St. Michael's Majors",11,0,0,0,0,NA
"Chris Rowan",1982-07-12,"LW","Brampton Battalion",11,0,0,0,0,0
"Chris Thorburn",1983-06-02,"C","Plymouth Whalers",18,0,0,0,0,0
"Cole Jarrett",1983-01-04,"D","Plymouth Whalers",14,0,0,0,0,0
"Colin Power",1984-03-02,"RW","Guelph Storm",11,0,0,0,0,0
"Colt King",1983-03-04,"LW","Oshawa Generals",13,0,0,0,0,0
"Connor Cameron",1985-05-11,"C","Toronto St. Michael's Majors",17,0,0,0,0,0
"Corey LeClair",1983-09-16,"D","Sault Ste. Marie Greyhounds",4,0,0,0,0,0
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",14,0,0,0,0,0
"Craig Foster",1984-02-10,"LW","Toronto St. Michael's Majors",19,0,0,0,0,0
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",7,0,0,0,0,0
"Dan Buccella",1983-06-16,"LW","Mississauga IceDogs",3,0,0,0,0,NA
"Dan Growden",1982-02-09,"D","Owen Sound Attack",3,0,0,0,0,NA
"Dan Rogers",1984-05-07,"D","Belleville Bulls",7,0,0,0,0,0
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",5,0,0,0,0,0
"Dan Speer",1984-12-05,"C","Barrie Colts",6,0,0,0,0,0
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",6,0,0,0,0,0
"Daniel Girardi",1984-04-29,"D","Guelph Storm",11,0,0,0,0,0
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",5,0,0,0,0,0
"Danny Bois",1983-06-01,"RW","London Knights",13,0,0,0,0,0
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",5,0,0,0,0,0
"Danny Revelle",1986-02-04,"LW","Mississauga IceDogs",5,0,0,0,0,0
"Danny Syvret",1985-06-13,"D","London Knights",14,0,0,0,0,0
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",19,0,0,0,0,0
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",6,0,0,0,0,0
"David Bolland",1986-06-05,"RW","London Knights",14,0,0,0,0,0
